2024/4/9 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4112,18:00〜19:00,4/9,23:50,23,81
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3356,18:00〜19:00,4/9,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2601,3:00〜4:00,4/9,23:50,12,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2325,3:00〜4:00,4/9,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/4/9,0:00,2387,2371,87,2725
2024/4/9,1:00,2299,2286,87,2617
2024/4/9,2:00,2300,2297,88,2600
2024/4/9,3:00,2329,2325,89,2601
2024/4/9,4:00,2349,2346,89,2626
2024/4/9,5:00,2391,2381,88,2701
2024/4/9,6:00,2539,2511,89,2832
2024/4/9,7:00,2779,2758,89,3109
2024/4/9,8:00,3046,3082,88,3460
2024/4/9,9:00,3269,3280,88,3679
2024/4/9,10:00,3320,3328,87,3775
2024/4/9,11:00,3311,3352,85,3862
2024/4/9,12:00,3178,3195,84,3756
2024/4/9,13:00,3248,3285,82,3918
2024/4/9,14:00,3255,3276,82,3946
2024/4/9,15:00,3272,3225,83,3929
2024/4/9,16:00,3274,3263,82,3961
2024/4/9,17:00,3264,3324,81,3998
2024/4/9,18:00,3324,3356,80,4112
2024/4/9,19:00,3244,3268,79,4082
2024/4/9,20:00,3144,3157,76,4126
2024/4/9,21:00,3003,2994,74,4029
2024/4/9,22:00,2869,2852,74,3836
2024/4/9,23:00,2708,2696,73,3697
最大使用率(%),時間帯
89,6:00〜7:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3912,11:00〜12:00,4/10,23:50,20,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3270,11:00〜12:00,4/10,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2665,1:00〜2:00,4/10,23:50,10,90
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2418,1:00〜2:00,4/10,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/4/9,0:00,2473,0,0
2024/4/9,0:05,2460,0,0
2024/4/9,0:10,2455,0,0
2024/4/9,0:15,2438,0,0
2024/4/9,0:20,2418,0,0
2024/4/9,0:25,2399,0,0
2024/4/9,0:30,2398,0,0
2024/4/9,0:35,2382,0,0
2024/4/9,0:40,2359,0,0
2024/4/9,0:45,2337,0,0
2024/4/9,0:50,2327,0,0
2024/4/9,0:55,2315,0,0
2024/4/9,1:00,2313,0,0
2024/4/9,1:05,2318,0,0
2024/4/9,1:10,2318,0,0
2024/4/9,1:15,2309,0,0
2024/4/9,1:20,2306,0,0
2024/4/9,1:25,2298,0,0
2024/4/9,1:30,2301,0,0
2024/4/9,1:35,2289,0,0
2024/4/9,1:40,2285,0,0
2024/4/9,1:45,2300,0,0
2024/4/9,1:50,2296,0,0
2024/4/9,1:55,2294,0,0
2024/4/9,2:00,2284,0,0
2024/4/9,2:05,2300,0,0
2024/4/9,2:10,2310,0,0
2024/4/9,2:15,2293,0,0
2024/4/9,2:20,2294,0,0
2024/4/9,2:25,2288,0,0
2024/4/9,2:30,2306,0,0
2024/4/9,2:35,2303,0,0
2024/4/9,2:40,2298,0,0
2024/4/9,2:45,2289,0,0
2024/4/9,2:50,2313,0,0
2024/4/9,2:55,2326,0,0
2024/4/9,3:00,2312,0,0
2024/4/9,3:05,2319,0,0
2024/4/9,3:10,2327,0,0
2024/4/9,3:15,2340,0,0
2024/4/9,3:20,2333,0,0
2024/4/9,3:25,2319,0,0
2024/4/9,3:30,2335,0,0
2024/4/9,3:35,2323,0,0
2024/4/9,3:40,2331,0,0
2024/4/9,3:45,2332,0,0
2024/4/9,3:50,2323,0,0
2024/4/9,3:55,2328,0,0
2024/4/9,4:00,2329,0,0
2024/4/9,4:05,2348,0,0
2024/4/9,4:10,2336,0,0
2024/4/9,4:15,2351,0,0
2024/4/9,4:20,2348,0,0
2024/4/9,4:25,2344,0,0
2024/4/9,4:30,2348,0,0
2024/4/9,4:35,2322,0,0
2024/4/9,4:40,2341,0,0
2024/4/9,4:45,2355,0,0
2024/4/9,4:50,2352,0,0
2024/4/9,4:55,2350,0,0
2024/4/9,5:00,2352,0,0
2024/4/9,5:05,2351,0,0
2024/4/9,5:10,2372,0,0
2024/4/9,5:15,2377,0,0
