2024/9/3 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4755,10:00〜11:00,9/3,23:50,14,87
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4172,10:00〜11:00,9/3,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3828,7:00〜8:00,9/3,23:50,12,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3420,7:00〜8:00,9/3,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/9/3,0:00,3061,3061,87,3485
2024/9/3,1:00,2858,2861,86,3295
2024/9/3,2:00,2750,2760,82,3326
2024/9/3,3:00,2710,2719,81,3315
2024/9/3,4:00,2718,2720,82,3310
2024/9/3,5:00,2784,2778,83,3327
2024/9/3,6:00,2981,3006,86,3432
2024/9/3,7:00,3321,3420,86,3828
2024/9/3,8:00,3725,3902,85,4368
2024/9/3,9:00,3940,4135,84,4661
2024/9/3,10:00,4002,4172,84,4755
2024/9/3,11:00,4032,4105,85,4742
2024/9/3,12:00,3854,3964,81,4753
2024/9/3,13:00,3981,4002,84,4685
2024/9/3,14:00,3993,3972,84,4739
2024/9/3,15:00,4033,3975,84,4770
2024/9/3,16:00,4036,3973,84,4793
2024/9/3,17:00,3896,3903,83,4684
2024/9/3,18:00,3813,3835,82,4594
2024/9/3,19:00,3630,3663,82,4414
2024/9/3,20:00,3426,3476,81,4227
2024/9/3,21:00,3233,3253,78,4143
2024/9/3,22:00,3076,3091,75,4076
2024/9/3,23:00,2906,2915,72,4002
最大使用率(%),時間帯
87,0:00〜1:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4681,16:00〜17:00,9/4,23:50,11,89
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4202,16:00〜17:00,9/4,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4371,18:00〜19:00,9/4,23:50,10,90
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3956,18:00〜19:00,9/4,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/9/3,0:00,3194,0,0
2024/9/3,0:05,3174,0,0
2024/9/3,0:10,3147,0,0
2024/9/3,0:15,3124,0,0
2024/9/3,0:20,3099,0,0
2024/9/3,0:25,3074,0,0
2024/9/3,0:30,3052,0,0
2024/9/3,0:35,3033,0,0
2024/9/3,0:40,3020,0,0
2024/9/3,0:45,2980,0,0
2024/9/3,0:50,2958,0,0
2024/9/3,0:55,2944,0,0
2024/9/3,1:00,2935,0,0
2024/9/3,1:05,2928,0,0
2024/9/3,1:10,2906,0,0
2024/9/3,1:15,2895,0,0
2024/9/3,1:20,2880,0,0
2024/9/3,1:25,2852,0,0
2024/9/3,1:30,2850,0,0
2024/9/3,1:35,2842,0,0
2024/9/3,1:40,2820,0,0
2024/9/3,1:45,2813,0,0
2024/9/3,1:50,2790,0,0
2024/9/3,1:55,2802,0,0
2024/9/3,2:00,2784,0,0
2024/9/3,2:05,2786,0,0
2024/9/3,2:10,2771,0,0
2024/9/3,2:15,2765,0,0
2024/9/3,2:20,2743,0,0
2024/9/3,2:25,2745,0,0
2024/9/3,2:30,2730,0,0
2024/9/3,2:35,2745,0,0
2024/9/3,2:40,2743,0,0
2024/9/3,2:45,2737,0,0
2024/9/3,2:50,2713,0,0
2024/9/3,2:55,2722,0,0
2024/9/3,3:00,2720,0,0
2024/9/3,3:05,2718,0,0
2024/9/3,3:10,2712,0,0
2024/9/3,3:15,2715,0,0
2024/9/3,3:20,2702,0,0
2024/9/3,3:25,2711,0,0
2024/9/3,3:30,2709,0,0
2024/9/3,3:35,2695,0,0
2024/9/3,3:40,2710,0,0
2024/9/3,3:45,2696,0,0
2024/9/3,3:50,2698,0,0
2024/9/3,3:55,2693,0,0
2024/9/3,4:00,2706,0,0
2024/9/3,4:05,2706,0,0
2024/9/3,4:10,2723,0,0
2024/9/3,4:15,2702,0,0
2024/9/3,4:20,2708,0,0
2024/9/3,4:25,2714,0,0
2024/9/3,4:30,2721,0,0
2024/9/3,4:35,2710,0,0
2024/9/3,4:40,2725,0,0
2024/9/3,4:45,2709,0,0
2024/9/3,4:50,2716,0,0
2024/9/3,4:55,2722,0,0
2024/9/3,5:00,2724,0,0
2024/9/3,5:05,2733,0,0
2024/9/3,5:10,2761,0,0
2024/9/3,5:15,2761,0,0
