2024/10/4 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4734,14:00〜15:00,10/4,23:50,17,85
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4050,14:00〜15:00,10/4,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4420,16:00〜17:00,10/4,23:50,11,89
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3977,16:00〜17:00,10/4,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/10/4,0:00,2525,2487,80,3120
2024/10/4,1:00,2402,2373,77,3090
2024/10/4,2:00,2369,2337,76,3095
2024/10/4,3:00,2385,2357,77,3091
2024/10/4,4:00,2425,2402,78,3074
2024/10/4,5:00,2500,2475,80,3117
2024/10/4,6:00,2633,2653,82,3203
2024/10/4,7:00,2963,2973,83,3547
2024/10/4,8:00,3404,3440,86,3924
2024/10/4,9:00,3716,3778,87,4250
2024/10/4,10:00,3883,3899,88,4402
2024/10/4,11:00,3925,3952,87,4471
2024/10/4,12:00,3892,3918,87,4458
2024/10/4,13:00,4035,4019,86,4646
2024/10/4,14:00,4072,4050,86,4734
2024/10/4,15:00,4014,4026,87,4587
2024/10/4,16:00,3903,3977,88,4420
2024/10/4,17:00,3797,3811,84,4470
2024/10/4,18:00,3684,3673,80,4571
2024/10/4,19:00,3522,3513,77,4566
2024/10/4,20:00,3343,3325,74,4489
2024/10/4,21:00,3153,3141,71,4418
2024/10/4,22:00,3005,2997,71,4188
2024/10/4,23:00,2846,2835,69,4069
最大使用率(%),時間帯
88,16:00〜17:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3645,17:00〜18:00,10/5,23:50,20,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3027,17:00〜18:00,10/5,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2869,7:00〜8:00,10/5,23:50,11,90
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2595,7:00〜8:00,10/5,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/10/4,0:00,2617,0,0
2024/10/4,0:05,2603,0,0
2024/10/4,0:10,2592,0,0
2024/10/4,0:15,2567,0,0
2024/10/4,0:20,2545,0,0
2024/10/4,0:25,2531,0,0
2024/10/4,0:30,2519,0,0
2024/10/4,0:35,2519,0,0
2024/10/4,0:40,2494,0,0
2024/10/4,0:45,2469,0,0
2024/10/4,0:50,2462,0,0
2024/10/4,0:55,2442,0,0
2024/10/4,1:00,2432,0,0
2024/10/4,1:05,2439,0,0
2024/10/4,1:10,2432,0,0
2024/10/4,1:15,2426,0,0
2024/10/4,1:20,2399,0,0
2024/10/4,1:25,2396,0,0
2024/10/4,1:30,2394,0,0
2024/10/4,1:35,2381,0,0
2024/10/4,1:40,2389,0,0
2024/10/4,1:45,2375,0,0
2024/10/4,1:50,2378,0,0
2024/10/4,1:55,2365,0,0
2024/10/4,2:00,2360,0,0
2024/10/4,2:05,2367,0,0
2024/10/4,2:10,2359,0,0
2024/10/4,2:15,2359,0,0
2024/10/4,2:20,2361,0,0
2024/10/4,2:25,2361,0,0
2024/10/4,2:30,2355,0,0
2024/10/4,2:35,2362,0,0
2024/10/4,2:40,2371,0,0
2024/10/4,2:45,2382,0,0
2024/10/4,2:50,2380,0,0
2024/10/4,2:55,2382,0,0
2024/10/4,3:00,2364,0,0
2024/10/4,3:05,2380,0,0
2024/10/4,3:10,2373,0,0
2024/10/4,3:15,2382,0,0
2024/10/4,3:20,2386,0,0
2024/10/4,3:25,2383,0,0
2024/10/4,3:30,2387,0,0
2024/10/4,3:35,2379,0,0
2024/10/4,3:40,2389,0,0
2024/10/4,3:45,2378,0,0
2024/10/4,3:50,2392,0,0
2024/10/4,3:55,2388,0,0
2024/10/4,4:00,2397,0,0
2024/10/4,4:05,2413,0,0
2024/10/4,4:10,2406,0,0
2024/10/4,4:15,2409,0,0
2024/10/4,4:20,2410,0,0
2024/10/4,4:25,2417,0,0
2024/10/4,4:30,2411,0,0
2024/10/4,4:35,2411,0,0
2024/10/4,4:40,2436,0,0
2024/10/4,4:45,2441,0,0
2024/10/4,4:50,2448,0,0
2024/10/4,4:55,2450,0,0
2024/10/4,5:00,2452,0,0
2024/10/4,5:05,2451,0,0
2024/10/4,5:10,2468,0,0
2024/10/4,5:15,2476,0,0
2024/10/4,5:20,2499,0,0
2024/10/4,5:25,2502,0,0
2024/10/4,5:30,2502,0,0
2024/10/4,5:35,2505,0,0
2024/10/4,5:40,2511,0,0
2024/10/4,5:45,2515,0,0
2024/10/4,5:50,2524,1,0
2024/10/4,5:55,2524,4,0
2024/10/4,6:00,2535,7,0
2024/10/4,6:05,2545,11,0
2024/10/4,6:10,2558,16,0
2024/10/4,6:15,2583,29,1
2024/10/4,6:20,2587,34,1
2024/10/4,6:25,2604,38,1
2024/10/4,6:30,2609,45,1
2024/10/4,6:35,2632,55,2
2024/10/4,6:40,2654,68,2
2024/10/4,6:45,2689,84,3
2024/10/4,6:50,2710,98,3
2024/10/4,6:55,2733,111,4
2024/10/4,7:00,2752,124,4
2024/10/4,7:05,2806,137,4
2024/10/4,7:10,2834,153,5
2024/10/4,7:15,2859,170,5
2024/10/4,7:20,2875,187,6
2024/10/4,7:25,2911,207,7
2024/10/4,7:30,2930,224,7
2024/10/4,7:35,3009,248,8
2024/10/4,7:40,3023,271,8
2024/10/4,7:45,3062,291,9
2024/10/4,7:50,3096,305,9
2024/10/4,7:55,3132,314,10
2024/10/4,8:00,3181,323,10
2024/10/4,8:05,3217,336,10
2024/10/4,8:10,3261,340,10
2024/10/4,8:15,3267,340,10
2024/10/4,8:20,3281,346,10
2024/10/4,8:25,3339,358,10
2024/10/4,8:30,3392,367,10
2024/10/4,8:35,3440,375,10
2024/10/4,8:40,3483,388,11
2024/10/4,8:45,3527,397,11
2024/10/4,8:50,3565,409,11
2024/10/4,8:55,3588,409,11
2024/10/4,9:00,3601,402,11
2024/10/4,9:05,3629,398,10
2024/10/4,9:10,3632,394,10
2024/10/4,9:15,3621,402,11
2024/10/4,9:20,3660,434,11
2024/10/4,9:25,3675,451,12
2024/10/4,9:30,3700,470,12
2024/10/4,9:35,3734,493,13
2024/10/4,9:40,3766,510,13
2024/10/4,9:45,3779,522,13
2024/10/4,9:50,3804,533,14
2024/10/4,9:55,3836,543,14
2024/10/4,10:00,3848,555,14
2024/10/4,10:05,3868,564,14
2024/10/4,10:10,3873,563,14
2024/10/4,10:15,3887,563,14
2024/10/4,10:20,3897,563,14
2024/10/4,10:25,3891,560,14
2024/10/4,10:30,3879,559,14
2024/10/4,10:35,3897,562,14
2024/10/4,10:40,3878,569,14
2024/10/4,10:45,3870,568,14
2024/10/4,10:50,3864,572,14
2024/10/4,10:55,3867,584,15
2024/10/4,11:00,3873,596,15
2024/10/4,11:05,3915,609,15
2024/10/4,11:10,3912,621,15
2024/10/4,11:15,3919,636,16
2024/10/4,11:20,3921,642,16
2024/10/4,11:25,3923,646,16
2024/10/4,11:30,3936,654,16
2024/10/4,11:35,3927,663,16
2024/10/4,11:40,3934,658,16
2024/10/4,11:45,3922,646,16
2024/10/4,11:50,3909,661,16
2024/10/4,11:55,3954,692,17
2024/10/4,12:00,3963,708,17
2024/10/4,12:05,3920,697,17
2024/10/4,12:10,3915,695,17
2024/10/4,12:15,3893,689,17
2024/10/4,12:20,3880,679,17
2024/10/4,12:25,3885,676,17
2024/10/4,12:30,3867,669,17
2024/10/4,12:35,3836,658,17
2024/10/4,12:40,3844,656,17
2024/10/4,12:45,3865,650,16
2024/10/4,12:50,3872,651,16
2024/10/4,12:55,3913,657,16
2024/10/4,13:00,3951,659,16
2024/10/4,13:05,4009,655,16
2024/10/4,13:10,4022,645,16
2024/10/4,13:15,4026,637,15
2024/10/4,13:20,4031,635,15
2024/10/4,13:25,4044,628,15
2024/10/4,13:30,4038,619,15
2024/10/4,13:35,4045,611,15
2024/10/4,13:40,4035,601,14
2024/10/4,13:45,4032,595,14
2024/10/4,13:50,4047,593,14
2024/10/4,13:55,4047,585,14
2024/10/4,14:00,4056,579,14
2024/10/4,14:05,4069,580,14
2024/10/4,14:10,4084,574,14
2024/10/4,14:15,4069,551,13
2024/10/4,14:20,4071,531,13
2024/10/4,14:25,4065,520,12
2024/10/4,14:30,4068,514,12
2024/10/4,14:35,4070,510,12
2024/10/4,14:40,4079,501,12
2024/10/4,14:45,4074,488,11
2024/10/4,14:50,4070,473,11
2024/10/4,14:55,4049,450,11
2024/10/4,15:00,4044,430,10
2024/10/4,15:05,4028,405,10
2024/10/4,15:10,4007,383,9
2024/10/4,15:15,4030,369,9
2024/10/4,15:20,4027,345,8
2024/10/4,15:25,4024,323,8
2024/10/4,15:30,4013,298,7
2024/10/4,15:35,4023,273,6
2024/10/4,15:40,4006,249,6
2024/10/4,15:45,3995,228,5
2024/10/4,15:50,3978,203,5
2024/10/4,15:55,3971,184,4
2024/10/4,16:00,3955,162,4
2024/10/4,16:05,3953,144,3
2024/10/4,16:10,3950,127,3
2024/10/4,16:15,3929,109,2
2024/10/4,16:20,3920,94,2
2024/10/4,16:25,3907,82,2
2024/10/4,16:30,3895,70,1
2024/10/4,16:35,3888,58,1
2024/10/4,16:40,3878,48,1
2024/10/4,16:45,3863,37,0
2024/10/4,16:50,3853,28,0
2024/10/4,16:55,3850,20,0
2024/10/4,17:00,3820,13,0
2024/10/4,17:05,3816,8,0
2024/10/4,17:10,3798,3,0
2024/10/4,17:15,3801,1,0
2024/10/4,17:20,3796,0,0
2024/10/4,17:25,3802,0,0
2024/10/4,17:30,3796,0,0
2024/10/4,17:35,3807,0,0
2024/10/4,17:40,3770,0,0
2024/10/4,17:45,3779,0,0
2024/10/4,17:50,3781,0,0
2024/10/4,17:55,3761,0,0
2024/10/4,18:00,3758,0,0
2024/10/4,18:05,3729,0,0
2024/10/4,18:10,3711,0,0
2024/10/4,18:15,3708,0,0
2024/10/4,18:20,3701,0,0
2024/10/4,18:25,3683,0,0
2024/10/4,18:30,3671,0,0
2024/10/4,18:35,3675,0,0
2024/10/4,18:40,3649,0,0
2024/10/4,18:45,3651,0,0
2024/10/4,18:50,3640,0,0
2024/10/4,18:55,3610,0,0
2024/10/4,19:00,3607,0,0
2024/10/4,19:05,3590,0,0
2024/10/4,19:10,3564,0,0
2024/10/4,19:15,3561,0,0
2024/10/4,19:20,3549,0,0
2024/10/4,19:25,3524,0,0
2024/10/4,19:30,3515,0,0
2024/10/4,19:35,3509,0,0
2024/10/4,19:40,3499,0,0
2024/10/4,19:45,3476,0,0
2024/10/4,19:50,3465,0,0
2024/10/4,19:55,3451,0,0
2024/10/4,20:00,3399,0,0
2024/10/4,20:05,3410,0,0
2024/10/4,20:10,3388,0,0
2024/10/4,20:15,3380,0,0
2024/10/4,20:20,3365,0,0
2024/10/4,20:25,3351,0,0
2024/10/4,20:30,3347,0,0
2024/10/4,20:35,3322,0,0
2024/10/4,20:40,3304,0,0
2024/10/4,20:45,3297,0,0
2024/10/4,20:50,3282,0,0
2024/10/4,20:55,3292,0,0
2024/10/4,21:00,3254,0,0
2024/10/4,21:05,3239,0,0
2024/10/4,21:10,3215,0,0
2024/10/4,21:15,3203,0,0
2024/10/4,21:20,3176,0,0
2024/10/4,21:25,3164,0,0
2024/10/4,21:30,3142,0,0
2024/10/4,21:35,3126,0,0
2024/10/4,21:40,3115,0,0
2024/10/4,21:45,3103,0,0
2024/10/4,21:50,3087,0,0
2024/10/4,21:55,3062,0,0
2024/10/4,22:00,3054,0,0
2024/10/4,22:05,3051,0,0
2024/10/4,22:10,3053,0,0
2024/10/4,22:15,3046,0,0
2024/10/4,22:20,3029,0,0
2024/10/4,22:25,3011,0,0
2024/10/4,22:30,3006,0,0
2024/10/4,22:35,2996,0,0
2024/10/4,22:40,2986,0,0
2024/10/4,22:45,2971,0,0
2024/10/4,22:50,2944,0,0
2024/10/4,22:55,2920,0,0
2024/10/4,23:00,2899,0,0
2024/10/4,23:05,2913,0,0
2024/10/4,23:10,2906,0,0
2024/10/4,23:15,2891,0,0
2024/10/4,23:20,2884,0,0
2024/10/4,23:25,2862,0,0
2024/10/4,23:30,2855,0,0
2024/10/4,23:35,2823,0,0
2024/10/4,23:40,2807,0,0
2024/10/4,23:45,2801,0,0
2024/10/4,23:50,2767,0,0
2024/10/4,23:55,2758,0,0
