2024/12/6 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4111,9:00〜10:00,12/6,23:50,13,88
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3635,9:00〜10:00,12/6,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2936,4:00〜5:00,12/6,23:50,11,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2650,4:00〜5:00,12/6,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/12/6,0:00,2666,2643,90,2941
2024/12/6,1:00,2566,2541,88,2901
2024/12/6,2:00,2561,2546,88,2881
2024/12/6,3:00,2600,2585,90,2883
2024/12/6,4:00,2664,2650,90,2936
2024/12/6,5:00,2834,2830,90,3137
2024/12/6,6:00,3163,3158,89,3517
2024/12/6,7:00,3395,3451,87,3865
2024/12/6,8:00,3543,3584,87,4037
2024/12/6,9:00,3576,3635,86,4111
2024/12/6,10:00,3486,3530,86,4009
2024/12/6,11:00,3430,3434,86,3975
2024/12/6,12:00,3267,3291,83,3909
2024/12/6,13:00,3367,3380,87,3860
2024/12/6,14:00,3398,3356,88,3852
2024/12/6,15:00,3428,3383,87,3924
2024/12/6,16:00,3521,3478,86,4056
2024/12/6,17:00,3579,3570,88,4065
2024/12/6,18:00,3554,3558,84,4192
2024/12/6,19:00,3482,3478,84,4138
2024/12/6,20:00,3392,3386,82,4121
2024/12/6,21:00,3254,3234,79,4095
2024/12/6,22:00,3107,3085,79,3920
2024/12/6,23:00,2936,2924,76,3838
最大使用率(%),時間帯
90,4:00〜5:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4139,18:00〜19:00,12/7,23:40,23,81
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3376,18:00〜19:00,12/7,23:40
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2852,3:00〜4:00,12/7,23:40,10,91
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2596,3:00〜4:00,12/7,23:40
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/12/6,0:00,2751,0,0
2024/12/6,0:05,2734,0,0
2024/12/6,0:10,2725,0,0
2024/12/6,0:15,2714,0,0
2024/12/6,0:20,2698,0,0
2024/12/6,0:25,2666,0,0
2024/12/6,0:30,2673,0,0
2024/12/6,0:35,2656,0,0
2024/12/6,0:40,2638,0,0
2024/12/6,0:45,2625,0,0
2024/12/6,0:50,2598,0,0
2024/12/6,0:55,2584,0,0
2024/12/6,1:00,2571,0,0
2024/12/6,1:05,2598,0,0
2024/12/6,1:10,2589,0,0
2024/12/6,1:15,2575,0,0
2024/12/6,1:20,2570,0,0
2024/12/6,1:25,2555,0,0
2024/12/6,1:30,2559,0,0
2024/12/6,1:35,2557,0,0
2024/12/6,1:40,2552,0,0
2024/12/6,1:45,2550,0,0
2024/12/6,1:50,2555,0,0
2024/12/6,1:55,2554,0,0
2024/12/6,2:00,2549,0,0
2024/12/6,2:05,2552,0,0
2024/12/6,2:10,2553,0,0
2024/12/6,2:15,2555,0,0
2024/12/6,2:20,2553,0,0
2024/12/6,2:25,2551,0,0
2024/12/6,2:30,2555,0,0
2024/12/6,2:35,2565,0,0
2024/12/6,2:40,2559,0,0
2024/12/6,2:45,2562,0,0
2024/12/6,2:50,2579,0,0
2024/12/6,2:55,2580,0,0
2024/12/6,3:00,2576,0,0
2024/12/6,3:05,2593,0,0
2024/12/6,3:10,2594,0,0
2024/12/6,3:15,2598,0,0
2024/12/6,3:20,2597,0,0
2024/12/6,3:25,2594,0,0
2024/12/6,3:30,2588,0,0
2024/12/6,3:35,2589,0,0
2024/12/6,3:40,2594,0,0
2024/12/6,3:45,2599,0,0
2024/12/6,3:50,2612,0,0
2024/12/6,3:55,2629,0,0
2024/12/6,4:00,2630,0,0
2024/12/6,4:05,2639,0,0
2024/12/6,4:10,2647,0,0
2024/12/6,4:15,2641,0,0
2024/12/6,4:20,2642,0,0
2024/12/6,4:25,2664,0,0
2024/12/6,4:30,2653,0,0
2024/12/6,4:35,2665,0,0
2024/12/6,4:40,2662,0,0
2024/12/6,4:45,2677,0,0
2024/12/6,4:50,2683,0,0
2024/12/6,4:55,2704,0,0
2024/12/6,5:00,2730,0,0
2024/12/6,5:05,2752,0,0
2024/12/6,5:10,2775,0,0
2024/12/6,5:15,2788,0,0
2024/12/6,5:20,2804,0,0
2024/12/6,5:25,2814,0,0
2024/12/6,5:30,2811,0,0
2024/12/6,5:35,2846,0,0
2024/12/6,5:40,2863,0,0
2024/12/6,5:45,2881,0,0
2024/12/6,5:50,2894,0,0
2024/12/6,5:55,2927,0,0
2024/12/6,6:00,2963,0,0
2024/12/6,6:05,3025,0,0
2024/12/6,6:10,3070,0,0
2024/12/6,6:15,3083,0,0
2024/12/6,6:20,3118,0,0
2024/12/6,6:25,3144,0,0
2024/12/6,6:30,3170,0,0
2024/12/6,6:35,3200,0,0
2024/12/6,6:40,3227,0,0
2024/12/6,6:45,3243,0,0
2024/12/6,6:50,3244,1,0
2024/12/6,6:55,3275,3,0
2024/12/6,7:00,3278,6,0
2024/12/6,7:05,3330,9,0
2024/12/6,7:10,3297,13,0
2024/12/6,7:15,3320,25,0
2024/12/6,7:20,3353,79,2
2024/12/6,7:25,3392,121,3
2024/12/6,7:30,3402,148,4
2024/12/6,7:35,3442,178,5
2024/12/6,7:40,3452,208,6
2024/12/6,7:45,3459,238,6
2024/12/6,7:50,3451,267,7
2024/12/6,7:55,3457,297,8
2024/12/6,8:00,3452,329,9
2024/12/6,8:05,3508,360,10
2024/12/6,8:10,3524,393,11
2024/12/6,8:15,3524,428,12
2024/12/6,8:20,3506,460,13
2024/12/6,8:25,3521,494,14
2024/12/6,8:30,3532,526,14
2024/12/6,8:35,3566,559,15
2024/12/6,8:40,3549,589,16
2024/12/6,8:45,3564,619,17
2024/12/6,8:50,3582,649,18
2024/12/6,8:55,3577,679,18
2024/12/6,9:00,3575,709,19
2024/12/6,9:05,3610,737,20
2024/12/6,9:10,3597,766,21
2024/12/6,9:15,3584,793,22
2024/12/6,9:20,3590,820,22
2024/12/6,9:25,3575,845,23
2024/12/6,9:30,3567,871,24
2024/12/6,9:35,3588,895,24
