2024/1/3 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4316,19:00〜20:00,1/3,23:40,36,73

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3184,19:00〜20:00,1/3,23:40

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3039,0:00〜1:00,1/3,23:40,20,82

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2522,0:00〜1:00,1/3,23:40

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/1/3,0:00,2553,2522,84,3039
2024/1/3,1:00,2447,2420,83,2923
2024/1/3,2:00,2417,2386,84,2875
2024/1/3,3:00,2405,2378,83,2880
2024/1/3,4:00,2412,2391,83,2880
2024/1/3,5:00,2468,2428,83,2967
2024/1/3,6:00,2613,2583,82,3167
2024/1/3,7:00,2801,2816,80,3464
2024/1/3,8:00,3008,2956,81,3672
2024/1/3,9:00,3058,2897,83,3654
2024/1/3,10:00,2994,2875,83,3583
2024/1/3,11:00,2921,2750,85,3434
2024/1/3,12:00,2850,2723,84,3388
2024/1/3,13:00,2779,2693,83,3329
2024/1/3,14:00,2742,2686,82,3317
2024/1/3,15:00,2788,2729,81,3411
2024/1/3,16:00,2954,2886,80,3692
2024/1/3,17:00,3177,3123,78,4068
2024/1/3,18:00,3219,3138,76,4216
2024/1/3,19:00,3193,3184,73,4316
2024/1/3,20:00,3135,3153,73,4283
2024/1/3,21:00,3001,3016,70,4254
2024/1/3,22:00,2807,2836,67,4189
2024/1/3,23:00,2623,2649,64,4073

最大使用率(%),時間帯
85,11:00〜12:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4508,19:00〜20:00,1/4,23:40,32,75

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3416,19:00〜20:00,1/4,23:40

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2693,2:00〜3:00,1/4,23:40,17,85

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2302,2:00〜3:00,1/4,23:40

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/1/3,0:00,2642,0,0
2024/1/3,0:05,2635,0,0
2024/1/3,0:10,2628,0,0
2024/1/3,0:15,2610,0,0
2024/1/3,0:20,2582,0,0
2024/1/3,0:25,2562,0,0
2024/1/3,0:30,2547,0,0
2024/1/3,0:35,2534,0,0
2024/1/3,0:40,2514,0,0
2024/1/3,0:45,2505,0,0
2024/1/3,0:50,2488,0,0
2024/1/3,0:55,2473,0,0
2024/1/3,1:00,2462,0,0
2024/1/3,1:05,2467,0,0
2024/1/3,1:10,2473,0,0
2024/1/3,1:15,2462,0,0
2024/1/3,1:20,2449,0,0
2024/1/3,1:25,2441,0,0
2024/1/3,1:30,2436,0,0
2024/1/3,1:35,2442,0,0
2024/1/3,1:40,2439,0,0
2024/1/3,1:45,2426,0,0
2024/1/3,1:50,2426,0,0
2024/1/3,1:55,2427,0,0
2024/1/3,2:00,2422,0,0
2024/1/3,2:05,2420,0,0
2024/1/3,2:10,2415,0,0
2024/1/3,2:15,2420,0,0
2024/1/3,2:20,2414,0,0
2024/1/3,2:25,2416,0,0
2024/1/3,2:30,2418,0,0
2024/1/3,2:35,2412,0,0
2024/1/3,2:40,2406,0,0
2024/1/3,2:45,2416,0,0
2024/1/3,2:50,2404,0,0
2024/1/3,2:55,2413,0,0
2024/1/3,3:00,2413,0,0
2024/1/3,3:05,2419,0,0
2024/1/3,3:10,2410,0,0
2024/1/3,3:15,2409,0,0
2024/1/3,3:20,2406,0,0
2024/1/3,3:25,2408,0,0
2024/1/3,3:30,2391,0,0
2024/1/3,3:35,2399,0,0
2024/1/3,3:40,2391,0,0
2024/1/3,3:45,2401,0,0
2024/1/3,3:50,2402,0,0
2024/1/3,3:55,2398,0,0
2024/1/3,4:00,2399,0,0
2024/1/3,4:05,2415,0,0
2024/1/3,4:10,2412,0,0
2024/1/3,4:15,2400,0,0
2024/1/3,4:20,2408,0,0
2024/1/3,4:25,2409,0,0
2024/1/3,4:30,2401,0,0
2024/1/3,4:35,2416,0,0
2024/1/3,4:40,2404,0,0
2024/1/3,4:45,2421,0,0
2024/1/3,4:50,2420,0,0
2024/1/3,4:55,2421,0,0
2024/1/3,5:00,2428,0,0
2024/1/3,5:05,2435,0,0
2024/1/3,5:10,2453,0,0
2024/1/3,5:15,2459,0,0
2024/1/3,5:20,2458,0,0
2024/1/3,5:25,2460,0,0
2024/1/3,5:30,2459,0,0
2024/1/3,5:35,2475,0,0
2024/1/3,5:40,2461,0,0
2024/1/3,5:45,2480,0,0
2024/1/3,5:50,2481,0,0
2024/1/3,5:55,2491,0,0
