2024/6/21 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4092,10:00〜11:00,6/21,23:40,15,87
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3570,10:00〜11:00,6/21,23:40
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3201,7:00〜8:00,6/21,23:40,11,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2882,7:00〜8:00,6/21,23:40
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/6/21,0:00,2545,2545,88,2860
2024/6/21,1:00,2399,2412,86,2768
2024/6/21,2:00,2350,2359,86,2726
2024/6/21,3:00,2372,2373,86,2729
2024/6/21,4:00,2390,2392,86,2750
2024/6/21,5:00,2423,2426,87,2774
2024/6/21,6:00,2565,2583,89,2879
2024/6/21,7:00,2819,2882,88,3201
2024/6/21,8:00,3207,3281,86,3688
2024/6/21,9:00,3505,3538,87,4018
2024/6/21,10:00,3511,3570,85,4092
2024/6/21,11:00,3523,3497,87,4031
2024/6/21,12:00,3384,3309,88,3822
2024/6/21,13:00,3395,3392,88,3849
2024/6/21,14:00,3338,3396,86,3873
2024/6/21,15:00,3246,3342,82,3949
2024/6/21,16:00,3227,3320,79,4049
2024/6/21,17:00,3157,3219,79,3992
2024/6/21,18:00,3128,3135,78,3970
2024/6/21,19:00,3090,3083,77,3963
2024/6/21,20:00,2961,2928,77,3829
2024/6/21,21:00,2797,2787,75,3725
2024/6/21,22:00,2678,2678,70,3791
2024/6/21,23:00,2547,2548,67,3748
最大使用率(%),時間帯
89,6:00〜7:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3858,11:00〜12:00,6/22,23:50,20,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3219,11:00〜12:00,6/22,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2624,3:00〜4:00,6/22,23:50,18,84
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2223,3:00〜4:00,6/22,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/6/21,0:00,2625,0,0
2024/6/21,0:05,2630,0,0
2024/6/21,0:10,2617,0,0
2024/6/21,0:15,2595,0,0
2024/6/21,0:20,2588,0,0
2024/6/21,0:25,2560,0,0
2024/6/21,0:30,2532,0,0
2024/6/21,0:35,2529,0,0
2024/6/21,0:40,2500,0,0
2024/6/21,0:45,2494,0,0
2024/6/21,0:50,2462,0,0
2024/6/21,0:55,2459,0,0
2024/6/21,1:00,2433,0,0
2024/6/21,1:05,2434,0,0
2024/6/21,1:10,2434,0,0
2024/6/21,1:15,2419,0,0
2024/6/21,1:20,2404,0,0
2024/6/21,1:25,2396,0,0
2024/6/21,1:30,2381,0,0
2024/6/21,1:35,2387,0,0
2024/6/21,1:40,2384,0,0
2024/6/21,1:45,2378,0,0
2024/6/21,1:50,2359,0,0
2024/6/21,1:55,2356,0,0
2024/6/21,2:00,2350,0,0
2024/6/21,2:05,2356,0,0
2024/6/21,2:10,2345,0,0
2024/6/21,2:15,2346,0,0
2024/6/21,2:20,2337,0,0
2024/6/21,2:25,2338,0,0
2024/6/21,2:30,2331,0,0
2024/6/21,2:35,2349,0,0
2024/6/21,2:40,2354,0,0
2024/6/21,2:45,2352,0,0
2024/6/21,2:50,2354,0,0
2024/6/21,2:55,2346,0,0
2024/6/21,3:00,2350,0,0
2024/6/21,3:05,2362,0,0
2024/6/21,3:10,2358,0,0
2024/6/21,3:15,2357,0,0
2024/6/21,3:20,2359,0,0
2024/6/21,3:25,2374,0,0
2024/6/21,3:30,2355,0,0
2024/6/21,3:35,2360,0,0
2024/6/21,3:40,2358,0,0
2024/6/21,3:45,2377,0,0
2024/6/21,3:50,2375,0,0
2024/6/21,3:55,2376,0,0
2024/6/21,4:00,2381,0,0
2024/6/21,4:05,2391,0,0
2024/6/21,4:10,2384,0,0
2024/6/21,4:15,2391,0,0
2024/6/21,4:20,2387,0,0
2024/6/21,4:25,2386,0,0
2024/6/21,4:30,2372,0,0
2024/6/21,4:35,2378,0,0
2024/6/21,4:40,2393,0,0
2024/6/21,4:45,2395,0,0
2024/6/21,4:50,2380,0,0
2024/6/21,4:55,2369,3,0
2024/6/21,5:00,2404,14,0
2024/6/21,5:05,2413,19,0
2024/6/21,5:10,2404,18,0
2024/6/21,5:15,2410,19,0
