2024/1/10 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5081,8:00〜9:00,1/10,23:40,18,84
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4293,8:00〜9:00,1/10,23:40
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3571,0:00〜1:00,1/10,23:40,14,87
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3127,0:00〜1:00,1/10,23:40
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/1/10,0:00,3126,3127,87,3571
2024/1/10,1:00,2998,2988,86,3486
2024/1/10,2:00,2961,2938,86,3439
2024/1/10,3:00,2945,2929,85,3432
2024/1/10,4:00,2985,2979,85,3493
2024/1/10,5:00,3198,3184,85,3741
2024/1/10,6:00,3672,3627,86,4235
2024/1/10,7:00,4056,4017,86,4708
2024/1/10,8:00,4286,4293,84,5081
2024/1/10,9:00,4261,4260,84,5066
2024/1/10,10:00,4110,4053,84,4887
2024/1/10,11:00,4035,3887,85,4728
2024/1/10,12:00,3838,3725,84,4545
2024/1/10,13:00,3884,3802,83,4652
2024/1/10,14:00,3846,3804,81,4725
2024/1/10,15:00,3851,3834,79,4861
2024/1/10,16:00,3995,3969,80,4941
2024/1/10,17:00,4109,4100,82,4999
2024/1/10,18:00,4105,4090,81,5026
2024/1/10,19:00,4035,4030,80,5029
2024/1/10,20:00,3933,3941,78,5021
2024/1/10,21:00,3756,3769,75,4998
2024/1/10,22:00,3532,3527,72,4849
2024/1/10,23:00,3282,3293,69,4703
最大使用率(%),時間帯
87,0:00〜1:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5177,9:00〜10:00,1/11,23:40,12,89
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4624,9:00〜10:00,1/11,23:40
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
5177,9:00〜10:00,1/11,23:40,12,89
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4624,9:00〜10:00,1/11,23:40
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2024/1/10,0:00,3238,0,0
2024/1/10,0:05,3233,0,0
2024/1/10,0:10,3226,0,0
2024/1/10,0:15,3197,0,0
2024/1/10,0:20,3171,0,0
2024/1/10,0:25,3139,0,0
2024/1/10,0:30,3115,0,0
2024/1/10,0:35,3099,0,0
2024/1/10,0:40,3086,0,0
2024/1/10,0:45,3062,0,0
2024/1/10,0:50,3049,0,0
2024/1/10,0:55,3021,0,0
2024/1/10,1:00,3016,0,0
2024/1/10,1:05,3018,0,0
2024/1/10,1:10,3029,0,0
2024/1/10,1:15,3025,0,0
2024/1/10,1:20,3016,0,0
2024/1/10,1:25,3004,0,0
2024/1/10,1:30,2995,0,0
2024/1/10,1:35,2999,0,0
2024/1/10,1:40,2970,0,0
2024/1/10,1:45,2984,0,0
2024/1/10,1:50,2970,0,0
2024/1/10,1:55,2965,0,0
2024/1/10,2:00,2973,0,0
2024/1/10,2:05,2970,0,0
2024/1/10,2:10,2977,0,0
2024/1/10,2:15,2974,0,0
2024/1/10,2:20,2967,0,0
2024/1/10,2:25,2961,0,0
2024/1/10,2:30,2954,0,0
2024/1/10,2:35,2956,0,0
2024/1/10,2:40,2958,0,0
2024/1/10,2:45,2947,0,0
2024/1/10,2:50,2950,0,0
2024/1/10,2:55,2948,0,0
2024/1/10,3:00,2949,0,0
2024/1/10,3:05,2965,0,0
2024/1/10,3:10,2962,0,0
2024/1/10,3:15,2951,0,0
2024/1/10,3:20,2947,0,0
2024/1/10,3:25,2937,0,0
2024/1/10,3:30,2944,0,0
2024/1/10,3:35,2938,0,0
2024/1/10,3:40,2932,0,0
2024/1/10,3:45,2928,0,0
2024/1/10,3:50,2924,0,0
2024/1/10,3:55,2940,0,0
2024/1/10,4:00,2946,0,0
2024/1/10,4:05,2961,0,0
2024/1/10,4:10,2970,0,0
2024/1/10,4:15,2977,0,0
2024/1/10,4:20,2970,0,0
2024/1/10,4:25,2966,0,0
2024/1/10,4:30,2968,0,0
2024/1/10,4:35,2980,0,0
2024/1/10,4:40,2992,0,0
2024/1/10,4:45,2996,0,0
2024/1/10,4:50,3014,0,0
2024/1/10,4:55,3036,0,0
2024/1/10,5:00,3045,0,0
2024/1/10,5:05,3065,0,0
2024/1/10,5:10,3090,0,0
2024/1/10,5:15,3126,0,0
