2018/10/12 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2004,11:00〜12:00,10/11,9:30,90
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1820,11:00〜12:00,10/11,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
90,19,23,17.5,20.5
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/11,0:00,1295,1240,64
2018/10/11,1:00,1228,1190,61
2018/10/11,2:00,1252,1230,62
2018/10/11,3:00,1321,1290,65
2018/10/11,4:00,1341,1310,66
2018/10/11,5:00,1320,1300,65
2018/10/11,6:00,1363,1340,68
2018/10/11,7:00,1503,1470,75
2018/10/11,8:00,1666,1670,83
2018/10/11,9:00,1799,1790,89
2018/10/11,10:00,1814,1810,90
2018/10/11,11:00,1793,1820,89
2018/10/11,12:00,1695,1710,84
2018/10/11,13:00,1786,1800,89
2018/10/11,14:00,1803,1820,89
2018/10/11,15:00,1797,1810,89
2018/10/11,16:00,1804,1790,90
2018/10/11,17:00,1791,1760,89
2018/10/11,18:00,1749,1740,87
2018/10/11,19:00,1664,1670,83
2018/10/11,20:00,1570,1570,78
2018/10/11,21:00,1505,1510,75
2018/10/11,22:00,1444,1450,72
2018/10/11,23:00,1375,1380,68
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2217,11:00〜12:00,10/11,18:30,82
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1820,11:00〜12:00,10/11,18:30
予想気温(最低),予想気温(最高)
17,22
2018/10/11,4:55,1342
2018/10/11,5:00,1320
2018/10/11,5:05,1321
2018/10/11,5:10,1329
2018/10/11,5:15,1338
2018/10/11,5:20,1334
2018/10/11,5:25,1329
2018/10/11,5:30,1316
2018/10/11,5:35,1319
2018/10/11,5:40,1321
2018/10/11,5:45,1304
2018/10/11,5:50,1302
2018/10/11,5:55,1302
2018/10/11,6:00,1306
2018/10/11,6:05,1323
2018/10/11,6:10,1329
2018/10/11,6:15,1329
2018/10/11,6:20,1335
2018/10/11,6:25,1351
2018/10/11,6:30,1345
2018/10/11,6:35,1365
2018/10/11,6:40,1398
2018/10/11,6:45,1411
2018/10/11,6:50,1424
2018/10/11,6:55,1444
2018/10/11,7:00,1443
2018/10/11,7:05,1446
2018/10/11,7:10,1470
2018/10/11,7:15,1470
2018/10/11,7:20,1468
2018/10/11,7:25,1489
2018/10/11,7:30,1509
2018/10/11,7:35,1518
2018/10/11,7:40,1535
2018/10/11,7:45,1547
2018/10/11,7:50,1563
2018/10/11,7:55,1575
2018/10/11,8:00,1575
2018/10/11,8:05,1587
2018/10/11,8:10,1606
2018/10/11,8:15,1622
2018/10/11,8:20,1641
2018/10/11,8:25,1659
2018/10/11,8:30,1673
2018/10/11,8:35,1689
2018/10/11,8:40,1711
2018/10/11,8:45,1725
2018/10/11,8:50,1739
2018/10/11,8:55,1760
2018/10/11,9:00,1767
2018/10/11,9:05,1777
2018/10/11,9:10,1792
2018/10/11,9:15,1791
2018/10/11,9:20,1794
2018/10/11,9:25,1803
2018/10/11,9:30,1802
2018/10/11,9:35,1805
2018/10/11,9:40,1805
2018/10/11,9:45,1809
2018/10/11,9:50,1816
2018/10/11,9:55,1823
2018/10/11,10:00,1822
2018/10/11,10:05,1819
2018/10/11,10:10,1810
2018/10/11,10:15,1811
2018/10/11,10:20,1815
2018/10/11,10:25,1819
2018/10/11,10:30,1811
2018/10/11,10:35,1813
2018/10/11,10:40,1819
2018/10/11,10:45,1813
2018/10/11,10:50,1812
2018/10/11,10:55,1809
2018/10/11,11:00,1802
2018/10/11,11:05,1804
2018/10/11,11:10,1805
2018/10/11,11:15,1804
2018/10/11,11:20,1800
2018/10/11,11:25,1797
2018/10/11,11:30,1789
2018/10/11,11:35,1788
2018/10/11,11:40,1783
2018/10/11,11:45,1777
2018/10/11,11:50,1784
2018/10/11,11:55,1786
2018/10/11,12:00,1767
2018/10/11,12:05,1727
2018/10/11,12:10,1706
2018/10/11,12:15,1697
2018/10/11,12:20,1686
2018/10/11,12:25,1675
2018/10/11,12:30,1672
2018/10/11,12:35,1674
2018/10/11,12:40,1671
2018/10/11,12:45,1677
2018/10/11,12:50,1684
2018/10/11,12:55,1698
2018/10/11,13:00,1720
2018/10/11,13:05,1757
2018/10/11,13:10,1782
2018/10/11,13:15,1790
2018/10/11,13:20,1793
2018/10/11,13:25,1796
2018/10/11,13:30,1798
2018/10/11,13:35,1798
2018/10/11,13:40,1797
2018/10/11,13:45,1799
2018/10/11,13:50,1798
2018/10/11,13:55,1802
2018/10/11,14:00,1802
2018/10/11,14:05,1805
2018/10/11,14:10,1801
2018/10/11,14:15,1801
2018/10/11,14:20,1799
2018/10/11,14:25,1800
2018/10/11,14:30,1802
2018/10/11,14:35,1805
2018/10/11,14:40,1799
2018/10/11,14:45,1806
2018/10/11,14:50,1807
2018/10/11,14:55,1804
2018/10/11,15:00,1806
2018/10/11,15:05,1798
2018/10/11,15:10,1791
2018/10/11,15:15,1790
2018/10/11,15:20,1795
2018/10/11,15:25,1788
2018/10/11,15:30,1792
2018/10/11,15:35,1805
2018/10/11,15:40,1797
2018/10/11,15:45,1802
2018/10/11,15:50,1804
2018/10/11,15:55,1799
2018/10/11,16:00,1807
2018/10/11,16:05,1805
2018/10/11,16:10,1807
2018/10/11,16:15,1805
2018/10/11,16:20,1810
2018/10/11,16:25,1810
2018/10/11,16:30,1808
2018/10/11,16:35,1810
2018/10/11,16:40,1799
2018/10/11,16:45,1797
2018/10/11,16:50,1798
2018/10/11,16:55,1797
2018/10/11,17:00,1797
2018/10/11,17:05,1793
2018/10/11,17:10,1794
2018/10/11,17:15,1794
2018/10/11,17:20,1793
2018/10/11,17:25,1795
2018/10/11,17:30,1796
2018/10/11,17:35,1796
2018/10/11,17:40,1788
2018/10/11,17:45,1787
2018/10/11,17:50,1783
2018/10/11,17:55,1780
2018/10/11,18:00,1775
2018/10/11,18:05,1768
2018/10/11,18:10,1765
2018/10/11,18:15,1759
2018/10/11,18:20,1758
2018/10/11,18:25,1755
2018/10/11,18:30,1749
2018/10/11,18:35,1745
2018/10/11,18:40,1735
2018/10/11,18:45,1728
2018/10/11,18:50,1724
2018/10/11,18:55,1721
2018/10/11,19:00,1714
2018/10/11,19:05,1706
2018/10/11,19:10,1700
2018/10/11,19:15,1689
2018/10/11,19:20,1673
2018/10/11,19:25,1663
2018/10/11,19:30,1660
2018/10/11,19:35,1653
2018/10/11,19:40,1641
2018/10/11,19:45,1629
2018/10/11,19:50,1624
2018/10/11,19:55,1617
2018/10/11,20:00,1609
2018/10/11,20:05,1596
2018/10/11,20:10,1592
2018/10/11,20:15,1589
2018/10/11,20:20,1582
2018/10/11,20:25,1568
2018/10/11,20:30,1566
2018/10/11,20:35,1553
2018/10/11,20:40,1551
2018/10/11,20:45,1553
2018/10/11,20:50,1546
2018/10/11,20:55,1534
2018/10/11,21:00,1527
2018/10/11,21:05,1528
2018/10/11,21:10,1525
2018/10/11,21:15,1518
2018/10/11,21:20,1508
2018/10/11,21:25,1502
2018/10/11,21:30,1502
2018/10/11,21:35,1496
2018/10/11,21:40,1496
2018/10/11,21:45,1493
2018/10/11,21:50,1488
2018/10/11,21:55,1477
2018/10/11,22:00,1481
2018/10/11,22:05,1471
2018/10/11,22:10,1458
2018/10/11,22:15,1453
2018/10/11,22:20,1443
2018/10/11,22:25,1453
2018/10/11,22:30,1449
2018/10/11,22:35,1445
2018/10/11,22:40,1423
2018/10/11,22:45,1421
2018/10/11,22:50,1416
2018/10/11,22:55,1418
2018/10/11,23:00,1415
2018/10/11,23:05,1412
2018/10/11,23:10,1406
2018/10/11,23:15,1389
2018/10/11,23:20,1390
2018/10/11,23:25,1392
2018/10/11,23:30,1375
2018/10/11,23:35,1361
2018/10/11,23:40,1358
2018/10/11,23:45,1348
2018/10/11,23:50,1339
2018/10/11,23:55,1318
