2018/10/14 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1917,18:00〜19:00,10/13,9:30,80
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1540,18:00〜19:00,10/13,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
80,13,22,13.2,24.3
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/13,0:00,1246,1260,64
2018/10/13,1:00,1184,1210,61
2018/10/13,2:00,1210,1250,63
2018/10/13,3:00,1280,1310,66
2018/10/13,4:00,1293,1320,67
2018/10/13,5:00,1259,1280,65
2018/10/13,6:00,1237,1260,64
2018/10/13,7:00,1299,1320,67
2018/10/13,8:00,1400,1420,73
2018/10/13,9:00,1493,1510,77
2018/10/13,10:00,1516,1530,79
2018/10/13,11:00,1523,1520,79
2018/10/13,12:00,1479,1490,77
2018/10/13,13:00,1513,1520,78
2018/10/13,14:00,1512,1520,78
2018/10/13,15:00,1507,1510,78
2018/10/13,16:00,1516,1490,79
2018/10/13,17:00,1523,1520,79
2018/10/13,18:00,1540,1540,80
2018/10/13,19:00,1513,1500,78
2018/10/13,20:00,1459,1450,76
2018/10/13,21:00,1390,1400,72
2018/10/13,22:00,1316,1330,68
2018/10/13,23:00,1261,1280,65
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1871,18:00〜19:00,10/13,18:30,77
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1450,18:00〜19:00,10/13,18:30
予想気温(最低),予想気温(最高)
16,23
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/13,0:00,1290
2018/10/13,0:05,1278
2018/10/13,0:10,1275
2018/10/13,0:15,1266
2018/10/13,0:20,1263
2018/10/13,0:25,1248
2018/10/13,0:30,1235
2018/10/13,0:35,1234
2018/10/13,0:40,1234
2018/10/13,0:45,1227
2018/10/13,0:50,1206
2018/10/13,0:55,1192
2018/10/13,1:00,1204
2018/10/13,1:05,1195
2018/10/13,1:10,1196
2018/10/13,1:15,1200
2018/10/13,1:20,1189
2018/10/13,1:25,1180
2018/10/13,1:30,1172
2018/10/13,1:35,1173
2018/10/13,1:40,1165
2018/10/13,1:45,1174
2018/10/13,1:50,1178
2018/10/13,1:55,1184
2018/10/13,2:00,1180
2018/10/13,2:05,1185
2018/10/13,2:10,1185
2018/10/13,2:15,1194
2018/10/13,2:20,1196
2018/10/13,2:25,1204
2018/10/13,2:30,1211
2018/10/13,2:35,1223
2018/10/13,2:40,1229
2018/10/13,2:45,1237
2018/10/13,2:50,1242
2018/10/13,2:55,1238
2018/10/13,3:00,1249
2018/10/13,3:05,1260
2018/10/13,3:10,1267
2018/10/13,3:15,1266
2018/10/13,3:20,1270
2018/10/13,3:25,1279
2018/10/13,3:30,1285
2018/10/13,3:35,1283
2018/10/13,3:40,1292
2018/10/13,3:45,1292
2018/10/13,3:50,1307
2018/10/13,3:55,1312
2018/10/13,4:00,1308
2018/10/13,4:05,1304
2018/10/13,4:10,1298
2018/10/13,4:15,1302
2018/10/13,4:20,1291
2018/10/13,4:25,1288
2018/10/13,4:30,1291
2018/10/13,4:35,1294
2018/10/13,4:40,1283
2018/10/13,4:45,1292
2018/10/13,4:50,1284
2018/10/13,4:55,1280
2018/10/13,5:00,1280
2018/10/13,5:05,1277
2018/10/13,5:10,1281
2018/10/13,5:15,1271
2018/10/13,5:20,1265
2018/10/13,5:25,1272
2018/10/13,5:30,1267
2018/10/13,5:35,1254
2018/10/13,5:40,1252
2018/10/13,5:45,1244
2018/10/13,5:50,1226
2018/10/13,5:55,1224
2018/10/13,6:00,1223
2018/10/13,6:05,1222
2018/10/13,6:10,1221
2018/10/13,6:15,1227
2018/10/13,6:20,1233
2018/10/13,6:25,1236
2018/10/13,6:30,1238
2018/10/13,6:35,1241
2018/10/13,6:40,1255
2018/10/13,6:45,1254
2018/10/13,6:50,1245
2018/10/13,6:55,1247
2018/10/13,7:00,1258
2018/10/13,7:05,1259
2018/10/13,7:10,1275
2018/10/13,7:15,1286
2018/10/13,7:20,1291
2018/10/13,7:25,1306
2018/10/13,7:30,1301
2018/10/13,7:35,1311
2018/10/13,7:40,1311
2018/10/13,7:45,1327
2018/10/13,7:50,1334
2018/10/13,7:55,1327
2018/10/13,8:00,1350
2018/10/13,8:05,1372
2018/10/13,8:10,1382
2018/10/13,8:15,1386
2018/10/13,8:20,1385
2018/10/13,8:25,1397
2018/10/13,8:30,1398
2018/10/13,8:35,1418
2018/10/13,8:40,1417
2018/10/13,8:45,1425
2018/10/13,8:50,1429
2018/10/13,8:55,1441
2018/10/13,9:00,1462
2018/10/13,9:05,1478
2018/10/13,9:10,1489
2018/10/13,9:15,1489
2018/10/13,9:20,1488
2018/10/13,9:25,1499
2018/10/13,9:30,1501
2018/10/13,9:35,1500
2018/10/13,9:40,1492
2018/10/13,9:45,1500
2018/10/13,9:50,1508
2018/10/13,9:55,1515
2018/10/13,10:00,1504
2018/10/13,10:05,1509
2018/10/13,10:10,1516
2018/10/13,10:15,1502
2018/10/13,10:20,1516
2018/10/13,10:25,1522
2018/10/13,10:30,1518
2018/10/13,10:35,1518
2018/10/13,10:40,1514
2018/10/13,10:45,1523
2018/10/13,10:50,1517
2018/10/13,10:55,1529
2018/10/13,11:00,1530
2018/10/13,11:05,1532
2018/10/13,11:10,1544
2018/10/13,11:15,1531
2018/10/13,11:20,1527
2018/10/13,11:25,1540
2018/10/13,11:30,1523
2018/10/13,11:35,1510
2018/10/13,11:40,1510
2018/10/13,11:45,1515
2018/10/13,11:50,1511
2018/10/13,11:55,1508
2018/10/13,12:00,1515
2018/10/13,12:05,1485
2018/10/13,12:10,1489
2018/10/13,12:15,1485
2018/10/13,12:20,1484
2018/10/13,12:25,1469
2018/10/13,12:30,1468
2018/10/13,12:35,1475
2018/10/13,12:40,1463
2018/10/13,12:45,1472
2018/10/13,12:50,1471
2018/10/13,12:55,1476
2018/10/13,13:00,1483
2018/10/13,13:05,1497
2018/10/13,13:10,1512
2018/10/13,13:15,1498
2018/10/13,13:20,1514
2018/10/13,13:25,1531
2018/10/13,13:30,1522
2018/10/13,13:35,1528
2018/10/13,13:40,1523
2018/10/13,13:45,1517
2018/10/13,13:50,1520
2018/10/13,13:55,1515
2018/10/13,14:00,1522
2018/10/13,14:05,1514
2018/10/13,14:10,1512
2018/10/13,14:15,1505
2018/10/13,14:20,1510
2018/10/13,14:25,1523
2018/10/13,14:30,1508
2018/10/13,14:35,1521
2018/10/13,14:40,1514
2018/10/13,14:45,1512
2018/10/13,14:50,1508
2018/10/13,14:55,1499
2018/10/13,15:00,1496
2018/10/13,15:05,1504
2018/10/13,15:10,1515
2018/10/13,15:15,1517
2018/10/13,15:20,1506
2018/10/13,15:25,1500
2018/10/13,15:30,1509
2018/10/13,15:35,1517
2018/10/13,15:40,1515
2018/10/13,15:45,1515
2018/10/13,15:50,1498
2018/10/13,15:55,1497
2018/10/13,16:00,1505
2018/10/13,16:05,1510
2018/10/13,16:10,1523
2018/10/13,16:15,1528
2018/10/13,16:20,1531
2018/10/13,16:25,1533
2018/10/13,16:30,1519
2018/10/13,16:35,1520
2018/10/13,16:40,1525
2018/10/13,16:45,1508
2018/10/13,16:50,1496
2018/10/13,16:55,1498
2018/10/13,17:00,1502
2018/10/13,17:05,1510
2018/10/13,17:10,1507
2018/10/13,17:15,1512
2018/10/13,17:20,1514
2018/10/13,17:25,1517
2018/10/13,17:30,1525
2018/10/13,17:35,1523
2018/10/13,17:40,1520
2018/10/13,17:45,1537
2018/10/13,17:50,1559
2018/10/13,17:55,1551
2018/10/13,18:00,1553
2018/10/13,18:05,1550
2018/10/13,18:10,1548
2018/10/13,18:15,1555
2018/10/13,18:20,1553
2018/10/13,18:25,1540
2018/10/13,18:30,1529
2018/10/13,18:35,1544
2018/10/13,18:40,1541
2018/10/13,18:45,1537
2018/10/13,18:50,1522
2018/10/13,18:55,1513
2018/10/13,19:00,1520
2018/10/13,19:05,1525
2018/10/13,19:10,1527
2018/10/13,19:15,1522
2018/10/13,19:20,1514
2018/10/13,19:25,1518
2018/10/13,19:30,1506
2018/10/13,19:35,1510
2018/10/13,19:40,1512
2018/10/13,19:45,1503
2018/10/13,19:50,1497
2018/10/13,19:55,1498
2018/10/13,20:00,1491
2018/10/13,20:05,1484
2018/10/13,20:10,1475
2018/10/13,20:15,1474
2018/10/13,20:20,1451
2018/10/13,20:25,1453
2018/10/13,20:30,1452
2018/10/13,20:35,1460
2018/10/13,20:40,1453
2018/10/13,20:45,1447
2018/10/13,20:50,1445
2018/10/13,20:55,1427
2018/10/13,21:00,1433
2018/10/13,21:05,1437
2018/10/13,21:10,1413
2018/10/13,21:15,1408
2018/10/13,21:20,1388
2018/10/13,21:25,1378
2018/10/13,21:30,1380
2018/10/13,21:35,1376
2018/10/13,21:40,1381
2018/10/13,21:45,1368
2018/10/13,21:50,1352
2018/10/13,21:55,1362
2018/10/13,22:00,1360
2018/10/13,22:05,1353
2018/10/13,22:10,1332
2018/10/13,22:15,1334
2018/10/13,22:20,1324
2018/10/13,22:25,1321
2018/10/13,22:30,1308
2018/10/13,22:35,1303
2018/10/13,22:40,1293
2018/10/13,22:45,1294
2018/10/13,22:50,1285
2018/10/13,22:55,1286
2018/10/13,23:00,1277
2018/10/13,23:05,1278
2018/10/13,23:10,1291
2018/10/13,23:15,1286
2018/10/13,23:20,1289
2018/10/13,23:25,1282
2018/10/13,23:30,1251
2018/10/13,23:35,1237
2018/10/13,23:40,1243
2018/10/13,23:45,1243
2018/10/13,23:50,1232
2018/10/13,23:55,1226
