2018/10/23 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2082,14:00〜15:00,10/22,9:30,84
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1760,14:00〜15:00,10/22,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
83,13,24,12.8,23.9
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/22,0:00,1148,1130,55
2018/10/22,1:00,1108,1090,53
2018/10/22,2:00,1153,1150,55
2018/10/22,3:00,1236,1220,59
2018/10/22,4:00,1258,1250,60
2018/10/22,5:00,1248,1240,59
2018/10/22,6:00,1279,1280,61
2018/10/22,7:00,1396,1390,67
2018/10/22,8:00,1522,1550,73
2018/10/22,9:00,1647,1680,79
2018/10/22,10:00,1687,1720,81
2018/10/22,11:00,1701,1740,81
2018/10/22,12:00,1617,1640,77
2018/10/22,13:00,1710,1750,82
2018/10/22,14:00,1731,1760,83
2018/10/22,15:00,1702,1740,81
2018/10/22,16:00,1713,1750,82
2018/10/22,17:00,1734,1750,83
2018/10/22,18:00,1714,1730,82
2018/10/22,19:00,1629,1650,78
2018/10/22,20:00,1548,1570,74
2018/10/22,21:00,1489,1500,71
2018/10/22,22:00,1418,1440,68
2018/10/22,23:00,1351,1350,64
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2018,14:00〜15:00,10/22,18:30,88
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1780,14:00〜15:00,10/22,18:30
予想気温(最低),予想気温(最高)
17,21
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/22,0:00,1197
2018/10/22,0:05,1186
2018/10/22,0:10,1169
2018/10/22,0:15,1165
2018/10/22,0:20,1148
2018/10/22,0:25,1138
2018/10/22,0:30,1147
2018/10/22,0:35,1138
2018/10/22,0:40,1123
2018/10/22,0:45,1125
2018/10/22,0:50,1118
2018/10/22,0:55,1119
2018/10/22,1:00,1118
2018/10/22,1:05,1115
2018/10/22,1:10,1110
2018/10/22,1:15,1113
2018/10/22,1:20,1098
2018/10/22,1:25,1103
2018/10/22,1:30,1098
2018/10/22,1:35,1097
2018/10/22,1:40,1103
2018/10/22,1:45,1108
2018/10/22,1:50,1118
2018/10/22,1:55,1120
2018/10/22,2:00,1122
2018/10/22,2:05,1121
2018/10/22,2:10,1125
2018/10/22,2:15,1133
2018/10/22,2:20,1132
2018/10/22,2:25,1149
2018/10/22,2:30,1155
2018/10/22,2:35,1170
2018/10/22,2:40,1174
2018/10/22,2:45,1175
2018/10/22,2:50,1184
2018/10/22,2:55,1194
2018/10/22,3:00,1206
2018/10/22,3:05,1214
2018/10/22,3:10,1216
2018/10/22,3:15,1235
2018/10/22,3:20,1234
2018/10/22,3:25,1234
2018/10/22,3:30,1244
2018/10/22,3:35,1248
2018/10/22,3:40,1252
2018/10/22,3:45,1252
2018/10/22,3:50,1246
2018/10/22,3:55,1245
2018/10/22,4:00,1243
2018/10/22,4:05,1254
2018/10/22,4:10,1255
2018/10/22,4:15,1263
2018/10/22,4:20,1252
2018/10/22,4:25,1256
2018/10/22,4:30,1259
2018/10/22,4:35,1249
2018/10/22,4:40,1263
2018/10/22,4:45,1267
2018/10/22,4:50,1266
2018/10/22,4:55,1268
2018/10/22,5:00,1260
2018/10/22,5:05,1251
2018/10/22,5:10,1238
2018/10/22,5:15,1241
