2018/10/17 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2020,14:00〜15:00,10/16,9:30,89
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1800,14:00〜15:00,10/16,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
86,16,23,16.3,22.9
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/16,0:00,1264,1230,62
2018/10/16,1:00,1203,1190,59
2018/10/16,2:00,1239,1240,61
2018/10/16,3:00,1305,1300,64
2018/10/16,4:00,1325,1330,65
2018/10/16,5:00,1309,1310,64
2018/10/16,6:00,1327,1330,65
2018/10/16,7:00,1414,1440,70
2018/10/16,8:00,1572,1610,77
2018/10/16,9:00,1710,1750,84
2018/10/16,10:00,1725,1790,85
2018/10/16,11:00,1726,1790,85
2018/10/16,12:00,1635,1690,80
2018/10/16,13:00,1707,1780,84
2018/10/16,14:00,1723,1800,85
2018/10/16,15:00,1732,1780,85
2018/10/16,16:00,1733,1780,85
2018/10/16,17:00,1751,1780,86
2018/10/16,18:00,1738,1740,86
2018/10/16,19:00,1657,1650,82
2018/10/16,20:00,1566,1570,77
2018/10/16,21:00,1500,1510,74
2018/10/16,22:00,1430,1440,70
2018/10/16,23:00,1357,1370,67
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2053,14:00〜15:00,10/16,18:30,87
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1800,14:00〜15:00,10/16,18:30
予想気温(最低),予想気温(最高)
17,23
2018/10/16,4:55,1308
2018/10/16,5:00,1321
2018/10/16,5:05,1332
2018/10/16,5:10,1333
2018/10/16,5:15,1309
2018/10/16,5:20,1312
2018/10/16,5:25,1308
2018/10/16,5:30,1303
2018/10/16,5:35,1314
2018/10/16,5:40,1294
2018/10/16,5:45,1287
2018/10/16,5:50,1293
2018/10/16,5:55,1298
2018/10/16,6:00,1296
2018/10/16,6:05,1300
2018/10/16,6:10,1302
2018/10/16,6:15,1310
2018/10/16,6:20,1314
2018/10/16,6:25,1324
2018/10/16,6:30,1323
2018/10/16,6:35,1335
2018/10/16,6:40,1336
2018/10/16,6:45,1356
2018/10/16,6:50,1363
2018/10/16,6:55,1368
2018/10/16,7:00,1363
2018/10/16,7:05,1362
2018/10/16,7:10,1391
2018/10/16,7:15,1403
2018/10/16,7:20,1413
2018/10/16,7:25,1407
2018/10/16,7:30,1412
2018/10/16,7:35,1421
2018/10/16,7:40,1426
2018/10/16,7:45,1448
2018/10/16,7:50,1458
2018/10/16,7:55,1464
2018/10/16,8:00,1477
2018/10/16,8:05,1502
2018/10/16,8:10,1525
2018/10/16,8:15,1525
2018/10/16,8:20,1543
2018/10/16,8:25,1562
2018/10/16,8:30,1579
2018/10/16,8:35,1603
2018/10/16,8:40,1613
2018/10/16,8:45,1635
2018/10/16,8:50,1645
2018/10/16,8:55,1649
2018/10/16,9:00,1672
2018/10/16,9:05,1692
2018/10/16,9:10,1701
2018/10/16,9:15,1705
2018/10/16,9:20,1709
2018/10/16,9:25,1705
2018/10/16,9:30,1710
2018/10/16,9:35,1723
2018/10/16,9:40,1723
2018/10/16,9:45,1728
2018/10/16,9:50,1724
2018/10/16,9:55,1727
2018/10/16,10:00,1729
2018/10/16,10:05,1720
2018/10/16,10:10,1710
2018/10/16,10:15,1710
2018/10/16,10:20,1713
2018/10/16,10:25,1709
2018/10/16,10:30,1723
2018/10/16,10:35,1734
2018/10/16,10:40,1736
2018/10/16,10:45,1736
2018/10/16,10:50,1739
2018/10/16,10:55,1735
2018/10/16,11:00,1732
2018/10/16,11:05,1739
2018/10/16,11:10,1733
2018/10/16,11:15,1730
2018/10/16,11:20,1737
2018/10/16,11:25,1727
2018/10/16,11:30,1722
2018/10/16,11:35,1724
2018/10/16,11:40,1721
2018/10/16,11:45,1713
2018/10/16,11:50,1715
2018/10/16,11:55,1715
2018/10/16,12:00,1720
2018/10/16,12:05,1672
2018/10/16,12:10,1635
2018/10/16,12:15,1629
2018/10/16,12:20,1624
2018/10/16,12:25,1618
2018/10/16,12:30,1628
2018/10/16,12:35,1628
2018/10/16,12:40,1618
2018/10/16,12:45,1618
2018/10/16,12:50,1616
2018/10/16,12:55,1614
2018/10/16,13:00,1636
2018/10/16,13:05,1669
2018/10/16,13:10,1689
2018/10/16,13:15,1691
2018/10/16,13:20,1698
2018/10/16,13:25,1708
2018/10/16,13:30,1719
2018/10/16,13:35,1728
2018/10/16,13:40,1730
2018/10/16,13:45,1727
2018/10/16,13:50,1739
2018/10/16,13:55,1744
2018/10/16,14:00,1732
2018/10/16,14:05,1728
2018/10/16,14:10,1720
2018/10/16,14:15,1721
2018/10/16,14:20,1717
2018/10/16,14:25,1717
2018/10/16,14:30,1715
2018/10/16,14:35,1717
2018/10/16,14:40,1721
2018/10/16,14:45,1729
2018/10/16,14:50,1731
2018/10/16,14:55,1725
2018/10/16,15:00,1727
2018/10/16,15:05,1725
2018/10/16,15:10,1727
2018/10/16,15:15,1732
2018/10/16,15:20,1736
2018/10/16,15:25,1738
2018/10/16,15:30,1738
2018/10/16,15:35,1728
2018/10/16,15:40,1728
2018/10/16,15:45,1730
2018/10/16,15:50,1733
2018/10/16,15:55,1738
2018/10/16,16:00,1729
2018/10/16,16:05,1734
2018/10/16,16:10,1734
2018/10/16,16:15,1729
2018/10/16,16:20,1734
2018/10/16,16:25,1739
2018/10/16,16:30,1743
2018/10/16,16:35,1742
2018/10/16,16:40,1732
2018/10/16,16:45,1730
2018/10/16,16:50,1726
2018/10/16,16:55,1729
2018/10/16,17:00,1733
2018/10/16,17:05,1737
2018/10/16,17:10,1736
2018/10/16,17:15,1734
2018/10/16,17:20,1745
2018/10/16,17:25,1748
2018/10/16,17:30,1757
2018/10/16,17:35,1765
2018/10/16,17:40,1764
2018/10/16,17:45,1766
2018/10/16,17:50,1769
2018/10/16,17:55,1761
2018/10/16,18:00,1757
2018/10/16,18:05,1760
2018/10/16,18:10,1755
2018/10/16,18:15,1751
2018/10/16,18:20,1748
2018/10/16,18:25,1740
2018/10/16,18:30,1737
2018/10/16,18:35,1732
2018/10/16,18:40,1727
2018/10/16,18:45,1721
2018/10/16,18:50,1715
2018/10/16,18:55,1711
2018/10/16,19:00,1699
2018/10/16,19:05,1690
2018/10/16,19:10,1688
2018/10/16,19:15,1681
2018/10/16,19:20,1672
2018/10/16,19:25,1662
2018/10/16,19:30,1654
2018/10/16,19:35,1643
2018/10/16,19:40,1638
2018/10/16,19:45,1625
2018/10/16,19:50,1623
2018/10/16,19:55,1613
2018/10/16,20:00,1609
2018/10/16,20:05,1594
2018/10/16,20:10,1589
2018/10/16,20:15,1582
2018/10/16,20:20,1566
2018/10/16,20:25,1557
2018/10/16,20:30,1561
2018/10/16,20:35,1553
2018/10/16,20:40,1552
2018/10/16,20:45,1550
2018/10/16,20:50,1541
2018/10/16,20:55,1532
2018/10/16,21:00,1526
2018/10/16,21:05,1531
2018/10/16,21:10,1530
2018/10/16,21:15,1515
2018/10/16,21:20,1509
2018/10/16,21:25,1511
2018/10/16,21:30,1504
2018/10/16,21:35,1494
2018/10/16,21:40,1476
2018/10/16,21:45,1470
2018/10/16,21:50,1469
2018/10/16,21:55,1469
2018/10/16,22:00,1461
2018/10/16,22:05,1454
2018/10/16,22:10,1442
2018/10/16,22:15,1456
2018/10/16,22:20,1431
2018/10/16,22:25,1424
2018/10/16,22:30,1424
2018/10/16,22:35,1421
2018/10/16,22:40,1416
2018/10/16,22:45,1421
2018/10/16,22:50,1407
2018/10/16,22:55,1398
2018/10/16,23:00,1385
2018/10/16,23:05,1389
2018/10/16,23:10,1390
2018/10/16,23:15,1384
2018/10/16,23:20,1381
2018/10/16,23:25,1359
2018/10/16,23:30,1348
2018/10/16,23:35,1341
2018/10/16,23:40,1335
2018/10/16,23:45,1326
2018/10/16,23:50,1321
2018/10/16,23:55,1319
