2018/10/18 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1974,17:00〜18:00,10/17,9:30,88
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1750,17:00〜18:00,10/17,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
89,17,23,17.0,22.8
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/17,0:00,1267,1260,64
2018/10/17,1:00,1209,1210,61
2018/10/17,2:00,1246,1250,63
2018/10/17,3:00,1315,1310,66
2018/10/17,4:00,1331,1340,67
2018/10/17,5:00,1316,1320,66
2018/10/17,6:00,1330,1330,67
2018/10/17,7:00,1433,1420,72
2018/10/17,8:00,1591,1590,80
2018/10/17,9:00,1713,1720,86
2018/10/17,10:00,1761,1730,89
2018/10/17,11:00,1767,1730,89
2018/10/17,12:00,1666,1630,84
2018/10/17,13:00,1734,1730,87
2018/10/17,14:00,1731,1740,87
2018/10/17,15:00,1745,1740,88
2018/10/17,16:00,1736,1740,87
2018/10/17,17:00,1728,1750,87
2018/10/17,18:00,1721,1730,87
2018/10/17,19:00,1644,1650,83
2018/10/17,20:00,1555,1560,78
2018/10/17,21:00,1490,1490,75
2018/10/17,22:00,1423,1420,72
2018/10/17,23:00,1356,1340,68
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2191,14:00〜15:00,10/17,18:30,81
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1790,14:00〜15:00,10/17,18:30
予想気温(最低),予想気温(最高)
16,23
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/17,0:00,1312
2018/10/17,0:05,1304
2018/10/17,0:10,1302
2018/10/17,0:15,1292
2018/10/17,0:20,1283
2018/10/17,0:25,1273
2018/10/17,0:30,1265
2018/10/17,0:35,1248
2018/10/17,0:40,1233
2018/10/17,0:45,1229
2018/10/17,0:50,1231
2018/10/17,0:55,1231
2018/10/17,1:00,1234
2018/10/17,1:05,1217
2018/10/17,1:10,1207
2018/10/17,1:15,1210
2018/10/17,1:20,1204
2018/10/17,1:25,1199
2018/10/17,1:30,1200
2018/10/17,1:35,1203
2018/10/17,1:40,1215
2018/10/17,1:45,1210
2018/10/17,1:50,1204
2018/10/17,1:55,1207
2018/10/17,2:00,1209
2018/10/17,2:05,1217
2018/10/17,2:10,1229
2018/10/17,2:15,1231
2018/10/17,2:20,1231
2018/10/17,2:25,1237
2018/10/17,2:30,1248
2018/10/17,2:35,1256
2018/10/17,2:40,1272
2018/10/17,2:45,1280
2018/10/17,2:50,1276
2018/10/17,2:55,1271
2018/10/17,3:00,1279
2018/10/17,3:05,1289
2018/10/17,3:10,1296
2018/10/17,3:15,1299
2018/10/17,3:20,1316
2018/10/17,3:25,1326
2018/10/17,3:30,1325
2018/10/17,3:35,1321
2018/10/17,3:40,1330
2018/10/17,3:45,1326
2018/10/17,3:50,1339
2018/10/17,3:55,1338
2018/10/17,4:00,1328
2018/10/17,4:05,1325
2018/10/17,4:10,1336
2018/10/17,4:15,1341
2018/10/17,4:20,1337
2018/10/17,4:25,1336
2018/10/17,4:30,1329
2018/10/17,4:35,1330
2018/10/17,4:40,1337
2018/10/17,4:45,1326
2018/10/17,4:50,1328
2018/10/17,4:55,1324
2018/10/17,5:00,1324
2018/10/17,5:05,1332
2018/10/17,5:10,1325
2018/10/17,5:15,1318
2018/10/17,5:20,1319
2018/10/17,5:25,1314
2018/10/17,5:30,1313
2018/10/17,5:35,1311
2018/10/17,5:40,1315
2018/10/17,5:45,1308
2018/10/17,5:50,1307
2018/10/17,5:55,1308
2018/10/17,6:00,1291
2018/10/17,6:05,1318
2018/10/17,6:10,1323
2018/10/17,6:15,1322
2018/10/17,6:20,1322
2018/10/17,6:25,1318
2018/10/17,6:30,1318
2018/10/17,6:35,1324
2018/10/17,6:40,1339
2018/10/17,6:45,1344
2018/10/17,6:50,1362
2018/10/17,6:55,1384
2018/10/17,7:00,1389
2018/10/17,7:05,1391
2018/10/17,7:10,1394
2018/10/17,7:15,1403
2018/10/17,7:20,1411
2018/10/17,7:25,1426
2018/10/17,7:30,1434
2018/10/17,7:35,1456
2018/10/17,7:40,1454
2018/10/17,7:45,1470
2018/10/17,7:50,1485
2018/10/17,7:55,1486
2018/10/17,8:00,1495
2018/10/17,8:05,1519
2018/10/17,8:10,1536
2018/10/17,8:15,1550
2018/10/17,8:20,1570
2018/10/17,8:25,1590
2018/10/17,8:30,1597
2018/10/17,8:35,1616
2018/10/17,8:40,1627
2018/10/17,8:45,1649
