2018/10/22 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1949,18:00〜19:00,10/21,9:30,74
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1460,18:00〜19:00,10/21,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
76,11,24,11.4,23.4
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/21,0:00,1165,1170,59
2018/10/21,1:00,1113,1140,57
2018/10/21,2:00,1159,1180,59
2018/10/21,3:00,1226,1250,62
2018/10/21,4:00,1249,1240,64
2018/10/21,5:00,1202,1190,61
2018/10/21,6:00,1164,1150,59
2018/10/21,7:00,1192,1180,61
2018/10/21,8:00,1239,1210,63
2018/10/21,9:00,1292,1290,66
2018/10/21,10:00,1321,1320,67
2018/10/21,11:00,1324,1320,67
2018/10/21,12:00,1323,1330,67
2018/10/21,13:00,1326,1320,68
2018/10/21,14:00,1329,1320,68
2018/10/21,15:00,1333,1310,68
2018/10/21,16:00,1359,1320,69
2018/10/21,17:00,1440,1420,73
2018/10/21,18:00,1491,1460,76
2018/10/21,19:00,1465,1430,75
2018/10/21,20:00,1428,1390,73
2018/10/21,21:00,1364,1340,69
2018/10/21,22:00,1295,1280,66
2018/10/21,23:00,1236,1220,63
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2209,14:00〜15:00,10/21,18:30,79
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1760,14:00〜15:00,10/21,18:30
予想気温(最低),予想気温(最高)
13,24
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/21,0:00,1209
2018/10/21,0:05,1204
2018/10/21,0:10,1189
2018/10/21,0:15,1198
2018/10/21,0:20,1175
2018/10/21,0:25,1161
2018/10/21,0:30,1164
2018/10/21,0:35,1148
2018/10/21,0:40,1137
2018/10/21,0:45,1134
2018/10/21,0:50,1129
2018/10/21,0:55,1132
2018/10/21,1:00,1130
2018/10/21,1:05,1121
2018/10/21,1:10,1103
2018/10/21,1:15,1108
2018/10/21,1:20,1117
2018/10/21,1:25,1118
2018/10/21,1:30,1109
2018/10/21,1:35,1098
2018/10/21,1:40,1107
2018/10/21,1:45,1112
2018/10/21,1:50,1110
2018/10/21,1:55,1119
2018/10/21,2:00,1121
2018/10/21,2:05,1127
2018/10/21,2:10,1125
2018/10/21,2:15,1142
2018/10/21,2:20,1150
2018/10/21,2:25,1154
2018/10/21,2:30,1159
2018/10/21,2:35,1177
2018/10/21,2:40,1189
2018/10/21,2:45,1175
2018/10/21,2:50,1191
2018/10/21,2:55,1201
2018/10/21,3:00,1206
2018/10/21,3:05,1198
2018/10/21,3:10,1205
2018/10/21,3:15,1207
2018/10/21,3:20,1218
2018/10/21,3:25,1219
2018/10/21,3:30,1229
2018/10/21,3:35,1237
2018/10/21,3:40,1226
2018/10/21,3:45,1253
2018/10/21,3:50,1262
2018/10/21,3:55,1246
2018/10/21,4:00,1252
2018/10/21,4:05,1262
2018/10/21,4:10,1260
2018/10/21,4:15,1259
2018/10/21,4:20,1250
2018/10/21,4:25,1248
2018/10/21,4:30,1241
2018/10/21,4:35,1241
2018/10/21,4:40,1246
2018/10/21,4:45,1249
2018/10/21,4:50,1242
