2018/10/20 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2217,11:00〜12:00,10/19,9:30,79
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1770,11:00〜12:00,10/19,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
79,15,24,15.5,24.1
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/19,0:00,1278,1250,57
2018/10/19,1:00,1228,1210,55
2018/10/19,2:00,1262,1250,56
2018/10/19,3:00,1337,1320,60
2018/10/19,4:00,1351,1330,60
2018/10/19,5:00,1337,1320,60
2018/10/19,6:00,1345,1350,60
2018/10/19,7:00,1452,1450,65
2018/10/19,8:00,1596,1590,71
2018/10/19,9:00,1709,1720,77
2018/10/19,10:00,1740,1760,78
2018/10/19,11:00,1755,1770,79
2018/10/19,12:00,1669,1680,75
2018/10/19,13:00,1743,1770,78
2018/10/19,14:00,1765,1770,79
2018/10/19,15:00,1750,1760,78
2018/10/19,16:00,1748,1750,78
2018/10/19,17:00,1724,1750,77
2018/10/19,18:00,1694,1720,76
2018/10/19,19:00,1624,1640,73
2018/10/19,20:00,1546,1550,69
2018/10/19,21:00,1491,1480,67
2018/10/19,22:00,1424,1420,64
2018/10/19,23:00,1372,1360,61
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1934,18:00〜19:00,10/19,18:30,79
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1540,18:00〜19:00,10/19,18:30
予想気温(最低),予想気温(最高)
16,22
2018/10/19,17:20,1719
2018/10/19,17:25,1721
2018/10/19,17:30,1731
2018/10/19,17:35,1733
2018/10/19,17:40,1734
2018/10/19,17:45,1730
2018/10/19,17:50,1729
2018/10/19,17:55,1729
2018/10/19,18:00,1723
2018/10/19,18:05,1717
2018/10/19,18:10,1712
2018/10/19,18:15,1711
2018/10/19,18:20,1704
2018/10/19,18:25,1698
2018/10/19,18:30,1689
2018/10/19,18:35,1684
2018/10/19,18:40,1683
2018/10/19,18:45,1677
2018/10/19,18:50,1670
2018/10/19,18:55,1662
2018/10/19,19:00,1659
2018/10/19,19:05,1659
2018/10/19,19:10,1649
2018/10/19,19:15,1646
2018/10/19,19:20,1638
2018/10/19,19:25,1628
2018/10/19,19:30,1616
2018/10/19,19:35,1612
2018/10/19,19:40,1606
2018/10/19,19:45,1593
2018/10/19,19:50,1594
2018/10/19,19:55,1591
2018/10/19,20:00,1584
2018/10/19,20:05,1569
2018/10/19,20:10,1560
2018/10/19,20:15,1556
2018/10/19,20:20,1555
2018/10/19,20:25,1548
2018/10/19,20:30,1535
2018/10/19,20:35,1540
2018/10/19,20:40,1533
2018/10/19,20:45,1530
2018/10/19,20:50,1521
2018/10/19,20:55,1519
2018/10/19,21:00,1507
2018/10/19,21:05,1517
2018/10/19,21:10,1507
2018/10/19,21:15,1505
2018/10/19,21:20,1507
2018/10/19,21:25,1494
2018/10/19,21:30,1489
2018/10/19,21:35,1484
2018/10/19,21:40,1486
2018/10/19,21:45,1478
2018/10/19,21:50,1464
2018/10/19,21:55,1450
2018/10/19,22:00,1441
2018/10/19,22:05,1436
2018/10/19,22:10,1444
2018/10/19,22:15,1437
2018/10/19,22:20,1426
2018/10/19,22:25,1422
2018/10/19,22:30,1428
2018/10/19,22:35,1432
2018/10/19,22:40,1416
2018/10/19,22:45,1410
2018/10/19,22:50,1407
2018/10/19,22:55,1388
2018/10/19,23:00,1391
2018/10/19,23:05,1398
2018/10/19,23:10,1390
2018/10/19,23:15,1389
2018/10/19,23:20,1387
2018/10/19,23:25,1372
2018/10/19,23:30,1379
2018/10/19,23:35,1374
2018/10/19,23:40,1360
2018/10/19,23:45,1346
2018/10/19,23:50,1346
2018/10/19,23:55,1331
