2018/10/21 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1961,18:00〜19:00,10/20,9:30,78
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1540,18:00〜19:00,10/20,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
78,15,22,14.8,22.2
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/20,0:00,1280,1270,65
2018/10/20,1:00,1221,1230,62
2018/10/20,2:00,1250,1260,63
2018/10/20,3:00,1319,1330,67
2018/10/20,4:00,1320,1330,67
2018/10/20,5:00,1279,1280,65
2018/10/20,6:00,1257,1260,64
2018/10/20,7:00,1329,1320,67
2018/10/20,8:00,1411,1420,71
2018/10/20,9:00,1479,1500,75
2018/10/20,10:00,1496,1530,76
2018/10/20,11:00,1511,1530,77
2018/10/20,12:00,1477,1500,75
2018/10/20,13:00,1492,1510,76
2018/10/20,14:00,1482,1500,75
2018/10/20,15:00,1472,1480,75
2018/10/20,16:00,1488,1480,75
2018/10/20,17:00,1527,1520,77
2018/10/20,18:00,1543,1540,78
2018/10/20,19:00,1499,1490,76
2018/10/20,20:00,1458,1440,74
2018/10/20,21:00,1391,1380,70
2018/10/20,22:00,1310,1320,66
2018/10/20,23:00,1253,1260,63
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1945,18:00〜19:00,10/20,18:30,75
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1460,18:00〜19:00,10/20,18:30
予想気温(最低),予想気温(最高)
13,24
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/20,0:00,1328
2018/10/20,0:05,1315
2018/10/20,0:10,1298
2018/10/20,0:15,1306
2018/10/20,0:20,1296
2018/10/20,0:25,1279
2018/10/20,0:30,1271
2018/10/20,0:35,1257
2018/10/20,0:40,1258
2018/10/20,0:45,1253
2018/10/20,0:50,1252
2018/10/20,0:55,1251
2018/10/20,1:00,1244
2018/10/20,1:05,1243
2018/10/20,1:10,1238
2018/10/20,1:15,1219
2018/10/20,1:20,1219
2018/10/20,1:25,1204
2018/10/20,1:30,1195
2018/10/20,1:35,1214
2018/10/20,1:40,1212
2018/10/20,1:45,1223
2018/10/20,1:50,1222
2018/10/20,1:55,1217
2018/10/20,2:00,1233
2018/10/20,2:05,1219
2018/10/20,2:10,1241
2018/10/20,2:15,1244
2018/10/20,2:20,1226
2018/10/20,2:25,1236
2018/10/20,2:30,1247
2018/10/20,2:35,1261
2018/10/20,2:40,1263
2018/10/20,2:45,1271
2018/10/20,2:50,1280
2018/10/20,2:55,1281
2018/10/20,3:00,1292
2018/10/20,3:05,1304
2018/10/20,3:10,1311
2018/10/20,3:15,1302
2018/10/20,3:20,1308
2018/10/20,3:25,1312
2018/10/20,3:30,1330
2018/10/20,3:35,1335
2018/10/20,3:40,1347
2018/10/20,3:45,1331
2018/10/20,3:50,1330
2018/10/20,3:55,1329
2018/10/20,4:00,1321
2018/10/20,4:05,1315
2018/10/20,4:10,1314
2018/10/20,4:15,1326
2018/10/20,4:20,1327
2018/10/20,4:25,1314
2018/10/20,4:30,1315
2018/10/20,4:35,1324
2018/10/20,4:40,1329
2018/10/20,4:45,1322
2018/10/20,4:50,1310
2018/10/20,4:55,1317
2018/10/20,5:00,1306
2018/10/20,5:05,1302
2018/10/20,5:10,1304
2018/10/20,5:15,1289
2018/10/20,5:20,1281
2018/10/20,5:25,1272
2018/10/20,5:30,1276
2018/10/20,5:35,1271
2018/10/20,5:40,1267
2018/10/20,5:45,1273
