2018/10/19 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2284,14:00〜15:00,10/18,9:30,78
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1790,14:00〜15:00,10/18,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
77,15,24,14.6,24.5
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/18,0:00,1261,1250,55
2018/10/18,1:00,1205,1210,52
2018/10/18,2:00,1239,1250,54
2018/10/18,3:00,1313,1320,57
2018/10/18,4:00,1330,1340,58
2018/10/18,5:00,1317,1320,57
2018/10/18,6:00,1335,1350,58
2018/10/18,7:00,1436,1460,62
2018/10/18,8:00,1571,1620,68
2018/10/18,9:00,1701,1750,74
2018/10/18,10:00,1752,1780,76
2018/10/18,11:00,1755,1780,76
2018/10/18,12:00,1662,1690,72
2018/10/18,13:00,1739,1780,76
2018/10/18,14:00,1765,1790,77
2018/10/18,15:00,1754,1770,76
2018/10/18,16:00,1761,1770,77
2018/10/18,17:00,1755,1780,76
2018/10/18,18:00,1745,1750,76
2018/10/18,19:00,1658,1670,72
2018/10/18,20:00,1572,1570,68
2018/10/18,21:00,1509,1510,66
2018/10/18,22:00,1441,1450,63
2018/10/18,23:00,1375,1360,60
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2237,11:00〜12:00,10/18,18:30,79
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1770,11:00〜12:00,10/18,18:30
予想気温(最低),予想気温(最高)
16,24
2018/10/18,14:45,1764
2018/10/18,14:50,1762
2018/10/18,14:55,1759
2018/10/18,15:00,1754
2018/10/18,15:05,1744
2018/10/18,15:10,1747
2018/10/18,15:15,1747
2018/10/18,15:20,1755
2018/10/18,15:25,1755
2018/10/18,15:30,1754
2018/10/18,15:35,1760
2018/10/18,15:40,1755
2018/10/18,15:45,1758
2018/10/18,15:50,1762
2018/10/18,15:55,1762
2018/10/18,16:00,1760
2018/10/18,16:05,1771
2018/10/18,16:10,1776
2018/10/18,16:15,1764
2018/10/18,16:20,1764
2018/10/18,16:25,1768
2018/10/18,16:30,1769
2018/10/18,16:35,1769
2018/10/18,16:40,1753
2018/10/18,16:45,1753
2018/10/18,16:50,1749
2018/10/18,16:55,1741
2018/10/18,17:00,1739
2018/10/18,17:05,1739
2018/10/18,17:10,1741
2018/10/18,17:15,1738
2018/10/18,17:20,1744
2018/10/18,17:25,1753
2018/10/18,17:30,1757
2018/10/18,17:35,1766
2018/10/18,17:40,1768
2018/10/18,17:45,1772
2018/10/18,17:50,1773
2018/10/18,17:55,1767
2018/10/18,18:00,1770
2018/10/18,18:05,1766
2018/10/18,18:10,1756
2018/10/18,18:15,1757
2018/10/18,18:20,1756
2018/10/18,18:25,1750
2018/10/18,18:30,1744
2018/10/18,18:35,1741
2018/10/18,18:40,1728
2018/10/18,18:45,1725
2018/10/18,18:50,1725
2018/10/18,18:55,1716
2018/10/18,19:00,1709
2018/10/18,19:05,1692
2018/10/18,19:10,1684
2018/10/18,19:15,1681
2018/10/18,19:20,1664
2018/10/18,19:25,1658
2018/10/18,19:30,1657
2018/10/18,19:35,1651
2018/10/18,19:40,1640
2018/10/18,19:45,1632
2018/10/18,19:50,1619
2018/10/18,19:55,1606
2018/10/18,20:00,1606
2018/10/18,20:05,1593
2018/10/18,20:10,1589
2018/10/18,20:15,1585
2018/10/18,20:20,1576
2018/10/18,20:25,1568
2018/10/18,20:30,1572
2018/10/18,20:35,1566
2018/10/18,20:40,1561
2018/10/18,20:45,1561
2018/10/18,20:50,1555
2018/10/18,20:55,1537
2018/10/18,21:00,1532
2018/10/18,21:05,1538
2018/10/18,21:10,1538
2018/10/18,21:15,1530
2018/10/18,21:20,1511
2018/10/18,21:25,1510
2018/10/18,21:30,1506
2018/10/18,21:35,1496
2018/10/18,21:40,1501
2018/10/18,21:45,1498
2018/10/18,21:50,1487
2018/10/18,21:55,1466
2018/10/18,22:00,1466
2018/10/18,22:05,1460
2018/10/18,22:10,1456
2018/10/18,22:15,1455
2018/10/18,22:20,1449
2018/10/18,22:25,1438
2018/10/18,22:30,1444
2018/10/18,22:35,1437
2018/10/18,22:40,1425
2018/10/18,22:45,1426
2018/10/18,22:50,1421
2018/10/18,22:55,1417
2018/10/18,23:00,1413
2018/10/18,23:05,1419
2018/10/18,23:10,1400
2018/10/18,23:15,1386
2018/10/18,23:20,1381
2018/10/18,23:25,1391
2018/10/18,23:30,1366
2018/10/18,23:35,1367
2018/10/18,23:40,1360
2018/10/18,23:45,1349
2018/10/18,23:50,1340
2018/10/18,23:55,1329
