2018/10/19 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2284,14:00〜15:00,10/18,9:30,78
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1790,14:00〜15:00,10/18,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
77,15,24,14.6,24.5
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/18,0:00,1261,1250,55
2018/10/18,1:00,1205,1210,52
2018/10/18,2:00,1239,1250,54
2018/10/18,3:00,1313,1320,57
2018/10/18,4:00,1330,1340,58
2018/10/18,5:00,1317,1320,57
2018/10/18,6:00,1335,1350,58
2018/10/18,7:00,1436,1460,62
2018/10/18,8:00,1571,1620,68
2018/10/18,9:00,1701,1750,74
2018/10/18,10:00,1752,1780,76
2018/10/18,11:00,1755,1780,76
2018/10/18,12:00,1662,1690,72
2018/10/18,13:00,1739,1780,76
2018/10/18,14:00,1765,1790,77
2018/10/18,15:00,1754,1770,76
2018/10/18,16:00,1761,1770,77
2018/10/18,17:00,1755,1780,76
2018/10/18,18:00,1745,1750,76
2018/10/18,19:00,1658,1670,72
2018/10/18,20:00,1572,1570,68
2018/10/18,21:00,1509,1510,66
2018/10/18,22:00,1441,1450,63
2018/10/18,23:00,1375,1360,60
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2237,11:00〜12:00,10/18,18:30,79
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1770,11:00〜12:00,10/18,18:30
予想気温(最低),予想気温(最高)
16,24
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/18,0:00,1293
2018/10/18,0:05,1301
2018/10/18,0:10,1294
2018/10/18,0:15,1290
2018/10/18,0:20,1285
2018/10/18,0:25,1262
2018/10/18,0:30,1244
2018/10/18,0:35,1232
2018/10/18,0:40,1236
2018/10/18,0:45,1238
2018/10/18,0:50,1235
2018/10/18,0:55,1222
2018/10/18,1:00,1217
2018/10/18,1:05,1211
2018/10/18,1:10,1216
2018/10/18,1:15,1215
2018/10/18,1:20,1208
2018/10/18,1:25,1195
2018/10/18,1:30,1188
2018/10/18,1:35,1196
2018/10/18,1:40,1196
2018/10/18,1:45,1208
2018/10/18,1:50,1205
2018/10/18,1:55,1207
2018/10/18,2:00,1214
2018/10/18,2:05,1210
2018/10/18,2:10,1220
2018/10/18,2:15,1216
2018/10/18,2:20,1215
2018/10/18,2:25,1232
2018/10/18,2:30,1236
2018/10/18,2:35,1258
2018/10/18,2:40,1258
2018/10/18,2:45,1270
2018/10/18,2:50,1267
2018/10/18,2:55,1272
2018/10/18,3:00,1290
2018/10/18,3:05,1289
2018/10/18,3:10,1293
2018/10/18,3:15,1300
2018/10/18,3:20,1307
2018/10/18,3:25,1315
2018/10/18,3:30,1312
2018/10/18,3:35,1318
2018/10/18,3:40,1329
2018/10/18,3:45,1337
2018/10/18,3:50,1335
2018/10/18,3:55,1332
2018/10/18,4:00,1322
2018/10/18,4:05,1324
2018/10/18,4:10,1332
2018/10/18,4:15,1338
2018/10/18,4:20,1338
2018/10/18,4:25,1324
2018/10/18,4:30,1323
2018/10/18,4:35,1339
2018/10/18,4:40,1331
2018/10/18,4:45,1332
2018/10/18,4:50,1328
2018/10/18,4:55,1325
2018/10/18,5:00,1318
2018/10/18,5:05,1323
2018/10/18,5:10,1330
2018/10/18,5:15,1333
2018/10/18,5:20,1327
2018/10/18,5:25,1333
2018/10/18,5:30,1320
2018/10/18,5:35,1311
2018/10/18,5:40,1315
2018/10/18,5:45,1316
2018/10/18,5:50,1293
2018/10/18,5:55,1290
2018/10/18,6:00,1303
2018/10/18,6:05,1313
2018/10/18,6:10,1323
2018/10/18,6:15,1314
2018/10/18,6:20,1322
2018/10/18,6:25,1313
2018/10/18,6:30,1323
2018/10/18,6:35,1351
2018/10/18,6:40,1350
2018/10/18,6:45,1357
2018/10/18,6:50,1366
2018/10/18,6:55,1383
2018/10/18,7:00,1395
2018/10/18,7:05,1389
2018/10/18,7:10,1414
2018/10/18,7:15,1413
2018/10/18,7:20,1425
2018/10/18,7:25,1429
2018/10/18,7:30,1437
2018/10/18,7:35,1443
2018/10/18,7:40,1455
2018/10/18,7:45,1467
2018/10/18,7:50,1479
2018/10/18,7:55,1482
2018/10/18,8:00,1493
2018/10/18,8:05,1507
2018/10/18,8:10,1529
2018/10/18,8:15,1532
2018/10/18,8:20,1551
2018/10/18,8:25,1570
2018/10/18,8:30,1579
2018/10/18,8:35,1597
2018/10/18,8:40,1600
2018/10/18,8:45,1620
2018/10/18,8:50,1627
2018/10/18,8:55,1644
2018/10/18,9:00,1659
2018/10/18,9:05,1673
2018/10/18,9:10,1683
2018/10/18,9:15,1687
2018/10/18,9:20,1701
2018/10/18,9:25,1694
2018/10/18,9:30,1699
2018/10/18,9:35,1714
2018/10/18,9:40,1722
2018/10/18,9:45,1721
2018/10/18,9:50,1727
2018/10/18,9:55,1733
2018/10/18,10:00,1735
2018/10/18,10:05,1732
2018/10/18,10:10,1730
2018/10/18,10:15,1735
2018/10/18,10:20,1747
2018/10/18,10:25,1752
2018/10/18,10:30,1758
2018/10/18,10:35,1766
2018/10/18,10:40,1773
2018/10/18,10:45,1764
2018/10/18,10:50,1762
2018/10/18,10:55,1767
2018/10/18,11:00,1765
2018/10/18,11:05,1760
2018/10/18,11:10,1765
2018/10/18,11:15,1755
2018/10/18,11:20,1750
2018/10/18,11:25,1745
2018/10/18,11:30,1744
2018/10/18,11:35,1756
2018/10/18,11:40,1759
2018/10/18,11:45,1758
2018/10/18,11:50,1758
2018/10/18,11:55,1746
2018/10/18,12:00,1742
2018/10/18,12:05,1717
2018/10/18,12:10,1695
2018/10/18,12:15,1672
2018/10/18,12:20,1657
2018/10/18,12:25,1646
2018/10/18,12:30,1628
2018/10/18,12:35,1625
2018/10/18,12:40,1629
2018/10/18,12:45,1632
2018/10/18,12:50,1646
2018/10/18,12:55,1657
2018/10/18,13:00,1672
2018/10/18,13:05,1705
2018/10/18,13:10,1727
2018/10/18,13:15,1736
2018/10/18,13:20,1746
2018/10/18,13:25,1747
2018/10/18,13:30,1750
2018/10/18,13:35,1765
2018/10/18,13:40,1759
2018/10/18,13:45,1757
2018/10/18,13:50,1755
2018/10/18,13:55,1751
2018/10/18,14:00,1763
2018/10/18,14:05,1766
2018/10/18,14:10,1769
2018/10/18,14:15,1766
2018/10/18,14:20,1765
2018/10/18,14:25,1766
2018/10/18,14:30,1762
2018/10/18,14:35,1767
2018/10/18,14:40,1766
