2018/10/13 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2013,10:00〜11:00,10/12,9:30,89
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1800,10:00〜11:00,10/12,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
85,17,22,15.5,21.6
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2018/10/12,0:00,1278,1260,63
2018/10/12,1:00,1211,1220,60
2018/10/12,2:00,1242,1260,61
2018/10/12,3:00,1308,1320,64
2018/10/12,4:00,1329,1340,66
2018/10/12,5:00,1318,1320,65
2018/10/12,6:00,1338,1370,66
2018/10/12,7:00,1426,1490,70
2018/10/12,8:00,1579,1650,78
2018/10/12,9:00,1696,1780,84
2018/10/12,10:00,1707,1800,84
2018/10/12,11:00,1712,1790,85
2018/10/12,12:00,1609,1700,79
2018/10/12,13:00,1699,1790,84
2018/10/12,14:00,1705,1790,84
2018/10/12,15:00,1677,1780,83
2018/10/12,16:00,1692,1770,84
2018/10/12,17:00,1700,1770,84
2018/10/12,18:00,1693,1740,84
2018/10/12,19:00,1620,1650,80
2018/10/12,20:00,1541,1550,76
2018/10/12,21:00,1476,1500,73
2018/10/12,22:00,1407,1440,69
2018/10/12,23:00,1339,1360,66
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1918,18:00〜19:00,10/12,18:30,80
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1540,18:00〜19:00,10/12,18:30
予想気温(最低),予想気温(最高)
15,22
DATE,TIME,当日実績(５分間隔値)(万kW)
2018/10/12,0:00,1326
2018/10/12,0:05,1314
2018/10/12,0:10,1302
2018/10/12,0:15,1299
2018/10/12,0:20,1290
2018/10/12,0:25,1279
2018/10/12,0:30,1262
2018/10/12,0:35,1259
2018/10/12,0:40,1259
2018/10/12,0:45,1259
2018/10/12,0:50,1248
2018/10/12,0:55,1241
2018/10/12,1:00,1227
2018/10/12,1:05,1226
2018/10/12,1:10,1227
2018/10/12,1:15,1220
2018/10/12,1:20,1216
2018/10/12,1:25,1203
2018/10/12,1:30,1204
2018/10/12,1:35,1199
2018/10/12,1:40,1212
2018/10/12,1:45,1195
2018/10/12,1:50,1197
2018/10/12,1:55,1204
2018/10/12,2:00,1219
2018/10/12,2:05,1228
2018/10/12,2:10,1220
2018/10/12,2:15,1222
2018/10/12,2:20,1207
2018/10/12,2:25,1232
2018/10/12,2:30,1251
2018/10/12,2:35,1256
2018/10/12,2:40,1260
2018/10/12,2:45,1263
2018/10/12,2:50,1270
2018/10/12,2:55,1272
2018/10/12,3:00,1277
2018/10/12,3:05,1295
2018/10/12,3:10,1292
2018/10/12,3:15,1303
2018/10/12,3:20,1314
2018/10/12,3:25,1313
2018/10/12,3:30,1311
2018/10/12,3:35,1312
2018/10/12,3:40,1309
2018/10/12,3:45,1323
2018/10/12,3:50,1325
2018/10/12,3:55,1324
2018/10/12,4:00,1334
2018/10/12,4:05,1328
2018/10/12,4:10,1333
2018/10/12,4:15,1329
2018/10/12,4:20,1318
2018/10/12,4:25,1325
2018/10/12,4:30,1330
2018/10/12,4:35,1336
2018/10/12,4:40,1323
2018/10/12,4:45,1334
2018/10/12,4:50,1335
2018/10/12,4:55,1324
2018/10/12,5:00,1323
2018/10/12,5:05,1331
2018/10/12,5:10,1321
2018/10/12,5:15,1321
2018/10/12,5:20,1323
2018/10/12,5:25,1319
2018/10/12,5:30,1321
2018/10/12,5:35,1313
2018/10/12,5:40,1312
2018/10/12,5:45,1306
2018/10/12,5:50,1316
2018/10/12,5:55,1311
