2025/1/17 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5129,18:00〜19:00,1/17,23:50,14,87

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4483,18:00〜19:00,1/17,23:50

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4207,6:00〜7:00,1/17,23:50,8,92

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3879,6:00〜7:00,1/17,23:50

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/1/17,0:00,3329,3299,92,3609
2025/1/17,1:00,3188,3163,90,3513
2025/1/17,2:00,3136,3123,90,3458
2025/1/17,3:00,3109,3117,86,3581
2025/1/17,4:00,3144,3173,88,3543
2025/1/17,5:00,3365,3406,89,3739
2025/1/17,6:00,3839,3879,91,4207
2025/1/17,7:00,4218,4270,90,4662
2025/1/17,8:00,4408,4451,90,4873
2025/1/17,9:00,4392,4423,89,4926
2025/1/17,10:00,4226,4244,86,4875
2025/1/17,11:00,4110,4100,85,4829
2025/1/17,12:00,3934,3874,82,4752
2025/1/17,13:00,3979,3946,87,4569
2025/1/17,14:00,3991,3962,89,4478
2025/1/17,15:00,4091,4018,90,4510
2025/1/17,16:00,4302,4174,91,4717
2025/1/17,17:00,4482,4376,88,5086
2025/1/17,18:00,4510,4483,87,5129
2025/1/17,19:00,4451,4441,85,5180
2025/1/17,20:00,4348,4356,83,5198
2025/1/17,21:00,4162,4164,81,5080
2025/1/17,22:00,3916,3901,80,4842
2025/1/17,23:00,3667,3660,78,4649

最大使用率(%),時間帯
92,0:00〜1:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4352,8:00〜9:00,1/18,23:50,11,90

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3925,8:00〜9:00,1/18,23:50

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3647,0:00〜1:00,1/18,23:50,8,92

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
3368,0:00〜1:00,1/18,23:50

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2025/1/17,0:00,3434,0,0
2025/1/17,0:05,3431,0,0
2025/1/17,0:10,3421,0,0
2025/1/17,0:15,3409,0,0
2025/1/17,0:20,3386,0,0
2025/1/17,0:25,3362,0,0
2025/1/17,0:30,3329,0,0
2025/1/17,0:35,3311,0,0
2025/1/17,0:40,3276,0,0
2025/1/17,0:45,3257,0,0
2025/1/17,0:50,3245,0,0
2025/1/17,0:55,3218,0,0
2025/1/17,1:00,3206,0,0
2025/1/17,1:05,3220,0,0
2025/1/17,1:10,3220,0,0
2025/1/17,1:15,3212,0,0
2025/1/17,1:20,3206,0,0
2025/1/17,1:25,3191,0,0
2025/1/17,1:30,3195,0,0
2025/1/17,1:35,3180,0,0
2025/1/17,1:40,3182,0,0
2025/1/17,1:45,3166,0,0
2025/1/17,1:50,3164,0,0
2025/1/17,1:55,3163,0,0
2025/1/17,2:00,3151,0,0
2025/1/17,2:05,3149,0,0
2025/1/17,2:10,3144,0,0
2025/1/17,2:15,3151,0,0
2025/1/17,2:20,3126,0,0
2025/1/17,2:25,3143,0,0
2025/1/17,2:30,3138,0,0
2025/1/17,2:35,3135,0,0
2025/1/17,2:40,3148,0,0
2025/1/17,2:45,3132,0,0
2025/1/17,2:50,3130,0,0
2025/1/17,2:55,3135,0,0
2025/1/17,3:00,3111,0,0
2025/1/17,3:05,3137,0,0
2025/1/17,3:10,3120,0,0
2025/1/17,3:15,3117,0,0
2025/1/17,3:20,3116,0,0
2025/1/17,3:25,3116,0,0
2025/1/17,3:30,3108,0,0
2025/1/17,3:35,3103,0,0
2025/1/17,3:40,3111,0,0
2025/1/17,3:45,3109,0,0
2025/1/17,3:50,3098,0,0
2025/1/17,3:55,3105,0,0
2025/1/17,4:00,3105,0,0
2025/1/17,4:05,3113,0,0
2025/1/17,4:10,3124,0,0
2025/1/17,4:15,3130,0,0
2025/1/17,4:20,3123,0,0
2025/1/17,4:25,3129,0,0
2025/1/17,4:30,3136,0,0
2025/1/17,4:35,3157,0,0
2025/1/17,4:40,3156,0,0
2025/1/17,4:45,3164,0,0
2025/1/17,4:50,3184,0,0
2025/1/17,4:55,3193,0,0
2025/1/17,5:00,3207,0,0
2025/1/17,5:05,3239,0,0
2025/1/17,5:10,3265,0,0
2025/1/17,5:15,3288,0,0
2025/1/17,5:20,3318,0,0
2025/1/17,5:25,3339,0,0
2025/1/17,5:30,3364,0,0
2025/1/17,5:35,3381,0,0
2025/1/17,5:40,3414,0,0
2025/1/17,5:45,3439,0,0
2025/1/17,5:50,3469,0,0
2025/1/17,5:55,3508,0,0
