2025/3/28 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3500,9:00〜10:00,3/28,23:50,11,90
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3162,9:00〜10:00,3/28,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3215,8:00〜9:00,3/28,23:50,10,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2925,8:00〜9:00,3/28,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/3/28,0:00,2306,2305,88,2615
2025/3/28,1:00,2214,2222,86,2564
2025/3/28,2:00,2212,2221,87,2519
2025/3/28,3:00,2241,2247,88,2545
2025/3/28,4:00,2248,2258,88,2539
2025/3/28,5:00,2283,2273,89,2555
2025/3/28,6:00,2407,2347,91,2634
2025/3/28,7:00,2597,2591,90,2861
2025/3/28,8:00,2850,2925,88,3215
2025/3/28,9:00,2964,3162,84,3500
2025/3/28,10:00,3086,3117,87,3522
2025/3/28,11:00,3145,3059,87,3585
2025/3/28,12:00,3074,2962,84,3644
2025/3/28,13:00,3151,3057,88,3570
2025/3/28,14:00,3051,3071,86,3528
2025/3/28,15:00,3086,3085,87,3540
2025/3/28,16:00,3048,3026,85,3565
2025/3/28,17:00,3037,3032,84,3592
2025/3/28,18:00,3055,3011,83,3671
2025/3/28,19:00,2939,2949,80,3659
2025/3/28,20:00,2804,2852,76,3672
2025/3/28,21:00,2668,2682,72,3705
2025/3/28,22:00,2557,2562,69,3692
2025/3/28,23:00,2424,2440,67,3605
最大使用率(%),時間帯
91,6:00〜7:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3900,18:00〜19:00,3/29,23:50,14,87
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3417,18:00〜19:00,3/29,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
3040,8:00〜9:00,3/29,23:50,8,92
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2803,8:00〜9:00,3/29,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2025/3/28,0:00,2397,0,0
2025/3/28,0:05,2384,0,0
2025/3/28,0:10,2367,0,0
2025/3/28,0:15,2345,0,0
2025/3/28,0:20,2331,0,0
2025/3/28,0:25,2298,0,0
2025/3/28,0:30,2304,0,0
2025/3/28,0:35,2295,0,0
2025/3/28,0:40,2274,0,0
2025/3/28,0:45,2262,0,0
2025/3/28,0:50,2255,0,0
2025/3/28,0:55,2231,0,0
2025/3/28,1:00,2220,0,0
2025/3/28,1:05,2240,0,0
2025/3/28,1:10,2222,0,0
2025/3/28,1:15,2215,0,0
2025/3/28,1:20,2211,0,0
2025/3/28,1:25,2208,0,0
2025/3/28,1:30,2215,0,0
2025/3/28,1:35,2220,0,0
2025/3/28,1:40,2202,0,0
2025/3/28,1:45,2208,0,0
2025/3/28,1:50,2196,0,0
2025/3/28,1:55,2202,0,0
2025/3/28,2:00,2202,0,0
2025/3/28,2:05,2205,0,0
2025/3/28,2:10,2194,0,0
2025/3/28,2:15,2207,0,0
2025/3/28,2:20,2203,0,0
2025/3/28,2:25,2207,0,0
2025/3/28,2:30,2212,0,0
2025/3/28,2:35,2213,0,0
2025/3/28,2:40,2219,0,0
2025/3/28,2:45,2221,0,0
2025/3/28,2:50,2216,0,0
2025/3/28,2:55,2220,0,0
2025/3/28,3:00,2225,0,0
2025/3/28,3:05,2224,0,0
2025/3/28,3:10,2234,0,0
2025/3/28,3:15,2238,0,0
2025/3/28,3:20,2247,0,0
2025/3/28,3:25,2236,0,0
2025/3/28,3:30,2247,0,0
2025/3/28,3:35,2237,0,0
2025/3/28,3:40,2244,0,0
2025/3/28,3:45,2246,0,0
2025/3/28,3:50,2242,0,0
2025/3/28,3:55,2244,0,0
2025/3/28,4:00,2251,0,0
2025/3/28,4:05,2237,0,0
2025/3/28,4:10,2242,0,0
2025/3/28,4:15,2242,0,0
2025/3/28,4:20,2250,0,0
2025/3/28,4:25,2249,0,0
2025/3/28,4:30,2237,0,0
2025/3/28,4:35,2256,0,0
2025/3/28,4:40,2251,0,0
2025/3/28,4:45,2247,0,0
2025/3/28,4:50,2248,0,0
2025/3/28,4:55,2249,0,0
2025/3/28,5:00,2253,0,0
2025/3/28,5:05,2257,0,0
2025/3/28,5:10,2263,0,0
2025/3/28,5:15,2280,0,0
2025/3/28,5:20,2270,0,0
2025/3/28,5:25,2275,0,0
2025/3/28,5:30,2279,0,0
2025/3/28,5:35,2277,0,0
2025/3/28,5:40,2285,0,0
2025/3/28,5:45,2288,1,0
2025/3/28,5:50,2310,2,0
2025/3/28,5:55,2291,5,0
2025/3/28,6:00,2327,9,0
2025/3/28,6:05,2344,13,0
2025/3/28,6:10,2376,18,0
2025/3/28,6:15,2365,12,0
2025/3/28,6:20,2382,8,0
2025/3/28,6:25,2373,8,0
2025/3/28,6:30,2388,8,0
2025/3/28,6:35,2423,9,0
2025/3/28,6:40,2418,10,0
2025/3/28,6:45,2448,11,0
2025/3/28,6:50,2462,12,0
2025/3/28,6:55,2470,13,0
2025/3/28,7:00,2481,16,0
2025/3/28,7:05,2537,19,0
2025/3/28,7:10,2518,23,0
2025/3/28,7:15,2542,27,1
2025/3/28,7:20,2551,33,1
2025/3/28,7:25,2563,38,1
2025/3/28,7:30,2573,44,1
2025/3/28,7:35,2626,49,1
2025/3/28,7:40,2623,54,2
2025/3/28,7:45,2643,63,2
2025/3/28,7:50,2669,70,2
2025/3/28,7:55,2695,76,2
2025/3/28,8:00,2712,82,3
2025/3/28,8:05,2772,92,3
2025/3/28,8:10,2786,100,3
2025/3/28,8:15,2801,113,4
2025/3/28,8:20,2811,129,4
2025/3/28,8:25,2834,144,5
2025/3/28,8:30,2854,164,5
2025/3/28,8:35,2885,183,6
2025/3/28,8:40,2892,203,7
2025/3/28,8:45,2917,218,7
2025/3/28,8:50,2917,234,8
2025/3/28,8:55,2918,257,8
2025/3/28,9:00,2908,277,9
2025/3/28,9:05,2933,305,10
2025/3/28,9:10,2934,332,11
2025/3/28,9:15,2931,367,12
2025/3/28,9:20,2948,402,13
2025/3/28,9:25,2942,433,14
2025/3/28,9:30,2961,467,15
2025/3/28,9:35,2956,499,16
2025/3/28,9:40,2959,530,17
2025/3/28,9:45,2952,560,18
2025/3/28,9:50,3003,606,20
2025/3/28,9:55,3029,657,21
2025/3/28,10:00,3040,703,23
2025/3/28,10:05,3037,733,24
2025/3/28,10:10,3018,759,25
2025/3/28,10:15,3043,794,26
2025/3/28,10:20,3039,820,26
2025/3/28,10:25,3061,850,27
2025/3/28,10:30,3054,879,28
2025/3/28,10:35,3080,904,29
2025/3/28,10:40,3115,929,29
2025/3/28,10:45,3145,962,30
2025/3/28,10:50,3152,977,30
2025/3/28,10:55,3169,999,31
2025/3/28,11:00,3151,999,31
2025/3/28,11:05,3138,997,31
2025/3/28,11:10,3130,996,31
2025/3/28,11:15,3125,1000,32
2025/3/28,11:20,3140,1003,31
2025/3/28,11:25,3138,1013,32
2025/3/28,11:30,3116,1019,32
2025/3/28,11:35,3151,1026,32
2025/3/28,11:40,3134,1029,32
2025/3/28,11:45,3150,1042,33
2025/3/28,11:50,3163,1045,33
2025/3/28,11:55,3149,1041,33
2025/3/28,12:00,3132,1044,33
2025/3/28,12:05,3121,1038,33
2025/3/28,12:10,3084,1029,33
2025/3/28,12:15,3082,1026,33
2025/3/28,12:20,3058,1018,33
2025/3/28,12:25,3039,1004,33
2025/3/28,12:30,3045,996,32
2025/3/28,12:35,3048,981,32
2025/3/28,12:40,3034,963,31
2025/3/28,12:45,3036,947,31
2025/3/28,12:50,3057,930,30
2025/3/28,12:55,3099,930,30
2025/3/28,13:00,3120,908,29
2025/3/28,13:05,3148,886,28
2025/3/28,13:10,3173,871,27
2025/3/28,13:15,3161,848,26
2025/3/28,13:20,3166,833,26
2025/3/28,13:25,3164,811,25
