2025/6/16 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4819,14:00〜15:00,6/16,23:50,14,87
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4222,14:00〜15:00,6/16,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4613,11:00〜12:00,6/16,23:50,10,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4177,11:00〜12:00,6/16,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/6/16,0:00,2508,2488,87,2865
2025/6/16,1:00,2362,2358,81,2881
2025/6/16,2:00,2307,2304,80,2875
2025/6/16,3:00,2306,2322,80,2869
2025/6/16,4:00,2314,2344,80,2866
2025/6/16,5:00,2319,2372,77,2996
2025/6/16,6:00,2476,2570,77,3186
2025/6/16,7:00,2823,2903,80,3497
2025/6/16,8:00,3356,3373,86,3881
2025/6/16,9:00,3817,3778,91,4192
2025/6/16,10:00,3998,3970,89,4458
2025/6/16,11:00,4009,4177,86,4613
2025/6/16,12:00,3936,4130,86,4570
2025/6/16,13:00,4122,4186,87,4711
2025/6/16,14:00,4135,4222,85,4819
2025/6/16,15:00,4089,4195,83,4875
2025/6/16,16:00,4091,4114,86,4746
2025/6/16,17:00,3965,3924,85,4651
2025/6/16,18:00,3871,3881,85,4546
2025/6/16,19:00,3787,3816,83,4527
2025/6/16,20:00,3605,3561,80,4500
2025/6/16,21:00,3404,3354,76,4457
2025/6/16,22:00,3216,3189,75,4265
2025/6/16,23:00,3009,2994,72,4179
最大使用率(%),時間帯
91,9:00〜10:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
5304,14:00〜15:00,6/17,23:50,10,91
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
4837,14:00〜15:00,6/17,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
4818,17:00〜18:00,6/17,23:50,8,92
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
4473,17:00〜18:00,6/17,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2025/6/16,0:00,2612,0,0
2025/6/16,0:05,2570,0,0
2025/6/16,0:10,2587,0,0
2025/6/16,0:15,2547,0,0
2025/6/16,0:20,2526,0,0
2025/6/16,0:25,2513,0,0
2025/6/16,0:30,2506,0,0
2025/6/16,0:35,2494,0,0
2025/6/16,0:40,2483,0,0
2025/6/16,0:45,2447,0,0
2025/6/16,0:50,2423,0,0
2025/6/16,0:55,2406,0,0
2025/6/16,1:00,2418,0,0
2025/6/16,1:05,2398,0,0
2025/6/16,1:10,2394,0,0
2025/6/16,1:15,2399,0,0
2025/6/16,1:20,2369,0,0
2025/6/16,1:25,2360,0,0
2025/6/16,1:30,2344,0,0
2025/6/16,1:35,2359,0,0
2025/6/16,1:40,2342,0,0
2025/6/16,1:45,2332,0,0
2025/6/16,1:50,2330,0,0
2025/6/16,1:55,2325,0,0
2025/6/16,2:00,2328,0,0
2025/6/16,2:05,2311,0,0
2025/6/16,2:10,2310,0,0
2025/6/16,2:15,2296,0,0
2025/6/16,2:20,2291,0,0
2025/6/16,2:25,2286,0,0
2025/6/16,2:30,2291,0,0
2025/6/16,2:35,2298,0,0
2025/6/16,2:40,2318,0,0
2025/6/16,2:45,2305,0,0
2025/6/16,2:50,2301,0,0
2025/6/16,2:55,2289,0,0
2025/6/16,3:00,2302,0,0
2025/6/16,3:05,2289,0,0
2025/6/16,3:10,2303,0,0
2025/6/16,3:15,2311,0,0
2025/6/16,3:20,2310,0,0
2025/6/16,3:25,2306,0,0
2025/6/16,3:30,2295,0,0
2025/6/16,3:35,2303,0,0
2025/6/16,3:40,2298,0,0
2025/6/16,3:45,2291,0,0
2025/6/16,3:50,2309,0,0
2025/6/16,3:55,2296,0,0
2025/6/16,4:00,2303,0,0
2025/6/16,4:05,2313,0,0
2025/6/16,4:10,2323,0,0
2025/6/16,4:15,2315,0,0
2025/6/16,4:20,2323,0,0
2025/6/16,4:25,2321,0,0
2025/6/16,4:30,2308,0,0
2025/6/16,4:35,2321,0,0
2025/6/16,4:40,2314,0,0
2025/6/16,4:45,2299,0,0
2025/6/16,4:50,2299,0,0
2025/6/16,4:55,2285,1,0
2025/6/16,5:00,2283,9,0
2025/6/16,5:05,2304,26,1
2025/6/16,5:10,2308,37,1
2025/6/16,5:15,2314,42,1
2025/6/16,5:20,2307,49,2
2025/6/16,5:25,2308,57,2
2025/6/16,5:30,2316,66,2
2025/6/16,5:35,2306,75,3
2025/6/16,5:40,2311,85,3
2025/6/16,5:45,2304,97,4
2025/6/16,5:50,2333,110,4
2025/6/16,5:55,2325,122,5
2025/6/16,6:00,2339,135,5
2025/6/16,6:05,2381,149,6
2025/6/16,6:10,2386,164,6
2025/6/16,6:15,2411,177,7
2025/6/16,6:20,2431,192,7
2025/6/16,6:25,2445,207,8
2025/6/16,6:30,2453,224,9
2025/6/16,6:35,2478,240,9
2025/6/16,6:40,2512,259,10
2025/6/16,6:45,2532,274,10
2025/6/16,6:50,2560,293,11
2025/6/16,6:55,2609,309,11
2025/6/16,7:00,2609,324,12
2025/6/16,7:05,2679,344,12
2025/6/16,7:10,2689,366,13
2025/6/16,7:15,2726,388,14
2025/6/16,7:20,2744,410,14
2025/6/16,7:25,2770,437,15
2025/6/16,7:30,2792,466,16
2025/6/16,7:35,2854,493,17
2025/6/16,7:40,2886,522,18
2025/6/16,7:45,2920,551,18
2025/6/16,7:50,2939,576,19
