2025/5/2 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3629,18:00〜19:00,5/2,23:50,23,81
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2959,18:00〜19:00,5/2,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2955,13:00〜14:00,5/2,23:50,8,92
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2745,13:00〜14:00,5/2,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/5/2,0:00,2092,2086,86,2424
2025/5/2,1:00,2007,1994,84,2374
2025/5/2,2:00,2000,1989,85,2337
2025/5/2,3:00,2042,2038,87,2342
2025/5/2,4:00,2060,2066,88,2329
2025/5/2,5:00,2078,2039,85,2429
2025/5/2,6:00,2169,2111,84,2552
2025/5/2,7:00,2312,2320,86,2688
2025/5/2,8:00,2550,2563,90,2820
2025/5/2,9:00,2719,2690,90,3009
2025/5/2,10:00,2748,2674,88,3106
2025/5/2,11:00,2794,2737,93,2996
2025/5/2,12:00,2697,2684,92,2927
2025/5/2,13:00,2790,2745,94,2955
2025/5/2,14:00,2822,2736,95,2959
2025/5/2,15:00,2840,2740,95,2971
2025/5/2,16:00,2887,2808,89,3210
2025/5/2,17:00,2901,2869,82,3506
2025/5/2,18:00,2893,2959,79,3629
2025/5/2,19:00,2803,2905,76,3648
2025/5/2,20:00,2698,2753,73,3653
2025/5/2,21:00,2547,2568,71,3584
2025/5/2,22:00,2400,2404,70,3391
2025/5/2,23:00,2271,2270,67,3356
最大使用率(%),時間帯
95,15:00〜16:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
3106,18:00〜19:00,5/3,23:50,22,82
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2552,18:00〜19:00,5/3,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2364,0:00〜1:00,5/3,23:50,13,88
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2097,0:00〜1:00,5/3,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2025/5/2,0:00,2171,0,0
2025/5/2,0:05,2157,0,0
2025/5/2,0:10,2146,0,0
2025/5/2,0:15,2125,0,0
2025/5/2,0:20,2107,0,0
2025/5/2,0:25,2097,0,0
2025/5/2,0:30,2085,0,0
2025/5/2,0:35,2071,0,0
2025/5/2,0:40,2058,0,0
2025/5/2,0:45,2046,0,0
2025/5/2,0:50,2034,0,0
2025/5/2,0:55,2018,0,0
2025/5/2,1:00,2009,0,0
2025/5/2,1:05,2028,0,0
2025/5/2,1:10,2015,0,0
2025/5/2,1:15,2005,0,0
2025/5/2,1:20,1997,0,0
2025/5/2,1:25,2010,0,0
2025/5/2,1:30,2011,0,0
2025/5/2,1:35,2002,0,0
2025/5/2,1:40,1993,0,0
2025/5/2,1:45,1992,0,0
2025/5/2,1:50,1989,0,0
2025/5/2,1:55,1987,0,0
2025/5/2,2:00,1980,0,0
2025/5/2,2:05,1986,0,0
2025/5/2,2:10,1991,0,0
2025/5/2,2:15,1980,0,0
2025/5/2,2:20,1981,0,0
2025/5/2,2:25,1985,0,0
2025/5/2,2:30,1992,0,0
2025/5/2,2:35,1993,0,0
2025/5/2,2:40,1998,0,0
2025/5/2,2:45,2007,0,0
2025/5/2,2:50,2008,0,0
2025/5/2,2:55,2016,0,0
2025/5/2,3:00,2015,0,0
2025/5/2,3:05,2017,0,0
2025/5/2,3:10,2029,0,0
2025/5/2,3:15,2042,0,0
2025/5/2,3:20,2031,0,0
2025/5/2,3:25,2033,0,0
2025/5/2,3:30,2036,0,0
2025/5/2,3:35,2036,0,0
2025/5/2,3:40,2040,0,0
2025/5/2,3:45,2055,0,0
2025/5/2,3:50,2046,0,0
2025/5/2,3:55,2044,0,0
2025/5/2,4:00,2054,0,0
2025/5/2,4:05,2049,0,0
2025/5/2,4:10,2053,0,0
2025/5/2,4:15,2045,0,0
2025/5/2,4:20,2058,0,0
2025/5/2,4:25,2052,0,0
2025/5/2,4:30,2051,0,0
2025/5/2,4:35,2063,0,0
2025/5/2,4:40,2061,0,0
2025/5/2,4:45,2064,0,0
2025/5/2,4:50,2068,0,0
2025/5/2,4:55,2071,0,0
2025/5/2,5:00,2067,0,0
2025/5/2,5:05,2076,0,0
2025/5/2,5:10,2078,1,0
2025/5/2,5:15,2076,7,0
2025/5/2,5:20,2092,13,0
2025/5/2,5:25,2084,17,0
2025/5/2,5:30,2076,16,0
2025/5/2,5:35,2072,16,0
2025/5/2,5:40,2064,18,0
2025/5/2,5:45,2063,22,1
2025/5/2,5:50,2073,25,1
2025/5/2,5:55,2072,27,1
2025/5/2,6:00,2083,31,1
2025/5/2,6:05,2100,34,1
2025/5/2,6:10,2118,39,1
2025/5/2,6:15,2122,46,2
2025/5/2,6:20,2132,52,2
2025/5/2,6:25,2159,59,2
2025/5/2,6:30,2159,65,3
2025/5/2,6:35,2182,71,3
2025/5/2,6:40,2196,78,3
2025/5/2,6:45,2205,85,3
2025/5/2,6:50,2220,89,4
2025/5/2,6:55,2232,95,4
2025/5/2,7:00,2230,102,4
