2025/3/25 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4136,11:00〜12:00,3/25,23:50,30,76
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3174,11:00〜12:00,3/25,23:50
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2776,0:00〜1:00,3/25,23:50,16,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2397,0:00〜1:00,3/25,23:50
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/3/25,0:00,2394,2397,86,2776
2025/3/25,1:00,2318,2323,85,2715
2025/3/25,2:00,2324,2328,86,2701
2025/3/25,3:00,2359,2368,85,2756
2025/3/25,4:00,2395,2420,84,2822
2025/3/25,5:00,2474,2501,84,2942
2025/3/25,6:00,2575,2589,84,3064
2025/3/25,7:00,2708,2727,83,3228
2025/3/25,8:00,2949,2925,84,3509
2025/3/25,9:00,3115,3096,81,3799
2025/3/25,10:00,3168,3166,79,3993
2025/3/25,11:00,3187,3174,77,4136
2025/3/25,12:00,3064,3075,75,4035
2025/3/25,13:00,3121,3112,80,3874
2025/3/25,14:00,3073,3051,85,3613
2025/3/25,15:00,3039,3029,84,3580
2025/3/25,16:00,3049,3040,84,3620
2025/3/25,17:00,3033,3011,83,3615
2025/3/25,18:00,3085,3124,80,3817
2025/3/25,19:00,3000,3059,78,3845
2025/3/25,20:00,2889,2929,75,3836
2025/3/25,21:00,2751,2769,71,3833
2025/3/25,22:00,2622,2637,69,3799
2025/3/25,23:00,2485,2505,67,3698
最大使用率(%),時間帯
86,0:00〜1:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
4219,11:00〜12:00,3/26,23:50,29,77
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
3264,11:00〜12:00,3/26,23:50
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2649,3:00〜4:00,3/26,23:50,16,86
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2283,3:00〜4:00,3/26,23:50
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),太陽光発電量(電力使用量に対する割合)(%)
2025/3/25,0:00,2489,0,0
2025/3/25,0:05,2497,0,0
2025/3/25,0:10,2463,0,0
2025/3/25,0:15,2435,0,0
2025/3/25,0:20,2422,0,0
2025/3/25,0:25,2407,0,0
2025/3/25,0:30,2394,0,0
2025/3/25,0:35,2370,0,0
2025/3/25,0:40,2356,0,0
2025/3/25,0:45,2339,0,0
2025/3/25,0:50,2339,0,0
2025/3/25,0:55,2324,0,0
2025/3/25,1:00,2300,0,0
2025/3/25,1:05,2340,0,0
2025/3/25,1:10,2335,0,0
2025/3/25,1:15,2328,0,0
2025/3/25,1:20,2323,0,0
2025/3/25,1:25,2312,0,0
2025/3/25,1:30,2318,0,0
2025/3/25,1:35,2311,0,0
2025/3/25,1:40,2318,0,0
2025/3/25,1:45,2307,0,0
2025/3/25,1:50,2298,0,0
2025/3/25,1:55,2303,0,0
2025/3/25,2:00,2311,0,0
2025/3/25,2:05,2315,0,0
2025/3/25,2:10,2331,0,0
2025/3/25,2:15,2316,0,0
2025/3/25,2:20,2323,0,0
2025/3/25,2:25,2321,0,0
2025/3/25,2:30,2325,0,0
2025/3/25,2:35,2320,0,0
2025/3/25,2:40,2327,0,0
2025/3/25,2:45,2326,0,0
2025/3/25,2:50,2326,0,0
2025/3/25,2:55,2323,0,0
2025/3/25,3:00,2326,0,0
2025/3/25,3:05,2339,0,0
2025/3/25,3:10,2352,0,0
2025/3/25,3:15,2364,0,0
2025/3/25,3:20,2351,0,0
2025/3/25,3:25,2349,0,0
2025/3/25,3:30,2348,0,0
2025/3/25,3:35,2355,0,0
2025/3/25,3:40,2364,0,0
2025/3/25,3:45,2377,0,0
2025/3/25,3:50,2361,0,0
2025/3/25,3:55,2366,0,0
2025/3/25,4:00,2368,0,0
2025/3/25,4:05,2391,0,0
2025/3/25,4:10,2389,0,0
2025/3/25,4:15,2392,0,0
2025/3/25,4:20,2395,0,0
2025/3/25,4:25,2396,0,0
2025/3/25,4:30,2383,0,0
2025/3/25,4:35,2382,0,0
2025/3/25,4:40,2378,0,0
2025/3/25,4:45,2398,0,0
2025/3/25,4:50,2402,0,0
2025/3/25,4:55,2414,0,0
2025/3/25,5:00,2416,0,0
2025/3/25,5:05,2441,0,0
2025/3/25,5:10,2452,0,0
2025/3/25,5:15,2455,0,0
2025/3/25,5:20,2475,0,0
2025/3/25,5:25,2478,0,0
2025/3/25,5:30,2472,0,0
2025/3/25,5:35,2473,0,0
2025/3/25,5:40,2482,0,0
2025/3/25,5:45,2469,0,0
2025/3/25,5:50,2490,1,0
2025/3/25,5:55,2495,3,0
2025/3/25,6:00,2520,6,0
2025/3/25,6:05,2544,10,0
2025/3/25,6:10,2544,14,0
2025/3/25,6:15,2543,23,0
2025/3/25,6:20,2565,50,1
2025/3/25,6:25,2572,68,2
2025/3/25,6:30,2569,84,3
2025/3/25,6:35,2591,105,4
2025/3/25,6:40,2580,125,4
2025/3/25,6:45,2592,150,5
2025/3/25,6:50,2590,174,6
2025/3/25,6:55,2604,200,7
2025/3/25,7:00,2617,230,8
2025/3/25,7:05,2661,260,9
2025/3/25,7:10,2659,292,10
2025/3/25,7:15,2683,325,12
2025/3/25,7:20,2671,359,13
2025/3/25,7:25,2679,394,14
2025/3/25,7:30,2686,430,16
2025/3/25,7:35,2728,467,17
2025/3/25,7:40,2732,504,18
2025/3/25,7:45,2754,543,19
2025/3/25,7:50,2745,581,21
2025/3/25,7:55,2775,620,22
2025/3/25,8:00,2805,658,23
2025/3/25,8:05,2847,695,24
2025/3/25,8:10,2867,732,25
2025/3/25,8:15,2879,769,26
2025/3/25,8:20,2899,804,27
2025/3/25,8:25,2931,839,28
2025/3/25,8:30,2938,874,29
2025/3/25,8:35,2985,909,30
2025/3/25,8:40,2992,940,31
2025/3/25,8:45,3021,973,32
2025/3/25,8:50,3028,1005,33
2025/3/25,8:55,3039,1037,34
2025/3/25,9:00,3059,1067,34
2025/3/25,9:05,3087,1097,35
2025/3/25,9:10,3094,1126,36
2025/3/25,9:15,3090,1153,37
2025/3/25,9:20,3106,1180,37
2025/3/25,9:25,3097,1206,38
2025/3/25,9:30,3117,1234,39
2025/3/25,9:35,3115,1260,40
2025/3/25,9:40,3135,1284,40
2025/3/25,9:45,3122,1308,41
2025/3/25,9:50,3132,1331,42
2025/3/25,9:55,3147,1354,43
2025/3/25,10:00,3140,1375,43
2025/3/25,10:05,3149,1397,44
2025/3/25,10:10,3132,1416,45
2025/3/25,10:15,3156,1437,45
2025/3/25,10:20,3173,1453,45
2025/3/25,10:25,3168,1467,46
2025/3/25,10:30,3163,1482,46
2025/3/25,10:35,3179,1495,47
2025/3/25,10:40,3172,1505,47
2025/3/25,10:45,3175,1516,47
2025/3/25,10:50,3168,1529,48
2025/3/25,10:55,3172,1541,48
2025/3/25,11:00,3175,1550,48
2025/3/25,11:05,3192,1558,48
2025/3/25,11:10,3189,1565,49
2025/3/25,11:15,3183,1574,49
2025/3/25,11:20,3191,1579,49
2025/3/25,11:25,3188,1581,49
2025/3/25,11:30,3171,1584,49
2025/3/25,11:35,3187,1589,49
2025/3/25,11:40,3182,1591,50
2025/3/25,11:45,3177,1590,50
2025/3/25,11:50,3177,1590,50
2025/3/25,11:55,3158,1587,50
2025/3/25,12:00,3129,1585,50
2025/3/25,12:05,3128,1583,50
2025/3/25,12:10,3099,1583,51
2025/3/25,12:15,3080,1575,51
2025/3/25,12:20,3049,1572,51
2025/3/25,12:25,3061,1569,51
2025/3/25,12:30,3036,1563,51
2025/3/25,12:35,3041,1552,51
2025/3/25,12:40,3015,1542,51
2025/3/25,12:45,3040,1536,50
2025/3/25,12:50,3035,1525,50
2025/3/25,12:55,3053,1513,49
2025/3/25,13:00,3069,1501,48
2025/3/25,13:05,3108,1487,47
2025/3/25,13:10,3139,1473,46
2025/3/25,13:15,3138,1454,46
2025/3/25,13:20,3131,1438,45
2025/3/25,13:25,3127,1417,45
2025/3/25,13:30,3122,1396,44
2025/3/25,13:35,3124,1377,44
2025/3/25,13:40,3123,1356,43
2025/3/25,13:45,3119,1334,42
2025/3/25,13:50,3115,1313,42
2025/3/25,13:55,3104,1291,41
2025/3/25,14:00,3106,1269,40
2025/3/25,14:05,3087,1241,40
2025/3/25,14:10,3075,1216,39
2025/3/25,14:15,3074,1192,38
2025/3/25,14:20,3074,1168,37
2025/3/25,14:25,3074,1143,37
2025/3/25,14:30,3063,1120,36
2025/3/25,14:35,3093,1094,35
2025/3/25,14:40,3061,1068,34
2025/3/25,14:45,3069,1039,33
2025/3/25,14:50,3050,1007,33
2025/3/25,14:55,3057,979,32
2025/3/25,15:00,3041,950,31
2025/3/25,15:05,3026,923,30
2025/3/25,15:10,3028,890,29
2025/3/25,15:15,3017,856,28
2025/3/25,15:20,3028,825,27
2025/3/25,15:25,3030,794,26
2025/3/25,15:30,3048,762,25
2025/3/25,15:35,3051,727,23
2025/3/25,15:40,3049,693,22
2025/3/25,15:45,3054,658,21
2025/3/25,15:50,3049,621,20
2025/3/25,15:55,3051,585,19
2025/3/25,16:00,3054,548,17
2025/3/25,16:05,3045,510,16
2025/3/25,16:10,3043,473,15
2025/3/25,16:15,3048,437,14
2025/3/25,16:20,3052,402,13
2025/3/25,16:25,3052,368,12
2025/3/25,16:30,3035,334,11
2025/3/25,16:35,3049,301,9
2025/3/25,16:40,3042,269,8
2025/3/25,16:45,3030,238,7
2025/3/25,16:50,3030,208,6
2025/3/25,16:55,3036,181,5
2025/3/25,17:00,3034,156,5
2025/3/25,17:05,3007,132,4
2025/3/25,17:10,3018,110,3
2025/3/25,17:15,3009,89,2
2025/3/25,17:20,3015,71,2
2025/3/25,17:25,3022,56,1
2025/3/25,17:30,3028,42,1
2025/3/25,17:35,3032,30,0
2025/3/25,17:40,3040,18,0
2025/3/25,17:45,3033,7,0
2025/3/25,17:50,3045,2,0
2025/3/25,17:55,3068,1,0
2025/3/25,18:00,3067,0,0
2025/3/25,18:05,3087,0,0
2025/3/25,18:10,3088,0,0
2025/3/25,18:15,3088,0,0
2025/3/25,18:20,3100,0,0
2025/3/25,18:25,3090,0,0
2025/3/25,18:30,3085,0,0
2025/3/25,18:35,3088,0,0
2025/3/25,18:40,3077,0,0
2025/3/25,18:45,3074,0,0
2025/3/25,18:50,3075,0,0
2025/3/25,18:55,3069,0,0
2025/3/25,19:00,3060,0,0
2025/3/25,19:05,3038,0,0
2025/3/25,19:10,3024,0,0
2025/3/25,19:15,3019,0,0
2025/3/25,19:20,3013,0,0
2025/3/25,19:25,3002,0,0
2025/3/25,19:30,2993,0,0
2025/3/25,19:35,2995,0,0
2025/3/25,19:40,2976,0,0
2025/3/25,19:45,2971,0,0
2025/3/25,19:50,2970,0,0
2025/3/25,19:55,2956,0,0
2025/3/25,20:00,2949,0,0
2025/3/25,20:05,2927,0,0
2025/3/25,20:10,2919,0,0
