2024/06/29 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2123,11:00〜12:00,06月27日,23:15,12,88
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1887,11:00〜12:00,06月27日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1373,00:00〜01:00,06月27日,23:15,9,91
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1256,00:00〜01:00,06月27日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/06/27,00:00,1266,1256,92,1373
2024/06/27,01:00,1202,1198,91,1311
2024/06/27,02:00,1174,1184,90,1296
2024/06/27,03:00,1183,1205,89,1322
2024/06/27,04:00,1192,1222,88,1347
2024/06/27,05:00,1185,1227,86,1370
2024/06/27,06:00,1238,1265,82,1496
2024/06/27,07:00,1376,1361,83,1640
2024/06/27,08:00,1628,1623,84,1919
2024/06/27,09:00,1815,1809,86,2106
2024/06/27,10:00,1850,1863,86,2143
2024/06/27,11:00,1857,1887,87,2123
2024/06/27,12:00,1763,1794,86,2045
2024/06/27,13:00,1849,1882,88,2080
2024/06/27,14:00,1848,1881,88,2094
2024/06/27,15:00,1791,1830,87,2053
2024/06/27,16:00,1753,1798,86,2025
2024/06/27,17:00,1656,1692,84,1963
2024/06/27,18:00,1618,1644,85,1904
2024/06/27,19:00,1575,1596,83,1877
2024/06/27,20:00,1512,1532,81,1847
2024/06/27,21:00,1460,1465,81,1790
2024/06/27,22:00,1421,1414,80,1763
2024/06/27,23:00,1370,1357,79,1725
最大使用率(%),時間帯
92,00:00〜01:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1955,10:00〜11:00,06月27日,17:00,10,90
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1771,10:00〜11:00,06月27日,17:00
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1773,08:00〜09:00,06月27日,17:00,10,90
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1606,08:00〜09:00,06月27日,17:00
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2024/06/27,00:00,1318,0
2024/06/27,00:05,1312,0
2024/06/27,00:10,1318,0
2024/06/27,00:15,1313,0
2024/06/27,00:20,1277,0
2024/06/27,00:25,1262,0
2024/06/27,00:30,1262,0
2024/06/27,00:35,1265,0
2024/06/27,00:40,1257,0
2024/06/27,00:45,1245,0
2024/06/27,00:50,1258,0
2024/06/27,00:55,1251,0
2024/06/27,01:00,1240,0
2024/06/27,01:05,1240,0
2024/06/27,01:10,1235,0
2024/06/27,01:15,1227,0
2024/06/27,01:20,1217,0
2024/06/27,01:25,1216,0
2024/06/27,01:30,1215,0
2024/06/27,01:35,1208,0
2024/06/27,01:40,1205,0
2024/06/27,01:45,1195,0
2024/06/27,01:50,1207,0
2024/06/27,01:55,1189,0
2024/06/27,02:00,1190,0
2024/06/27,02:05,1183,0
2024/06/27,02:10,1184,0
