2024/01/13 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2457,09:00〜10:00,01月11日,23:15,18,84
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2084,09:00〜10:00,01月11日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2101,07:00〜08:00,01月11日,23:15,16,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1819,07:00〜08:00,01月11日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/01/11,00:00,1514,1505,83,1818
2024/01/11,01:00,1479,1471,81,1809
2024/01/11,02:00,1479,1466,82,1803
2024/01/11,03:00,1484,1471,81,1816
2024/01/11,04:00,1478,1477,80,1828
2024/01/11,05:00,1523,1522,82,1851
2024/01/11,06:00,1671,1673,86,1938
2024/01/11,07:00,1836,1819,87,2101
2024/01/11,08:00,2061,2026,87,2363
2024/01/11,09:00,2162,2084,88,2457
2024/01/11,10:00,2106,2014,87,2409
2024/01/11,11:00,2041,1945,84,2428
2024/01/11,12:00,1903,1826,75,2537
2024/01/11,13:00,1938,1937,75,2571
2024/01/11,14:00,1919,1913,76,2493
2024/01/11,15:00,1888,1912,81,2324
2024/01/11,16:00,1932,1949,85,2267
2024/01/11,17:00,1973,1964,85,2302
2024/01/11,18:00,1966,1935,85,2304
2024/01/11,19:00,1925,1890,84,2267
2024/01/11,20:00,1893,1840,84,2242
2024/01/11,21:00,1834,1785,82,2234
2024/01/11,22:00,1740,1687,77,2235
2024/01/11,23:00,1686,1654,76,2218
最大使用率(%),時間帯
88,09:00〜10:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2457,09:00〜10:00,01月11日,16:33,16,86
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2119,09:00〜10:00,01月11日,16:33
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2215,18:00〜19:00,01月11日,16:33,16,86
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1913,18:00〜19:00,01月11日,16:33
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2024/01/11,00:00,1560,0
2024/01/11,00:05,1551,0
2024/01/11,00:10,1547,0
2024/01/11,00:15,1536,0
2024/01/11,00:20,1517,0
2024/01/11,00:25,1499,0
2024/01/11,00:30,1488,0
2024/01/11,00:35,1504,0
2024/01/11,00:40,1495,0
2024/01/11,00:45,1493,0
2024/01/11,00:50,1487,0
2024/01/11,00:55,1478,0
2024/01/11,01:00,1480,0
2024/01/11,01:05,1493,0
2024/01/11,01:10,1482,0
2024/01/11,01:15,1484,0
2024/01/11,01:20,1470,0
2024/01/11,01:25,1475,0
2024/01/11,01:30,1463,0
2024/01/11,01:35,1475,0
2024/01/11,01:40,1474,0
2024/01/11,01:45,1463,0
2024/01/11,01:50,1468,0
2024/01/11,01:55,1467,0
2024/01/11,02:00,1475,0
2024/01/11,02:05,1474,0
2024/01/11,02:10,1478,0
2024/01/11,02:15,1476,0
2024/01/11,02:20,1473,0
2024/01/11,02:25,1477,0
2024/01/11,02:30,1471,0
2024/01/11,02:35,1469,0
2024/01/11,02:40,1470,0
2024/01/11,02:45,1483,0
2024/01/11,02:50,1482,0
2024/01/11,02:55,1483,0
2024/01/11,03:00,1475,0
2024/01/11,03:05,1466,0
2024/01/11,03:10,1479,0
2024/01/11,03:15,1487,0
2024/01/11,03:20,1484,0
2024/01/11,03:25,1482,0
2024/01/11,03:30,1481,0
2024/01/11,03:35,1479,0
2024/01/11,03:40,1480,0
