2025/3/15 1:10 UPDATE,,,,,
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
2039,9:00〜10:00,3月15日,0:13,15,86
,,,,,
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
1770,9:00〜10:00,3月15日,0:13,,
,,,,,
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1963,8:00〜9:00,3月15日,0:13,15,87
,,,,,
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
1710,8:00〜9:00,3月15日,0:13,,
,,,,,
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高),
88,*,*,*,*,
,,,,,
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%),供給力想定値(万kW)
2025/3/14,0:00,1329,1350,86,1541
2025/3/14,1:00,1306,1330,83,1557
2025/3/14,2:00,1350,1360,84,1595
2025/3/14,3:00,1396,1390,86,1610
2025/3/14,4:00,1407,1400,86,1622
2025/3/14,5:00,1431,1420,86,1646
2025/3/14,6:00,1513,1490,88,1715
2025/3/14,7:00,1594,1590,87,1826
2025/3/14,8:00,1721,1710,87,1963
2025/3/14,9:00,1790,1770,87,2039
2025/3/14,10:00,1743,1750,85,2034
2025/3/14,11:00,1698,1690,84,1999
2025/3/14,12:00,1592,1590,79,2006
2025/3/14,13:00,1626,1630,82,1966
2025/3/14,14:00,1585,1630,81,1948
2025/3/14,15:00,1556,1600,81,1918
2025/3/14,16:00,1576,1610,80,1948
2025/3/14,17:00,1581,1620,79,1983
2025/3/14,18:00,1642,1710,76,2133
2025/3/14,19:00,1641,1700,76,2141
2025/3/14,20:00,1618,1660,76,2108
2025/3/14,21:00,1577,1610,77,2048
2025/3/14,22:00,1506,1540,75,1982
2025/3/14,23:00,1444,1470,74,1937
,,,,,
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%),
1837,18:00〜19:00,3月14日,23:43,87,
,,,,,
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
1610,18:00〜19:00,3月14日,23:43,,
,,,,,
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%),
1837,18:00〜19:00,3月14日,23:43,87,
,,,,,
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
1610,18:00〜19:00,3月14日,23:43,,
,,,,,
予想気温(最低),予想気温(最高),,,,
*,*,,,,
,,,,,
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW),,
2025/3/14,0:00,1373,0,,
2025/3/14,0:05,1370,0,,
2025/3/14,0:10,1354,0,,
2025/3/14,0:15,1344,0,,
2025/3/14,0:20,1343,0,,
2025/3/14,0:25,1341,0,,
2025/3/14,0:30,1329,0,,
2025/3/14,0:35,1323,0,,
2025/3/14,0:40,1315,0,,
2025/3/14,0:45,1311,0,,
2025/3/14,0:50,1301,0,,
2025/3/14,0:55,1311,0,,
2025/3/14,1:00,1301,0,,
2025/3/14,1:05,1306,0,,
2025/3/14,1:10,1302,0,,
2025/3/14,1:15,1290,0,,
2025/3/14,1:20,1297,0,,
2025/3/14,1:25,1304,0,,
2025/3/14,1:30,1308,0,,
2025/3/14,1:35,1304,0,,
2025/3/14,1:40,1311,0,,
2025/3/14,1:45,1307,0,,
2025/3/14,1:50,1301,0,,
2025/3/14,1:55,1311,0,,
2025/3/14,2:00,1329,0,,
2025/3/14,2:05,1335,0,,
2025/3/14,2:10,1322,0,,
2025/3/14,2:15,1314,0,,
2025/3/14,2:20,1331,0,,
2025/3/14,2:25,1339,0,,
2025/3/14,2:30,1350,0,,
2025/3/14,2:35,1351,0,,
