2024/7/9 0:08 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1660,14:00〜15:00,,,9,92
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1529,14:00〜15:00,,
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1420,19:00〜20:00,,,5,95
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1352,19:00〜20:00,,
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2024/7/8,0:00,905,915,89,13,1019
2024/7/8,1:00,852,859,88,13,963
2024/7/8,2:00,843,842,86,17,984
2024/7/8,3:00,867,867,89,13,978
2024/7/8,4:00,903,906,91,10,997
2024/7/8,5:00,934,939,91,10,1031
2024/7/8,6:00,971,950,90,11,1074
2024/7/8,7:00,1061,1021,89,12,1188
2024/7/8,8:00,1241,1182,94,7,1326
2024/7/8,9:00,1364,1316,93,8,1468
2024/7/8,10:00,1421,1388,92,9,1551
2024/7/8,11:00,1491,1453,92,9,1620
2024/7/8,12:00,1467,1424,90,12,1638
2024/7/8,13:00,1472,1451,88,13,1668
2024/7/8,14:00,1496,1489,90,11,1660
2024/7/8,15:00,1492,1466,90,11,1660
2024/7/8,16:00,1501,1446,91,10,1649
2024/7/8,17:00,1463,1415,92,9,1594
2024/7/8,18:00,1411,1387,94,6,1502
2024/7/8,19:00,1350,1332,95,5,1420
2024/7/8,20:00,1290,1252,91,10,1415
2024/7/8,21:00,1205,1177,87,15,1389
2024/7/8,22:00,1136,1114,82,21,1380
2024/7/8,23:00,1069,1044,78,28,1366
最大使用率(%),時間帯
95,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1639,14:00〜15:00,,,12,89
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1459,14:00〜15:00,,
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1479,18:00〜19:00,,,8,93
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1374,18:00〜19:00,,
DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2024/7/8,0:00,937,0
2024/7/8,0:05,927,0
2024/7/8,0:10,929,0
2024/7/8,0:15,921,0
2024/7/8,0:20,921,0
2024/7/8,0:25,908,0
2024/7/8,0:30,905,0
2024/7/8,0:35,902,0
2024/7/8,0:40,890,0
2024/7/8,0:45,888,0
2024/7/8,0:50,882,0
2024/7/8,0:55,875,0
2024/7/8,1:00,871,0
2024/7/8,1:05,876,0
