2024/7/20 0:09 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1652,14:00〜15:00,,,12,90
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1479,14:00〜15:00,,
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1475,18:00〜19:00,,,7,93
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1373,18:00〜19:00,,
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),予備率(%),供給力想定値(万kW)
2024/7/19,0:00,982,984,95,5,1035
2024/7/19,1:00,922,923,95,5,968
2024/7/19,2:00,911,912,94,7,974
2024/7/19,3:00,930,931,94,6,989
2024/7/19,4:00,957,962,94,6,1019
2024/7/19,5:00,985,989,94,6,1049
2024/7/19,6:00,1011,1002,92,8,1094
2024/7/19,7:00,1094,1062,89,12,1226
2024/7/19,8:00,1245,1206,95,5,1307
2024/7/19,9:00,1390,1327,97,3,1436
2024/7/19,10:00,1436,1387,94,7,1533
2024/7/19,11:00,1458,1420,92,9,1589
2024/7/19,12:00,1437,1415,88,13,1629
2024/7/19,13:00,1486,1431,91,10,1633
2024/7/19,14:00,1481,1449,90,12,1652
2024/7/19,15:00,1486,1440,89,13,1676
2024/7/19,16:00,1492,1430,92,9,1625
2024/7/19,17:00,1454,1399,93,8,1564
2024/7/19,18:00,1409,1353,96,5,1475
2024/7/19,19:00,1351,1303,94,6,1434
2024/7/19,20:00,1285,1239,91,10,1414
2024/7/19,21:00,1204,1168,87,15,1381
2024/7/19,22:00,1144,1101,83,20,1372
2024/7/19,23:00,1084,1029,84,19,1290
最大使用率(%),時間帯
97,9:00〜10:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1588,14:00〜15:00,,,20,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1318,14:00〜15:00,,
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1419,17:00〜18:00,,,9,92
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1299,17:00〜18:00,,
DATE,TIME,当日実績(５分間隔値）(万kW),太陽光発電実績(５分間隔値）(万kW)
2024/7/19,0:00,1035,0
2024/7/19,0:05,1023,0
2024/7/19,0:10,1001,0
2024/7/19,0:15,991,0
2024/7/19,0:20,991,0
2024/7/19,0:25,995,0
2024/7/19,0:30,982,0
2024/7/19,0:35,969,0
2024/7/19,0:40,973,0
2024/7/19,0:45,957,0
2024/7/19,0:50,959,0
2024/7/19,0:55,945,0
2024/7/19,1:00,934,0
2024/7/19,1:05,940,0
2024/7/19,1:10,937,0
2024/7/19,1:15,932,0
2024/7/19,1:20,932,0
2024/7/19,1:25,927,0
2024/7/19,1:30,922,0
2024/7/19,1:35,922,0
2024/7/19,1:40,915,0
2024/7/19,1:45,921,0
2024/7/19,1:50,907,0
2024/7/19,1:55,907,0
2024/7/19,2:00,909,0
2024/7/19,2:05,916,0
2024/7/19,2:10,913,0
2024/7/19,2:15,901,0
2024/7/19,2:20,914,0
2024/7/19,2:25,908,0
2024/7/19,2:30,906,0
2024/7/19,2:35,913,0
2024/7/19,2:40,919,0
2024/7/19,2:45,907,0
2024/7/19,2:50,919,0
2024/7/19,2:55,927,0
2024/7/19,3:00,919,0
2024/7/19,3:05,917,0
2024/7/19,3:10,929,0
2024/7/19,3:15,932,0
2024/7/19,3:20,938,0
2024/7/19,3:25,934,0
2024/7/19,3:30,929,0
2024/7/19,3:35,932,0
2024/7/19,3:40,937,0
2024/7/19,3:45,943,0
2024/7/19,3:50,943,0
2024/7/19,3:55,948,0
2024/7/19,4:00,941,0
2024/7/19,4:05,953,0
2024/7/19,4:10,944,0
2024/7/19,4:15,942,0
2024/7/19,4:20,951,0
2024/7/19,4:25,962,0
2024/7/19,4:30,959,0
2024/7/19,4:35,969,0
2024/7/19,4:40,970,0
2024/7/19,4:45,981,0
2024/7/19,4:50,977,0
2024/7/19,4:55,973,0
