2022/10/1 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
412,17:00〜18:00,9月30日,22:41,16,86

予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
354,17:00〜18:00,9月30日,22:41

使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
396,16:00〜17:00,9月30日,22:41,13,88

使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
350,16:00〜17:00,9月30日,22:41

DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2022/9/30,0:00,258,263,82,315
2022/9/30,1:00,258,258,82,311
2022/9/30,2:00,269,268,83,323
2022/9/30,3:00,283,287,81,345
2022/9/30,4:00,288,292,81,351
2022/9/30,5:00,280,288,81,344
2022/9/30,6:00,283,285,81,346
2022/9/30,7:00,295,286,80,366
2022/9/30,8:00,314,308,80,392
2022/9/30,9:00,328,334,80,408
2022/9/30,10:00,331,344,78,422
2022/9/30,11:00,332,344,76,433
2022/9/30,12:00,314,324,71,440
2022/9/30,13:00,324,333,76,423
2022/9/30,14:00,324,336,76,421
2022/9/30,15:00,325,338,77,419
2022/9/30,16:00,346,350,87,396
2022/9/30,17:00,360,354,87,412
2022/9/30,18:00,356,348,86,411
2022/9/30,19:00,340,338,82,412
2022/9/30,20:00,317,320,76,413
2022/9/30,21:00,298,297,74,403
2022/9/30,22:00,282,284,71,396
2022/9/30,23:00,272,274,70,387

最大使用率(%),時間帯
87,17:00〜18:00

翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
424,18:00〜19:00,10月1日,22:41,27,78

翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
334,18:00〜19:00,10月1日,22:41

翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
330,5:00〜6:00,10月1日,22:41,18,84

翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
279,5:00〜6:00,10月1日,22:41

DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/9/30,0:00,261,0
2022/9/30,0:05,262,0
2022/9/30,0:10,261,0
2022/9/30,0:15,258,0
2022/9/30,0:20,256,0
2022/9/30,0:25,258,0
2022/9/30,0:30,256,0
2022/9/30,0:35,255,0
2022/9/30,0:40,255,0
2022/9/30,0:45,256,0
2022/9/30,0:50,258,0
2022/9/30,0:55,257,0
2022/9/30,1:00,252,0
2022/9/30,1:05,257,0
2022/9/30,1:10,256,0
2022/9/30,1:15,255,0
2022/9/30,1:20,254,0
2022/9/30,1:25,259,0
2022/9/30,1:30,259,0
2022/9/30,1:35,259,0
2022/9/30,1:40,260,0
2022/9/30,1:45,258,0
2022/9/30,1:50,260,0
2022/9/30,1:55,257,0
2022/9/30,2:00,256,0
2022/9/30,2:05,258,0
2022/9/30,2:10,261,0
2022/9/30,2:15,263,0
2022/9/30,2:20,266,0
2022/9/30,2:25,266,0
2022/9/30,2:30,265,0
2022/9/30,2:35,272,0
2022/9/30,2:40,277,0
2022/9/30,2:45,279,0
2022/9/30,2:50,279,0
2022/9/30,2:55,278,0
2022/9/30,3:00,276,0
2022/9/30,3:05,277,0
2022/9/30,3:10,281,0
2022/9/30,3:15,282,0
2022/9/30,3:20,284,0
2022/9/30,3:25,281,0
2022/9/30,3:30,281,0
2022/9/30,3:35,283,0
2022/9/30,3:40,285,0
2022/9/30,3:45,286,0
2022/9/30,3:50,285,0
2022/9/30,3:55,285,0
2022/9/30,4:00,284,0
2022/9/30,4:05,286,0
2022/9/30,4:10,287,0
2022/9/30,4:15,289,0
2022/9/30,4:20,289,0
2022/9/30,4:25,287,0
2022/9/30,4:30,288,0
2022/9/30,4:35,289,0
2022/9/30,4:40,290,0
2022/9/30,4:45,288,0
2022/9/30,4:50,286,0
2022/9/30,4:55,283,0
2022/9/30,5:00,285,0
2022/9/30,5:05,288,0
2022/9/30,5:10,285,0
2022/9/30,5:15,285,0
2022/9/30,5:20,283,0
2022/9/30,5:25,279,0
2022/9/30,5:30,281,1
2022/9/30,5:35,280,1
2022/9/30,5:40,278,1
2022/9/30,5:45,274,1
2022/9/30,5:50,267,2
2022/9/30,5:55,268,2
2022/9/30,6:00,280,9
2022/9/30,6:05,282,10
2022/9/30,6:10,282,10
2022/9/30,6:15,278,11
2022/9/30,6:20,278,12
2022/9/30,6:25,277,13
2022/9/30,6:30,288,22
2022/9/30,6:35,287,23
2022/9/30,6:40,287,24
2022/9/30,6:45,283,25
2022/9/30,6:50,281,26
2022/9/30,6:55,281,28
2022/9/30,7:00,293,44
2022/9/30,7:05,292,45
2022/9/30,7:10,294,47
2022/9/30,7:15,293,48
2022/9/30,7:20,288,49
2022/9/30,7:25,289,50
2022/9/30,7:30,299,58
2022/9/30,7:35,299,60
2022/9/30,7:40,298,63
2022/9/30,7:45,296,64
2022/9/30,7:50,296,65
2022/9/30,7:55,297,66
2022/9/30,8:00,306,75
2022/9/30,8:05,306,77
2022/9/30,8:10,308,78
2022/9/30,8:15,310,80
2022/9/30,8:20,306,81
2022/9/30,8:25,308,82
2022/9/30,8:30,317,91
2022/9/30,8:35,319,92
2022/9/30,8:40,318,93
2022/9/30,8:45,318,93
2022/9/30,8:50,318,95
2022/9/30,8:55,319,97
2022/9/30,9:00,328,102
2022/9/30,9:05,327,104
2022/9/30,9:10,327,103
2022/9/30,9:15,324,103
2022/9/30,9:20,325,103
2022/9/30,9:25,324,104
2022/9/30,9:30,330,109
2022/9/30,9:35,330,111
2022/9/30,9:40,330,112
2022/9/30,9:45,329,112
2022/9/30,9:50,328,112
2022/9/30,9:55,326,113
2022/9/30,10:00,329,118
2022/9/30,10:05,327,118
2022/9/30,10:10,327,118
2022/9/30,10:15,329,115
2022/9/30,10:20,328,114
2022/9/30,10:25,330,113
2022/9/30,10:30,333,117
2022/9/30,10:35,333,117
2022/9/30,10:40,332,117
2022/9/30,10:45,333,119
2022/9/30,10:50,333,120
2022/9/30,10:55,334,124
2022/9/30,11:00,335,126
2022/9/30,11:05,335,125
2022/9/30,11:10,334,126
2022/9/30,11:15,333,126
2022/9/30,11:20,334,128
2022/9/30,11:25,333,129
2022/9/30,11:30,330,130
2022/9/30,11:35,330,129
2022/9/30,11:40,329,130
2022/9/30,11:45,327,131
2022/9/30,11:50,327,133
2022/9/30,11:55,326,133
2022/9/30,12:00,321,132
2022/9/30,12:05,318,132
2022/9/30,12:10,316,132
2022/9/30,12:15,314,133
2022/9/30,12:20,313,134
2022/9/30,12:25,313,135
2022/9/30,12:30,310,132
2022/9/30,12:35,312,132
2022/9/30,12:40,312,132
2022/9/30,12:45,313,132
2022/9/30,12:50,315,133
2022/9/30,12:55,315,131
2022/9/30,13:00,314,125
2022/9/30,13:05,319,124
2022/9/30,13:10,320,125
2022/9/30,13:15,322,124
2022/9/30,13:20,325,123
2022/9/30,13:25,327,123
2022/9/30,13:30,322,116
2022/9/30,13:35,323,116
2022/9/30,13:40,327,115
2022/9/30,13:45,328,114
2022/9/30,13:50,330,112
2022/9/30,13:55,332,112
2022/9/30,14:00,325,103
2022/9/30,14:05,327,102
2022/9/30,14:10,326,100
2022/9/30,14:15,328,99
2022/9/30,14:20,329,97
2022/9/30,14:25,329,95
2022/9/30,14:30,315,78
2022/9/30,14:35,317,76
2022/9/30,14:40,319,76
2022/9/30,14:45,321,74
2022/9/30,14:50,324,72
2022/9/30,14:55,324,71
2022/9/30,15:00,313,59
2022/9/30,15:05,315,58
2022/9/30,15:10,319,56
2022/9/30,15:15,324,54
2022/9/30,15:20,328,53
2022/9/30,15:25,330,51
2022/9/30,15:30,319,34
2022/9/30,15:35,323,33
2022/9/30,15:40,326,31
2022/9/30,15:45,328,29
2022/9/30,15:50,332,27
2022/9/30,15:55,334,26
2022/9/30,16:00,333,18
2022/9/30,16:05,337,16
2022/9/30,16:10,340,15
2022/9/30,16:15,342,13
2022/9/30,16:20,345,11
2022/9/30,16:25,348,9
2022/9/30,16:30,350,6
2022/9/30,16:35,350,5
2022/9/30,16:40,350,3
2022/9/30,16:45,352,2
2022/9/30,16:50,355,1
2022/9/30,16:55,356,0
2022/9/30,17:00,353,0
2022/9/30,17:05,353,0
2022/9/30,17:10,353,0
2022/9/30,17:15,354,0
2022/9/30,17:20,356,0
2022/9/30,17:25,358,0
2022/9/30,17:30,362,0
2022/9/30,17:35,364,0
2022/9/30,17:40,366,0
2022/9/30,17:45,366,0
2022/9/30,17:50,367,0
2022/9/30,17:55,367,0
