2023/04/10 00:13 UPDATE,,,,,
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
126,19:00〜20:00,4月9日,22:41,58,63
,,,,,
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
80,19:00〜20:00,4月9日,22:41,,
,,,,,
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
126,19:00〜20:00,4月9日,22:41,58,63
,,,,,
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
80,19:00〜20:00,4月9日,22:41,,
,,,,,
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/4/9,0:00,64,68,57,112
2023/4/9,1:00,63,66,56,112
2023/4/9,2:00,64,68,57,112
2023/4/9,3:00,67,69,59,112
2023/4/9,4:00,68,68,60,112
2023/4/9,5:00,67,66,59,112
2023/4/9,6:00,62,63,55,112
2023/4/9,7:00,64,64,56,114
2023/4/9,8:00,67,68,57,116
2023/4/9,9:00,72,71,61,118
2023/4/9,10:00,73,73,58,124
2023/4/9,11:00,73,74,57,128
2023/4/9,12:00,73,72,57,127
2023/4/9,13:00,73,71,57,128
2023/4/9,14:00,73,74,58,124
2023/4/9,15:00,74,74,59,124
2023/4/9,16:00,72,74,57,125
2023/4/9,17:00,74,76,55,133
2023/4/9,18:00,79,77,61,128
2023/4/9,19:00,82,80,65,126
2023/4/9,20:00,80,78,63,126
2023/4/9,21:00,77,76,61,126
2023/4/9,22:00,72,72,57,126
2023/4/9,23:00,67,68,59,112
,,,,,
最大使用率(%),時間帯,,,,
65,19:00〜20:00,,,,
,,,,,
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
130,14:00〜15:00,4月10日,0:00,48,67
,,,,,
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
88,14:00〜15:00,4月10日,0:00,,
,,,,,
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
123,10:00〜11:00,4月10日,0:00,48,67
,,,,,
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
83,10:00〜11:00,4月10日,0:00,,
,,,,,
DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW),,
2023/4/9,0:00,73,0,,
2023/4/9,0:05,69,0,,
2023/4/9,0:10,69,0,,
2023/4/9,0:15,66,0,,
2023/4/9,0:20,67,0,,
2023/4/9,0:25,67,0,,
2023/4/9,0:30,68,0,,
2023/4/9,0:35,66,0,,
2023/4/9,0:40,64,0,,
2023/4/9,0:45,63,0,,
2023/4/9,0:50,63,0,,
2023/4/9,0:55,63,0,,
2023/4/9,1:00,63,0,,
2023/4/9,1:05,65,0,,
2023/4/9,1:10,66,0,,
2023/4/9,1:15,65,0,,
2023/4/9,1:20,65,0,,
2023/4/9,1:25,63,0,,
2023/4/9,1:30,64,0,,
2023/4/9,1:35,65,0,,
2023/4/9,1:40,65,0,,
2023/4/9,1:45,65,0,,
2023/4/9,1:50,62,0,,
2023/4/9,1:55,61,0,,
2023/4/9,2:00,64,0,,
2023/4/9,2:05,66,0,,
2023/4/9,2:10,65,0,,
2023/4/9,2:15,65,0,,
2023/4/9,2:20,64,0,,
2023/4/9,2:25,65,0,,
2023/4/9,2:30,66,0,,
2023/4/9,2:35,66,0,,
2023/4/9,2:40,66,0,,
2023/4/9,2:45,64,0,,
2023/4/9,2:50,64,0,,
2023/4/9,2:55,66,0,,
2023/4/9,3:00,68,0,,
2023/4/9,3:05,67,0,,
2023/4/9,3:10,68,0,,
2023/4/9,3:15,67,0,,
2023/4/9,3:20,69,0,,
2023/4/9,3:25,70,0,,
2023/4/9,3:30,69,0,,
2023/4/9,3:35,67,0,,
2023/4/9,3:40,66,0,,
2023/4/9,3:45,67,0,,
2023/4/9,3:50,70,0,,
2023/4/9,3:55,69,0,,
2023/4/9,4:00,71,0,,
2023/4/9,4:05,69,0,,
2023/4/9,4:10,69,0,,
2023/4/9,4:15,71,0,,
2023/4/9,4:20,70,0,,
2023/4/9,4:25,70,0,,
2023/4/9,4:30,68,0,,
2023/4/9,4:35,67,0,,
2023/4/9,4:40,69,0,,
2023/4/9,4:45,71,0,,
2023/4/9,4:50,71,0,,
2023/4/9,4:55,70,0,,
2023/4/9,5:00,69,0,,
2023/4/9,5:05,70,0,,
2023/4/9,5:10,70,0,,
2023/4/9,5:15,70,0,,
2023/4/9,5:20,69,0,,
2023/4/9,5:25,66,0,,
2023/4/9,5:30,66,0,,
2023/4/9,5:35,69,0,,
2023/4/9,5:40,69,0,,
2023/4/9,5:45,68,0,,
2023/4/9,5:50,66,0,,
2023/4/9,5:55,66,0,,
2023/4/9,6:00,66,0,,
2023/4/9,6:05,66,0,,
2023/4/9,6:10,66,0,,
2023/4/9,6:15,64,0,,
2023/4/9,6:20,62,0,,
2023/4/9,6:25,62,0,,
2023/4/9,6:30,63,0,,
2023/4/9,6:35,64,0,,
2023/4/9,6:40,65,0,,
2023/4/9,6:45,64,1,,
2023/4/9,6:50,62,1,,
2023/4/9,6:55,64,1,,
2023/4/9,7:00,64,1,,
2023/4/9,7:05,66,2,,
2023/4/9,7:10,66,2,,
2023/4/9,7:15,63,3,,
2023/4/9,7:20,62,3,,
2023/4/9,7:25,64,4,,
2023/4/9,7:30,64,4,,
2023/4/9,7:35,67,5,,
2023/4/9,7:40,67,5,,
2023/4/9,7:45,64,6,,
2023/4/9,7:50,65,6,,
2023/4/9,7:55,66,7,,
2023/4/9,8:00,66,7,,
2023/4/9,8:05,70,8,,
2023/4/9,8:10,67,8,,
2023/4/9,8:15,66,9,,
2023/4/9,8:20,67,9,,
2023/4/9,8:25,68,11,,
2023/4/9,8:30,68,11,,
2023/4/9,8:35,72,12,,
2023/4/9,8:40,69,12,,
2023/4/9,8:45,70,13,,
2023/4/9,8:50,70,13,,
2023/4/9,8:55,70,14,,
2023/4/9,9:00,70,14,,
2023/4/9,9:05,72,15,,
2023/4/9,9:10,70,15,,
2023/4/9,9:15,71,17,,
2023/4/9,9:20,72,17,,
2023/4/9,9:25,72,18,,
2023/4/9,9:30,73,18,,
2023/4/9,9:35,74,19,,
2023/4/9,9:40,74,19,,
2023/4/9,9:45,75,20,,
2023/4/9,9:50,76,20,,
2023/4/9,9:55,75,21,,
2023/4/9,10:00,75,21,,
2023/4/9,10:05,73,22,,
2023/4/9,10:10,74,22,,
2023/4/9,10:15,76,20,,
2023/4/9,10:20,76,20,,
2023/4/9,10:25,76,21,,
2023/4/9,10:30,74,21,,
2023/4/9,10:35,75,21,,
2023/4/9,10:40,75,21,,
2023/4/9,10:45,75,21,,
2023/4/9,10:50,76,21,,
2023/4/9,10:55,75,22,,
2023/4/9,11:00,72,22,,
2023/4/9,11:05,73,23,,
2023/4/9,11:10,76,23,,
2023/4/9,11:15,76,21,,
2023/4/9,11:20,77,21,,
2023/4/9,11:25,76,23,,
2023/4/9,11:30,74,23,,
2023/4/9,11:35,76,24,,
2023/4/9,11:40,77,24,,
2023/4/9,11:45,76,23,,
2023/4/9,11:50,76,23,,
2023/4/9,11:55,74,22,,
2023/4/9,12:00,75,22,,
2023/4/9,12:05,74,21,,
2023/4/9,12:10,76,21,,
2023/4/9,12:15,76,19,,
2023/4/9,12:20,75,19,,
2023/4/9,12:25,75,21,,
2023/4/9,12:30,76,21,,
2023/4/9,12:35,76,18,,
2023/4/9,12:40,75,18,,
2023/4/9,12:45,74,20,,
2023/4/9,12:50,73,20,,
2023/4/9,12:55,74,21,,
2023/4/9,13:00,75,21,,
2023/4/9,13:05,75,20,,
2023/4/9,13:10,76,20,,
2023/4/9,13:15,74,18,,
2023/4/9,13:20,74,18,,
2023/4/9,13:25,75,20,,
2023/4/9,13:30,75,20,,
2023/4/9,13:35,77,23,,
2023/4/9,13:40,74,23,,
2023/4/9,13:45,74,22,,
2023/4/9,13:50,75,22,,
2023/4/9,13:55,77,20,,
2023/4/9,14:00,77,20,,
2023/4/9,14:05,77,22,,
2023/4/9,14:10,74,22,,
2023/4/9,14:15,75,21,,
2023/4/9,14:20,77,21,,
2023/4/9,14:25,76,21,,
2023/4/9,14:30,77,21,,
2023/4/9,14:35,73,21,,
2023/4/9,14:40,72,21,,
2023/4/9,14:45,73,20,,
2023/4/9,14:50,74,20,,
2023/4/9,14:55,76,18,,
2023/4/9,15:00,77,18,,
2023/4/9,15:05,75,18,,
2023/4/9,15:10,74,18,,
2023/4/9,15:15,76,19,,
