2023/03/06 00:13 UPDATE,,,,,
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
122,19:00〜20:00,3月5日,22:41,44,69
,,,,,
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
85,19:00〜20:00,3月5日,22:41,,
,,,,,
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
122,19:00〜20:00,3月5日,22:41,44,69
,,,,,
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
85,19:00〜20:00,3月5日,22:41,,
,,,,,
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/3/5,0:00,67,68,54,122
2023/3/5,1:00,65,67,53,122
2023/3/5,2:00,66,68,54,122
2023/3/5,3:00,70,70,57,122
2023/3/5,4:00,70,70,57,122
2023/3/5,5:00,67,67,54,122
2023/3/5,6:00,65,65,59,110
2023/3/5,7:00,66,66,60,110
2023/3/5,8:00,70,71,60,115
2023/3/5,9:00,74,74,60,122
2023/3/5,10:00,76,77,60,126
2023/3/5,11:00,76,78,58,129
2023/3/5,12:00,78,80,59,132
2023/3/5,13:00,77,80,57,133
2023/3/5,14:00,75,77,57,131
2023/3/5,15:00,74,75,58,127
2023/3/5,16:00,75,76,55,136
2023/3/5,17:00,75,79,57,130
2023/3/5,18:00,80,82,65,123
2023/3/5,19:00,83,85,68,122
2023/3/5,20:00,81,83,66,122
2023/3/5,21:00,77,78,63,122
2023/3/5,22:00,73,73,59,122
2023/3/5,23:00,68,69,55,122
,,,,,
最大使用率(%),時間帯,,,,
68,19:00〜20:00,,,,
,,,,,
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
122,19:00〜20:00,3月6日,0:00,53,65
,,,,,
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
80,19:00〜20:00,3月6日,0:00,,
,,,,,
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
122,19:00〜20:00,3月6日,0:00,53,65
,,,,,
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
80,19:00〜20:00,3月6日,0:00,,
,,,,,
DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW),,
2023/3/5,0:00,70,0,,
2023/3/5,0:05,69,0,,
2023/3/5,0:10,68,0,,
2023/3/5,0:15,69,0,,
2023/3/5,0:20,69,0,,
2023/3/5,0:25,69,0,,
2023/3/5,0:30,68,0,,
2023/3/5,0:35,65,0,,
2023/3/5,0:40,66,0,,
2023/3/5,0:45,68,0,,
2023/3/5,0:50,67,0,,
2023/3/5,0:55,67,0,,
2023/3/5,1:00,65,0,,
2023/3/5,1:05,66,0,,
2023/3/5,1:10,67,0,,
2023/3/5,1:15,67,0,,
2023/3/5,1:20,67,0,,
2023/3/5,1:25,64,0,,
2023/3/5,1:30,63,0,,
2023/3/5,1:35,66,0,,
2023/3/5,1:40,67,0,,
2023/3/5,1:45,66,0,,
2023/3/5,1:50,66,0,,
2023/3/5,1:55,64,0,,
2023/3/5,2:00,66,0,,
2023/3/5,2:05,67,0,,
2023/3/5,2:10,67,0,,
2023/3/5,2:15,67,0,,
2023/3/5,2:20,66,0,,
2023/3/5,2:25,64,0,,
2023/3/5,2:30,66,0,,
2023/3/5,2:35,69,0,,
2023/3/5,2:40,68,0,,
2023/3/5,2:45,70,0,,
2023/3/5,2:50,67,0,,
2023/3/5,2:55,68,0,,
2023/3/5,3:00,70,0,,
2023/3/5,3:05,70,0,,
2023/3/5,3:10,71,0,,
2023/3/5,3:15,69,0,,
2023/3/5,3:20,68,0,,
2023/3/5,3:25,70,0,,
2023/3/5,3:30,72,0,,
2023/3/5,3:35,70,0,,
2023/3/5,3:40,71,0,,
2023/3/5,3:45,70,0,,
2023/3/5,3:50,71,0,,
2023/3/5,3:55,72,0,,
2023/3/5,4:00,72,0,,
2023/3/5,4:05,72,0,,
2023/3/5,4:10,69,0,,
2023/3/5,4:15,70,0,,
2023/3/5,4:20,73,0,,
2023/3/5,4:25,72,0,,
2023/3/5,4:30,72,0,,
2023/3/5,4:35,70,0,,
2023/3/5,4:40,72,0,,
2023/3/5,4:45,72,0,,
2023/3/5,4:50,72,0,,
2023/3/5,4:55,72,0,,
2023/3/5,5:00,69,0,,
2023/3/5,5:05,68,0,,
2023/3/5,5:10,68,0,,
2023/3/5,5:15,68,0,,
2023/3/5,5:20,69,0,,
2023/3/5,5:25,70,0,,
2023/3/5,5:30,69,0,,
2023/3/5,5:35,68,0,,
2023/3/5,5:40,67,0,,
2023/3/5,5:45,68,0,,
2023/3/5,5:50,67,0,,
2023/3/5,5:55,67,0,,
2023/3/5,6:00,67,0,,
2023/3/5,6:05,65,0,,
2023/3/5,6:10,64,0,,
2023/3/5,6:15,66,0,,
2023/3/5,6:20,67,0,,
2023/3/5,6:25,67,0,,
2023/3/5,6:30,67,0,,
2023/3/5,6:35,65,0,,
2023/3/5,6:40,67,0,,
2023/3/5,6:45,67,0,,
2023/3/5,6:50,67,0,,
2023/3/5,6:55,67,0,,
2023/3/5,7:00,64,0,,
2023/3/5,7:05,64,0,,
2023/3/5,7:10,66,0,,
2023/3/5,7:15,68,0,,
2023/3/5,7:20,67,0,,
2023/3/5,7:25,68,1,,
2023/3/5,7:30,65,1,,
2023/3/5,7:35,69,2,,
2023/3/5,7:40,69,2,,
2023/3/5,7:45,69,2,,
2023/3/5,7:50,69,2,,
2023/3/5,7:55,66,4,,
2023/3/5,8:00,65,4,,
2023/3/5,8:05,70,4,,
2023/3/5,8:10,72,4,,
2023/3/5,8:15,71,6,,
2023/3/5,8:20,71,6,,
2023/3/5,8:25,69,7,,
2023/3/5,8:30,69,7,,
2023/3/5,8:35,73,8,,
2023/3/5,8:40,73,8,,
2023/3/5,8:45,73,10,,
2023/3/5,8:50,71,10,,
2023/3/5,8:55,69,11,,
2023/3/5,9:00,71,11,,
2023/3/5,9:05,76,12,,
2023/3/5,9:10,75,12,,
2023/3/5,9:15,75,13,,
2023/3/5,9:20,73,13,,
2023/3/5,9:25,75,15,,
2023/3/5,9:30,75,15,,
2023/3/5,9:35,76,16,,
2023/3/5,9:40,76,16,,
2023/3/5,9:45,74,14,,
2023/3/5,9:50,72,14,,
2023/3/5,9:55,75,16,,
2023/3/5,10:00,76,16,,
2023/3/5,10:05,77,17,,
2023/3/5,10:10,76,17,,
2023/3/5,10:15,75,19,,
2023/3/5,10:20,75,19,,
2023/3/5,10:25,77,20,,
2023/3/5,10:30,77,20,,
2023/3/5,10:35,79,21,,
2023/3/5,10:40,76,21,,
2023/3/5,10:45,75,21,,
2023/3/5,10:50,76,21,,
2023/3/5,10:55,78,22,,
2023/3/5,11:00,77,22,,
2023/3/5,11:05,77,20,,
2023/3/5,11:10,76,20,,
2023/3/5,11:15,77,23,,
2023/3/5,11:20,76,23,,
2023/3/5,11:25,77,25,,
2023/3/5,11:30,76,25,,
2023/3/5,11:35,76,25,,
2023/3/5,11:40,74,25,,
2023/3/5,11:45,77,25,,
2023/3/5,11:50,76,25,,
2023/3/5,11:55,77,23,,
2023/3/5,12:00,78,23,,
2023/3/5,12:05,78,26,,
2023/3/5,12:10,79,26,,
2023/3/5,12:15,79,26,,
2023/3/5,12:20,79,26,,
2023/3/5,12:25,79,27,,
2023/3/5,12:30,79,27,,
2023/3/5,12:35,76,24,,
2023/3/5,12:40,76,24,,
2023/3/5,12:45,77,25,,
2023/3/5,12:50,79,25,,
2023/3/5,12:55,78,27,,
2023/3/5,13:00,79,27,,
2023/3/5,13:05,77,27,,
2023/3/5,13:10,77,27,,
2023/3/5,13:15,79,25,,
2023/3/5,13:20,79,25,,
2023/3/5,13:25,79,25,,
2023/3/5,13:30,78,25,,
2023/3/5,13:35,75,25,,
2023/3/5,13:40,76,25,,
2023/3/5,13:45,77,26,,
2023/3/5,13:50,79,26,,
2023/3/5,13:55,78,26,,
2023/3/5,14:00,77,26,,
2023/3/5,14:05,76,26,,
2023/3/5,14:10,78,26,,
2023/3/5,14:15,77,25,,
2023/3/5,14:20,78,25,,
2023/3/5,14:25,76,24,,
2023/3/5,14:30,74,24,,
2023/3/5,14:35,73,24,,
2023/3/5,14:40,74,24,,
2023/3/5,14:45,74,23,,
2023/3/5,14:50,75,23,,
2023/3/5,14:55,77,22,,
2023/3/5,15:00,76,22,,
2023/3/5,15:05,75,22,,
2023/3/5,15:10,74,22,,
2023/3/5,15:15,75,21,,
2023/3/5,15:20,75,21,,
2023/3/5,15:25,76,20,,
2023/3/5,15:30,76,20,,
2023/3/5,15:35,74,19,,
2023/3/5,15:40,74,19,,
2023/3/5,15:45,73,18,,
2023/3/5,15:50,74,18,,
2023/3/5,15:55,76,17,,
2023/3/5,16:00,77,17,,
2023/3/5,16:05,77,14,,
2023/3/5,16:10,75,14,,
2023/3/5,16:15,76,15,,
2023/3/5,16:20,77,15,,
2023/3/5,16:25,77,12,,
2023/3/5,16:30,78,12,,
2023/3/5,16:35,74,11,,
2023/3/5,16:40,72,11,,
2023/3/5,16:45,73,11,,
2023/3/5,16:50,76,11,,
2023/3/5,16:55,77,8,,
2023/3/5,17:00,78,8,,
2023/3/5,17:05,74,7,,
2023/3/5,17:10,73,7,,
2023/3/5,17:15,77,5,,
2023/3/5,17:20,77,5,,
2023/3/5,17:25,77,5,,
2023/3/5,17:30,78,5,,
2023/3/5,17:35,73,4,,
2023/3/5,17:40,73,4,,
2023/3/5,17:45,75,3,,
2023/3/5,17:50,77,3,,
2023/3/5,17:55,79,2,,
2023/3/5,18:00,80,2,,
2023/3/5,18:05,76,1,,
2023/3/5,18:10,79,1,,
2023/3/5,18:15,80,1,,
2023/3/5,18:20,81,1,,
2023/3/5,18:25,82,0,,
2023/3/5,18:30,81,0,,
2023/3/5,18:35,79,0,,
2023/3/5,18:40,80,0,,
2023/3/5,18:45,83,0,,
2023/3/5,18:50,83,0,,
2023/3/5,18:55,84,0,,
2023/3/5,19:00,84,0,,
2023/3/5,19:05,83,0,,
2023/3/5,19:10,86,0,,
2023/3/5,19:15,86,0,,
2023/3/5,19:20,86,0,,
2023/3/5,19:25,85,0,,
2023/3/5,19:30,83,0,,
2023/3/5,19:35,82,0,,
2023/3/5,19:40,83,0,,
2023/3/5,19:45,84,0,,
2023/3/5,19:50,83,0,,
2023/3/5,19:55,84,0,,
2023/3/5,20:00,83,0,,
2023/3/5,20:05,84,0,,
2023/3/5,20:10,84,0,,
2023/3/5,20:15,84,0,,
2023/3/5,20:20,84,0,,
2023/3/5,20:25,83,0,,
2023/3/5,20:30,80,0,,
2023/3/5,20:35,80,0,,
2023/3/5,20:40,80,0,,
2023/3/5,20:45,81,0,,
2023/3/5,20:50,82,0,,
2023/3/5,20:55,81,0,,
2023/3/5,21:00,83,0,,
2023/3/5,21:05,81,0,,
2023/3/5,21:10,80,0,,
2023/3/5,21:15,79,0,,
2023/3/5,21:20,79,0,,
2023/3/5,21:25,80,0,,
2023/3/5,21:30,79,0,,
2023/3/5,21:35,79,0,,
2023/3/5,21:40,79,0,,
2023/3/5,21:45,78,0,,
2023/3/5,21:50,76,0,,
2023/3/5,21:55,76,0,,
2023/3/5,22:00,76,0,,
2023/3/5,22:05,76,0,,
2023/3/5,22:10,76,0,,
2023/3/5,22:15,76,0,,
2023/3/5,22:20,74,0,,
2023/3/5,22:25,73,0,,
2023/3/5,22:30,75,0,,
2023/3/5,22:35,75,0,,
2023/3/5,22:40,74,0,,
2023/3/5,22:45,73,0,,
2023/3/5,22:50,70,0,,
2023/3/5,22:55,70,0,,
2023/3/5,23:00,69,0,,
2023/3/5,23:05,69,0,,
2023/3/5,23:10,71,0,,
2023/3/5,23:15,71,0,,
2023/3/5,23:20,70,0,,
2023/3/5,23:25,69,0,,
2023/3/5,23:30,69,0,,
2023/3/5,23:35,70,0,,
2023/3/5,23:40,69,0,,
2023/3/5,23:45,69,0,,
2023/3/5,23:50,69,0,,
2023/3/5,23:55,66,0,,
