2023/04/11 00:13 UPDATE,,,,,
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
2023/4/10,12:40,82,26,,
2023/4/10,12:45,82,25,,
2023/4/10,12:50,82,25,,
2023/4/10,12:55,83,22,,
2023/4/10,13:00,83,22,,
2023/4/10,13:05,81,21,,
2023/4/10,13:10,81,21,,
2023/4/10,13:15,82,22,,
2023/4/10,13:20,82,22,,
2023/4/10,13:25,82,21,,
2023/4/10,13:30,83,21,,
2023/4/10,13:35,82,21,,
2023/4/10,13:40,83,21,,
2023/4/10,13:45,83,21,,
2023/4/10,13:50,83,21,,
2023/4/10,13:55,83,20,,
2023/4/10,14:00,84,20,,
2023/4/10,14:05,84,20,,
2023/4/10,14:10,84,20,,
2023/4/10,14:15,85,21,,
2023/4/10,14:20,86,21,,
2023/4/10,14:25,86,20,,
2023/4/10,14:30,86,20,,
2023/4/10,14:35,86,20,,
2023/4/10,14:40,86,20,,
2023/4/10,14:45,86,20,,
2023/4/10,14:50,86,20,,
2023/4/10,14:55,86,19,,
2023/4/10,15:00,87,19,,
2023/4/10,15:05,84,18,,
2023/4/10,15:10,84,18,,
2023/4/10,15:15,85,17,,
2023/4/10,15:20,85,17,,
2023/4/10,15:25,85,15,,
2023/4/10,15:30,85,15,,
2023/4/10,15:35,81,13,,
2023/4/10,15:40,81,13,,
2023/4/10,15:45,82,11,,
2023/4/10,15:50,82,11,,
2023/4/10,15:55,82,11,,
2023/4/10,16:00,83,11,,
2023/4/10,16:05,82,11,,
2023/4/10,16:10,82,11,,
2023/4/10,16:15,82,11,,
2023/4/10,16:20,82,11,,
2023/4/10,16:25,82,11,,
2023/4/10,16:30,82,11,,
2023/4/10,16:35,80,10,,
2023/4/10,16:40,80,10,,
2023/4/10,16:45,80,9,,
2023/4/10,16:50,81,9,,
2023/4/10,16:55,81,9,,
2023/4/10,17:00,81,9,,
2023/4/10,17:05,80,8,,
2023/4/10,17:10,80,8,,
2023/4/10,17:15,80,7,,
2023/4/10,17:20,80,7,,
2023/4/10,17:25,81,6,,
2023/4/10,17:30,82,6,,
2023/4/10,17:35,80,6,,
2023/4/10,17:40,80,6,,
2023/4/10,17:45,80,5,,
2023/4/10,17:50,81,5,,
2023/4/10,17:55,82,4,,
2023/4/10,18:00,82,4,,
2023/4/10,18:05,80,3,,
2023/4/10,18:10,80,3,,
2023/4/10,18:15,81,2,,
2023/4/10,18:20,81,2,,
2023/4/10,18:25,82,1,,
2023/4/10,18:30,82,1,,
2023/4/10,18:35,81,1,,
2023/4/10,18:40,81,1,,
2023/4/10,18:45,82,0,,
2023/4/10,18:50,82,0,,
2023/4/10,18:55,83,0,,
2023/4/10,19:00,84,0,,
2023/4/10,19:05,84,0,,
2023/4/10,19:10,84,0,,
2023/4/10,19:15,84,0,,
2023/4/10,19:20,84,0,,
2023/4/10,19:25,84,0,,
2023/4/10,19:30,84,0,,
2023/4/10,19:35,84,0,,
2023/4/10,19:40,83,0,,
2023/4/10,19:45,83,0,,
2023/4/10,19:50,83,0,,
2023/4/10,19:55,83,0,,
2023/4/10,20:00,83,0,,
2023/4/10,20:05,83,0,,
2023/4/10,20:10,82,0,,
2023/4/10,20:15,82,0,,
2023/4/10,20:20,82,0,,
2023/4/10,20:25,82,0,,
2023/4/10,20:30,81,0,,
2023/4/10,20:35,81,0,,
2023/4/10,20:40,81,0,,
2023/4/10,20:45,81,0,,
2023/4/10,20:50,80,0,,
2023/4/10,20:55,80,0,,
2023/4/10,21:00,80,0,,
2023/4/10,21:05,79,0,,
2023/4/10,21:10,78,0,,
2023/4/10,21:15,78,0,,
2023/4/10,21:20,78,0,,
2023/4/10,21:25,78,0,,
2023/4/10,21:30,77,0,,
2023/4/10,21:35,77,0,,
2023/4/10,21:40,76,0,,
2023/4/10,21:45,76,0,,
2023/4/10,21:50,76,0,,
2023/4/10,21:55,75,0,,
2023/4/10,22:00,75,0,,
2023/4/10,22:05,74,0,,
2023/4/10,22:10,74,0,,
2023/4/10,22:15,74,0,,
2023/4/10,22:20,73,0,,
2023/4/10,22:25,73,0,,
2023/4/10,22:30,72,0,,
2023/4/10,22:35,72,0,,
2023/4/10,22:40,71,0,,
2023/4/10,22:45,71,0,,
2023/4/10,22:50,71,0,,
2023/4/10,22:55,71,0,,
2023/4/10,23:00,70,0,,
2023/4/10,23:05,70,0,,
2023/4/10,23:10,70,0,,
2023/4/10,23:15,70,0,,
2023/4/10,23:20,69,0,,
2023/4/10,23:25,69,0,,
2023/4/10,23:30,68,0,,
2023/4/10,23:35,68,0,,
2023/4/10,23:40,67,0,,
2023/4/10,23:45,67,0,,
2023/4/10,23:50,67,0,,
2023/4/10,23:55,66,0,,
