2023/01/02 00:13 UPDATE,,,,,
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
119,18:00〜19:00,1月1日,22:41,49,67
,,,,,
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
80,18:00〜19:00,1月1日,22:41,,
,,,,,
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
119,18:00〜19:00,1月1日,22:41,49,67
,,,,,
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
80,18:00〜19:00,1月1日,22:41,,
,,,,,
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/1/1,0:00,70,70,57,122
2023/1/1,1:00,68,68,55,122
2023/1/1,2:00,69,69,56,122
2023/1/1,3:00,71,71,58,122
2023/1/1,4:00,71,71,58,122
2023/1/1,5:00,68,68,55,122
2023/1/1,6:00,64,65,52,122
2023/1/1,7:00,67,66,62,107
2023/1/1,8:00,71,70,66,107
2023/1/1,9:00,73,73,66,111
2023/1/1,10:00,74,73,64,114
2023/1/1,11:00,73,71,62,116
2023/1/1,12:00,72,72,61,118
2023/1/1,13:00,72,71,60,119
2023/1/1,14:00,73,74,62,116
2023/1/1,15:00,72,73,62,115
2023/1/1,16:00,73,73,56,129
2023/1/1,17:00,75,75,60,124
2023/1/1,18:00,79,80,66,119
2023/1/1,19:00,79,80,66,119
2023/1/1,20:00,78,79,65,119
2023/1/1,21:00,75,77,63,119
2023/1/1,22:00,72,74,60,119
2023/1/1,23:00,69,71,58,119
,,,,,
最大使用率(%),時間帯,,,,
66,19:00〜20:00,,,,
,,,,,
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
121,18:00〜19:00,1月2日,0:00,51,66
,,,,,
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻,,
80,18:00〜19:00,1月2日,0:00,,
,,,,,
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
119,19:00〜20:00,1月2日,0:00,51,66
,,,,,
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻,,
79,19:00〜20:00,1月2日,0:00,,
,,,,,
DATE,TIME,当日実績(5分間隔値)(万kW),太陽光発電実績(5分間値)(万kW),,
2023/1/1,0:00,73,0,,
2023/1/1,0:05,73,0,,
2023/1/1,0:10,72,0,,
2023/1/1,0:15,72,0,,
2023/1/1,0:20,72,0,,
2023/1/1,0:25,71,0,,
2023/1/1,0:30,71,0,,
2023/1/1,0:35,71,0,,
2023/1/1,0:40,70,0,,
2023/1/1,0:45,70,0,,
2023/1/1,0:50,70,0,,
2023/1/1,0:55,69,0,,
2023/1/1,1:00,69,0,,
2023/1/1,1:05,69,0,,
2023/1/1,1:10,69,0,,
2023/1/1,1:15,69,0,,
2023/1/1,1:20,69,0,,
2023/1/1,1:25,69,0,,
2023/1/1,1:30,69,0,,
2023/1/1,1:35,69,0,,
2023/1/1,1:40,69,0,,
2023/1/1,1:45,69,0,,
2023/1/1,1:50,69,0,,
2023/1/1,1:55,69,0,,
2023/1/1,2:00,69,0,,
2023/1/1,2:05,69,0,,
2023/1/1,2:10,69,0,,
2023/1/1,2:15,69,0,,
2023/1/1,2:20,69,0,,
2023/1/1,2:25,70,0,,
2023/1/1,2:30,70,0,,
2023/1/1,2:35,70,0,,
2023/1/1,2:40,70,0,,
2023/1/1,2:45,71,0,,
2023/1/1,2:50,71,0,,
2023/1/1,2:55,71,0,,
2023/1/1,3:00,71,0,,
2023/1/1,3:05,71,0,,
2023/1/1,3:10,72,0,,
2023/1/1,3:15,72,0,,
2023/1/1,3:20,72,0,,
2023/1/1,3:25,72,0,,
2023/1/1,3:30,72,0,,
2023/1/1,3:35,72,0,,
2023/1/1,3:40,72,0,,
2023/1/1,3:45,72,0,,
2023/1/1,3:50,72,0,,
2023/1/1,3:55,72,0,,
2023/1/1,4:00,72,0,,
2023/1/1,4:05,73,0,,
2023/1/1,4:10,73,0,,
2023/1/1,4:15,72,0,,
2023/1/1,4:20,72,0,,
2023/1/1,4:25,72,0,,
2023/1/1,4:30,72,0,,
2023/1/1,4:35,72,0,,
2023/1/1,4:40,72,0,,
2023/1/1,4:45,72,0,,
2023/1/1,4:50,72,0,,
2023/1/1,4:55,72,0,,
2023/1/1,5:00,71,0,,
2023/1/1,5:05,72,0,,
2023/1/1,5:10,71,0,,
2023/1/1,5:15,71,0,,
2023/1/1,5:20,71,0,,
2023/1/1,5:25,70,0,,
2023/1/1,5:30,70,0,,
2023/1/1,5:35,69,0,,
2023/1/1,5:40,69,0,,
2023/1/1,5:45,68,0,,
2023/1/1,5:50,68,0,,
2023/1/1,5:55,67,0,,
2023/1/1,6:00,67,0,,
2023/1/1,6:05,66,0,,
2023/1/1,6:10,66,0,,
2023/1/1,6:15,66,0,,
2023/1/1,6:20,66,0,,
2023/1/1,6:25,66,0,,
2023/1/1,6:30,66,0,,
2023/1/1,6:35,66,0,,
2023/1/1,6:40,66,0,,
2023/1/1,6:45,66,0,,
2023/1/1,6:50,66,0,,
2023/1/1,6:55,66,0,,
2023/1/1,7:00,66,0,,
2023/1/1,7:05,67,0,,
2023/1/1,7:10,67,0,,
2023/1/1,7:15,67,0,,
2023/1/1,7:20,68,0,,
2023/1/1,7:25,68,0,,
2023/1/1,7:30,68,0,,
2023/1/1,7:35,69,0,,
2023/1/1,7:40,70,0,,
2023/1/1,7:45,70,0,,
2023/1/1,7:50,70,0,,
2023/1/1,7:55,70,1,,
2023/1/1,8:00,71,1,,
2023/1/1,8:05,70,1,,
2023/1/1,8:10,71,1,,
2023/1/1,8:15,71,2,,
2023/1/1,8:20,71,2,,
2023/1/1,8:25,71,4,,
2023/1/1,8:30,71,4,,
2023/1/1,8:35,72,3,,
2023/1/1,8:40,73,3,,
2023/1/1,8:45,73,4,,
2023/1/1,8:50,73,4,,
2023/1/1,8:55,74,5,,
2023/1/1,9:00,74,5,,
2023/1/1,9:05,75,4,,
2023/1/1,9:10,75,4,,
2023/1/1,9:15,74,6,,
2023/1/1,9:20,74,6,,
2023/1/1,9:25,73,7,,
2023/1/1,9:30,71,7,,
2023/1/1,9:35,74,10,,
2023/1/1,9:40,72,10,,
2023/1/1,9:45,74,9,,
2023/1/1,9:50,76,9,,
2023/1/1,9:55,74,12,,
2023/1/1,10:00,73,12,,
2023/1/1,10:05,75,13,,
2023/1/1,10:10,74,13,,
2023/1/1,10:15,73,13,,
2023/1/1,10:20,73,13,,
2023/1/1,10:25,74,14,,
2023/1/1,10:30,74,14,,
2023/1/1,10:35,75,15,,
2023/1/1,10:40,75,15,,
2023/1/1,10:45,75,13,,
2023/1/1,10:50,75,13,,
2023/1/1,10:55,75,14,,
2023/1/1,11:00,74,14,,
2023/1/1,11:05,74,17,,
2023/1/1,11:10,74,17,,
2023/1/1,11:15,74,16,,
2023/1/1,11:20,74,16,,
2023/1/1,11:25,74,16,,
2023/1/1,11:30,77,16,,
2023/1/1,11:35,76,13,,
2023/1/1,11:40,76,13,,
2023/1/1,11:45,74,13,,
2023/1/1,11:50,73,13,,
2023/1/1,11:55,74,16,,
2023/1/1,12:00,74,16,,
2023/1/1,12:05,76,15,,
2023/1/1,12:10,75,15,,
2023/1/1,12:15,74,18,,
2023/1/1,12:20,72,18,,
2023/1/1,12:25,74,16,,
2023/1/1,12:30,75,16,,
2023/1/1,12:35,74,13,,
2023/1/1,12:40,74,13,,
2023/1/1,12:45,73,9,,
2023/1/1,12:50,72,9,,
2023/1/1,12:55,71,15,,
2023/1/1,13:00,69,15,,
2023/1/1,13:05,72,17,,
2023/1/1,13:10,73,17,,
2023/1/1,13:15,74,12,,
2023/1/1,13:20,74,12,,
2023/1/1,13:25,72,15,,
2023/1/1,13:30,72,15,,
2023/1/1,13:35,75,18,,
2023/1/1,13:40,74,18,,
2023/1/1,13:45,73,18,,
2023/1/1,13:50,74,18,,
2023/1/1,13:55,74,18,,
2023/1/1,14:00,75,18,,
2023/1/1,14:05,72,15,,
2023/1/1,14:10,72,15,,
2023/1/1,14:15,73,15,,
2023/1/1,14:20,73,15,,
2023/1/1,14:25,73,15,,
2023/1/1,14:30,73,15,,
2023/1/1,14:35,74,15,,
2023/1/1,14:40,75,15,,
2023/1/1,14:45,75,15,,
2023/1/1,14:50,76,15,,
2023/1/1,14:55,76,15,,
2023/1/1,15:00,76,15,,
2023/1/1,15:05,73,14,,
2023/1/1,15:10,73,14,,
2023/1/1,15:15,73,12,,
