2023/7/23 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2408,13:00〜14:00,7/23,0:13,83
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2010,13:00〜14:00,7/23,0:13
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%)
1649,0:00〜1:00,7/23,0:13,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1460,0:00〜1:00,7/23,0:13
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
89,*,*,*,*
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%),供給力想定値(万kW)
2023/7/22,0:00,1473,1460,89,1649
2023/7/22,1:00,1367,1360,88,1541
2023/7/22,2:00,1343,1330,88,1510
2023/7/22,3:00,1353,1330,89,1516
2023/7/22,4:00,1333,1320,88,1511
2023/7/22,5:00,1311,1310,87,1505
2023/7/22,6:00,1331,1320,86,1540
2023/7/22,7:00,1454,1430,83,1740
2023/7/22,8:00,1655,1640,86,1918
2023/7/22,9:00,1844,1830,86,2121
2023/7/22,10:00,1944,1930,86,2248
2023/7/22,11:00,2011,1980,86,2326
2023/7/22,12:00,2018,2000,85,2368
2023/7/22,13:00,2053,2010,85,2408
2023/7/22,14:00,2045,2000,83,2450
2023/7/22,15:00,2025,1970,83,2427
2023/7/22,16:00,2010,1940,86,2322
2023/7/22,17:00,1961,1880,86,2262
2023/7/22,18:00,1902,1850,87,2186
2023/7/22,19:00,1859,1810,87,2136
2023/7/22,20:00,1776,1740,86,2061
2023/7/22,21:00,1693,1670,87,1938
2023/7/22,22:00,1617,1590,86,1874
2023/7/22,23:00,1531,1510,85,1793
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2149,12:00〜13:00,7/22,23:43,90
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1940,12:00〜13:00,7/22,23:43
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時使用率(%)
2149,12:00〜13:00,7/22,23:43,90
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1940,12:00〜13:00,7/22,23:43
予想気温(最低),予想気温(最高)
*,*
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2023/7/22,0:00,1557,0
2023/7/22,0:05,1543,0
2023/7/22,0:10,1531,0
2023/7/22,0:15,1531,0
2023/7/22,0:20,1516,0
2023/7/22,0:25,1493,0
2023/7/22,0:30,1471,0
2023/7/22,0:35,1458,0
2023/7/22,0:40,1446,0
2023/7/22,0:45,1430,0
2023/7/22,0:50,1427,0
2023/7/22,0:55,1425,0
2023/7/22,1:00,1407,0
2023/7/22,1:05,1404,0
2023/7/22,1:10,1399,0
2023/7/22,1:15,1398,0
2023/7/22,1:20,1390,0
2023/7/22,1:25,1372,0
2023/7/22,1:30,1367,0
2023/7/22,1:35,1348,0
2023/7/22,1:40,1347,0
2023/7/22,1:45,1356,0
2023/7/22,1:50,1347,0
2023/7/22,1:55,1341,0
2023/7/22,2:00,1340,0
2023/7/22,2:05,1350,0
2023/7/22,2:10,1350,0
2023/7/22,2:15,1335,0
2023/7/22,2:20,1338,0
2023/7/22,2:25,1329,0
2023/7/22,2:30,1337,0
2023/7/22,2:35,1343,0
2023/7/22,2:40,1342,0
2023/7/22,2:45,1344,0
2023/7/22,2:50,1344,0
2023/7/22,2:55,1352,0
2023/7/22,3:00,1357,0
2023/7/22,3:05,1362,0
2023/7/22,3:10,1345,0
2023/7/22,3:15,1348,0
2023/7/22,3:20,1364,0
2023/7/22,3:25,1363,0
2023/7/22,3:30,1361,0
2023/7/22,3:35,1350,0
2023/7/22,3:40,1355,0
2023/7/22,3:45,1346,0
2023/7/22,3:50,1349,0
2023/7/22,3:55,1350,0
2023/7/22,4:00,1346,0
2023/7/22,4:05,1342,0
2023/7/22,4:10,1347,0
2023/7/22,4:15,1341,0
2023/7/22,4:20,1336,0
2023/7/22,4:25,1327,0
2023/7/22,4:30,1328,0
2023/7/22,4:35,1329,0
2023/7/22,4:40,1336,0
2023/7/22,4:45,1340,0
2023/7/22,4:50,1325,0
2023/7/22,4:55,1321,0
2023/7/22,5:00,1327,0
2023/7/22,5:05,1329,0
2023/7/22,5:10,1323,1
2023/7/22,5:15,1326,2
2023/7/22,5:20,1323,4
2023/7/22,5:25,1319,5
2023/7/22,5:30,1320,7
2023/7/22,5:35,1316,10
2023/7/22,5:40,1307,13
2023/7/22,5:45,1293,16
2023/7/22,5:50,1297,21
2023/7/22,5:55,1292,29
2023/7/22,6:00,1289,35
2023/7/22,6:05,1293,41
2023/7/22,6:10,1313,47
2023/7/22,6:15,1322,54
2023/7/22,6:20,1328,61
2023/7/22,6:25,1323,69
2023/7/22,6:30,1318,78
2023/7/22,6:35,1329,86
2023/7/22,6:40,1334,96
2023/7/22,6:45,1344,105
2023/7/22,6:50,1341,114
2023/7/22,6:55,1353,124
2023/7/22,7:00,1369,135
2023/7/22,7:05,1382,145
2023/7/22,7:10,1395,156
2023/7/22,7:15,1410,166
2023/7/22,7:20,1417,176
2023/7/22,7:25,1433,186
2023/7/22,7:30,1449,196
2023/7/22,7:35,1456,207
2023/7/22,7:40,1477,217
2023/7/22,7:45,1484,228
2023/7/22,7:50,1494,239
2023/7/22,7:55,1511,249
2023/7/22,8:00,1535,259
2023/7/22,8:05,1560,269
2023/7/22,8:10,1572,279
2023/7/22,8:15,1591,289
2023/7/22,8:20,1612,299
2023/7/22,8:25,1625,308
2023/7/22,8:30,1638,317
2023/7/22,8:35,1660,326
2023/7/22,8:40,1688,335
2023/7/22,8:45,1696,345
2023/7/22,8:50,1721,353
2023/7/22,8:55,1735,362
2023/7/22,9:00,1757,370
2023/7/22,9:05,1775,378
2023/7/22,9:10,1789,385
2023/7/22,9:15,1808,393
2023/7/22,9:20,1822,399
2023/7/22,9:25,1822,407
2023/7/22,9:30,1833,414
2023/7/22,9:35,1853,423
2023/7/22,9:40,1868,431
2023/7/22,9:45,1874,438
