2018/1/21 0:07 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1333,8:00〜9:00,1/20,17:00,15,87
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1160,8:00〜9:00,1/20,17:00
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2018/1/20,0:00,958,973,78
2018/1/20,1:00,978,979,80
2018/1/20,2:00,1016,1007,84
2018/1/20,3:00,1042,1026,85
2018/1/20,4:00,1053,1032,85
2018/1/20,5:00,1048,1028,86
2018/1/20,6:00,1064,1052,86
2018/1/20,7:00,1117,1116,87
2018/1/20,8:00,1149,1136,86
2018/1/20,9:00,1119,1103,79
2018/1/20,10:00,1065,1045,78
2018/1/20,11:00,1033,1005,73
2018/1/20,12:00,977,947,67
2018/1/20,13:00,960,934,66
2018/1/20,14:00,937,904,68
2018/1/20,15:00,940,881,71
2018/1/20,16:00,988,919,74
2018/1/20,17:00,1062,1017,87
2018/1/20,18:00,1129,1132,92
2018/1/20,19:00,1120,1132,91
2018/1/20,20:00,1096,1106,89
2018/1/20,21:00,1060,1064,89
2018/1/20,22:00,1016,1016,88
2018/1/20,23:00,975,963,86
最大使用率(%),時間帯
92,18:00〜19:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1341,18:00〜19:00,1/20,18:00,23,81
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1090,18:00〜19:00,1/20,18:00
DATE,TIME,当日実績(５分間隔値）(万kW)
2018/1/20,0:00,978
2018/1/20,0:05,960
2018/1/20,0:10,979
2018/1/20,0:15,963
2018/1/20,0:20,967
2018/1/20,0:25,956
2018/1/20,0:30,954
2018/1/20,0:35,944
2018/1/20,0:40,947
2018/1/20,0:45,955
2018/1/20,0:50,950
2018/1/20,0:55,945
2018/1/20,1:00,957
2018/1/20,1:05,966
2018/1/20,1:10,966
2018/1/20,1:15,978
2018/1/20,1:20,977
2018/1/20,1:25,978
2018/1/20,1:30,983
2018/1/20,1:35,980
2018/1/20,1:40,982
2018/1/20,1:45,988
2018/1/20,1:50,984
2018/1/20,1:55,988
2018/1/20,2:00,982
2018/1/20,2:05,999
2018/1/20,2:10,1011
2018/1/20,2:15,1003
2018/1/20,2:20,1013
2018/1/20,2:25,1008
2018/1/20,2:30,1011
2018/1/20,2:35,1027
2018/1/20,2:40,1019
2018/1/20,2:45,1026
2018/1/20,2:50,1035
2018/1/20,2:55,1038
2018/1/20,3:00,1045
2018/1/20,3:05,1037
2018/1/20,3:10,1046
2018/1/20,3:15,1040
2018/1/20,3:20,1036
2018/1/20,3:25,1043
2018/1/20,3:30,1044
2018/1/20,3:35,1045
2018/1/20,3:40,1034
2018/1/20,3:45,1040
2018/1/20,3:50,1043
2018/1/20,3:55,1048
2018/1/20,4:00,1049
2018/1/20,4:05,1054
2018/1/20,4:10,1059
2018/1/20,4:15,1055
2018/1/20,4:20,1052
2018/1/20,4:25,1058
2018/1/20,4:30,1053
2018/1/20,4:35,1063
2018/1/20,4:40,1059
2018/1/20,4:45,1052
2018/1/20,4:50,1053
2018/1/20,4:55,1057
2018/1/20,5:00,1051
2018/1/20,5:05,1051
2018/1/20,5:10,1051
2018/1/20,5:15,1051
2018/1/20,5:20,1057
2018/1/20,5:25,1050
2018/1/20,5:30,1050
2018/1/20,5:35,1050
2018/1/20,5:40,1037
2018/1/20,5:45,1048
2018/1/20,5:50,1041
2018/1/20,5:55,1041
2018/1/20,6:00,1039
2018/1/20,6:05,1056
2018/1/20,6:10,1062
2018/1/20,6:15,1062
2018/1/20,6:20,1064
2018/1/20,6:25,1070
2018/1/20,6:30,1067
2018/1/20,6:35,1065
2018/1/20,6:40,1073
2018/1/20,6:45,1083
2018/1/20,6:50,1082
2018/1/20,6:55,1081
2018/1/20,7:00,1090
2018/1/20,7:05,1089
2018/1/20,7:10,1098
2018/1/20,7:15,1111
2018/1/20,7:20,1126
2018/1/20,7:25,1119
2018/1/20,7:30,1135
2018/1/20,7:35,1135
2018/1/20,7:40,1138
2018/1/20,7:45,1139
2018/1/20,7:50,1137
2018/1/20,7:55,1128
2018/1/20,8:00,1143
2018/1/20,8:05,1139
2018/1/20,8:10,1150
2018/1/20,8:15,1156
2018/1/20,8:20,1151
2018/1/20,8:25,1149
2018/1/20,8:30,1150
2018/1/20,8:35,1168
2018/1/20,8:40,1150
