2013/10/3 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻
1302,18:00〜19:00,10/3,6:55
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1160,18:00〜19:00,10/3,6:55
DATE,TIME,当日実績(万kW),予測値(万kW)
2013/10/3,0:00,816,824
2013/10/3,1:00,812,808
2013/10/3,2:00,818,816
2013/10/3,3:00,840,854
2013/10/3,4:00,881,890
2013/10/3,5:00,883,888
2013/10/3,6:00,895,896
2013/10/3,7:00,902,908
2013/10/3,8:00,962,942
2013/10/3,9:00,1025,1021
2013/10/3,10:00,1074,1093
2013/10/3,11:00,1113,1132
2013/10/3,12:00,1059,1097
2013/10/3,13:00,1095,1141
2013/10/3,14:00,1100,1148
2013/10/3,15:00,1093,1144
2013/10/3,16:00,1106,1152
2013/10/3,17:00,1105,1154
2013/10/3,18:00,1151,1160
2013/10/3,19:00,1091,1122
2013/10/3,20:00,1027,1070
2013/10/3,21:00,975,1008
2013/10/3,22:00,925,966
2013/10/3,23:00,860,898
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻
1258,18:00〜19:00,10/4,6:55
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1150,18:00〜19:00,10/4,6:55
メッセージＮｏ,節電お願い文
0,節電にご協力いただき、ありがとうございます。皆さまのご協力により、安定した需給状況となりそうです。
,
DATE,TIME,当日実績(５分間隔値）(万kW)
2013/10/3,0:00,851
2013/10/3,0:05,852
2013/10/3,0:10,842
2013/10/3,0:15,843
2013/10/3,0:20,830
2013/10/3,0:25,826
2013/10/3,0:30,822
2013/10/3,0:35,823
2013/10/3,0:40,805
2013/10/3,0:45,806
2013/10/3,0:50,803
2013/10/3,0:55,809
2013/10/3,1:00,809
2013/10/3,1:05,817
2013/10/3,1:10,812
2013/10/3,1:15,821
2013/10/3,1:20,818
2013/10/3,1:25,808
2013/10/3,1:30,804
2013/10/3,1:35,801
2013/10/3,1:40,809
2013/10/3,1:45,811
2013/10/3,1:50,801
2013/10/3,1:55,805
2013/10/3,2:00,814
2013/10/3,2:05,808
2013/10/3,2:10,818
2013/10/3,2:15,818
2013/10/3,2:20,813
2013/10/3,2:25,810
2013/10/3,2:30,810
2013/10/3,2:35,814
2013/10/3,2:40,828
2013/10/3,2:45,825
2013/10/3,2:50,835
2013/10/3,2:55,826
2013/10/3,3:00,839
2013/10/3,3:05,849
2013/10/3,3:10,841
2013/10/3,3:15,848
2013/10/3,3:20,843
2013/10/3,3:25,844
2013/10/3,3:30,852
2013/10/3,3:35,852
2013/10/3,3:40,857
2013/10/3,3:45,868
2013/10/3,3:50,871
2013/10/3,3:55,885
2013/10/3,4:00,885
2013/10/3,4:05,889
2013/10/3,4:10,883
2013/10/3,4:15,883
2013/10/3,4:20,888
2013/10/3,4:25,896
