2013/7/22 23:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻
1645,14:00〜15:00,7/22,6:55
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1510,14:00〜15:00,7/22,6:55
DATE,TIME,当日実績(万kW),予測値(万kW)
2013/7/22,0:00,912,938
2013/7/22,1:00,892,886
2013/7/22,2:00,880,872
2013/7/22,3:00,893,882
2013/7/22,4:00,897,911
2013/7/22,5:00,904,922
2013/7/22,6:00,934,951
2013/7/22,7:00,1027,1034
2013/7/22,8:00,1173,1187
2013/7/22,9:00,1303,1331
2013/7/22,10:00,1375,1410
2013/7/22,11:00,1413,1457
2013/7/22,12:00,1394,1439
2013/7/22,13:00,1431,1472
2013/7/22,14:00,1442,1490
2013/7/22,15:00,1440,1490
2013/7/22,16:00,1475,1515
2013/7/22,17:00,1432,1507
2013/7/22,18:00,1422,1483
2013/7/22,19:00,1408,1452
2013/7/22,20:00,1347,1398
2013/7/22,21:00,1257,1303
2013/7/22,22:00,1174,1222
2013/7/22,23:00,1067,1111
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻
1672,14:00〜15:00,7/23,6:55
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1500,14:00〜15:00,7/23,6:55
メッセージＮｏ,節電お願い文
0,節電にご協力いただき、ありがとうございます。皆さまのご協力により、安定した需給状況となりそうです。
,
DATE,TIME,当日実績(５分間隔値）(万kW)
2013/7/22,0:00,976
2013/7/22,0:05,972
2013/7/22,0:10,963
2013/7/22,0:15,950
2013/7/22,0:20,939
2013/7/22,0:25,933
2013/7/22,0:30,929
2013/7/22,0:35,922
2013/7/22,0:40,922
2013/7/22,0:45,917
2013/7/22,0:50,907
2013/7/22,0:55,899
2013/7/22,1:00,898
2013/7/22,1:05,907
2013/7/22,1:10,903
2013/7/22,1:15,900
2013/7/22,1:20,894
2013/7/22,1:25,901
2013/7/22,1:30,885
2013/7/22,1:35,887
2013/7/22,1:40,880
2013/7/22,1:45,887
2013/7/22,1:50,884
2013/7/22,1:55,884
2013/7/22,2:00,871
2013/7/22,2:05,871
2013/7/22,2:10,877
2013/7/22,2:15,886
2013/7/22,2:20,881
2013/7/22,2:25,881
2013/7/22,2:30,881
2013/7/22,2:35,876
2013/7/22,2:40,889
2013/7/22,2:45,886
2013/7/22,2:50,884
2013/7/22,2:55,878
2013/7/22,3:00,878
2013/7/22,3:05,890
2013/7/22,3:10,888
2013/7/22,3:15,893
2013/7/22,3:20,893
2013/7/22,3:25,890
2013/7/22,3:30,901
2013/7/22,3:35,902
2013/7/22,3:40,899
2013/7/22,3:45,905
2013/7/22,3:50,895
2013/7/22,3:55,897
2013/7/22,4:00,901
2013/7/22,4:05,912
2013/7/22,4:10,911
2013/7/22,4:15,915
2013/7/22,4:20,912
2013/7/22,4:25,925
2013/7/22,4:30,923
