2024/5/20 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
316,18:00〜19:00,5月19日,18:16,33,75
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
238,18:00〜19:00,5月19日,18:16
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
272,0:00〜1:00,5月19日,20:16,32,75
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
206,0:00〜1:00,5月19日,20:16
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2024/5/19,0:00,199,206,73,272
2024/5/19,1:00,200,203,71,278
2024/5/19,2:00,215,214,73,292
2024/5/19,3:00,231,231,73,314
2024/5/19,4:00,236,234,74,315
2024/5/19,5:00,227,228,75,303
2024/5/19,6:00,210,208,73,285
2024/5/19,7:00,201,202,68,295
2024/5/19,8:00,208,209,73,281
2024/5/19,9:00,214,218,72,296
2024/5/19,10:00,220,220,73,300
2024/5/19,11:00,227,223,73,309
2024/5/19,12:00,227,220,66,341
2024/5/19,13:00,219,220,68,321
2024/5/19,14:00,219,219,68,319
2024/5/19,15:00,218,222,70,308
2024/5/19,16:00,225,224,71,314
2024/5/19,17:00,233,230,73,316
2024/5/19,18:00,239,238,75,316
2024/5/19,19:00,238,234,76,310
2024/5/19,20:00,231,230,75,305
2024/5/19,21:00,221,221,73,299
2024/5/19,22:00,212,211,71,298
2024/5/19,23:00,207,203,69,298
最大使用率(%),時間帯
76,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
353,10:00〜11:00,5月20日,7:46,16,86
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
305,10:00〜11:00,5月19日,23:16
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
291,21:00〜22:00,5月20日,7:46,10,91
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
265,21:00〜22:00,5月20日,7:46
DATE,TIME,当日実績（５分間隔値）(万kW),太陽光発電実績（５分間隔値）(万kW)
2024/5/19,0:00,200,0
2024/5/19,0:05,201,0
2024/5/19,0:10,198,0
2024/5/19,0:15,196,0
2024/5/19,0:20,198,0
2024/5/19,0:25,196,0
2024/5/19,0:30,198,0
2024/5/19,0:35,197,0
2024/5/19,0:40,195,0
2024/5/19,0:45,194,0
2024/5/19,0:50,194,0
2024/5/19,0:55,192,0
2024/5/19,1:00,192,0
2024/5/19,1:05,195,0
2024/5/19,1:10,196,0
2024/5/19,1:15,193,0
2024/5/19,1:20,193,0
2024/5/19,1:25,193,0
2024/5/19,1:30,196,0
2024/5/19,1:35,198,0
2024/5/19,1:40,199,0
2024/5/19,1:45,197,0
2024/5/19,1:50,201,0
2024/5/19,1:55,203,0
2024/5/19,2:00,202,0
2024/5/19,2:05,204,0
2024/5/19,2:10,208,0
2024/5/19,2:15,204,0
2024/5/19,2:20,205,0
2024/5/19,2:25,209,0
2024/5/19,2:30,207,0
2024/5/19,2:35,212,0
2024/5/19,2:40,215,0
2024/5/19,2:45,218,0
2024/5/19,2:50,217,0
2024/5/19,2:55,219,0
2024/5/19,3:00,220,0
2024/5/19,3:05,221,0
2024/5/19,3:10,222,0
2024/5/19,3:15,225,0
2024/5/19,3:20,223,0
2024/5/19,3:25,223,0
2024/5/19,3:30,225,0
2024/5/19,3:35,225,0
2024/5/19,3:40,231,0
2024/5/19,3:45,231,0
2024/5/19,3:50,230,0
2024/5/19,3:55,231,0
2024/5/19,4:00,231,0
2024/5/19,4:05,232,0
2024/5/19,4:10,232,0
2024/5/19,4:15,233,0
2024/5/19,4:20,231,0
2024/5/19,4:25,232,0
2024/5/19,4:30,232,0
2024/5/19,4:35,230,0
2024/5/19,4:40,234,0
2024/5/19,4:45,235,0
2024/5/19,4:50,236,0
2024/5/19,4:55,233,0
2024/5/19,5:00,232,1
2024/5/19,5:05,234,1
2024/5/19,5:10,230,1
2024/5/19,5:15,232,2
2024/5/19,5:20,229,2
2024/5/19,5:25,225,3
2024/5/19,5:30,224,4
2024/5/19,5:35,222,4
2024/5/19,5:40,220,5
2024/5/19,5:45,222,6
2024/5/19,5:50,221,7
2024/5/19,5:55,218,7
2024/5/19,6:00,214,8
2024/5/19,6:05,215,9
2024/5/19,6:10,215,10
2024/5/19,6:15,212,11
2024/5/19,6:20,209,11
2024/5/19,6:25,211,12
2024/5/19,6:30,207,12
2024/5/19,6:35,206,13
2024/5/19,6:40,202,14
2024/5/19,6:45,202,15
2024/5/19,6:50,202,16
2024/5/19,6:55,204,17
2024/5/19,7:00,198,18
2024/5/19,7:05,200,19
2024/5/19,7:10,200,20
2024/5/19,7:15,197,21
2024/5/19,7:20,199,22
2024/5/19,7:25,198,23
2024/5/19,7:30,200,24
2024/5/19,7:35,197,25
2024/5/19,7:40,198,26
2024/5/19,7:45,196,28
2024/5/19,7:50,199,29
2024/5/19,7:55,201,30
2024/5/19,8:00,201,32
2024/5/19,8:05,201,33
2024/5/19,8:10,202,34
2024/5/19,8:15,203,34
2024/5/19,8:20,205,35
2024/5/19,8:25,207,36
2024/5/19,8:30,202,37
2024/5/19,8:35,204,38
2024/5/19,8:40,205,39
2024/5/19,8:45,204,40
2024/5/19,8:50,208,41
2024/5/19,8:55,210,42
2024/5/19,9:00,212,44
2024/5/19,9:05,210,45
2024/5/19,9:10,212,46
2024/5/19,9:15,212,48
2024/5/19,9:20,213,49
2024/5/19,9:25,212,50
2024/5/19,9:30,210,52
2024/5/19,9:35,209,53
2024/5/19,9:40,208,55
2024/5/19,9:45,210,57
2024/5/19,9:50,211,58
2024/5/19,9:55,212,59
2024/5/19,10:00,213,60
2024/5/19,10:05,215,62
2024/5/19,10:10,215,63
2024/5/19,10:15,217,64
2024/5/19,10:20,216,66
2024/5/19,10:25,216,68
2024/5/19,10:30,219,70
2024/5/19,10:35,217,71
2024/5/19,10:40,216,74
2024/5/19,10:45,216,77
2024/5/19,10:50,219,79
2024/5/19,10:55,216,82
2024/5/19,11:00,218,82
2024/5/19,11:05,221,84
2024/5/19,11:10,222,85
2024/5/19,11:15,221,85
2024/5/19,11:20,225,85
2024/5/19,11:25,226,84
2024/5/19,11:30,223,83
2024/5/19,11:35,224,82
2024/5/19,11:40,227,79
2024/5/19,11:45,226,76
2024/5/19,11:50,221,73
2024/5/19,11:55,224,70
2024/5/19,12:00,225,67
2024/5/19,12:05,229,63
2024/5/19,12:10,228,61
2024/5/19,12:15,230,60
2024/5/19,12:20,229,59
2024/5/19,12:25,226,56
2024/5/19,12:30,226,56
2024/5/19,12:35,222,53
2024/5/19,12:40,221,51
2024/5/19,12:45,216,49
2024/5/19,12:50,217,50
2024/5/19,12:55,218,48
2024/5/19,13:00,217,46
2024/5/19,13:05,216,45
2024/5/19,13:10,214,45
2024/5/19,13:15,215,43
2024/5/19,13:20,214,42
2024/5/19,13:25,215,42
2024/5/19,13:30,215,41
2024/5/19,13:35,216,40
2024/5/19,13:40,214,40
2024/5/19,13:45,215,39
2024/5/19,13:50,217,38
2024/5/19,13:55,214,39
2024/5/19,14:00,219,39
2024/5/19,14:05,216,39
2024/5/19,14:10,213,38
2024/5/19,14:15,218,39
2024/5/19,14:20,217,37
2024/5/19,14:25,218,35
2024/5/19,14:30,218,32
2024/5/19,14:35,215,31
2024/5/19,14:40,214,30
2024/5/19,14:45,216,29
2024/5/19,14:50,214,27
2024/5/19,14:55,212,26
2024/5/19,15:00,212,25
2024/5/19,15:05,213,24
2024/5/19,15:10,218,24
2024/5/19,15:15,213,24
2024/5/19,15:20,212,23
2024/5/19,15:25,215,22
2024/5/19,15:30,215,22
2024/5/19,15:35,217,20
2024/5/19,15:40,213,19
2024/5/19,15:45,216,18
2024/5/19,15:50,213,17
2024/5/19,15:55,214,17
2024/5/19,16:00,213,16
2024/5/19,16:05,215,15
2024/5/19,16:10,221,14
2024/5/19,16:15,221,13
2024/5/19,16:20,217,12
2024/5/19,16:25,222,11
2024/5/19,16:30,222,11
2024/5/19,16:35,223,10
2024/5/19,16:40,223,9
2024/5/19,16:45,223,9
