2022/04/24 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2040,11:00〜12:00,04月22日,23:15,22,81
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1667,11:00〜12:00,04月22日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1703,18:00〜19:00,04月22日,23:15,14,87
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1496,18:00〜19:00,04月22日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/04/22,00:00,1237,1240,86,1424
2022/04/22,01:00,1205,1211,86,1400
2022/04/22,02:00,1221,1225,84,1439
2022/04/22,03:00,1247,1256,84,1484
2022/04/22,04:00,1249,1271,82,1512
2022/04/22,05:00,1238,1253,81,1513
2022/04/22,06:00,1264,1253,82,1534
2022/04/22,07:00,1352,1327,83,1611
2022/04/22,08:00,1526,1498,85,1784
2022/04/22,09:00,1636,1624,84,1946
2022/04/22,10:00,1656,1652,82,2000
2022/04/22,11:00,1666,1667,81,2040
2022/04/22,12:00,1549,1587,78,1975
2022/04/22,13:00,1615,1660,78,2066
2022/04/22,14:00,1611,1636,81,1987
2022/04/22,15:00,1584,1584,82,1917
2022/04/22,16:00,1564,1561,82,1906
2022/04/22,17:00,1496,1500,81,1826
2022/04/22,18:00,1497,1496,87,1703
2022/04/22,19:00,1458,1458,82,1758
2022/04/22,20:00,1405,1416,79,1759
2022/04/22,21:00,1347,1362,80,1668
2022/04/22,22:00,1307,1324,80,1619
2022/04/22,23:00,1272,1285,80,1575
最大使用率(%),時間帯
87,18:00〜19:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1534,11:00〜12:00,04月22日,17:21,20,83
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1281,11:00〜12:00,04月22日,17:21
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1386,02:00〜03:00,04月22日,17:21,18,84
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1177,02:00〜03:00,04月22日,17:21
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/04/22,00:00,1285,0
2022/04/22,00:05,1278,0
2022/04/22,00:10,1278,0
2022/04/22,00:15,1258,0
2022/04/22,00:20,1249,0
2022/04/22,00:25,1241,0
2022/04/22,00:30,1231,0
2022/04/22,00:35,1223,0
2022/04/22,00:40,1210,0
2022/04/22,00:45,1215,0
2022/04/22,00:50,1212,0
2022/04/22,00:55,1182,0
2022/04/22,01:00,1191,0
2022/04/22,01:05,1203,0
2022/04/22,01:10,1205,0
2022/04/22,01:15,1200,0
2022/04/22,01:20,1207,0
2022/04/22,01:25,1198,0
2022/04/22,01:30,1194,0
2022/04/22,01:35,1201,0
2022/04/22,01:40,1204,0
2022/04/22,01:45,1206,0
2022/04/22,01:50,1202,0
2022/04/22,01:55,1198,0
2022/04/22,02:00,1204,0
2022/04/22,02:05,1199,0
2022/04/22,02:10,1196,0
2022/04/22,02:15,1204,0
2022/04/22,02:20,1213,0
2022/04/22,02:25,1220,0
2022/04/22,02:30,1231,0
2022/04/22,02:35,1221,0
2022/04/22,02:40,1226,0
2022/04/22,02:45,1234,0
2022/04/22,02:50,1234,0
2022/04/22,02:55,1235,0
2022/04/22,03:00,1231,0
2022/04/22,03:05,1249,0
2022/04/22,03:10,1242,0
2022/04/22,03:15,1257,0
2022/04/22,03:20,1247,0
2022/04/22,03:25,1254,0
2022/04/22,03:30,1241,0
2022/04/22,03:35,1239,0
2022/04/22,03:40,1232,0
2022/04/22,03:45,1228,0
2022/04/22,03:50,1237,0
2022/04/22,03:55,1233,0
2022/04/22,04:00,1238,0
2022/04/22,04:05,1247,0
2022/04/22,04:10,1240,0
2022/04/22,04:15,1239,0
2022/04/22,04:20,1238,0
2022/04/22,04:25,1234,0
2022/04/22,04:30,1243,0
2022/04/22,04:35,1249,0
2022/04/22,04:40,1243,0
2022/04/22,04:45,1248,0
2022/04/22,04:50,1239,0
2022/04/22,04:55,1248,0
2022/04/22,05:00,1245,0
2022/04/22,05:05,1249,0
2022/04/22,05:10,1243,0
2022/04/22,05:15,1250,0
2022/04/22,05:20,1248,0
2022/04/22,05:25,1237,0
2022/04/22,05:30,1232,0
2022/04/22,05:35,1226,0
2022/04/22,05:40,1212,1
2022/04/22,05:45,1202,3
2022/04/22,05:50,1205,7
2022/04/22,05:55,1205,14
2022/04/22,06:00,1212,20
2022/04/22,06:05,1224,27
2022/04/22,06:10,1239,35
2022/04/22,06:15,1238,48
2022/04/22,06:20,1238,64
2022/04/22,06:25,1238,78
2022/04/22,06:30,1247,91
2022/04/22,06:35,1245,105
2022/04/22,06:40,1262,119
2022/04/22,06:45,1266,137
2022/04/22,06:50,1279,156
2022/04/22,06:55,1278,175
2022/04/22,07:00,1287,194
2022/04/22,07:05,1287,214
2022/04/22,07:10,1285,237
2022/04/22,07:15,1308,258
2022/04/22,07:20,1311,271
