2022/01/03 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1752,18:00〜19:00,01月02日,15:51,19,84
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1471,18:00〜19:00,01月02日,15:51
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1655,08:00〜09:00,01月02日,15:51,14,88
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1452,08:00〜09:00,01月02日,15:51
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2022/01/02,00:00,1291,1272,83,1550
2022/01/02,01:00,1253,1239,83,1513
2022/01/02,02:00,1249,1234,83,1507
2022/01/02,03:00,1238,1219,83,1490
2022/01/02,04:00,1215,1188,84,1454
2022/01/02,05:00,1207,1166,84,1429
2022/01/02,06:00,1246,1205,85,1465
2022/01/02,07:00,1343,1322,84,1598
2022/01/02,08:00,1452,1452,88,1655
2022/01/02,09:00,1433,1429,87,1649
2022/01/02,10:00,1363,1360,88,1551
2022/01/02,11:00,1292,1279,88,1460
2022/01/02,12:00,1251,1250,86,1447
2022/01/02,13:00,1182,1180,84,1402
2022/01/02,14:00,1147,1172,81,1424
2022/01/02,15:00,1163,1193,74,1576
2022/01/02,16:00,1237,1280,79,1561
2022/01/02,17:00,1381,1433,80,1726
2022/01/02,18:00,1421,1471,81,1752
2022/01/02,19:00,1420,1461,81,1759
2022/01/02,20:00,1415,1448,79,1793
2022/01/02,21:00,1388,1406,77,1793
2022/01/02,22:00,1316,1326,77,1701
2022/01/02,23:00,1286,1293,78,1658
最大使用率(%),時間帯
88,11:00〜12:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1773,18:00〜19:00,01月02日,16:58,19,84
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1491,18:00〜19:00,01月02日,16:58
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1768,19:00〜20:00,01月02日,16:58,19,84
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1488,19:00〜20:00,01月02日,16:58
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/01/02,00:00,1321,0
2022/01/02,00:05,1315,0
2022/01/02,00:10,1312,0
2022/01/02,00:15,1302,0
2022/01/02,00:20,1297,0
2022/01/02,00:25,1289,0
2022/01/02,00:30,1279,0
2022/01/02,00:35,1271,0
2022/01/02,00:40,1264,0
2022/01/02,00:45,1260,0
2022/01/02,00:50,1254,0
2022/01/02,00:55,1249,0
2022/01/02,01:00,1253,0
2022/01/02,01:05,1251,0
2022/01/02,01:10,1248,0
2022/01/02,01:15,1248,0
2022/01/02,01:20,1246,0
2022/01/02,01:25,1243,0
2022/01/02,01:30,1243,0
2022/01/02,01:35,1242,0
2022/01/02,01:40,1244,0
2022/01/02,01:45,1243,0
2022/01/02,01:50,1241,0
2022/01/02,01:55,1240,0
2022/01/02,02:00,1239,0
2022/01/02,02:05,1238,0
2022/01/02,02:10,1240,0
2022/01/02,02:15,1240,0
2022/01/02,02:20,1241,0
2022/01/02,02:25,1239,0
2022/01/02,02:30,1245,0
2022/01/02,02:35,1242,0
2022/01/02,02:40,1243,0
2022/01/02,02:45,1241,0
2022/01/02,02:50,1240,0
2022/01/02,02:55,1237,0
2022/01/02,03:00,1237,0
2022/01/02,03:05,1244,0
2022/01/02,03:10,1242,0
2022/01/02,03:15,1237,0
2022/01/02,03:20,1234,0
2022/01/02,03:25,1231,0
2022/01/02,03:30,1232,0
2022/01/02,03:35,1225,0
2022/01/02,03:40,1224,0
2022/01/02,03:45,1222,0
2022/01/02,03:50,1220,0
2022/01/02,03:55,1217,0
2022/01/02,04:00,1218,0
2022/01/02,04:05,1219,0
2022/01/02,04:10,1217,0
2022/01/02,04:15,1214,0
2022/01/02,04:20,1209,0
2022/01/02,04:25,1206,0
2022/01/02,04:30,1202,0
2022/01/02,04:35,1203,0
2022/01/02,04:40,1202,0
2022/01/02,04:45,1200,0
2022/01/02,04:50,1200,0
2022/01/02,04:55,1198,0
2022/01/02,05:00,1200,0
2022/01/02,05:05,1198,0
2022/01/02,05:10,1199,0
2022/01/02,05:15,1202,0
2022/01/02,05:20,1199,0
2022/01/02,05:25,1196,0
2022/01/02,05:30,1197,0
2022/01/02,05:35,1196,0
2022/01/02,05:40,1197,0
2022/01/02,05:45,1197,0
2022/01/02,05:50,1198,0
2022/01/02,05:55,1202,0
2022/01/02,06:00,1204,0
2022/01/02,06:05,1214,0
2022/01/02,06:10,1221,0
2022/01/02,06:15,1227,0
2022/01/02,06:20,1223,0
2022/01/02,06:25,1230,0
2022/01/02,06:30,1234,0
2022/01/02,06:35,1245,0
2022/01/02,06:40,1256,0
2022/01/02,06:45,1255,0
2022/01/02,06:50,1267,0
2022/01/02,06:55,1265,0
2022/01/02,07:00,1269,0
2022/01/02,07:05,1270,0
2022/01/02,07:10,1279,0
2022/01/02,07:15,1293,1
2022/01/02,07:20,1305,3
2022/01/02,07:25,1307,10
2022/01/02,07:30,1309,19
2022/01/02,07:35,1345,30
2022/01/02,07:40,1368,42
2022/01/02,07:45,1384,58
2022/01/02,07:50,1411,81
2022/01/02,07:55,1437,102
2022/01/02,08:00,1443,119
2022/01/02,08:05,1449,141
2022/01/02,08:10,1478,164
2022/01/02,08:15,1472,183
2022/01/02,08:20,1470,208
2022/01/02,08:25,1481,230
2022/01/02,08:30,1472,241
2022/01/02,08:35,1466,252
2022/01/02,08:40,1473,274
2022/01/02,08:45,1462,292
2022/01/02,08:50,1458,310
2022/01/02,08:55,1473,327
2022/01/02,09:00,1453,330
2022/01/02,09:05,1443,334
2022/01/02,09:10,1458,347
2022/01/02,09:15,1447,355
2022/01/02,09:20,1440,364
2022/01/02,09:25,1457,382
2022/01/02,09:30,1452,393
2022/01/02,09:35,1445,401
2022/01/02,09:40,1444,419
2022/01/02,09:45,1445,445
2022/01/02,09:50,1424,463
2022/01/02,09:55,1424,482
2022/01/02,10:00,1429,502
2022/01/02,10:05,1421,510
2022/01/02,10:10,1414,511
2022/01/02,10:15,1402,514
2022/01/02,10:20,1381,521
2022/01/02,10:25,1387,526
2022/01/02,10:30,1381,527
2022/01/02,10:35,1370,514
2022/01/02,10:40,1358,500
2022/01/02,10:45,1355,503
2022/01/02,10:50,1334,513
2022/01/02,10:55,1344,517
2022/01/02,11:00,1324,515
2022/01/02,11:05,1312,519
2022/01/02,11:10,1308,530
2022/01/02,11:15,1298,541
2022/01/02,11:20,1297,548
2022/01/02,11:25,1309,554
2022/01/02,11:30,1299,548
2022/01/02,11:35,1285,534
2022/01/02,11:40,1285,535
2022/01/02,11:45,1289,547
2022/01/02,11:50,1280,555
2022/01/02,11:55,1283,558
2022/01/02,12:00,1279,573
2022/01/02,12:05,1279,599
2022/01/02,12:10,1281,619
2022/01/02,12:15,1279,633
2022/01/02,12:20,1274,644
2022/01/02,12:25,1283,646
2022/01/02,12:30,1274,638
2022/01/02,12:35,1264,625
2022/01/02,12:40,1266,616
2022/01/02,12:45,1255,611
2022/01/02,12:50,1240,606
2022/01/02,12:55,1241,597
2022/01/02,13:00,1231,588
2022/01/02,13:05,1222,585
2022/01/02,13:10,1220,578
2022/01/02,13:15,1204,567
2022/01/02,13:20,1196,563
2022/01/02,13:25,1198,561
2022/01/02,13:30,1193,562
2022/01/02,13:35,1181,559
2022/01/02,13:40,1188,548
2022/01/02,13:45,1175,539
2022/01/02,13:50,1161,531
2022/01/02,13:55,1165,519
2022/01/02,14:00,1157,502
2022/01/02,14:05,1152,486
2022/01/02,14:10,1159,474
2022/01/02,14:15,1152,469
2022/01/02,14:20,1154,465
2022/01/02,14:25,1158,456
2022/01/02,14:30,1161,447
2022/01/02,14:35,1164,436
2022/01/02,14:40,1168,421
2022/01/02,14:45,1164,408
2022/01/02,14:50,1171,400
2022/01/02,14:55,1179,387
2022/01/02,15:00,1191,369
2022/01/02,15:05,1189,344
2022/01/02,15:10,1187,317
2022/01/02,15:15,1190,292
2022/01/02,15:20,1180,267
2022/01/02,15:25,1184,247
2022/01/02,15:30,1176,232
2022/01/02,15:35,1176,218
2022/01/02,15:40,1180,204
2022/01/02,15:45,1177,188
2022/01/02,15:50,1172,174
2022/01/02,15:55,1193,156
2022/01/02,16:00,1195,136
2022/01/02,16:05,1199,118
2022/01/02,16:10,1213,102
2022/01/02,16:15,1227,86
2022/01/02,16:20,1223,66
2022/01/02,16:25,1230,49
2022/01/02,16:30,1228,35
2022/01/02,16:35,1239,22
2022/01/02,16:40,1259,11
2022/01/02,16:45,1264,2
2022/01/02,16:50,1276,0
2022/01/02,16:55,1298,0
2022/01/02,17:00,1310,0
2022/01/02,17:05,1328,0
2022/01/02,17:10,1356,0
2022/01/02,17:15,1363,0
2022/01/02,17:20,1363,0
2022/01/02,17:25,1381,0
2022/01/02,17:30,1379,0
2022/01/02,17:35,1392,0
2022/01/02,17:40,1397,0
2022/01/02,17:45,1394,0
2022/01/02,17:50,1397,0
2022/01/02,17:55,1404,0
2022/01/02,18:00,1413,0
2022/01/02,18:05,1410,0
2022/01/02,18:10,1409,0
2022/01/02,18:15,1416,0
2022/01/02,18:20,1408,0
2022/01/02,18:25,1419,0
2022/01/02,18:30,1415,0
2022/01/02,18:35,1415,0
2022/01/02,18:40,1422,0
2022/01/02,18:45,1413,0
2022/01/02,18:50,1409,0
2022/01/02,18:55,1425,0
2022/01/02,19:00,1418,0
2022/01/02,19:05,1406,0
2022/01/02,19:10,1416,0
2022/01/02,19:15,1412,0
2022/01/02,19:20,1404,0
2022/01/02,19:25,1415,0
2022/01/02,19:30,1412,0
2022/01/02,19:35,1408,0
2022/01/02,19:40,1418,0
2022/01/02,19:45,1408,0
2022/01/02,19:50,1404,0
2022/01/02,19:55,1419,0
2022/01/02,20:00,1412,0
2022/01/02,20:05,1402,0
2022/01/02,20:10,1404,0
2022/01/02,20:15,1416,0
2022/01/02,20:20,1406,0
2022/01/02,20:25,1413,0
2022/01/02,20:30,1410,0
2022/01/02,20:35,1405,0
2022/01/02,20:40,1412,0
2022/01/02,20:45,1403,0
2022/01/02,20:50,1400,0
2022/01/02,20:55,1406,0
