2022/03/22 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2061,09:00〜10:00,03月21日,23:15,26,79
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1636,09:00〜10:00,03月21日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1382,00:00〜01:00,03月21日,23:15,19,84
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1166,00:00〜01:00,03月21日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2022/03/21,00:00,1154,1166,84,1382
2022/03/21,01:00,1143,1147,81,1408
2022/03/21,02:00,1175,1180,81,1445
2022/03/21,03:00,1207,1207,83,1446
2022/03/21,04:00,1228,1219,84,1463
2022/03/21,05:00,1256,1266,82,1525
2022/03/21,06:00,1325,1350,81,1639
2022/03/21,07:00,1401,1425,79,1773
2022/03/21,08:00,1565,1543,79,1978
2022/03/21,09:00,1638,1636,79,2061
2022/03/21,10:00,1604,1579,81,1981
2022/03/21,11:00,1586,1557,80,1991
2022/03/21,12:00,1514,1476,79,1907
2022/03/21,13:00,1517,1549,77,1970
2022/03/21,14:00,1501,1498,76,1971
2022/03/21,15:00,1483,1463,77,1933
2022/03/21,16:00,1493,1537,75,1984
2022/03/21,17:00,1538,1565,76,2027
2022/03/21,18:00,1634,1611,85,1914
2022/03/21,19:00,1604,1602,84,1910
2022/03/21,20:00,1581,1572,84,1890
2022/03/21,21:00,1515,1536,80,1893
2022/03/21,22:00,1433,1452,75,1913
2022/03/21,23:00,1386,1391,72,1924
最大使用率(%),時間帯
85,18:00〜19:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
2234,11:00〜12:00,03月21日,17:01,7,93
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2080,11:00〜12:00,03月21日,17:01
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2126,12:00〜13:00,03月21日,17:01,7,93
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1980,12:00〜13:00,03月21日,17:01
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/03/21,00:00,1179,0
2022/03/21,00:05,1171,0
2022/03/21,00:10,1172,0
2022/03/21,00:15,1165,0
2022/03/21,00:20,1147,0
2022/03/21,00:25,1144,0
2022/03/21,00:30,1132,0
2022/03/21,00:35,1138,0
2022/03/21,00:40,1141,0
2022/03/21,00:45,1140,0
2022/03/21,00:50,1135,0
2022/03/21,00:55,1136,0
2022/03/21,01:00,1123,0
2022/03/21,01:05,1139,0
2022/03/21,01:10,1137,0
2022/03/21,01:15,1140,0
2022/03/21,01:20,1147,0
2022/03/21,01:25,1142,0
2022/03/21,01:30,1147,0
2022/03/21,01:35,1139,0
2022/03/21,01:40,1120,0
2022/03/21,01:45,1139,0
