2022/03/16 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1980,09:00〜10:00,03月15日,16:26,18,85
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1683,09:00〜10:00,03月15日,16:26
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1980,09:00〜10:00,03月15日,16:26,18,85
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1683,09:00〜10:00,03月15日,16:26
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2022/03/15,00:00,1250,1252,77,1619
2022/03/15,01:00,1230,1231,77,1594
2022/03/15,02:00,1256,1257,77,1626
2022/03/15,03:00,1277,1280,77,1650
2022/03/15,04:00,1272,1274,77,1644
2022/03/15,05:00,1273,1275,77,1645
2022/03/15,06:00,1319,1321,80,1648
2022/03/15,07:00,1400,1401,83,1690
2022/03/15,08:00,1593,1595,85,1876
2022/03/15,09:00,1679,1683,85,1980
2022/03/15,10:00,1667,1670,85,1967
2022/03/15,11:00,1635,1637,85,1927
2022/03/15,12:00,1534,1533,80,1925
2022/03/15,13:00,1621,1619,83,1958
2022/03/15,14:00,1617,1614,85,1907
2022/03/15,15:00,1575,1613,83,1900
2022/03/15,16:00,1578,1599,84,1882
2022/03/15,17:00,1552,1569,84,1845
2022/03/15,18:00,1589,1629,83,1917
2022/03/15,19:00,1539,1584,83,1863
2022/03/15,20:00,1501,1535,81,1857
2022/03/15,21:00,1475,1478,80,1839
2022/03/15,22:00,1417,1418,80,1768
2022/03/15,23:00,1387,1390,80,1734
最大使用率(%),時間帯
85,14:00〜15:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1991,09:00〜10:00,03月15日,16:52,16,86
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1722,09:00〜10:00,03月15日,16:52
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1750,17:00〜18:00,03月15日,16:52,14,88
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1541,17:00〜18:00,03月15日,16:52
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/03/15,00:00,1305,0
2022/03/15,00:05,1281,0
2022/03/15,00:10,1274,0
2022/03/15,00:15,1270,0
2022/03/15,00:20,1265,0
2022/03/15,00:25,1261,0
2022/03/15,00:30,1257,0
2022/03/15,00:35,1261,0
2022/03/15,00:40,1259,0
2022/03/15,00:45,1255,0
2022/03/15,00:50,1250,0
2022/03/15,00:55,1257,0
2022/03/15,01:00,1229,0
2022/03/15,01:05,1228,0
2022/03/15,01:10,1237,0
2022/03/15,01:15,1234,0
2022/03/15,01:20,1227,0
2022/03/15,01:25,1247,0
2022/03/15,01:30,1261,0
2022/03/15,01:35,1242,0
2022/03/15,01:40,1251,0
2022/03/15,01:45,1252,0
2022/03/15,01:50,1243,0
2022/03/15,01:55,1253,0
2022/03/15,02:00,1253,0
2022/03/15,02:05,1260,0
2022/03/15,02:10,1250,0
2022/03/15,02:15,1250,0
2022/03/15,02:20,1263,0
2022/03/15,02:25,1268,0
2022/03/15,02:30,1267,0
2022/03/15,02:35,1277,0
2022/03/15,02:40,1273,0
2022/03/15,02:45,1273,0
2022/03/15,02:50,1278,0
2022/03/15,02:55,1272,0
2022/03/15,03:00,1281,0
2022/03/15,03:05,1283,0
2022/03/15,03:10,1280,0
2022/03/15,03:15,1284,0
2022/03/15,03:20,1299,0
2022/03/15,03:25,1292,0
2022/03/15,03:30,1298,0
2022/03/15,03:35,1305,0
2022/03/15,03:40,1297,0
2022/03/15,03:45,1289,0
2022/03/15,03:50,1295,0
2022/03/15,03:55,1289,0
2022/03/15,04:00,1274,0
2022/03/15,04:05,1271,0
2022/03/15,04:10,1270,0
2022/03/15,04:15,1292,0
2022/03/15,04:20,1285,0
2022/03/15,04:25,1276,0
2022/03/15,04:30,1277,0
2022/03/15,04:35,1297,0
2022/03/15,04:40,1298,0
2022/03/15,04:45,1297,0
2022/03/15,04:50,1296,0
2022/03/15,04:55,1274,0
2022/03/15,05:00,1274,0
2022/03/15,05:05,1301,0
