2022/04/28 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1930,10:00〜11:00,04月26日,23:15,11,90
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1740,10:00〜11:00,04月26日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1363,04:00〜05:00,04月26日,23:15,10,90
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1238,04:00〜05:00,04月26日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/04/26,00:00,1231,1239,86,1416
2022/04/26,01:00,1190,1198,89,1334
2022/04/26,02:00,1206,1203,90,1335
2022/04/26,03:00,1231,1235,90,1361
2022/04/26,04:00,1232,1238,90,1363
2022/04/26,05:00,1223,1238,89,1365
2022/04/26,06:00,1238,1271,84,1462
2022/04/26,07:00,1340,1378,85,1571
2022/04/26,08:00,1547,1600,86,1782
2022/04/26,09:00,1683,1728,87,1919
2022/04/26,10:00,1724,1740,89,1930
2022/04/26,11:00,1717,1731,88,1930
2022/04/26,12:00,1608,1628,88,1824
2022/04/26,13:00,1711,1711,89,1921
2022/04/26,14:00,1706,1719,87,1945
2022/04/26,15:00,1677,1693,86,1933
2022/04/26,16:00,1671,1696,85,1956
2022/04/26,17:00,1625,1639,84,1932
2022/04/26,18:00,1597,1615,83,1912
2022/04/26,19:00,1524,1535,82,1856
2022/04/26,20:00,1465,1471,80,1830
2022/04/26,21:00,1411,1408,78,1803
2022/04/26,22:00,1367,1348,77,1762
2022/04/26,23:00,1327,1314,77,1712
最大使用率(%),時間帯
90,04:00〜05:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2062,10:00〜11:00,04月26日,16:59,17,85
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1757,10:00〜11:00,04月26日,16:59
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2060,11:00〜12:00,04月26日,16:59,17,85
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1756,11:00〜12:00,04月26日,16:59
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/04/26,00:00,1274,0
2022/04/26,00:05,1255,0
2022/04/26,00:10,1257,0
2022/04/26,00:15,1253,0
2022/04/26,00:20,1244,0
2022/04/26,00:25,1228,0
2022/04/26,00:30,1235,0
2022/04/26,00:35,1206,0
2022/04/26,00:40,1219,0
2022/04/26,00:45,1224,0
2022/04/26,00:50,1212,0
2022/04/26,00:55,1208,0
2022/04/26,01:00,1201,0
2022/04/26,01:05,1203,0
2022/04/26,01:10,1197,0
2022/04/26,01:15,1191,0
2022/04/26,01:20,1192,0
2022/04/26,01:25,1189,0
2022/04/26,01:30,1175,0
2022/04/26,01:35,1165,0
2022/04/26,01:40,1194,0
2022/04/26,01:45,1192,0
2022/04/26,01:50,1189,0
2022/04/26,01:55,1192,0
2022/04/26,02:00,1184,0
2022/04/26,02:05,1201,0
2022/04/26,02:10,1205,0
2022/04/26,02:15,1205,0
2022/04/26,02:20,1206,0
2022/04/26,02:25,1188,0
2022/04/26,02:30,1183,0
2022/04/26,02:35,1205,0
2022/04/26,02:40,1216,0
2022/04/26,02:45,1220,0
2022/04/26,02:50,1207,0
2022/04/26,02:55,1215,0
2022/04/26,03:00,1222,0
2022/04/26,03:05,1228,0
2022/04/26,03:10,1230,0
2022/04/26,03:15,1238,0
2022/04/26,03:20,1224,0
2022/04/26,03:25,1222,0
2022/04/26,03:30,1224,0
2022/04/26,03:35,1240,0
2022/04/26,03:40,1233,0
2022/04/26,03:45,1218,0
2022/04/26,03:50,1240,0
2022/04/26,03:55,1236,0
2022/04/26,04:00,1235,0
2022/04/26,04:05,1241,0
2022/04/26,04:10,1231,0
2022/04/26,04:15,1227,0
2022/04/26,04:20,1231,0
2022/04/26,04:25,1220,0
2022/04/26,04:30,1219,0
2022/04/26,04:35,1233,0
2022/04/26,04:40,1235,0
2022/04/26,04:45,1236,0
2022/04/26,04:50,1230,0
2022/04/26,04:55,1234,0
2022/04/26,05:00,1236,0
2022/04/26,05:05,1243,0
2022/04/26,05:10,1239,0
2022/04/26,05:15,1230,0
2022/04/26,05:20,1224,0
2022/04/26,05:25,1208,0
2022/04/26,05:30,1211,0
2022/04/26,05:35,1213,1
2022/04/26,05:40,1217,2
2022/04/26,05:45,1206,3
2022/04/26,05:50,1207,5
2022/04/26,05:55,1209,8
2022/04/26,06:00,1212,11
2022/04/26,06:05,1217,15
2022/04/26,06:10,1221,19
2022/04/26,06:15,1200,24
2022/04/26,06:20,1191,28
2022/04/26,06:25,1217,32
2022/04/26,06:30,1222,35
2022/04/26,06:35,1242,38
2022/04/26,06:40,1255,43
2022/04/26,06:45,1248,47
2022/04/26,06:50,1263,53
2022/04/26,06:55,1265,60
2022/04/26,07:00,1274,66
2022/04/26,07:05,1285,67
2022/04/26,07:10,1278,69
2022/04/26,07:15,1294,73
2022/04/26,07:20,1298,79
2022/04/26,07:25,1313,83
2022/04/26,07:30,1326,88
2022/04/26,07:35,1342,91
2022/04/26,07:40,1354,88
2022/04/26,07:45,1365,81
2022/04/26,07:50,1374,79
2022/04/26,07:55,1403,79
2022/04/26,08:00,1427,77
2022/04/26,08:05,1439,78
2022/04/26,08:10,1474,83
2022/04/26,08:15,1483,86
2022/04/26,08:20,1496,88
2022/04/26,08:25,1525,91
2022/04/26,08:30,1523,92
2022/04/26,08:35,1550,97
2022/04/26,08:40,1595,107
2022/04/26,08:45,1613,114
2022/04/26,08:50,1606,120
2022/04/26,08:55,1612,125
2022/04/26,09:00,1618,132
2022/04/26,09:05,1631,144
2022/04/26,09:10,1653,156
2022/04/26,09:15,1668,160
2022/04/26,09:20,1667,161
2022/04/26,09:25,1666,164
2022/04/26,09:30,1672,163
2022/04/26,09:35,1671,160
2022/04/26,09:40,1694,158
2022/04/26,09:45,1703,150
2022/04/26,09:50,1695,141
2022/04/26,09:55,1698,136
2022/04/26,10:00,1715,136
2022/04/26,10:05,1696,135
