2022/07/11 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
1959,11:00〜12:00,07月09日,23:15,20,83
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1635,11:00〜12:00,07月09日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1594,00:00〜01:00,07月09日,23:15,15,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1383,00:00〜01:00,07月09日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/07/09,00:00,1396,1383,87,1594
2022/07/09,01:00,1305,1295,86,1504
2022/07/09,02:00,1280,1249,87,1458
2022/07/09,03:00,1277,1232,89,1432
2022/07/09,04:00,1269,1253,87,1455
2022/07/09,05:00,1231,1233,85,1432
2022/07/09,06:00,1216,1242,80,1507
2022/07/09,07:00,1290,1309,79,1633
2022/07/09,08:00,1434,1481,81,1769
2022/07/09,09:00,1556,1566,83,1857
2022/07/09,10:00,1604,1583,85,1882
2022/07/09,11:00,1656,1635,84,1959
2022/07/09,12:00,1626,1625,82,1962
2022/07/09,13:00,1601,1624,80,1990
2022/07/09,14:00,1581,1610,80,1975
2022/07/09,15:00,1520,1590,77,1960
2022/07/09,16:00,1514,1529,78,1916
2022/07/09,17:00,1486,1468,79,1866
2022/07/09,18:00,1489,1454,78,1902
2022/07/09,19:00,1467,1456,77,1884
2022/07/09,20:00,1407,1403,76,1842
2022/07/09,21:00,1355,1329,75,1804
2022/07/09,22:00,1295,1262,74,1742
2022/07/09,23:00,1263,1216,73,1715
最大使用率(%),時間帯
89,03:00〜04:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
