2022/12/27 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2094,18:00〜19:00,12月25日,23:15,28,78
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1639,18:00〜19:00,12月25日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1662,00:00〜01:00,12月25日,23:15,19,83
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1395,00:00〜01:00,12月25日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2022/12/25,00:00,1408,1395,84,1662
2022/12/25,01:00,1365,1373,83,1641
2022/12/25,02:00,1356,1380,81,1656
2022/12/25,03:00,1359,1343,83,1622
2022/12/25,04:00,1342,1335,82,1620
2022/12/25,05:00,1333,1341,81,1636
2022/12/25,06:00,1369,1372,81,1682
2022/12/25,07:00,1449,1455,81,1787
2022/12/25,08:00,1535,1538,80,1910
2022/12/25,09:00,1526,1543,79,1925
2022/12/25,10:00,1473,1496,78,1874
2022/12/25,11:00,1418,1459,78,1799
2022/12/25,12:00,1383,1426,79,1748
2022/12/25,13:00,1330,1362,77,1715
2022/12/25,14:00,1347,1355,78,1707
2022/12/25,15:00,1352,1397,76,1759
2022/12/25,16:00,1445,1483,77,1873
2022/12/25,17:00,1577,1599,76,2053
2022/12/25,18:00,1604,1639,76,2095
2022/12/25,19:00,1598,1634,77,2069
2022/12/25,20:00,1585,1620,77,2042
2022/12/25,21:00,1536,1559,77,1986
2022/12/25,22:00,1442,1457,74,1944
2022/12/25,23:00,1399,1424,75,1853
最大使用率(%),時間帯
84,00:00〜01:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2419,09:00〜10:00,12月25日,17:00,13,88
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2135,09:00〜10:00,12月25日,17:00
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1516,02:00〜03:00,12月25日,17:00,13,88
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1338,02:00〜03:00,12月25日,17:00
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2022/12/25,00:00,1443,0
2022/12/25,00:05,1448,0
2022/12/25,00:10,1435,0
2022/12/25,00:15,1417,0
2022/12/25,00:20,1412,0
2022/12/25,00:25,1397,0
2022/12/25,00:30,1393,0
2022/12/25,00:35,1394,0
2022/12/25,00:40,1396,0
2022/12/25,00:45,1386,0
2022/12/25,00:50,1372,0
2022/12/25,00:55,1372,0
2022/12/25,01:00,1386,0
2022/12/25,01:05,1376,0
2022/12/25,01:10,1367,0
2022/12/25,01:15,1363,0
2022/12/25,01:20,1366,0
2022/12/25,01:25,1366,0
2022/12/25,01:30,1357,0
2022/12/25,01:35,1353,0
2022/12/25,01:40,1359,0
2022/12/25,01:45,1355,0
2022/12/25,01:50,1349,0
2022/12/25,01:55,1348,0
2022/12/25,02:00,1348,0
2022/12/25,02:05,1349,0
2022/12/25,02:10,1357,0
2022/12/25,02:15,1350,0
2022/12/25,02:20,1356,0
2022/12/25,02:25,1349,0
2022/12/25,02:30,1358,0
2022/12/25,02:35,1348,0
2022/12/25,02:40,1351,0
2022/12/25,02:45,1347,0
2022/12/25,02:50,1351,0
2022/12/25,02:55,1349,0
2022/12/25,03:00,1350,0
2022/12/25,03:05,1368,0
2022/12/25,03:10,1363,0
2022/12/25,03:15,1357,0
2022/12/25,03:20,1358,0
2022/12/25,03:25,1360,0
2022/12/25,03:30,1355,0
2022/12/25,03:35,1351,0
2022/12/25,03:40,1357,0
2022/12/25,03:45,1349,0
2022/12/25,03:50,1339,0
2022/12/25,03:55,1340,0
2022/12/25,04:00,1349,0
2022/12/25,04:05,1354,0
2022/12/25,04:10,1352,0
2022/12/25,04:15,1350,0
2022/12/25,04:20,1332,0
2022/12/25,04:25,1321,0
2022/12/25,04:30,1332,0
2022/12/25,04:35,1343,0
2022/12/25,04:40,1331,0
2022/12/25,04:45,1325,0
2022/12/25,04:50,1321,0
2022/12/25,04:55,1335,0
2022/12/25,05:00,1333,0
2022/12/25,05:05,1345,0
2022/12/25,05:10,1342,0
2022/12/25,05:15,1343,0
2022/12/25,05:20,1322,0
2022/12/25,05:25,1311,0
2022/12/25,05:30,1299,0
2022/12/25,05:35,1335,0
2022/12/25,05:40,1329,0
2022/12/25,05:45,1339,0
2022/12/25,05:50,1326,0
2022/12/25,05:55,1336,0
2022/12/25,06:00,1334,0
2022/12/25,06:05,1337,0
2022/12/25,06:10,1345,0
2022/12/25,06:15,1342,0
2022/12/25,06:20,1350,0
2022/12/25,06:25,1359,0
2022/12/25,06:30,1355,0
2022/12/25,06:35,1372,0
2022/12/25,06:40,1388,0
2022/12/25,06:45,1383,0
2022/12/25,06:50,1392,0
2022/12/25,06:55,1392,0
2022/12/25,07:00,1384,0
2022/12/25,07:05,1397,0
2022/12/25,07:10,1394,0
2022/12/25,07:15,1395,3
2022/12/25,07:20,1401,11
2022/12/25,07:25,1416,21
2022/12/25,07:30,1424,35
2022/12/25,07:35,1442,51
2022/12/25,07:40,1477,63
2022/12/25,07:45,1475,76
2022/12/25,07:50,1480,92
2022/12/25,07:55,1503,115
2022/12/25,08:00,1516,140
2022/12/25,08:05,1530,155
2022/12/25,08:10,1542,164
2022/12/25,08:15,1536,180
2022/12/25,08:20,1537,203
2022/12/25,08:25,1534,221
2022/12/25,08:30,1524,234
2022/12/25,08:35,1535,252
2022/12/25,08:40,1538,263
2022/12/25,08:45,1542,273
2022/12/25,08:50,1549,300
2022/12/25,08:55,1576,327
2022/12/25,09:00,1571,342
2022/12/25,09:05,1561,352
2022/12/25,09:10,1550,352
2022/12/25,09:15,1548,358
2022/12/25,09:20,1528,375
2022/12/25,09:25,1545,388
2022/12/25,09:30,1539,408
2022/12/25,09:35,1532,433
2022/12/25,09:40,1541,457
2022/12/25,09:45,1542,466
2022/12/25,09:50,1519,462
2022/12/25,09:55,1528,466
2022/12/25,10:00,1517,481
2022/12/25,10:05,1520,504
2022/12/25,10:10,1542,528
2022/12/25,10:15,1550,542
2022/12/25,10:20,1534,549
2022/12/25,10:25,1523,552
2022/12/25,10:30,1500,550
2022/12/25,10:35,1490,549
2022/12/25,10:40,1474,545
2022/12/25,10:45,1460,542
2022/12/25,10:50,1434,537
2022/12/25,10:55,1441,530
2022/12/25,11:00,1437,527
2022/12/25,11:05,1425,528
2022/12/25,11:10,1423,534
2022/12/25,11:15,1428,555
2022/12/25,11:20,1442,579
2022/12/25,11:25,1453,587
2022/12/25,11:30,1449,590
2022/12/25,11:35,1433,588
2022/12/25,11:40,1428,569
2022/12/25,11:45,1400,552
2022/12/25,11:50,1392,540
2022/12/25,11:55,1404,524
2022/12/25,12:00,1402,515
2022/12/25,12:05,1403,521
2022/12/25,12:10,1403,523
2022/12/25,12:15,1396,524
2022/12/25,12:20,1391,537
2022/12/25,12:25,1401,565
2022/12/25,12:30,1408,573
2022/12/25,12:35,1389,561
2022/12/25,12:40,1386,555
2022/12/25,12:45,1411,568
2022/12/25,12:50,1382,574
2022/12/25,12:55,1408,554
2022/12/25,13:00,1368,516
2022/12/25,13:05,1359,483
2022/12/25,13:10,1365,460
2022/12/25,13:15,1357,448
2022/12/25,13:20,1366,442
2022/12/25,13:25,1362,440
2022/12/25,13:30,1365,430
2022/12/25,13:35,1338,413
2022/12/25,13:40,1336,396
2022/12/25,13:45,1321,378
2022/12/25,13:50,1305,369
2022/12/25,13:55,1309,362
2022/12/25,14:00,1312,345
2022/12/25,14:05,1317,348
2022/12/25,14:10,1344,365
2022/12/25,14:15,1360,370
2022/12/25,14:20,1369,362
2022/12/25,14:25,1379,352
2022/12/25,14:30,1381,351
2022/12/25,14:35,1395,364
2022/12/25,14:40,1424,362
2022/12/25,14:45,1394,336
2022/12/25,14:50,1376,310
2022/12/25,14:55,1354,286
2022/12/25,15:00,1354,256
2022/12/25,15:05,1350,237
2022/12/25,15:10,1373,226
2022/12/25,15:15,1384,220
2022/12/25,15:20,1391,213
2022/12/25,15:25,1398,207
2022/12/25,15:30,1398,199
2022/12/25,15:35,1381,171
2022/12/25,15:40,1398,139
2022/12/25,15:45,1388,124
2022/12/25,15:50,1387,108
2022/12/25,15:55,1397,93
2022/12/25,16:00,1408,82
2022/12/25,16:05,1401,67
2022/12/25,16:10,1416,51
2022/12/25,16:15,1427,40
2022/12/25,16:20,1443,28
2022/12/25,16:25,1460,16
2022/12/25,16:30,1451,7
2022/12/25,16:35,1463,3
2022/12/25,16:40,1484,0
2022/12/25,16:45,1476,0
2022/12/25,16:50,1478,0
2022/12/25,16:55,1507,0
2022/12/25,17:00,1521,0
2022/12/25,17:05,1517,0
2022/12/25,17:10,1526,0
2022/12/25,17:15,1554,0
2022/12/25,17:20,1568,0
2022/12/25,17:25,1595,0
2022/12/25,17:30,1585,0
2022/12/25,17:35,1603,0
2022/12/25,17:40,1591,0
2022/12/25,17:45,1597,0
2022/12/25,17:50,1600,0
2022/12/25,17:55,1589,0
2022/12/25,18:00,1595,0
2022/12/25,18:05,1596,0
2022/12/25,18:10,1578,0
2022/12/25,18:15,1586,0
2022/12/25,18:20,1589,0
2022/12/25,18:25,1606,0
2022/12/25,18:30,1598,0
2022/12/25,18:35,1611,0
2022/12/25,18:40,1612,0
2022/12/25,18:45,1606,0
2022/12/25,18:50,1613,0
2022/12/25,18:55,1622,0
2022/12/25,19:00,1623,0
2022/12/25,19:05,1603,0
2022/12/25,19:10,1614,0
2022/12/25,19:15,1610,0
2022/12/25,19:20,1586,0
2022/12/25,19:25,1588,0
2022/12/25,19:30,1579,0
2022/12/25,19:35,1569,0
2022/12/25,19:40,1591,0
2022/12/25,19:45,1588,0
2022/12/25,19:50,1586,0
2022/12/25,19:55,1600,0
2022/12/25,20:00,1593,0
2022/12/25,20:05,1594,0
2022/12/25,20:10,1590,0
2022/12/25,20:15,1601,0
2022/12/25,20:20,1600,0
2022/12/25,20:25,1588,0
2022/12/25,20:30,1574,0
2022/12/25,20:35,1572,0
2022/12/25,20:40,1575,0
2022/12/25,20:45,1559,0
2022/12/25,20:50,1552,0
2022/12/25,20:55,1554,0
2022/12/25,21:00,1548,0
2022/12/25,21:05,1549,0
2022/12/25,21:10,1529,0
2022/12/25,21:15,1537,0
2022/12/25,21:20,1534,0
2022/12/25,21:25,1530,0
2022/12/25,21:30,1547,0
2022/12/25,21:35,1520,0
2022/12/25,21:40,1525,0
2022/12/25,21:45,1513,0
2022/12/25,21:50,1522,0
2022/12/25,21:55,1527,0
2022/12/25,22:00,1495,0
2022/12/25,22:05,1478,0
2022/12/25,22:10,1474,0
2022/12/25,22:15,1456,0
2022/12/25,22:20,1444,0
2022/12/25,22:25,1426,0
2022/12/25,22:30,1415,0
2022/12/25,22:35,1411,0
2022/12/25,22:40,1415,0
2022/12/25,22:45,1414,0
2022/12/25,22:50,1420,0
2022/12/25,22:55,1400,0
2022/12/25,23:00,1422,0
2022/12/25,23:05,1444,0
2022/12/25,23:10,1435,0
2022/12/25,23:15,1433,0
2022/12/25,23:20,1408,0
2022/12/25,23:25,1404,0
2022/12/25,23:30,1391,0
2022/12/25,23:35,1377,0
2022/12/25,23:40,1359,0
2022/12/25,23:45,1352,0
2022/12/25,23:50,1364,0
2022/12/25,23:55,1365,0
