2025/06/26 00:00 UPDATE
需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2204,14:00〜15:00,06月24日,23:15,13,88
需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1956,14:00〜15:00,06月24日,23:15
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2128,10:00〜11:00,06月24日,23:15,9,91
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1951,10:00〜11:00,06月24日,23:15
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2025/06/24,00:00,1354,1343,84,1601
2025/06/24,01:00,1295,1281,83,1556
2025/06/24,02:00,1262,1255,81,1549
2025/06/24,03:00,1276,1263,82,1545
2025/06/24,04:00,1302,1273,84,1550
2025/06/24,05:00,1313,1290,84,1554
2025/06/24,06:00,1375,1346,87,1574
2025/06/24,07:00,1506,1498,89,1685
2025/06/24,08:00,1760,1760,91,1933
2025/06/24,09:00,1923,1919,91,2105
2025/06/24,10:00,1930,1951,90,2128
2025/06/24,11:00,1926,1951,89,2153
2025/06/24,12:00,1822,1836,87,2079
2025/06/24,13:00,1923,1932,88,2177
2025/06/24,14:00,1928,1956,87,2204
2025/06/24,15:00,1899,1918,87,2170
2025/06/24,16:00,1870,1889,86,2151
2025/06/24,17:00,1778,1784,87,2039
2025/06/24,18:00,1735,1744,86,2001
2025/06/24,19:00,1674,1691,85,1952
2025/06/24,20:00,1609,1629,84,1915
2025/06/24,21:00,1561,1562,83,1876
2025/06/24,22:00,1501,1510,83,1790
2025/06/24,23:00,1447,1458,82,1764
最大使用率(%),時間帯
91,09:00〜10:00
翌日需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,需要ピーク時予備率(%),需要ピーク時使用率(%)
2366,14:00〜15:00,06月24日,16:05,13,88
翌日需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
2092,14:00〜15:00,06月24日,16:05
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
2283,10:00〜11:00,06月24日,16:05,13,88
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
2019,10:00〜11:00,06月24日,16:05
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2025/06/24,00:00,1412,0
2025/06/24,00:05,1409,0
2025/06/24,00:10,1399,0
2025/06/24,00:15,1391,0
2025/06/24,00:20,1373,0
2025/06/24,00:25,1362,0
2025/06/24,00:30,1365,0
2025/06/24,00:35,1340,0
2025/06/24,00:40,1333,0
2025/06/24,00:45,1347,0
2025/06/24,00:50,1333,0
2025/06/24,00:55,1326,0
2025/06/24,01:00,1323,0
2025/06/24,01:05,1330,0
2025/06/24,01:10,1316,0
2025/06/24,01:15,1304,0
2025/06/24,01:20,1301,0
2025/06/24,01:25,1291,0
2025/06/24,01:30,1285,0
2025/06/24,01:35,1290,0
2025/06/24,01:40,1300,0
2025/06/24,01:45,1300,0
2025/06/24,01:50,1296,0
2025/06/24,01:55,1295,0
2025/06/24,02:00,1295,0
2025/06/24,02:05,1290,0
2025/06/24,02:10,1269,0
2025/06/24,02:15,1254,0
2025/06/24,02:20,1253,0
2025/06/24,02:25,1245,0
2025/06/24,02:30,1263,0
2025/06/24,02:35,1267,0
2025/06/24,02:40,1264,0
2025/06/24,02:45,1287,0
2025/06/24,02:50,1280,0
2025/06/24,02:55,1284,0
2025/06/24,03:00,1281,0
2025/06/24,03:05,1288,0
2025/06/24,03:10,1283,0
2025/06/24,03:15,1288,0
2025/06/24,03:20,1284,0
2025/06/24,03:25,1277,0
2025/06/24,03:30,1265,0
2025/06/24,03:35,1267,0
2025/06/24,03:40,1263,0
2025/06/24,03:45,1280,0
2025/06/24,03:50,1296,0
2025/06/24,03:55,1305,0
2025/06/24,04:00,1303,0
2025/06/24,04:05,1311,0
2025/06/24,04:10,1303,0
2025/06/24,04:15,1302,0
2025/06/24,04:20,1302,0
2025/06/24,04:25,1301,0
2025/06/24,04:30,1298,0
2025/06/24,04:35,1295,0
2025/06/24,04:40,1320,0
2025/06/24,04:45,1316,0
2025/06/24,04:50,1309,0
2025/06/24,04:55,1315,0
2025/06/24,05:00,1306,0
2025/06/24,05:05,1317,0
2025/06/24,05:10,1320,0
2025/06/24,05:15,1320,0
2025/06/24,05:20,1314,0
2025/06/24,05:25,1302,0
2025/06/24,05:30,1308,0
2025/06/24,05:35,1306,0
2025/06/24,05:40,1316,0
2025/06/24,05:45,1335,0
2025/06/24,05:50,1328,0
2025/06/24,05:55,1328,1
2025/06/24,06:00,1345,1
2025/06/24,06:05,1357,3
2025/06/24,06:10,1348,4
2025/06/24,06:15,1348,6
2025/06/24,06:20,1330,9
2025/06/24,06:25,1347,13
2025/06/24,06:30,1342,17
2025/06/24,06:35,1368,18
2025/06/24,06:40,1384,19
2025/06/24,06:45,1414,22
2025/06/24,06:50,1407,26
2025/06/24,06:55,1421,30
2025/06/24,07:00,1430,33
2025/06/24,07:05,1447,37
2025/06/24,07:10,1450,40
2025/06/24,07:15,1483,40
2025/06/24,07:20,1473,41
2025/06/24,07:25,1475,44
2025/06/24,07:30,1485,52
2025/06/24,07:35,1499,60
2025/06/24,07:40,1499,66
2025/06/24,07:45,1509,73
2025/06/24,07:50,1540,83
2025/06/24,07:55,1577,96
2025/06/24,08:00,1611,105
2025/06/24,08:05,1650,109
2025/06/24,08:10,1684,110
2025/06/24,08:15,1695,112
2025/06/24,08:20,1715,120
2025/06/24,08:25,1732,131
2025/06/24,08:30,1753,139
2025/06/24,08:35,1761,142
2025/06/24,08:40,1795,140
2025/06/24,08:45,1818,142
2025/06/24,08:50,1845,149
2025/06/24,08:55,1867,165
2025/06/24,09:00,1875,174
2025/06/24,09:05,1881,174
2025/06/24,09:10,1901,181
2025/06/24,09:15,1912,184
2025/06/24,09:20,1913,188
2025/06/24,09:25,1927,195
2025/06/24,09:30,1933,197
2025/06/24,09:35,1926,194
2025/06/24,09:40,1942,190
2025/06/24,09:45,1954,191
2025/06/24,09:50,1953,197
2025/06/24,09:55,1943,196
2025/06/24,10:00,1922,191
2025/06/24,10:05,1903,191
2025/06/24,10:10,1897,197
2025/06/24,10:15,1906,206
2025/06/24,10:20,1910,217
2025/06/24,10:25,1918,237
2025/06/24,10:30,1930,264
2025/06/24,10:35,1945,285
2025/06/24,10:40,1951,285
2025/06/24,10:45,1936,283
2025/06/24,10:50,1930,283
2025/06/24,10:55,1932,275
2025/06/24,11:00,1912,269
2025/06/24,11:05,1914,274
2025/06/24,11:10,1927,288
2025/06/24,11:15,1931,302
2025/06/24,11:20,1932,307
2025/06/24,11:25,1937,302
2025/06/24,11:30,1936,304
2025/06/24,11:35,1929,310
2025/06/24,11:40,1914,309
2025/06/24,11:45,1917,307
2025/06/24,11:50,1906,317
2025/06/24,11:55,1880,295
2025/06/24,12:00,1872,301
2025/06/24,12:05,1847,327
2025/06/24,12:10,1822,335
2025/06/24,12:15,1777,323
2025/06/24,12:20,1775,327
2025/06/24,12:25,1803,351
2025/06/24,12:30,1817,378
2025/06/24,12:35,1801,386
2025/06/24,12:40,1805,369
2025/06/24,12:45,1828,374
2025/06/24,12:50,1820,361
2025/06/24,12:55,1850,343
2025/06/24,13:00,1874,356
2025/06/24,13:05,1916,368
2025/06/24,13:10,1927,360
2025/06/24,13:15,1926,340
2025/06/24,13:20,1934,333
2025/06/24,13:25,1943,322
2025/06/24,13:30,1936,315
2025/06/24,13:35,1933,311
2025/06/24,13:40,1943,301
2025/06/24,13:45,1930,283
2025/06/24,13:50,1935,284
2025/06/24,13:55,1943,291
2025/06/24,14:00,1940,292
2025/06/24,14:05,1937,291
2025/06/24,14:10,1942,286
2025/06/24,14:15,1939,277
2025/06/24,14:20,1927,270
2025/06/24,14:25,1936,264
2025/06/24,14:30,1939,254
2025/06/24,14:35,1950,264
2025/06/24,14:40,1947,261
2025/06/24,14:45,1924,244
2025/06/24,14:50,1919,239
2025/06/24,14:55,1935,239
2025/06/24,15:00,1923,235
2025/06/24,15:05,1909,223
2025/06/24,15:10,1891,200
2025/06/24,15:15,1894,187
2025/06/24,15:20,1898,185
2025/06/24,15:25,1909,183
2025/06/24,15:30,1918,184
2025/06/24,15:35,1910,177
2025/06/24,15:40,1927,171
2025/06/24,15:45,1913,166
2025/06/24,15:50,1902,155
2025/06/24,15:55,1903,145
2025/06/24,16:00,1897,139
2025/06/24,16:05,1887,131
2025/06/24,16:10,1894,123
2025/06/24,16:15,1892,118
2025/06/24,16:20,1874,115
2025/06/24,16:25,1901,113
2025/06/24,16:30,1897,106
2025/06/24,16:35,1883,96
2025/06/24,16:40,1885,91
2025/06/24,16:45,1866,85
2025/06/24,16:50,1851,80
2025/06/24,16:55,1844,76
2025/06/24,17:00,1818,69
2025/06/24,17:05,1800,61
2025/06/24,17:10,1803,59
2025/06/24,17:15,1794,58
2025/06/24,17:20,1792,56
2025/06/24,17:25,1793,53
2025/06/24,17:30,1777,49
2025/06/24,17:35,1776,45
2025/06/24,17:40,1775,40
2025/06/24,17:45,1769,37
2025/06/24,17:50,1766,33
2025/06/24,17:55,1774,27
2025/06/24,18:00,1762,21
2025/06/24,18:05,1743,17
2025/06/24,18:10,1750,13
2025/06/24,18:15,1747,10
2025/06/24,18:20,1745,7
2025/06/24,18:25,1752,5
2025/06/24,18:30,1738,4
2025/06/24,18:35,1735,2
2025/06/24,18:40,1746,1
2025/06/24,18:45,1729,0
2025/06/24,18:50,1728,0
2025/06/24,18:55,1729,0
2025/06/24,19:00,1715,0
2025/06/24,19:05,1693,0
2025/06/24,19:10,1696,0
2025/06/24,19:15,1689,0
2025/06/24,19:20,1694,0
2025/06/24,19:25,1685,0
2025/06/24,19:30,1678,0
2025/06/24,19:35,1684,0
2025/06/24,19:40,1674,0
2025/06/24,19:45,1663,0
2025/06/24,19:50,1661,0
2025/06/24,19:55,1655,0
2025/06/24,20:00,1645,0
2025/06/24,20:05,1628,0
2025/06/24,20:10,1625,0
2025/06/24,20:15,1625,0
2025/06/24,20:20,1620,0
2025/06/24,20:25,1625,0
2025/06/24,20:30,1603,0
2025/06/24,20:35,1600,0
2025/06/24,20:40,1603,0
2025/06/24,20:45,1598,0
2025/06/24,20:50,1602,0
2025/06/24,20:55,1589,0
2025/06/24,21:00,1586,0
2025/06/24,21:05,1587,0
2025/06/24,21:10,1590,0
2025/06/24,21:15,1573,0
2025/06/24,21:20,1578,0
2025/06/24,21:25,1579,0
2025/06/24,21:30,1570,0
2025/06/24,21:35,1567,0
2025/06/24,21:40,1562,0
2025/06/24,21:45,1545,0
2025/06/24,21:50,1549,0
2025/06/24,21:55,1557,0
2025/06/24,22:00,1519,0
2025/06/24,22:05,1527,0
2025/06/24,22:10,1532,0
2025/06/24,22:15,1516,0
2025/06/24,22:20,1503,0
2025/06/24,22:25,1507,0
2025/06/24,22:30,1501,0
2025/06/24,22:35,1501,0
2025/06/24,22:40,1498,0
2025/06/24,22:45,1502,0
2025/06/24,22:50,1500,0
2025/06/24,22:55,1490,0
2025/06/24,23:00,1504,0
2025/06/24,23:05,1499,0
2025/06/24,23:10,1491,0
2025/06/24,23:15,1473,0
2025/06/24,23:20,1474,0
2025/06/24,23:25,1449,0
2025/06/24,23:30,1448,0
2025/06/24,23:35,1433,0
2025/06/24,23:40,1429,0
2025/06/24,23:45,1442,0
2025/06/24,23:50,1436,0
2025/06/24,23:55,1421,0
