2016/7/14 15:47 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1133,19:00〜20:00,5/25,8:55,10,91
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1026,19:00〜20:00,5/25,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/25,0:00,775,768,68
2016/5/25,1:00,763,770,67
2016/5/25,2:00,787,798,69
2016/5/25,3:00,840,842,74
2016/5/25,4:00,867,877,77
2016/5/25,5:00,858,867,76
2016/5/25,6:00,864,853,76
2016/5/25,7:00,883,856,78
2016/5/25,8:00,930,884,82
2016/5/25,9:00,1007,934,89
2016/5/25,10:00,1030,956,91
2016/5/25,11:00,1032,972,91
2016/5/25,12:00,990,937,87
2016/5/25,13:00,1052,991,93
2016/5/25,14:00,1082,1008,95
2016/5/25,15:00,1080,1007,95
2016/5/25,16:00,1071,1011,95
2016/5/25,17:00,1052,1007,93
2016/5/25,18:00,1042,1018,92
2016/5/25,19:00,1044,1023,92
2016/5/25,20:00,1008,990,89
2016/5/25,21:00,958,942,85
2016/5/25,22:00,912,906,80
2016/5/25,23:00,855,838,75
最大使用率(%),時間帯
95,16:00〜17:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1198,19:00〜20:00,5/26,8:55,15,87
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1046,19:00〜20:00,5/26,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/25,0:00,787
2016/5/25,0:05,788
2016/5/25,0:10,798
2016/5/25,0:15,795
2016/5/25,0:20,775
2016/5/25,0:25,774
2016/5/25,0:30,772
2016/5/25,0:35,766
2016/5/25,0:40,767
2016/5/25,0:45,754
2016/5/25,0:50,758
2016/5/25,0:55,755
2016/5/25,1:00,764
2016/5/25,1:05,769
2016/5/25,1:10,762
2016/5/25,1:15,763
2016/5/25,1:20,763
2016/5/25,1:25,763
2016/5/25,1:30,762
2016/5/25,1:35,759
2016/5/25,1:40,758
2016/5/25,1:45,760
2016/5/25,1:50,766
2016/5/25,1:55,766
2016/5/25,2:00,760
2016/5/25,2:05,781
2016/5/25,2:10,782
2016/5/25,2:15,780
2016/5/25,2:20,773
2016/5/25,2:25,775
2016/5/25,2:30,787
2016/5/25,2:35,791
2016/5/25,2:40,801
2016/5/25,2:45,806
2016/5/25,2:50,807
2016/5/25,2:55,814
2016/5/25,3:00,819
2016/5/25,3:05,814
2016/5/25,3:10,823
2016/5/25,3:15,825
2016/5/25,3:20,834
2016/5/25,3:25,839
2016/5/25,3:30,845
2016/5/25,3:35,842
2016/5/25,3:40,843
2016/5/25,3:45,857
2016/5/25,3:50,864
2016/5/25,3:55,874
2016/5/25,4:00,858
2016/5/25,4:05,871
2016/5/25,4:10,866
2016/5/25,4:15,871
2016/5/25,4:20,883
2016/5/25,4:25,878
2016/5/25,4:30,861
2016/5/25,4:35,868
2016/5/25,4:40,870
2016/5/25,4:45,867
2016/5/25,4:50,865
2016/5/25,4:55,856
2016/5/25,5:00,859
2016/5/25,5:05,862
2016/5/25,5:10,861
2016/5/25,5:15,865
2016/5/25,5:20,863
2016/5/25,5:25,858
2016/5/25,5:30,869
2016/5/25,5:35,870
2016/5/25,5:40,852
2016/5/25,5:45,845
2016/5/25,5:50,837
2016/5/25,5:55,851
2016/5/25,6:00,856
2016/5/25,6:05,858
2016/5/25,6:10,857
2016/5/25,6:15,860
2016/5/25,6:20,857
2016/5/25,6:25,857
2016/5/25,6:30,856
2016/5/25,6:35,869
2016/5/25,6:40,877
2016/5/25,6:45,871
2016/5/25,6:50,879
2016/5/25,6:55,873
2016/5/25,7:00,872
2016/5/25,7:05,875
2016/5/25,7:10,878
2016/5/25,7:15,878
2016/5/25,7:20,872
2016/5/25,7:25,876
2016/5/25,7:30,890
2016/5/25,7:35,894
2016/5/25,7:40,902
2016/5/25,7:45,886
2016/5/25,7:50,894
2016/5/25,7:55,889
2016/5/25,8:00,896
2016/5/25,8:05,903
2016/5/25,8:10,912
2016/5/25,8:15,904
2016/5/25,8:20,920
2016/5/25,8:25,929
2016/5/25,8:30,941
2016/5/25,8:35,944
2016/5/25,8:40,945
2016/5/25,8:45,947
2016/5/25,8:50,950
2016/5/25,8:55,968
2016/5/25,9:00,979
2016/5/25,9:05,985
2016/5/25,9:10,986
2016/5/25,9:15,993
2016/5/25,9:20,1004
2016/5/25,9:25,1014
2016/5/25,9:30,1010
2016/5/25,9:35,1026
2016/5/25,9:40,1010
2016/5/25,9:45,1006
2016/5/25,9:50,1034
2016/5/25,9:55,1046
