2016/7/13 17:03 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1200,19:00〜20:00,4/27,8:55,23,81
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
976,19:00〜20:00,4/27,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/4/27,0:00,723,719,60
2016/4/27,1:00,731,726,61
2016/4/27,2:00,769,764,64
2016/4/27,3:00,817,810,68
2016/4/27,4:00,846,837,71
2016/4/27,5:00,839,828,70
2016/4/27,6:00,841,834,70
2016/4/27,7:00,853,849,71
2016/4/27,8:00,899,880,75
2016/4/27,9:00,946,928,79
2016/4/27,10:00,965,938,80
2016/4/27,11:00,991,944,83
2016/4/27,12:00,926,890,77
2016/4/27,13:00,948,922,79
2016/4/27,14:00,947,934,79
2016/4/27,15:00,940,941,78
2016/4/27,16:00,959,946,80
2016/4/27,17:00,962,958,80
2016/4/27,18:00,977,971,81
2016/4/27,19:00,964,957,80
2016/4/27,20:00,914,915,76
2016/4/27,21:00,874,866,73
2016/4/27,22:00,831,826,69
2016/4/27,23:00,774,772,65
最大使用率(%),時間帯
83,11:00〜12:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1093,19:00〜20:00,4/28,8:55,12,89
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
975,19:00〜20:00,4/28,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/4/27,0:00,734
2016/4/27,0:05,737
2016/4/27,0:10,743
2016/4/27,0:15,734
2016/4/27,0:20,723
2016/4/27,0:25,723
2016/4/27,0:30,728
2016/4/27,0:35,727
2016/4/27,0:40,722
2016/4/27,0:45,706
2016/4/27,0:50,705
2016/4/27,0:55,694
2016/4/27,1:00,709
2016/4/27,1:05,727
2016/4/27,1:10,729
2016/4/27,1:15,722
2016/4/27,1:20,723
2016/4/27,1:25,733
2016/4/27,1:30,730
2016/4/27,1:35,738
2016/4/27,1:40,738
2016/4/27,1:45,737
2016/4/27,1:50,740
2016/4/27,1:55,743
2016/4/27,2:00,747
2016/4/27,2:05,761
2016/4/27,2:10,754
2016/4/27,2:15,760
2016/4/27,2:20,766
2016/4/27,2:25,773
2016/4/27,2:30,764
2016/4/27,2:35,766
2016/4/27,2:40,779
2016/4/27,2:45,784
2016/4/27,2:50,784
2016/4/27,2:55,794
2016/4/27,3:00,785
2016/4/27,3:05,808
2016/4/27,3:10,802
2016/4/27,3:15,811
2016/4/27,3:20,812
2016/4/27,3:25,818
2016/4/27,3:30,816
2016/4/27,3:35,822
2016/4/27,3:40,829
2016/4/27,3:45,832
2016/4/27,3:50,831
2016/4/27,3:55,835
2016/4/27,4:00,840
2016/4/27,4:05,839
2016/4/27,4:10,848
2016/4/27,4:15,839
2016/4/27,4:20,842
2016/4/27,4:25,839
2016/4/27,4:30,842
2016/4/27,4:35,847
2016/4/27,4:40,855
2016/4/27,4:45,858
2016/4/27,4:50,846
2016/4/27,4:55,853
2016/4/27,5:00,845
2016/4/27,5:05,844
2016/4/27,5:10,843
2016/4/27,5:15,849
2016/4/27,5:20,837
2016/4/27,5:25,849
2016/4/27,5:30,839
2016/4/27,5:35,840
2016/4/27,5:40,835
2016/4/27,5:45,821
2016/4/27,5:50,834
2016/4/27,5:55,828
