2016/7/14 15:46 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1095,19:00〜20:00,5/14,8:55,19,84
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
917,19:00〜20:00,5/14,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/14,0:00,736,742,67
2016/5/14,1:00,734,732,67
2016/5/14,2:00,773,776,71
2016/5/14,3:00,822,829,75
2016/5/14,4:00,846,854,77
2016/5/14,5:00,819,838,75
2016/5/14,6:00,783,796,72
2016/5/14,7:00,777,757,71
2016/5/14,8:00,805,764,74
2016/5/14,9:00,837,788,76
2016/5/14,10:00,872,812,80
2016/5/14,11:00,913,824,83
2016/5/14,12:00,899,816,82
2016/5/14,13:00,912,823,83
2016/5/14,14:00,908,814,83
2016/5/14,15:00,904,780,83
2016/5/14,16:00,903,807,82
2016/5/14,17:00,909,843,83
2016/5/14,18:00,927,877,85
2016/5/14,19:00,943,910,86
2016/5/14,20:00,909,884,83
2016/5/14,21:00,863,835,79
2016/5/14,22:00,820,779,75
2016/5/14,23:00,760,722,69
最大使用率(%),時間帯
86,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1099,19:00〜20:00,5/15,8:55,22,82
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
900,19:00〜20:00,5/15,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/14,0:00,752
2016/5/14,0:05,744
2016/5/14,0:10,752
2016/5/14,0:15,751
2016/5/14,0:20,747
2016/5/14,0:25,746
2016/5/14,0:30,730
2016/5/14,0:35,730
2016/5/14,0:40,730
2016/5/14,0:45,725
2016/5/14,0:50,718
2016/5/14,0:55,706
2016/5/14,1:00,710
2016/5/14,1:05,728
2016/5/14,1:10,744
2016/5/14,1:15,729
2016/5/14,1:20,734
2016/5/14,1:25,724
2016/5/14,1:30,734
2016/5/14,1:35,738
2016/5/14,1:40,740
2016/5/14,1:45,744
2016/5/14,1:50,746
2016/5/14,1:55,739
2016/5/14,2:00,748
2016/5/14,2:05,765
2016/5/14,2:10,761
2016/5/14,2:15,762
2016/5/14,2:20,764
2016/5/14,2:25,768
2016/5/14,2:30,773
2016/5/14,2:35,776
2016/5/14,2:40,766
2016/5/14,2:45,790
2016/5/14,2:50,797
2016/5/14,2:55,798
2016/5/14,3:00,807
2016/5/14,3:05,806
2016/5/14,3:10,812
2016/5/14,3:15,816
2016/5/14,3:20,817
2016/5/14,3:25,820
2016/5/14,3:30,827
2016/5/14,3:35,822
2016/5/14,3:40,824
2016/5/14,3:45,839
2016/5/14,3:50,840
2016/5/14,3:55,830
2016/5/14,4:00,834
2016/5/14,4:05,835
2016/5/14,4:10,849
2016/5/14,4:15,849
2016/5/14,4:20,845
2016/5/14,4:25,834
2016/5/14,4:30,854
2016/5/14,4:35,849
2016/5/14,4:40,849
2016/5/14,4:45,852
2016/5/14,4:50,849
2016/5/14,4:55,844
2016/5/14,5:00,846
2016/5/14,5:05,843
