2016/7/14 15:47 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1465,14:00〜15:00,5/31,8:55,34,74
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1092,14:00〜15:00,5/31,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/31,0:00,746,778,51
2016/5/31,1:00,742,754,51
2016/5/31,2:00,761,783,52
2016/5/31,3:00,811,825,55
2016/5/31,4:00,851,860,58
2016/5/31,5:00,840,852,57
2016/5/31,6:00,837,841,57
2016/5/31,7:00,828,834,57
2016/5/31,8:00,879,879,60
2016/5/31,9:00,961,951,66
2016/5/31,10:00,1007,994,69
2016/5/31,11:00,1058,986,72
2016/5/31,12:00,1035,967,71
2016/5/31,13:00,1073,1013,73
2016/5/31,14:00,1084,1037,74
2016/5/31,15:00,1071,1017,73
2016/5/31,16:00,1069,1029,73
2016/5/31,17:00,1059,1040,72
2016/5/31,18:00,1048,1043,72
2016/5/31,19:00,1041,1038,71
2016/5/31,20:00,995,1000,68
2016/5/31,21:00,948,953,65
2016/5/31,22:00,892,908,61
2016/5/31,23:00,824,835,56
最大使用率(%),時間帯
74,14:00〜15:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1322,14:00〜15:00,6/1,8:55,21,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1097,14:00〜15:00,6/1,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/31,0:00,779
2016/5/31,0:05,763
2016/5/31,0:10,766
2016/5/31,0:15,753
2016/5/31,0:20,749
2016/5/31,0:25,751
2016/5/31,0:30,742
2016/5/31,0:35,739
2016/5/31,0:40,737
2016/5/31,0:45,726
2016/5/31,0:50,723
2016/5/31,0:55,728
2016/5/31,1:00,740
2016/5/31,1:05,751
2016/5/31,1:10,742
2016/5/31,1:15,745
2016/5/31,1:20,742
2016/5/31,1:25,742
2016/5/31,1:30,747
2016/5/31,1:35,740
2016/5/31,1:40,737
2016/5/31,1:45,740
2016/5/31,1:50,742
2016/5/31,1:55,745
2016/5/31,2:00,743
2016/5/31,2:05,736
2016/5/31,2:10,750
2016/5/31,2:15,741
2016/5/31,2:20,754
2016/5/31,2:25,758
2016/5/31,2:30,754
2016/5/31,2:35,758
2016/5/31,2:40,770
2016/5/31,2:45,779
2016/5/31,2:50,790
2016/5/31,2:55,793
2016/5/31,3:00,790
2016/5/31,3:05,792
2016/5/31,3:10,800
2016/5/31,3:15,803
2016/5/31,3:20,803
2016/5/31,3:25,806
2016/5/31,3:30,808
2016/5/31,3:35,822
2016/5/31,3:40,825
2016/5/31,3:45,831
2016/5/31,3:50,825
2016/5/31,3:55,830
2016/5/31,4:00,842
2016/5/31,4:05,847
2016/5/31,4:10,840
2016/5/31,4:15,841
2016/5/31,4:20,846
2016/5/31,4:25,850
2016/5/31,4:30,858
2016/5/31,4:35,857
2016/5/31,4:40,856
2016/5/31,4:45,857
2016/5/31,4:50,858
2016/5/31,4:55,859
2016/5/31,5:00,860
2016/5/31,5:05,851
2016/5/31,5:10,842
2016/5/31,5:15,844
2016/5/31,5:20,845
2016/5/31,5:25,830
2016/5/31,5:30,843
2016/5/31,5:35,843
2016/5/31,5:40,841
2016/5/31,5:45,820
2016/5/31,5:50,825
2016/5/31,5:55,830
2016/5/31,6:00,834
2016/5/31,6:05,831
2016/5/31,6:10,831
2016/5/31,6:15,833
2016/5/31,6:20,840
2016/5/31,6:25,845
2016/5/31,6:30,846
2016/5/31,6:35,843
2016/5/31,6:40,847
2016/5/31,6:45,839
2016/5/31,6:50,835
2016/5/31,6:55,824
2016/5/31,7:00,823
2016/5/31,7:05,830
2016/5/31,7:10,836
2016/5/31,7:15,832
2016/5/31,7:20,833
2016/5/31,7:25,821
2016/5/31,7:30,832
2016/5/31,7:35,842
2016/5/31,7:40,821
2016/5/31,7:45,827
2016/5/31,7:50,818
2016/5/31,7:55,829
2016/5/31,8:00,849
2016/5/31,8:05,845
2016/5/31,8:10,856
2016/5/31,8:15,856
2016/5/31,8:20,878
2016/5/31,8:25,873
2016/5/31,8:30,885
2016/5/31,8:35,904
2016/5/31,8:40,894
2016/5/31,8:45,891
2016/5/31,8:50,907
2016/5/31,8:55,910
2016/5/31,9:00,913
2016/5/31,9:05,931
2016/5/31,9:10,944
2016/5/31,9:15,952
2016/5/31,9:20,954
2016/5/31,9:25,961
2016/5/31,9:30,965
2016/5/31,9:35,969
2016/5/31,9:40,971
2016/5/31,9:45,983
2016/5/31,9:50,988
2016/5/31,9:55,996
2016/5/31,10:00,998
2016/5/31,10:05,994
2016/5/31,10:10,992
2016/5/31,10:15,991
2016/5/31,10:20,995
2016/5/31,10:25,997
2016/5/31,10:30,1007
2016/5/31,10:35,1026
2016/5/31,10:40,1027
2016/5/31,10:45,1026
2016/5/31,10:50,1023
2016/5/31,10:55,1009
2016/5/31,11:00,1043
2016/5/31,11:05,1043
2016/5/31,11:10,1060
2016/5/31,11:15,1059
2016/5/31,11:20,1056
2016/5/31,11:25,1076
2016/5/31,11:30,1050
2016/5/31,11:35,1066
2016/5/31,11:40,1060
2016/5/31,11:45,1058
2016/5/31,11:50,1053
2016/5/31,11:55,1067
2016/5/31,12:00,1046
2016/5/31,12:05,1035
2016/5/31,12:10,1047
2016/5/31,12:15,1035
2016/5/31,12:20,1037
2016/5/31,12:25,1047
2016/5/31,12:30,1037
2016/5/31,12:35,1027
2016/5/31,12:40,1026
2016/5/31,12:45,1038
2016/5/31,12:50,1019
2016/5/31,12:55,1022
2016/5/31,13:00,1054
2016/5/31,13:05,1078
2016/5/31,13:10,1065
2016/5/31,13:15,1074
2016/5/31,13:20,1076
2016/5/31,13:25,1092
2016/5/31,13:30,1055
2016/5/31,13:35,1082
2016/5/31,13:40,1075
2016/5/31,13:45,1066
2016/5/31,13:50,1060
2016/5/31,13:55,1091
2016/5/31,14:00,1087
2016/5/31,14:05,1091
2016/5/31,14:10,1081
2016/5/31,14:15,1068
2016/5/31,14:20,1077
2016/5/31,14:25,1093
2016/5/31,14:30,1079
2016/5/31,14:35,1080
2016/5/31,14:40,1080
2016/5/31,14:45,1083
2016/5/31,14:50,1085
2016/5/31,14:55,1097
2016/5/31,15:00,1086
2016/5/31,15:05,1079
2016/5/31,15:10,1077
2016/5/31,15:15,1065
2016/5/31,15:20,1077
2016/5/31,15:25,1056
2016/5/31,15:30,1074
2016/5/31,15:35,1075
2016/5/31,15:40,1074
2016/5/31,15:45,1052
2016/5/31,15:50,1062
2016/5/31,15:55,1080
2016/5/31,16:00,1066
2016/5/31,16:05,1050
2016/5/31,16:10,1051
2016/5/31,16:15,1064
2016/5/31,16:20,1077
2016/5/31,16:25,1082
2016/5/31,16:30,1077
2016/5/31,16:35,1071
2016/5/31,16:40,1080
2016/5/31,16:45,1068
2016/5/31,16:50,1079
2016/5/31,16:55,1067
2016/5/31,17:00,1048
2016/5/31,17:05,1055
2016/5/31,17:10,1053
2016/5/31,17:15,1070
2016/5/31,17:20,1072
2016/5/31,17:25,1061
2016/5/31,17:30,1066
2016/5/31,17:35,1057
2016/5/31,17:40,1059
2016/5/31,17:45,1054
2016/5/31,17:50,1057
2016/5/31,17:55,1051
2016/5/31,18:00,1048
2016/5/31,18:05,1049
2016/5/31,18:10,1050
2016/5/31,18:15,1051
2016/5/31,18:20,1059
2016/5/31,18:25,1045
2016/5/31,18:30,1040
2016/5/31,18:35,1049
2016/5/31,18:40,1048
2016/5/31,18:45,1046
2016/5/31,18:50,1040
2016/5/31,18:55,1053
2016/5/31,19:00,1052
2016/5/31,19:05,1043
2016/5/31,19:10,1046
2016/5/31,19:15,1043
2016/5/31,19:20,1047
2016/5/31,19:25,1050
2016/5/31,19:30,1045
2016/5/31,19:35,1036
2016/5/31,19:40,1035
2016/5/31,19:45,1037
2016/5/31,19:50,1033
2016/5/31,19:55,1029
