2016/7/13 17:02 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1222,19:00〜20:00,4/6,8:55,20,83
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1017,19:00〜20:00,4/6,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/4/6,0:00,764,768,63
2016/4/6,1:00,781,786,64
2016/4/6,2:00,836,842,68
2016/4/6,3:00,884,893,72
2016/4/6,4:00,907,916,74
2016/4/6,5:00,895,906,73
2016/4/6,6:00,895,895,73
2016/4/6,7:00,881,898,72
2016/4/6,8:00,896,909,73
2016/4/6,9:00,918,931,75
2016/4/6,10:00,911,929,75
2016/4/6,11:00,920,923,75
2016/4/6,12:00,882,883,72
2016/4/6,13:00,926,921,76
2016/4/6,14:00,918,937,75
2016/4/6,15:00,912,909,75
2016/4/6,16:00,943,927,77
2016/4/6,17:00,967,947,79
2016/4/6,18:00,992,989,81
2016/4/6,19:00,976,1003,80
2016/4/6,20:00,932,966,76
2016/4/6,21:00,887,927,73
2016/4/6,22:00,844,891,69
2016/4/6,23:00,802,837,66
最大使用率(%),時間帯
81,18:00〜19:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1226,19:00〜20:00,4/7,8:55,23,82
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
999,19:00〜20:00,4/7,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/4/6,0:00,778
2016/4/6,0:05,776
2016/4/6,0:10,781
2016/4/6,0:15,772
2016/4/6,0:20,770
2016/4/6,0:25,762
2016/4/6,0:30,759
2016/4/6,0:35,761
2016/4/6,0:40,763
2016/4/6,0:45,753
2016/4/6,0:50,747
2016/4/6,0:55,746
2016/4/6,1:00,760
2016/4/6,1:05,774
2016/4/6,1:10,769
2016/4/6,1:15,779
2016/4/6,1:20,767
2016/4/6,1:25,775
2016/4/6,1:30,777
2016/4/6,1:35,794
2016/4/6,1:40,801
2016/4/6,1:45,793
2016/4/6,1:50,790
2016/4/6,1:55,797
2016/4/6,2:00,810
2016/4/6,2:05,829
2016/4/6,2:10,820
2016/4/6,2:15,836
2016/4/6,2:20,824
2016/4/6,2:25,840
2016/4/6,2:30,839
2016/4/6,2:35,840
2016/4/6,2:40,844
2016/4/6,2:45,839
2016/4/6,2:50,858
2016/4/6,2:55,858
2016/4/6,3:00,881
2016/4/6,3:05,866
2016/4/6,3:10,872
2016/4/6,3:15,883
2016/4/6,3:20,882
2016/4/6,3:25,889
2016/4/6,3:30,888
2016/4/6,3:35,883
2016/4/6,3:40,884
2016/4/6,3:45,894
2016/4/6,3:50,885
2016/4/6,3:55,900
2016/4/6,4:00,901
2016/4/6,4:05,899
2016/4/6,4:10,909
2016/4/6,4:15,907
2016/4/6,4:20,906
2016/4/6,4:25,904
2016/4/6,4:30,908
2016/4/6,4:35,913
2016/4/6,4:40,924
2016/4/6,4:45,911
2016/4/6,4:50,899
2016/4/6,4:55,909
2016/4/6,5:00,902
2016/4/6,5:05,905
