2016/7/14 15:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1289,14:00〜15:00,6/6,8:55,26,80
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1027,14:00〜15:00,6/6,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/6/6,0:00,695,690,54
2016/6/6,1:00,691,685,54
2016/6/6,2:00,731,720,57
2016/6/6,3:00,787,772,61
2016/6/6,4:00,822,818,64
2016/6/6,5:00,825,814,64
2016/6/6,6:00,820,823,64
2016/6/6,7:00,834,853,65
2016/6/6,8:00,893,895,69
2016/6/6,9:00,949,950,74
2016/6/6,10:00,982,971,76
2016/6/6,11:00,1007,977,78
2016/6/6,12:00,958,938,74
2016/6/6,13:00,1044,979,81
2016/6/6,14:00,1039,976,81
2016/6/6,15:00,1016,963,79
2016/6/6,16:00,1035,967,80
2016/6/6,17:00,1023,969,79
2016/6/6,18:00,1028,980,80
2016/6/6,19:00,1018,982,79
2016/6/6,20:00,978,941,76
2016/6/6,21:00,926,910,72
2016/6/6,22:00,892,879,69
2016/6/6,23:00,824,818,64
最大使用率(%),時間帯
81,14:00〜15:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1334,14:00〜15:00,6/7,8:55,22,82
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1089,14:00〜15:00,6/7,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/6/6,0:00,705
2016/6/6,0:05,708
2016/6/6,0:10,690
2016/6/6,0:15,692
2016/6/6,0:20,676
2016/6/6,0:25,688
2016/6/6,0:30,670
2016/6/6,0:35,679
2016/6/6,0:40,675
2016/6/6,0:45,665
2016/6/6,0:50,655
2016/6/6,0:55,658
2016/6/6,1:00,678
2016/6/6,1:05,669
2016/6/6,1:10,673
2016/6/6,1:15,664
2016/6/6,1:20,670
2016/6/6,1:25,673
2016/6/6,1:30,676
2016/6/6,1:35,681
2016/6/6,1:40,684
2016/6/6,1:45,675
2016/6/6,1:50,683
2016/6/6,1:55,694
2016/6/6,2:00,696
2016/6/6,2:05,696
2016/6/6,2:10,707
2016/6/6,2:15,695
2016/6/6,2:20,705
2016/6/6,2:25,716
2016/6/6,2:30,714
2016/6/6,2:35,725
2016/6/6,2:40,731
2016/6/6,2:45,729
2016/6/6,2:50,747
2016/6/6,2:55,744
2016/6/6,3:00,758
2016/6/6,3:05,758
2016/6/6,3:10,751
2016/6/6,3:15,760
2016/6/6,3:20,771
2016/6/6,3:25,773
2016/6/6,3:30,776
2016/6/6,3:35,776
2016/6/6,3:40,789
2016/6/6,3:45,794
2016/6/6,3:50,791
2016/6/6,3:55,797
2016/6/6,4:00,794
2016/6/6,4:05,803
2016/6/6,4:10,807
2016/6/6,4:15,805
2016/6/6,4:20,810
2016/6/6,4:25,808
2016/6/6,4:30,816
2016/6/6,4:35,810
2016/6/6,4:40,816
2016/6/6,4:45,810
2016/6/6,4:50,812
2016/6/6,4:55,808
2016/6/6,5:00,816
2016/6/6,5:05,825
2016/6/6,5:10,819
2016/6/6,5:15,806
2016/6/6,5:20,812
2016/6/6,5:25,823
2016/6/6,5:30,819
2016/6/6,5:35,811
2016/6/6,5:40,811
2016/6/6,5:45,792
2016/6/6,5:50,793
2016/6/6,5:55,791
2016/6/6,6:00,798
2016/6/6,6:05,805
2016/6/6,6:10,801
2016/6/6,6:15,803
2016/6/6,6:20,806
2016/6/6,6:25,813
2016/6/6,6:30,795
2016/6/6,6:35,799
2016/6/6,6:40,810
2016/6/6,6:45,807
2016/6/6,6:50,809
2016/6/6,6:55,813
2016/6/6,7:00,827
2016/6/6,7:05,814
2016/6/6,7:10,808
2016/6/6,7:15,822
2016/6/6,7:20,818
2016/6/6,7:25,816
2016/6/6,7:30,803
2016/6/6,7:35,826
2016/6/6,7:40,810
2016/6/6,7:45,811
2016/6/6,7:50,820
2016/6/6,7:55,809
2016/6/6,8:00,823
2016/6/6,8:05,844
2016/6/6,8:10,860
2016/6/6,8:15,861
2016/6/6,8:20,863
2016/6/6,8:25,858
2016/6/6,8:30,867
2016/6/6,8:35,874
2016/6/6,8:40,881
2016/6/6,8:45,859
2016/6/6,8:50,891
2016/6/6,8:55,890
2016/6/6,9:00,904
2016/6/6,9:05,919
2016/6/6,9:10,900
2016/6/6,9:15,895
2016/6/6,9:20,907
2016/6/6,9:25,890
2016/6/6,9:30,911
2016/6/6,9:35,919
2016/6/6,9:40,919
2016/6/6,9:45,917
2016/6/6,9:50,950
2016/6/6,9:55,944
2016/6/6,10:00,926
2016/6/6,10:05,927
2016/6/6,10:10,912
2016/6/6,10:15,943
2016/6/6,10:20,923
2016/6/6,10:25,941
2016/6/6,10:30,940
2016/6/6,10:35,951
2016/6/6,10:40,956
2016/6/6,10:45,971
2016/6/6,10:50,977
2016/6/6,10:55,970
2016/6/6,11:00,973
2016/6/6,11:05,933
2016/6/6,11:10,934
2016/6/6,11:15,960
2016/6/6,11:20,974
2016/6/6,11:25,991
2016/6/6,11:30,982
2016/6/6,11:35,986
2016/6/6,11:40,981
2016/6/6,11:45,964
2016/6/6,11:50,967
2016/6/6,11:55,968
2016/6/6,12:00,948
2016/6/6,12:05,913
2016/6/6,12:10,898
2016/6/6,12:15,909
2016/6/6,12:20,915
2016/6/6,12:25,923
2016/6/6,12:30,923
2016/6/6,12:35,929
2016/6/6,12:40,918
2016/6/6,12:45,926
2016/6/6,12:50,941
2016/6/6,12:55,950
2016/6/6,13:00,959
2016/6/6,13:05,980
2016/6/6,13:10,998
2016/6/6,13:15,1016
2016/6/6,13:20,1013
2016/6/6,13:25,1030
2016/6/6,13:30,1026
2016/6/6,13:35,1010
2016/6/6,13:40,1011
2016/6/6,13:45,1006
2016/6/6,13:50,1006
2016/6/6,13:55,996
2016/6/6,14:00,998
2016/6/6,14:05,990
2016/6/6,14:10,995
2016/6/6,14:15,983
2016/6/6,14:20,1000
2016/6/6,14:25,1011
2016/6/6,14:30,1011
2016/6/6,14:35,1016
2016/6/6,14:40,997
2016/6/6,14:45,996
2016/6/6,14:50,999
2016/6/6,14:55,996
2016/6/6,15:00,982
2016/6/6,15:05,978
