2016/7/14 15:46 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1026,19:00〜20:00,5/1,8:55,22,82
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
843,19:00〜20:00,5/1,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/1,0:00,670,699,65
2016/5/1,1:00,679,678,66
2016/5/1,2:00,726,718,71
2016/5/1,3:00,771,765,75
2016/5/1,4:00,799,785,78
2016/5/1,5:00,767,766,75
2016/5/1,6:00,715,718,70
2016/5/1,7:00,688,694,67
2016/5/1,8:00,683,688,67
2016/5/1,9:00,706,699,69
2016/5/1,10:00,731,718,71
2016/5/1,11:00,756,726,74
2016/5/1,12:00,764,735,74
2016/5/1,13:00,760,739,74
2016/5/1,14:00,738,734,72
2016/5/1,15:00,740,727,72
2016/5/1,16:00,754,748,73
2016/5/1,17:00,790,775,77
2016/5/1,18:00,827,802,81
2016/5/1,19:00,861,837,84
2016/5/1,20:00,837,818,82
2016/5/1,21:00,788,784,77
2016/5/1,22:00,738,753,72
2016/5/1,23:00,681,707,66
最大使用率(%),時間帯
84,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
993,19:00〜20:00,5/2,8:55,10,91
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
900,19:00〜20:00,5/2,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/1,0:00,673
2016/5/1,0:05,678
2016/5/1,0:10,682
2016/5/1,0:15,683
2016/5/1,0:20,680
2016/5/1,0:25,671
2016/5/1,0:30,655
2016/5/1,0:35,662
2016/5/1,0:40,657
2016/5/1,0:45,665
2016/5/1,0:50,662
2016/5/1,0:55,670
2016/5/1,1:00,668
2016/5/1,1:05,672
2016/5/1,1:10,673
2016/5/1,1:15,669
2016/5/1,1:20,672
2016/5/1,1:25,667
2016/5/1,1:30,680
2016/5/1,1:35,680
2016/5/1,1:40,693
2016/5/1,1:45,689
2016/5/1,1:50,686
2016/5/1,1:55,697
2016/5/1,2:00,707
2016/5/1,2:05,708
2016/5/1,2:10,710
2016/5/1,2:15,711
2016/5/1,2:20,717
2016/5/1,2:25,717
2016/5/1,2:30,732
2016/5/1,2:35,736
2016/5/1,2:40,738
2016/5/1,2:45,736
2016/5/1,2:50,755
2016/5/1,2:55,746
2016/5/1,3:00,753
2016/5/1,3:05,765
2016/5/1,3:10,756
2016/5/1,3:15,753
2016/5/1,3:20,768
2016/5/1,3:25,773
2016/5/1,3:30,781
2016/5/1,3:35,779
2016/5/1,3:40,772
2016/5/1,3:45,782
2016/5/1,3:50,789
2016/5/1,3:55,788
2016/5/1,4:00,807
2016/5/1,4:05,788
2016/5/1,4:10,792
2016/5/1,4:15,792
2016/5/1,4:20,800
2016/5/1,4:25,797
2016/5/1,4:30,802
2016/5/1,4:35,804
2016/5/1,4:40,799
2016/5/1,4:45,803
2016/5/1,4:50,801
2016/5/1,4:55,803
2016/5/1,5:00,794
2016/5/1,5:05,783
2016/5/1,5:10,782
2016/5/1,5:15,783
2016/5/1,5:20,780
2016/5/1,5:25,772
2016/5/1,5:30,770
2016/5/1,5:35,759
2016/5/1,5:40,753
2016/5/1,5:45,752
2016/5/1,5:50,747
2016/5/1,5:55,737
2016/5/1,6:00,729
2016/5/1,6:05,735
2016/5/1,6:10,722
2016/5/1,6:15,727
2016/5/1,6:20,722
2016/5/1,6:25,708
2016/5/1,6:30,711
2016/5/1,6:35,706
2016/5/1,6:40,703
2016/5/1,6:45,707
2016/5/1,6:50,708
2016/5/1,6:55,699
2016/5/1,7:00,705
2016/5/1,7:05,695
2016/5/1,7:10,688
2016/5/1,7:15,697
2016/5/1,7:20,695
2016/5/1,7:25,690
2016/5/1,7:30,688
2016/5/1,7:35,683
2016/5/1,7:40,677
2016/5/1,7:45,676
2016/5/1,7:50,682
2016/5/1,7:55,683
2016/5/1,8:00,670
2016/5/1,8:05,674
