2016/7/14 15:47 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1084,19:00〜20:00,5/20,15:25,10,91
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
988,19:00〜20:00,5/20,15:25
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/20,0:00,746,740,69
2016/5/20,1:00,740,736,68
2016/5/20,2:00,775,779,71
2016/5/20,3:00,830,834,77
2016/5/20,4:00,858,874,79
2016/5/20,5:00,844,863,78
2016/5/20,6:00,841,835,78
2016/5/20,7:00,846,824,78
2016/5/20,8:00,877,829,81
2016/5/20,9:00,955,882,88
2016/5/20,10:00,1001,908,92
2016/5/20,11:00,1023,940,94
2016/5/20,12:00,994,896,92
2016/5/20,13:00,1020,929,94
2016/5/20,14:00,1032,944,95
2016/5/20,15:00,1023,948,94
2016/5/20,16:00,1033,961,95
2016/5/20,17:00,1007,962,93
2016/5/20,18:00,996,972,92
2016/5/20,19:00,992,982,92
2016/5/20,20:00,955,946,88
2016/5/20,21:00,916,907,85
2016/5/20,22:00,878,870,81
2016/5/20,23:00,814,801,75
最大使用率(%),時間帯
95,16:00〜17:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1116,19:00〜20:00,5/21,8:55,13,88
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
984,19:00〜20:00,5/21,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/20,0:00,749
2016/5/20,0:05,768
2016/5/20,0:10,760
2016/5/20,0:15,763
2016/5/20,0:20,748
2016/5/20,0:25,750
2016/5/20,0:30,748
2016/5/20,0:35,742
2016/5/20,0:40,739
2016/5/20,0:45,733
2016/5/20,0:50,726
2016/5/20,0:55,719
2016/5/20,1:00,742
2016/5/20,1:05,741
2016/5/20,1:10,737
2016/5/20,1:15,744
2016/5/20,1:20,750
2016/5/20,1:25,735
2016/5/20,1:30,726
2016/5/20,1:35,739
2016/5/20,1:40,740
2016/5/20,1:45,737
2016/5/20,1:50,750
2016/5/20,1:55,745
2016/5/20,2:00,746
2016/5/20,2:05,765
2016/5/20,2:10,766
2016/5/20,2:15,763
2016/5/20,2:20,766
2016/5/20,2:25,767
2016/5/20,2:30,781
2016/5/20,2:35,774
2016/5/20,2:40,788
2016/5/20,2:45,789
2016/5/20,2:50,795
2016/5/20,2:55,806
2016/5/20,3:00,806
2016/5/20,3:05,800
2016/5/20,3:10,810
2016/5/20,3:15,820
2016/5/20,3:20,823
2016/5/20,3:25,836
2016/5/20,3:30,841
2016/5/20,3:35,838
2016/5/20,3:40,831
2016/5/20,3:45,851
2016/5/20,3:50,851
2016/5/20,3:55,848
2016/5/20,4:00,852
2016/5/20,4:05,862
2016/5/20,4:10,851
2016/5/20,4:15,859
2016/5/20,4:20,858
2016/5/20,4:25,862
2016/5/20,4:30,860
2016/5/20,4:35,854
2016/5/20,4:40,859
2016/5/20,4:45,856
2016/5/20,4:50,866
2016/5/20,4:55,854
2016/5/20,5:00,855
2016/5/20,5:05,855
2016/5/20,5:10,861
2016/5/20,5:15,857
2016/5/20,5:20,860
2016/5/20,5:25,846
2016/5/20,5:30,845
2016/5/20,5:35,849
2016/5/20,5:40,837
2016/5/20,5:45,830
2016/5/20,5:50,819
2016/5/20,5:55,810
2016/5/20,6:00,823
2016/5/20,6:05,828
2016/5/20,6:10,835
2016/5/20,6:15,834
2016/5/20,6:20,831
2016/5/20,6:25,841
2016/5/20,6:30,848
2016/5/20,6:35,848
2016/5/20,6:40,847
2016/5/20,6:45,848
2016/5/20,6:50,857
2016/5/20,6:55,849
2016/5/20,7:00,855
2016/5/20,7:05,866
2016/5/20,7:10,858
2016/5/20,7:15,852
2016/5/20,7:20,837
2016/5/20,7:25,836
2016/5/20,7:30,843
2016/5/20,7:35,851
2016/5/20,7:40,839
2016/5/20,7:45,833
2016/5/20,7:50,845
2016/5/20,7:55,842
2016/5/20,8:00,844
2016/5/20,8:05,862
2016/5/20,8:10,856
2016/5/20,8:15,868
2016/5/20,8:20,865
2016/5/20,8:25,862
2016/5/20,8:30,889
2016/5/20,8:35,892
2016/5/20,8:40,892
2016/5/20,8:45,891
2016/5/20,8:50,895
2016/5/20,8:55,906
2016/5/20,9:00,914
2016/5/20,9:05,945
2016/5/20,9:10,937
2016/5/20,9:15,951
2016/5/20,9:20,944
2016/5/20,9:25,950
2016/5/20,9:30,954
2016/5/20,9:35,971
2016/5/20,9:40,975
2016/5/20,9:45,959
2016/5/20,9:50,970
2016/5/20,9:55,985
2016/5/20,10:00,971
2016/5/20,10:05,983
2016/5/20,10:10,984
2016/5/20,10:15,980
2016/5/20,10:20,1007
2016/5/20,10:25,1011
2016/5/20,10:30,1006
2016/5/20,10:35,1011
2016/5/20,10:40,1026
2016/5/20,10:45,1009
2016/5/20,10:50,1019
2016/5/20,10:55,1013
2016/5/20,11:00,1012
2016/5/20,11:05,1023
2016/5/20,11:10,1019
2016/5/20,11:15,1016
2016/5/20,11:20,1022
2016/5/20,11:25,1026
2016/5/20,11:30,1034
2016/5/20,11:35,1043
2016/5/20,11:40,1010
2016/5/20,11:45,1021
