2016/7/14 15:46 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1074,19:00〜20:00,5/7,8:55,21,83
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
886,19:00〜20:00,5/7,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/7,0:00,704,726,66
2016/5/7,1:00,719,723,67
2016/5/7,2:00,764,768,71
2016/5/7,3:00,803,823,75
2016/5/7,4:00,827,849,77
2016/5/7,5:00,803,833,75
2016/5/7,6:00,783,791,73
2016/5/7,7:00,793,752,74
2016/5/7,8:00,826,758,77
2016/5/7,9:00,876,782,82
2016/5/7,10:00,890,808,83
2016/5/7,11:00,926,821,86
2016/5/7,12:00,909,809,85
2016/5/7,13:00,915,811,85
2016/5/7,14:00,892,799,83
2016/5/7,15:00,876,761,82
2016/5/7,16:00,886,785,82
2016/5/7,17:00,883,818,82
2016/5/7,18:00,892,850,83
2016/5/7,19:00,917,880,85
2016/5/7,20:00,886,858,82
2016/5/7,21:00,833,815,78
2016/5/7,22:00,785,767,73
2016/5/7,23:00,741,718,69
最大使用率(%),時間帯
86,11:00〜12:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1089,19:00〜20:00,5/8,8:55,20,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
904,19:00〜20:00,5/8,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/7,0:00,727
2016/5/7,0:05,722
2016/5/7,0:10,716
2016/5/7,0:15,709
2016/5/7,0:20,706
2016/5/7,0:25,703
2016/5/7,0:30,702
2016/5/7,0:35,701
2016/5/7,0:40,687
2016/5/7,0:45,692
2016/5/7,0:50,690
2016/5/7,0:55,698
2016/5/7,1:00,703
2016/5/7,1:05,697
2016/5/7,1:10,703
2016/5/7,1:15,708
2016/5/7,1:20,714
2016/5/7,1:25,712
2016/5/7,1:30,723
2016/5/7,1:35,735
2016/5/7,1:40,723
2016/5/7,1:45,737
2016/5/7,1:50,736
2016/5/7,1:55,733
2016/5/7,2:00,739
2016/5/7,2:05,738
2016/5/7,2:10,749
2016/5/7,2:15,751
2016/5/7,2:20,760
2016/5/7,2:25,767
2016/5/7,2:30,772
2016/5/7,2:35,757
2016/5/7,2:40,774
2016/5/7,2:45,785
2016/5/7,2:50,786
2016/5/7,2:55,790
2016/5/7,3:00,782
2016/5/7,3:05,790
2016/5/7,3:10,790
2016/5/7,3:15,799
2016/5/7,3:20,799
2016/5/7,3:25,799
2016/5/7,3:30,812
2016/5/7,3:35,809
2016/5/7,3:40,807
2016/5/7,3:45,818
2016/5/7,3:50,818
2016/5/7,3:55,815
2016/5/7,4:00,817
2016/5/7,4:05,812
2016/5/7,4:10,831
2016/5/7,4:15,834
2016/5/7,4:20,826
2016/5/7,4:25,824
2016/5/7,4:30,829
2016/5/7,4:35,834
2016/5/7,4:40,832
2016/5/7,4:45,834
2016/5/7,4:50,833
2016/5/7,4:55,824
2016/5/7,5:00,824
2016/5/7,5:05,823
2016/5/7,5:10,828
2016/5/7,5:15,806
2016/5/7,5:20,813
2016/5/7,5:25,810
2016/5/7,5:30,803
2016/5/7,5:35,790
2016/5/7,5:40,798
2016/5/7,5:45,779
2016/5/7,5:50,780
2016/5/7,5:55,776
2016/5/7,6:00,783
2016/5/7,6:05,786
2016/5/7,6:10,791
2016/5/7,6:15,784
2016/5/7,6:20,787
2016/5/7,6:25,786
2016/5/7,6:30,788
2016/5/7,6:35,787
2016/5/7,6:40,789
2016/5/7,6:45,768
2016/5/7,6:50,775
2016/5/7,6:55,784
2016/5/7,7:00,790
2016/5/7,7:05,792
2016/5/7,7:10,786
2016/5/7,7:15,789
2016/5/7,7:20,794
2016/5/7,7:25,798
2016/5/7,7:30,791
2016/5/7,7:35,806
2016/5/7,7:40,796
2016/5/7,7:45,779
2016/5/7,7:50,801
2016/5/7,7:55,785
2016/5/7,8:00,800
2016/5/7,8:05,797
2016/5/7,8:10,808
2016/5/7,8:15,818
2016/5/7,8:20,831
2016/5/7,8:25,823
2016/5/7,8:30,836
2016/5/7,8:35,834
2016/5/7,8:40,850
2016/5/7,8:45,835
2016/5/7,8:50,835
2016/5/7,8:55,847
2016/5/7,9:00,867
2016/5/7,9:05,877
2016/5/7,9:10,864
2016/5/7,9:15,875
2016/5/7,9:20,858
2016/5/7,9:25,863
2016/5/7,9:30,870
2016/5/7,9:35,888
2016/5/7,9:40,897
2016/5/7,9:45,880
2016/5/7,9:50,905
2016/5/7,9:55,870
2016/5/7,10:00,902
2016/5/7,10:05,900
2016/5/7,10:10,877
2016/5/7,10:15,871
2016/5/7,10:20,871
2016/5/7,10:25,886
2016/5/7,10:30,892
2016/5/7,10:35,883
2016/5/7,10:40,880
2016/5/7,10:45,898
2016/5/7,10:50,905
2016/5/7,10:55,921
2016/5/7,11:00,913
2016/5/7,11:05,927
2016/5/7,11:10,899
2016/5/7,11:15,924
2016/5/7,11:20,940
2016/5/7,11:25,912
2016/5/7,11:30,933
2016/5/7,11:35,930
2016/5/7,11:40,922
2016/5/7,11:45,918
2016/5/7,11:50,951
2016/5/7,11:55,943
2016/5/7,12:00,927
2016/5/7,12:05,928
2016/5/7,12:10,928
2016/5/7,12:15,914
2016/5/7,12:20,909
2016/5/7,12:25,893
2016/5/7,12:30,906
2016/5/7,12:35,909
2016/5/7,12:40,899
2016/5/7,12:45,900
2016/5/7,12:50,894
2016/5/7,12:55,898
2016/5/7,13:00,916
2016/5/7,13:05,915
2016/5/7,13:10,928
2016/5/7,13:15,937
2016/5/7,13:20,911
2016/5/7,13:25,921
2016/5/7,13:30,913
2016/5/7,13:35,904
2016/5/7,13:40,911
2016/5/7,13:45,924
2016/5/7,13:50,903
2016/5/7,13:55,895
2016/5/7,14:00,906
2016/5/7,14:05,893
2016/5/7,14:10,900
2016/5/7,14:15,893
2016/5/7,14:20,894
2016/5/7,14:25,886
2016/5/7,14:30,895
2016/5/7,14:35,909
2016/5/7,14:40,877
2016/5/7,14:45,888
2016/5/7,14:50,879
2016/5/7,14:55,893
2016/5/7,15:00,884
2016/5/7,15:05,864
2016/5/7,15:10,875
2016/5/7,15:15,868
2016/5/7,15:20,861
2016/5/7,15:25,861
2016/5/7,15:30,877
2016/5/7,15:35,876
2016/5/7,15:40,869
2016/5/7,15:45,886
2016/5/7,15:50,892
2016/5/7,15:55,898
2016/5/7,16:00,886
2016/5/7,16:05,892
2016/5/7,16:10,887
2016/5/7,16:15,877
2016/5/7,16:20,880
2016/5/7,16:25,892
2016/5/7,16:30,877
2016/5/7,16:35,876
2016/5/7,16:40,887
2016/5/7,16:45,890
2016/5/7,16:50,894
2016/5/7,16:55,884
2016/5/7,17:00,890
2016/5/7,17:05,884
2016/5/7,17:10,884
2016/5/7,17:15,876
2016/5/7,17:20,880
2016/5/7,17:25,884
2016/5/7,17:30,881
2016/5/7,17:35,883
2016/5/7,17:40,886
2016/5/7,17:45,882
2016/5/7,17:50,885
2016/5/7,17:55,886
2016/5/7,18:00,869
2016/5/7,18:05,882
2016/5/7,18:10,878
2016/5/7,18:15,883
2016/5/7,18:20,889
2016/5/7,18:25,886
2016/5/7,18:30,899
2016/5/7,18:35,896
2016/5/7,18:40,894
2016/5/7,18:45,905
2016/5/7,18:50,911
2016/5/7,18:55,910
2016/5/7,19:00,912
2016/5/7,19:05,919
2016/5/7,19:10,921
2016/5/7,19:15,920
2016/5/7,19:20,929
2016/5/7,19:25,920
2016/5/7,19:30,918
2016/5/7,19:35,915
2016/5/7,19:40,918
2016/5/7,19:45,909
2016/5/7,19:50,914
2016/5/7,19:55,913
2016/5/7,20:00,904
2016/5/7,20:05,900
2016/5/7,20:10,895
2016/5/7,20:15,905
2016/5/7,20:20,888
2016/5/7,20:25,889
2016/5/7,20:30,883
2016/5/7,20:35,885
2016/5/7,20:40,873
2016/5/7,20:45,868
2016/5/7,20:50,869
2016/5/7,20:55,873
2016/5/7,21:00,862
2016/5/7,21:05,859
2016/5/7,21:10,845
2016/5/7,21:15,847
2016/5/7,21:20,843
2016/5/7,21:25,833
2016/5/7,21:30,833
2016/5/7,21:35,829
2016/5/7,21:40,825
2016/5/7,21:45,809
2016/5/7,21:50,804
2016/5/7,21:55,802
2016/5/7,22:00,805
2016/5/7,22:05,805
2016/5/7,22:10,799
2016/5/7,22:15,808
2016/5/7,22:20,795
2016/5/7,22:25,784
2016/5/7,22:30,775
2016/5/7,22:35,774
2016/5/7,22:40,774
2016/5/7,22:45,772
2016/5/7,22:50,763
2016/5/7,22:55,759
2016/5/7,23:00,748
2016/5/7,23:05,751
2016/5/7,23:10,761
2016/5/7,23:15,754
2016/5/7,23:20,749
2016/5/7,23:25,743
2016/5/7,23:30,739
2016/5/7,23:35,740
2016/5/7,23:40,731
2016/5/7,23:45,733
2016/5/7,23:50,729
2016/5/7,23:55,712
