2016/7/14 15:55 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1329,14:00〜15:00,6/3,8:55,30,77
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1023,14:00〜15:00,6/3,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/6/3,0:00,742,756,56
2016/6/3,1:00,736,732,55
2016/6/3,2:00,766,766,58
2016/6/3,3:00,815,819,61
2016/6/3,4:00,856,849,64
2016/6/3,5:00,851,836,64
2016/6/3,6:00,846,825,64
2016/6/3,7:00,839,825,63
2016/6/3,8:00,878,839,66
2016/6/3,9:00,934,901,70
2016/6/3,10:00,989,943,74
2016/6/3,11:00,1013,961,76
2016/6/3,12:00,976,931,73
2016/6/3,13:00,1033,945,78
2016/6/3,14:00,1049,952,79
2016/6/3,15:00,1044,939,79
2016/6/3,16:00,1073,963,81
2016/6/3,17:00,1020,950,77
2016/6/3,18:00,999,947,75
2016/6/3,19:00,995,952,75
2016/6/3,20:00,961,923,72
2016/6/3,21:00,917,891,69
2016/6/3,22:00,883,862,66
2016/6/3,23:00,823,811,62
最大使用率(%),時間帯
81,16:00〜17:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1088,19:00〜20:00,6/4,8:55,13,88
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
961,19:00〜20:00,6/4,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/6/3,0:00,728
2016/6/3,0:05,741
2016/6/3,0:10,741
2016/6/3,0:15,740
2016/6/3,0:20,741
2016/6/3,0:25,722
2016/6/3,0:30,727
2016/6/3,0:35,729
2016/6/3,0:40,725
2016/6/3,0:45,715
2016/6/3,0:50,711
2016/6/3,0:55,704
2016/6/3,1:00,729
2016/6/3,1:05,733
2016/6/3,1:10,727
2016/6/3,1:15,715
2016/6/3,1:20,721
2016/6/3,1:25,717
2016/6/3,1:30,713
2016/6/3,1:35,720
2016/6/3,1:40,714
2016/6/3,1:45,725
2016/6/3,1:50,720
2016/6/3,1:55,732
2016/6/3,2:00,731
2016/6/3,2:05,737
2016/6/3,2:10,740
2016/6/3,2:15,747
2016/6/3,2:20,740
2016/6/3,2:25,748
2016/6/3,2:30,751
2016/6/3,2:35,754
2016/6/3,2:40,760
2016/6/3,2:45,767
2016/6/3,2:50,776
2016/6/3,2:55,776
2016/6/3,3:00,785
2016/6/3,3:05,794
2016/6/3,3:10,780
2016/6/3,3:15,791
2016/6/3,3:20,787
2016/6/3,3:25,801
2016/6/3,3:30,807
2016/6/3,3:35,801
2016/6/3,3:40,808
2016/6/3,3:45,815
2016/6/3,3:50,822
2016/6/3,3:55,823
2016/6/3,4:00,827
2016/6/3,4:05,827
2016/6/3,4:10,832
2016/6/3,4:15,843
2016/6/3,4:20,832
2016/6/3,4:25,840
2016/6/3,4:30,839
2016/6/3,4:35,849
2016/6/3,4:40,847
2016/6/3,4:45,852
2016/6/3,4:50,857
2016/6/3,4:55,855
2016/6/3,5:00,848
2016/6/3,5:05,839
2016/6/3,5:10,847
2016/6/3,5:15,858
2016/6/3,5:20,844
2016/6/3,5:25,834
2016/6/3,5:30,830
2016/6/3,5:35,831
2016/6/3,5:40,826
2016/6/3,5:45,826
2016/6/3,5:50,821
2016/6/3,5:55,834
2016/6/3,6:00,832
2016/6/3,6:05,833
2016/6/3,6:10,831
2016/6/3,6:15,832
2016/6/3,6:20,830
2016/6/3,6:25,840
2016/6/3,6:30,829
2016/6/3,6:35,827
2016/6/3,6:40,830
2016/6/3,6:45,831
2016/6/3,6:50,829
2016/6/3,6:55,828
2016/6/3,7:00,828
2016/6/3,7:05,831
2016/6/3,7:10,837
2016/6/3,7:15,829
2016/6/3,7:20,827
2016/6/3,7:25,808
2016/6/3,7:30,814
2016/6/3,7:35,813
2016/6/3,7:40,814
2016/6/3,7:45,809
2016/6/3,7:50,818
2016/6/3,7:55,808
2016/6/3,8:00,824
2016/6/3,8:05,838
2016/6/3,8:10,823
2016/6/3,8:15,821
2016/6/3,8:20,839
2016/6/3,8:25,839
2016/6/3,8:30,860
2016/6/3,8:35,868
2016/6/3,8:40,872
2016/6/3,8:45,852
2016/6/3,8:50,876
2016/6/3,8:55,876
2016/6/3,9:00,886
2016/6/3,9:05,888
2016/6/3,9:10,902
2016/6/3,9:15,889
2016/6/3,9:20,889
2016/6/3,9:25,883
2016/6/3,9:30,877
2016/6/3,9:35,914
2016/6/3,9:40,913
2016/6/3,9:45,918
2016/6/3,9:50,913
2016/6/3,9:55,922
2016/6/3,10:00,942
2016/6/3,10:05,946
2016/6/3,10:10,948
2016/6/3,10:15,944
2016/6/3,10:20,952
2016/6/3,10:25,930
2016/6/3,10:30,938
2016/6/3,10:35,962
2016/6/3,10:40,967
2016/6/3,10:45,945
2016/6/3,10:50,970
2016/6/3,10:55,953
2016/6/3,11:00,961
2016/6/3,11:05,952
2016/6/3,11:10,960
2016/6/3,11:15,955
2016/6/3,11:20,982
2016/6/3,11:25,985
2016/6/3,11:30,990
2016/6/3,11:35,993
2016/6/3,11:40,989
2016/6/3,11:45,965
2016/6/3,11:50,975
2016/6/3,11:55,958
2016/6/3,12:00,969
2016/6/3,12:05,960
2016/6/3,12:10,933
2016/6/3,12:15,931
2016/6/3,12:20,936
2016/6/3,12:25,929
2016/6/3,12:30,951
2016/6/3,12:35,934
2016/6/3,12:40,940
2016/6/3,12:45,926
2016/6/3,12:50,925
2016/6/3,12:55,941
2016/6/3,13:00,977
2016/6/3,13:05,994
2016/6/3,13:10,993
2016/6/3,13:15,981
2016/6/3,13:20,989
2016/6/3,13:25,993
2016/6/3,13:30,977
2016/6/3,13:35,1011
