2016/7/14 15:46 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1107,19:00〜20:00,5/11,8:55,16,87
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
958,19:00〜20:00,5/11,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/11,0:00,755,739,68
2016/5/11,1:00,751,743,68
2016/5/11,2:00,787,793,71
2016/5/11,3:00,840,849,76
2016/5/11,4:00,870,877,79
2016/5/11,5:00,867,871,78
2016/5/11,6:00,864,850,78
2016/5/11,7:00,868,816,78
2016/5/11,8:00,886,834,80
2016/5/11,9:00,939,873,85
2016/5/11,10:00,944,891,85
2016/5/11,11:00,943,922,85
2016/5/11,12:00,904,892,82
2016/5/11,13:00,949,914,86
2016/5/11,14:00,936,904,85
2016/5/11,15:00,937,879,85
2016/5/11,16:00,930,889,84
2016/5/11,17:00,931,896,84
2016/5/11,18:00,938,923,85
2016/5/11,19:00,956,944,86
2016/5/11,20:00,929,908,84
2016/5/11,21:00,887,862,80
2016/5/11,22:00,851,829,77
2016/5/11,23:00,791,781,71
最大使用率(%),時間帯
86,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1111,19:00〜20:00,5/12,8:55,16,86
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
958,19:00〜20:00,5/12,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/11,0:00,772
2016/5/11,0:05,774
2016/5/11,0:10,770
2016/5/11,0:15,765
2016/5/11,0:20,754
2016/5/11,0:25,756
2016/5/11,0:30,755
2016/5/11,0:35,748
2016/5/11,0:40,745
2016/5/11,0:45,743
2016/5/11,0:50,745
2016/5/11,0:55,737
2016/5/11,1:00,744
2016/5/11,1:05,753
2016/5/11,1:10,749
2016/5/11,1:15,754
2016/5/11,1:20,748
2016/5/11,1:25,750
2016/5/11,1:30,753
2016/5/11,1:35,756
2016/5/11,1:40,754
2016/5/11,1:45,753
2016/5/11,1:50,743
2016/5/11,1:55,755
2016/5/11,2:00,770
2016/5/11,2:05,767
2016/5/11,2:10,778
2016/5/11,2:15,780
2016/5/11,2:20,784
2016/5/11,2:25,788
2016/5/11,2:30,782
2016/5/11,2:35,781
2016/5/11,2:40,794
2016/5/11,2:45,805
2016/5/11,2:50,808
2016/5/11,2:55,814
2016/5/11,3:00,816
2016/5/11,3:05,828
2016/5/11,3:10,829
2016/5/11,3:15,831
2016/5/11,3:20,835
2016/5/11,3:25,835
2016/5/11,3:30,836
2016/5/11,3:35,847
2016/5/11,3:40,852
2016/5/11,3:45,853
2016/5/11,3:50,867
2016/5/11,3:55,856
2016/5/11,4:00,863
2016/5/11,4:05,861
2016/5/11,4:10,863
2016/5/11,4:15,867
2016/5/11,4:20,872
2016/5/11,4:25,871
2016/5/11,4:30,873
2016/5/11,4:35,873
2016/5/11,4:40,869
2016/5/11,4:45,871
2016/5/11,4:50,880
2016/5/11,4:55,876
2016/5/11,5:00,871
2016/5/11,5:05,869
2016/5/11,5:10,866
2016/5/11,5:15,877
2016/5/11,5:20,878
2016/5/11,5:25,872
2016/5/11,5:30,869
2016/5/11,5:35,859
2016/5/11,5:40,867
2016/5/11,5:45,860
2016/5/11,5:50,857
2016/5/11,5:55,851
2016/5/11,6:00,850
2016/5/11,6:05,865
2016/5/11,6:10,865
2016/5/11,6:15,862
2016/5/11,6:20,859
2016/5/11,6:25,868
2016/5/11,6:30,861
2016/5/11,6:35,867
2016/5/11,6:40,867
2016/5/11,6:45,865
2016/5/11,6:50,876
2016/5/11,6:55,868
2016/5/11,7:00,875
2016/5/11,7:05,879
2016/5/11,7:10,878
2016/5/11,7:15,869
2016/5/11,7:20,874
2016/5/11,7:25,861
2016/5/11,7:30,873
2016/5/11,7:35,874
2016/5/11,7:40,869
2016/5/11,7:45,849
2016/5/11,7:50,856
2016/5/11,7:55,864
2016/5/11,8:00,861
2016/5/11,8:05,867
2016/5/11,8:10,880
2016/5/11,8:15,876
2016/5/11,8:20,873
2016/5/11,8:25,871
2016/5/11,8:30,888
2016/5/11,8:35,896
2016/5/11,8:40,895
