2016/7/13 17:03 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1167,19:00〜20:00,4/14,8:55,17,86
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
999,19:00〜20:00,4/14,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/4/14,0:00,755,766,65
2016/4/14,1:00,768,775,66
2016/4/14,2:00,817,828,70
2016/4/14,3:00,872,878,75
2016/4/14,4:00,890,900,76
2016/4/14,5:00,877,890,75
2016/4/14,6:00,873,876,75
2016/4/14,7:00,855,848,73
2016/4/14,8:00,869,835,74
2016/4/14,9:00,917,865,79
2016/4/14,10:00,944,868,81
2016/4/14,11:00,964,866,83
2016/4/14,12:00,907,836,78
2016/4/14,13:00,939,869,80
2016/4/14,14:00,932,863,80
2016/4/14,15:00,924,865,79
2016/4/14,16:00,932,885,80
2016/4/14,17:00,947,916,81
2016/4/14,18:00,969,969,83
2016/4/14,19:00,986,990,84
2016/4/14,20:00,941,957,81
2016/4/14,21:00,880,911,75
2016/4/14,22:00,835,876,72
2016/4/14,23:00,782,821,67
最大使用率(%),時間帯
84,19:00〜20:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1223,19:00〜20:00,4/15,8:55,25,80
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
982,19:00〜20:00,4/15,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/4/14,0:00,771
2016/4/14,0:05,777
2016/4/14,0:10,766
2016/4/14,0:15,760
2016/4/14,0:20,752
2016/4/14,0:25,752
2016/4/14,0:30,759
2016/4/14,0:35,749
2016/4/14,0:40,741
2016/4/14,0:45,735
2016/4/14,0:50,744
2016/4/14,0:55,750
2016/4/14,1:00,765
2016/4/14,1:05,752
2016/4/14,1:10,750
2016/4/14,1:15,748
2016/4/14,1:20,758
2016/4/14,1:25,770
2016/4/14,1:30,774
2016/4/14,1:35,776
2016/4/14,1:40,776
2016/4/14,1:45,777
2016/4/14,1:50,783
2016/4/14,1:55,790
2016/4/14,2:00,794
2016/4/14,2:05,792
2016/4/14,2:10,794
2016/4/14,2:15,797
2016/4/14,2:20,802
2016/4/14,2:25,810
2016/4/14,2:30,810
2016/4/14,2:35,819
2016/4/14,2:40,826
2016/4/14,2:45,841
2016/4/14,2:50,855
2016/4/14,2:55,861
2016/4/14,3:00,864
2016/4/14,3:05,862
2016/4/14,3:10,859
2016/4/14,3:15,866
2016/4/14,3:20,879
2016/4/14,3:25,867
2016/4/14,3:30,866
2016/4/14,3:35,859
2016/4/14,3:40,876
2016/4/14,3:45,886
2016/4/14,3:50,890
2016/4/14,3:55,890
2016/4/14,4:00,878
2016/4/14,4:05,882
2016/4/14,4:10,895
2016/4/14,4:15,896
2016/4/14,4:20,895
2016/4/14,4:25,889
2016/4/14,4:30,880
2016/4/14,4:35,893
2016/4/14,4:40,893
2016/4/14,4:45,898
2016/4/14,4:50,890
2016/4/14,4:55,891
2016/4/14,5:00,891
2016/4/14,5:05,893
2016/4/14,5:10,886
2016/4/14,5:15,884
2016/4/14,5:20,876
2016/4/14,5:25,874
2016/4/14,5:30,869
2016/4/14,5:35,867
2016/4/14,5:40,876
2016/4/14,5:45,869
2016/4/14,5:50,862
2016/4/14,5:55,873
2016/4/14,6:00,874
2016/4/14,6:05,880
2016/4/14,6:10,881
2016/4/14,6:15,878
2016/4/14,6:20,862
2016/4/14,6:25,874
2016/4/14,6:30,867
2016/4/14,6:35,885
2016/4/14,6:40,874
2016/4/14,6:45,869
2016/4/14,6:50,862
2016/4/14,6:55,869
2016/4/14,7:00,877
2016/4/14,7:05,867
2016/4/14,7:10,858
2016/4/14,7:15,863
2016/4/14,7:20,849
2016/4/14,7:25,846
2016/4/14,7:30,857
2016/4/14,7:35,860
2016/4/14,7:40,855
2016/4/14,7:45,839
2016/4/14,7:50,847
2016/4/14,7:55,839
2016/4/14,8:00,850
2016/4/14,8:05,872
2016/4/14,8:10,855
2016/4/14,8:15,850
2016/4/14,8:20,872
2016/4/14,8:25,874
2016/4/14,8:30,886
2016/4/14,8:35,881
2016/4/14,8:40,866
2016/4/14,8:45,865
2016/4/14,8:50,873
2016/4/14,8:55,884
2016/4/14,9:00,876
2016/4/14,9:05,897
2016/4/14,9:10,914
2016/4/14,9:15,923
2016/4/14,9:20,913
2016/4/14,9:25,895
2016/4/14,9:30,928
2016/4/14,9:35,941
2016/4/14,9:40,945
2016/4/14,9:45,919
2016/4/14,9:50,921
2016/4/14,9:55,943
2016/4/14,10:00,943
2016/4/14,10:05,934
2016/4/14,10:10,937
2016/4/14,10:15,941
2016/4/14,10:20,967
2016/4/14,10:25,980
2016/4/14,10:30,947
2016/4/14,10:35,949
2016/4/14,10:40,943
2016/4/14,10:45,951
2016/4/14,10:50,942
2016/4/14,10:55,893
2016/4/14,11:00,960
2016/4/14,11:05,973
2016/4/14,11:10,991
2016/4/14,11:15,951
2016/4/14,11:20,958
2016/4/14,11:25,979
2016/4/14,11:30,955
2016/4/14,11:35,953
2016/4/14,11:40,942
2016/4/14,11:45,982
2016/4/14,11:50,957
2016/4/14,11:55,963
2016/4/14,12:00,937
2016/4/14,12:05,936
2016/4/14,12:10,923
2016/4/14,12:15,921
2016/4/14,12:20,921
2016/4/14,12:25,889
2016/4/14,12:30,882
2016/4/14,12:35,875
2016/4/14,12:40,899
2016/4/14,12:45,900
2016/4/14,12:50,887
2016/4/14,12:55,910
2016/4/14,13:00,916
2016/4/14,13:05,933
2016/4/14,13:10,944
2016/4/14,13:15,937
2016/4/14,13:20,943
2016/4/14,13:25,943
2016/4/14,13:30,947
2016/4/14,13:35,938
2016/4/14,13:40,944
2016/4/14,13:45,946
2016/4/14,13:50,940
2016/4/14,13:55,939
2016/4/14,14:00,946
2016/4/14,14:05,940
2016/4/14,14:10,946
2016/4/14,14:15,934
2016/4/14,14:20,935
2016/4/14,14:25,933
2016/4/14,14:30,930
2016/4/14,14:35,933
2016/4/14,14:40,917
2016/4/14,14:45,925
2016/4/14,14:50,918
2016/4/14,14:55,926
2016/4/14,15:00,908
2016/4/14,15:05,919
2016/4/14,15:10,924
2016/4/14,15:15,928
2016/4/14,15:20,931
2016/4/14,15:25,934
2016/4/14,15:30,932
2016/4/14,15:35,932
2016/4/14,15:40,923
2016/4/14,15:45,913
2016/4/14,15:50,921
2016/4/14,15:55,928
2016/4/14,16:00,925
2016/4/14,16:05,920
2016/4/14,16:10,923
2016/4/14,16:15,921
2016/4/14,16:20,915
2016/4/14,16:25,927
2016/4/14,16:30,918
2016/4/14,16:35,926
2016/4/14,16:40,947
2016/4/14,16:45,950
2016/4/14,16:50,958
2016/4/14,16:55,952
2016/4/14,17:00,937
2016/4/14,17:05,932
2016/4/14,17:10,941
2016/4/14,17:15,940
2016/4/14,17:20,940
2016/4/14,17:25,951
2016/4/14,17:30,952
2016/4/14,17:35,959
2016/4/14,17:40,948
2016/4/14,17:45,946
2016/4/14,17:50,952
2016/4/14,17:55,963
2016/4/14,18:00,961
2016/4/14,18:05,954
2016/4/14,18:10,956
2016/4/14,18:15,955
2016/4/14,18:20,962
2016/4/14,18:25,966
2016/4/14,18:30,963
2016/4/14,18:35,970
2016/4/14,18:40,971
2016/4/14,18:45,973
2016/4/14,18:50,996
2016/4/14,18:55,1002
2016/4/14,19:00,990
2016/4/14,19:05,998
2016/4/14,19:10,992
2016/4/14,19:15,995
2016/4/14,19:20,990
2016/4/14,19:25,986
2016/4/14,19:30,988
2016/4/14,19:35,985
2016/4/14,19:40,978
2016/4/14,19:45,980
2016/4/14,19:50,970
2016/4/14,19:55,975
2016/4/14,20:00,964
2016/4/14,20:05,963
2016/4/14,20:10,953
2016/4/14,20:15,946
2016/4/14,20:20,938
2016/4/14,20:25,952
2016/4/14,20:30,945
2016/4/14,20:35,937
2016/4/14,20:40,928
2016/4/14,20:45,917
2016/4/14,20:50,929
2016/4/14,20:55,923
2016/4/14,21:00,920
2016/4/14,21:05,920
2016/4/14,21:10,906
2016/4/14,21:15,906
2016/4/14,21:20,899
2016/4/14,21:25,896
2016/4/14,21:30,858
2016/4/14,21:35,854
2016/4/14,21:40,851
2016/4/14,21:45,852
2016/4/14,21:50,849
2016/4/14,21:55,849
2016/4/14,22:00,848
2016/4/14,22:05,855
2016/4/14,22:10,853
2016/4/14,22:15,847
2016/4/14,22:20,840
2016/4/14,22:25,848
2016/4/14,22:30,840
2016/4/14,22:35,825
2016/4/14,22:40,820
2016/4/14,22:45,816
2016/4/14,22:50,816
2016/4/14,22:55,811
2016/4/14,23:00,795
2016/4/14,23:05,796
2016/4/14,23:10,785
2016/4/14,23:15,795
2016/4/14,23:20,792
2016/4/14,23:25,797
2016/4/14,23:30,791
2016/4/14,23:35,782
2016/4/14,23:40,771
2016/4/14,23:45,766
2016/4/14,23:50,757
2016/4/14,23:55,762
