2016/7/14 15:46 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1165,19:00〜20:00,5/16,8:55,16,86
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1003,19:00〜20:00,5/16,8:55
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%)
2016/5/16,0:00,697,701,60
2016/5/16,1:00,698,689,60
2016/5/16,2:00,737,741,63
2016/5/16,3:00,792,808,68
2016/5/16,4:00,824,836,71
2016/5/16,5:00,822,828,71
2016/5/16,6:00,836,826,72
2016/5/16,7:00,865,848,74
2016/5/16,8:00,930,865,80
2016/5/16,9:00,995,930,85
2016/5/16,10:00,1010,957,87
2016/5/16,11:00,1022,976,88
2016/5/16,12:00,953,927,82
2016/5/16,13:00,982,951,84
2016/5/16,14:00,973,963,84
2016/5/16,15:00,956,966,82
2016/5/16,16:00,969,984,83
2016/5/16,17:00,963,993,83
2016/5/16,18:00,960,999,82
2016/5/16,19:00,962,987,83
2016/5/16,20:00,926,935,79
2016/5/16,21:00,883,896,76
2016/5/16,22:00,852,861,73
2016/5/16,23:00,794,799,68
最大使用率(%),時間帯
88,11:00〜12:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
1162,19:00〜20:00,5/17,8:55,20,83
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
967,19:00〜20:00,5/17,8:55
DATE,TIME,当日実績(５分間隔値）(万kW)
2016/5/16,0:00,711
2016/5/16,0:05,713
2016/5/16,0:10,707
2016/5/16,0:15,708
2016/5/16,0:20,693
2016/5/16,0:25,694
2016/5/16,0:30,686
2016/5/16,0:35,692
2016/5/16,0:40,695
2016/5/16,0:45,689
2016/5/16,0:50,684
2016/5/16,0:55,681
2016/5/16,1:00,696
2016/5/16,1:05,694
2016/5/16,1:10,701
2016/5/16,1:15,701
2016/5/16,1:20,685
2016/5/16,1:25,695
2016/5/16,1:30,694
2016/5/16,1:35,704
2016/5/16,1:40,697
2016/5/16,1:45,698
2016/5/16,1:50,703
2016/5/16,1:55,707
2016/5/16,2:00,717
2016/5/16,2:05,723
2016/5/16,2:10,717
2016/5/16,2:15,721
2016/5/16,2:20,721
2016/5/16,2:25,736
2016/5/16,2:30,740
2016/5/16,2:35,741
2016/5/16,2:40,740
2016/5/16,2:45,753
2016/5/16,2:50,761
2016/5/16,2:55,768
2016/5/16,3:00,767
2016/5/16,3:05,767
2016/5/16,3:10,769
2016/5/16,3:15,785
2016/5/16,3:20,795
2016/5/16,3:25,798
2016/5/16,3:30,797
2016/5/16,3:35,796
2016/5/16,3:40,799
2016/5/16,3:45,809
2016/5/16,3:50,814
2016/5/16,3:55,808
2016/5/16,4:00,807
2016/5/16,4:05,809
2016/5/16,4:10,814
2016/5/16,4:15,823
2016/5/16,4:20,827
2016/5/16,4:25,831
2016/5/16,4:30,830
2016/5/16,4:35,837
2016/5/16,4:40,830
2016/5/16,4:45,832
2016/5/16,4:50,819
2016/5/16,4:55,826
2016/5/16,5:00,828
2016/5/16,5:05,841
2016/5/16,5:10,841
2016/5/16,5:15,829
2016/5/16,5:20,828
2016/5/16,5:25,831
2016/5/16,5:30,819
2016/5/16,5:35,829
2016/5/16,5:40,815
2016/5/16,5:45,804
2016/5/16,5:50,797
2016/5/16,5:55,814
2016/5/16,6:00,826
2016/5/16,6:05,830
2016/5/16,6:10,832
2016/5/16,6:15,838
2016/5/16,6:20,837
2016/5/16,6:25,837
2016/5/16,6:30,839
2016/5/16,6:35,843
2016/5/16,6:40,829
2016/5/16,6:45,830
2016/5/16,6:50,840
2016/5/16,6:55,849
2016/5/16,7:00,852
2016/5/16,7:05,857
2016/5/16,7:10,862
2016/5/16,7:15,861
2016/5/16,7:20,855
2016/5/16,7:25,851
2016/5/16,7:30,863
2016/5/16,7:35,871
2016/5/16,7:40,874
2016/5/16,7:45,872
2016/5/16,7:50,880
2016/5/16,7:55,877
2016/5/16,8:00,877
2016/5/16,8:05,895
2016/5/16,8:10,906
2016/5/16,8:15,907
2016/5/16,8:20,923
2016/5/16,8:25,926
2016/5/16,8:30,937
2016/5/16,8:35,953
2016/5/16,8:40,957
2016/5/16,8:45,961
2016/5/16,8:50,962
2016/5/16,8:55,961
2016/5/16,9:00,968
2016/5/16,9:05,984
2016/5/16,9:10,988
2016/5/16,9:15,989
2016/5/16,9:20,994
2016/5/16,9:25,993
2016/5/16,9:30,1001
2016/5/16,9:35,1000
2016/5/16,9:40,1008
2016/5/16,9:45,996
2016/5/16,9:50,1011
2016/5/16,9:55,1013
2016/5/16,10:00,1012
2016/5/16,10:05,1007
2016/5/16,10:10,1004
2016/5/16,10:15,1002
2016/5/16,10:20,1008
2016/5/16,10:25,1009
2016/5/16,10:30,1004
2016/5/16,10:35,1017
2016/5/16,10:40,1019
2016/5/16,10:45,1016
2016/5/16,10:50,1013
2016/5/16,10:55,1016
2016/5/16,11:00,1020
2016/5/16,11:05,1024
2016/5/16,11:10,1023
2016/5/16,11:15,1022
2016/5/16,11:20,1018
2016/5/16,11:25,1015
2016/5/16,11:30,1016
2016/5/16,11:35,1022
2016/5/16,11:40,1024
2016/5/16,11:45,1034
2016/5/16,11:50,1028
2016/5/16,11:55,1023
2016/5/16,12:00,995
2016/5/16,12:05,976
2016/5/16,12:10,970
2016/5/16,12:15,961
2016/5/16,12:20,952
2016/5/16,12:25,955
2016/5/16,12:30,941
2016/5/16,12:35,938
2016/5/16,12:40,934
2016/5/16,12:45,934
2016/5/16,12:50,935
2016/5/16,12:55,942
2016/5/16,13:00,964
2016/5/16,13:05,978
2016/5/16,13:10,982
2016/5/16,13:15,983
2016/5/16,13:20,987
2016/5/16,13:25,987
2016/5/16,13:30,993
2016/5/16,13:35,985
2016/5/16,13:40,977
2016/5/16,13:45,995
2016/5/16,13:50,979
2016/5/16,13:55,979
2016/5/16,14:00,978
2016/5/16,14:05,987
2016/5/16,14:10,977
2016/5/16,14:15,975
2016/5/16,14:20,964
2016/5/16,14:25,972
2016/5/16,14:30,970
2016/5/16,14:35,974
2016/5/16,14:40,974
2016/5/16,14:45,970
2016/5/16,14:50,969
2016/5/16,14:55,970
2016/5/16,15:00,955
2016/5/16,15:05,950
2016/5/16,15:10,945
2016/5/16,15:15,949
2016/5/16,15:20,953
2016/5/16,15:25,957
2016/5/16,15:30,953
2016/5/16,15:35,961
2016/5/16,15:40,962
2016/5/16,15:45,957
2016/5/16,15:50,962
2016/5/16,15:55,962
2016/5/16,16:00,958
2016/5/16,16:05,964
2016/5/16,16:10,965
2016/5/16,16:15,964
2016/5/16,16:20,970
2016/5/16,16:25,966
2016/5/16,16:30,965
2016/5/16,16:35,974
2016/5/16,16:40,977
