2023/8/22 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
525,11:00〜12:00,8月21日,10:46,9,91
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
480,11:00〜12:00,8月20日,23:16
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
489,16:00〜17:00,8月21日,15:16,6,94
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
459,16:00〜17:00,8月21日,15:16
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/8/21,0:00,257,247,69,368
2023/8/21,1:00,247,234,63,388
2023/8/21,2:00,252,239,63,397
2023/8/21,3:00,255,255,66,387
2023/8/21,4:00,260,259,67,382
2023/8/21,5:00,267,268,70,378
2023/8/21,6:00,284,282,73,387
2023/8/21,7:00,328,328,83,394
2023/8/21,8:00,403,398,93,430
2023/8/21,9:00,449,447,92,487
2023/8/21,10:00,470,470,91,511
2023/8/21,11:00,483,480,92,525
2023/8/21,12:00,474,468,93,505
2023/8/21,13:00,487,479,94,517
2023/8/21,14:00,490,477,95,515
2023/8/21,15:00,482,466,96,498
2023/8/21,16:00,475,459,97,489
2023/8/21,17:00,446,426,96,461
2023/8/21,18:00,421,428,92,458
2023/8/21,19:00,400,410,90,440
2023/8/21,20:00,377,386,85,438
2023/8/21,21:00,356,366,85,415
2023/8/21,22:00,339,341,83,405
2023/8/21,23:00,322,325,81,396
最大使用率(%),時間帯
97,16:00〜17:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
542,11:00〜12:00,8月22日,7:46,8,92
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
500,11:00〜12:00,8月21日,23:46
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
491,17:00〜18:00,8月22日,7:46,7,93
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
460,17:00〜18:00,8月22日,7:46
DATE,TIME,当日実績（５分間隔値）(万kW),太陽光発電実績（５分間隔値）(万kW)
2023/8/21,0:00,267,0
2023/8/21,0:05,262,0
2023/8/21,0:10,262,0
2023/8/21,0:15,261,0
2023/8/21,0:20,261,0
2023/8/21,0:25,258,0
2023/8/21,0:30,255,0
2023/8/21,0:35,253,0
2023/8/21,0:40,254,0
2023/8/21,0:45,254,0
2023/8/21,0:50,252,0
2023/8/21,0:55,249,0
2023/8/21,1:00,250,0
2023/8/21,1:05,248,0
2023/8/21,1:10,248,0
2023/8/21,1:15,247,0
2023/8/21,1:20,246,0
2023/8/21,1:25,244,0
2023/8/21,1:30,242,0
2023/8/21,1:35,242,0
2023/8/21,1:40,242,0
2023/8/21,1:45,245,0
2023/8/21,1:50,246,0
2023/8/21,1:55,244,0
2023/8/21,2:00,246,0
2023/8/21,2:05,247,0
2023/8/21,2:10,247,0
2023/8/21,2:15,248,0
2023/8/21,2:20,248,0
2023/8/21,2:25,248,0
2023/8/21,2:30,247,0
2023/8/21,2:35,247,0
2023/8/21,2:40,249,0
2023/8/21,2:45,253,0
2023/8/21,2:50,254,0
2023/8/21,2:55,253,0
2023/8/21,3:00,252,0
2023/8/21,3:05,253,0
2023/8/21,3:10,252,0
2023/8/21,3:15,253,0
2023/8/21,3:20,255,0
2023/8/21,3:25,255,0
2023/8/21,3:30,252,0
2023/8/21,3:35,252,0
2023/8/21,3:40,250,0
2023/8/21,3:45,254,0
2023/8/21,3:50,254,0
2023/8/21,3:55,254,0
2023/8/21,4:00,253,0
2023/8/21,4:05,254,0
2023/8/21,4:10,253,0
2023/8/21,4:15,254,0
2023/8/21,4:20,255,0
2023/8/21,4:25,255,0
2023/8/21,4:30,253,0
2023/8/21,4:35,254,0
2023/8/21,4:40,257,0
2023/8/21,4:45,262,0
2023/8/21,4:50,263,0
2023/8/21,4:55,264,0
2023/8/21,5:00,263,0
2023/8/21,5:05,266,0
2023/8/21,5:10,265,0
2023/8/21,5:15,266,0
2023/8/21,5:20,267,0
2023/8/21,5:25,266,0
2023/8/21,5:30,265,1
2023/8/21,5:35,263,1
2023/8/21,5:40,262,2
2023/8/21,5:45,265,3
2023/8/21,5:50,265,3
2023/8/21,5:55,265,4
2023/8/21,6:00,267,5
2023/8/21,6:05,270,7
2023/8/21,6:10,271,8
2023/8/21,6:15,274,9
2023/8/21,6:20,277,10
2023/8/21,6:25,278,11
2023/8/21,6:30,278,13
2023/8/21,6:35,281,15
2023/8/21,6:40,284,17
2023/8/21,6:45,286,19
2023/8/21,6:50,290,20
2023/8/21,6:55,296,22
2023/8/21,7:00,300,24
2023/8/21,7:05,300,26
2023/8/21,7:10,308,27
2023/8/21,7:15,309,28
2023/8/21,7:20,312,29
2023/8/21,7:25,316,31
2023/8/21,7:30,324,33
2023/8/21,7:35,328,36
2023/8/21,7:40,332,38
2023/8/21,7:45,336,39
2023/8/21,7:50,344,41
2023/8/21,7:55,353,44
2023/8/21,8:00,361,47
2023/8/21,8:05,371,50
2023/8/21,8:10,378,52
2023/8/21,8:15,385,52
2023/8/21,8:20,389,54
2023/8/21,8:25,394,56
2023/8/21,8:30,399,54
2023/8/21,8:35,408,59
2023/8/21,8:40,414,62
2023/8/21,8:45,420,64
2023/8/21,8:50,422,60
2023/8/21,8:55,422,59
2023/8/21,9:00,426,61
2023/8/21,9:05,432,63
2023/8/21,9:10,442,70
2023/8/21,9:15,447,75
2023/8/21,9:20,450,79
2023/8/21,9:25,447,75
2023/8/21,9:30,450,76
2023/8/21,9:35,450,77
2023/8/21,9:40,445,72
2023/8/21,9:45,449,75
2023/8/21,9:50,451,78
2023/8/21,9:55,458,83
2023/8/21,10:00,462,87
2023/8/21,10:05,459,85
2023/8/21,10:10,459,87
2023/8/21,10:15,463,90
2023/8/21,10:20,468,95
2023/8/21,10:25,467,94
2023/8/21,10:30,466,89
2023/8/21,10:35,467,90
2023/8/21,10:40,472,93
2023/8/21,10:45,471,95
2023/8/21,10:50,474,98
2023/8/21,10:55,477,99
2023/8/21,11:00,479,100
2023/8/21,11:05,481,100
2023/8/21,11:10,476,96
2023/8/21,11:15,477,94
2023/8/21,11:20,476,93
2023/8/21,11:25,478,92
2023/8/21,11:30,480,92
2023/8/21,11:35,485,98
2023/8/21,11:40,489,101
2023/8/21,11:45,490,100
2023/8/21,11:50,485,99
2023/8/21,11:55,487,100
2023/8/21,12:00,484,99
2023/8/21,12:05,475,98
2023/8/21,12:10,474,99
2023/8/21,12:15,474,102
2023/8/21,12:20,476,103
2023/8/21,12:25,471,102
2023/8/21,12:30,471,102
2023/8/21,12:35,472,103
2023/8/21,12:40,468,98
2023/8/21,12:45,470,100
2023/8/21,12:50,473,101
2023/8/21,12:55,475,101
2023/8/21,13:00,476,100
2023/8/21,13:05,480,97
2023/8/21,13:10,480,95
2023/8/21,13:15,486,95
2023/8/21,13:20,486,95
2023/8/21,13:25,483,91
2023/8/21,13:30,486,92
2023/8/21,13:35,490,94
2023/8/21,13:40,490,95
2023/8/21,13:45,491,94
2023/8/21,13:50,490,93
2023/8/21,13:55,491,92
2023/8/21,14:00,490,91
2023/8/21,14:05,491,91
2023/8/21,14:10,491,88
2023/8/21,14:15,492,88
2023/8/21,14:20,491,86
2023/8/21,14:25,489,85
2023/8/21,14:30,491,84
2023/8/21,14:35,491,83
2023/8/21,14:40,492,82
2023/8/21,14:45,489,81
2023/8/21,14:50,489,79
2023/8/21,14:55,488,78
2023/8/21,15:00,486,76
2023/8/21,15:05,482,73
2023/8/21,15:10,482,72
2023/8/21,15:15,481,68
2023/8/21,15:20,479,65
2023/8/21,15:25,482,65
2023/8/21,15:30,484,64
2023/8/21,15:35,485,63
2023/8/21,15:40,481,60
2023/8/21,15:45,482,57
2023/8/21,15:50,481,55
2023/8/21,15:55,479,54
2023/8/21,16:00,480,52
2023/8/21,16:05,479,50
2023/8/21,16:10,478,47
2023/8/21,16:15,478,45
2023/8/21,16:20,477,43
2023/8/21,16:25,479,41
2023/8/21,16:30,476,39
2023/8/21,16:35,477,37
2023/8/21,16:40,474,35
2023/8/21,16:45,470,33
2023/8/21,16:50,470,32
2023/8/21,16:55,467,30
2023/8/21,17:00,464,28
2023/8/21,17:05,457,26
2023/8/21,17:10,456,24
2023/8/21,17:15,453,23
2023/8/21,17:20,451,21
2023/8/21,17:25,449,20
2023/8/21,17:30,446,18
2023/8/21,17:35,445,16
2023/8/21,17:40,442,14
2023/8/21,17:45,440,13
2023/8/21,17:50,438,11
2023/8/21,17:55,436,10
2023/8/21,18:00,434,8
2023/8/21,18:05,431,7
2023/8/21,18:10,428,6
2023/8/21,18:15,426,5
2023/8/21,18:20,425,4
2023/8/21,18:25,424,4
2023/8/21,18:30,422,3
2023/8/21,18:35,419,2
2023/8/21,18:40,418,2
2023/8/21,18:45,417,2
2023/8/21,18:50,417,1
2023/8/21,18:55,416,1
2023/8/21,19:00,414,0
2023/8/21,19:05,411,0
2023/8/21,19:10,408,0
2023/8/21,19:15,405,0
2023/8/21,19:20,402,0
2023/8/21,19:25,402,0
2023/8/21,19:30,399,0
2023/8/21,19:35,399,0
2023/8/21,19:40,396,0
2023/8/21,19:45,395,0
2023/8/21,19:50,394,0
2023/8/21,19:55,391,0
2023/8/21,20:00,389,0
2023/8/21,20:05,384,0
2023/8/21,20:10,382,0
2023/8/21,20:15,380,0
2023/8/21,20:20,380,0
2023/8/21,20:25,379,0
2023/8/21,20:30,378,0
2023/8/21,20:35,376,0
2023/8/21,20:40,375,0
2023/8/21,20:45,372,0
2023/8/21,20:50,371,0
2023/8/21,20:55,369,0
2023/8/21,21:00,369,0
2023/8/21,21:05,365,0
2023/8/21,21:10,363,0
2023/8/21,21:15,362,0
2023/8/21,21:20,361,0
2023/8/21,21:25,358,0
2023/8/21,21:30,355,0
2023/8/21,21:35,356,0
2023/8/21,21:40,354,0
2023/8/21,21:45,353,0
2023/8/21,21:50,348,0
2023/8/21,21:55,350,0
2023/8/21,22:00,347,0
2023/8/21,22:05,347,0
2023/8/21,22:10,344,0
2023/8/21,22:15,343,0
2023/8/21,22:20,343,0
2023/8/21,22:25,341,0
2023/8/21,22:30,339,0
2023/8/21,22:35,337,0
2023/8/21,22:40,335,0
2023/8/21,22:45,334,0
2023/8/21,22:50,331,0
2023/8/21,22:55,332,0
2023/8/21,23:00,329,0
2023/8/21,23:05,328,0
2023/8/21,23:10,327,0
2023/8/21,23:15,326,0
2023/8/21,23:20,323,0
2023/8/21,23:25,325,0
2023/8/21,23:30,323,0
2023/8/21,23:35,321,0
2023/8/21,23:40,319,0
2023/8/21,23:45,320,0
2023/8/21,23:50,315,0
2023/8/21,23:55,314,0
