2023/11/16 8:00 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
462,9:00〜10:00,11月15日,8:46,29,77
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
358,9:00〜10:00,11月14日,23:16
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
430,16:00〜17:00,11月15日,17:16,22,82
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
353,16:00〜17:00,11月15日,17:16
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力(万kW)
2023/11/15,0:00,276,285,77,354
2023/11/15,1:00,280,285,79,354
2023/11/15,2:00,299,301,80,373
2023/11/15,3:00,317,321,80,396
2023/11/15,4:00,325,333,79,409
2023/11/15,5:00,323,335,78,411
2023/11/15,6:00,326,333,79,411
2023/11/15,7:00,328,331,79,410
2023/11/15,8:00,347,344,77,446
2023/11/15,9:00,358,358,77,462
2023/11/15,10:00,354,348,79,445
2023/11/15,11:00,345,346,76,450
2023/11/15,12:00,325,321,70,460
2023/11/15,13:00,336,333,77,432
2023/11/15,14:00,345,343,80,431
2023/11/15,15:00,344,351,79,434
2023/11/15,16:00,350,353,81,430
2023/11/15,17:00,350,352,81,431
2023/11/15,18:00,346,353,79,434
2023/11/15,19:00,333,342,77,433
2023/11/15,20:00,322,331,75,426
2023/11/15,21:00,310,317,73,422
2023/11/15,22:00,298,308,71,416
2023/11/15,23:00,287,302,69,415
最大使用率(%),時間帯
81,17:00〜18:00
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時予備率(%),ピーク時使用率(%)
453,9:00〜10:00,11月16日,7:46,27,78
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
356,9:00〜10:00,11月16日,7:46
翌日の使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
413,13:00〜14:00,11月16日,7:46,25,80
翌日の使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
331,13:00〜14:00,11月16日,7:46
DATE,TIME,当日実績（５分間隔値）(万kW),太陽光発電実績（５分間隔値）(万kW)
2023/11/15,0:00,285,0
2023/11/15,0:05,285,0
2023/11/15,0:10,279,0
2023/11/15,0:15,279,0
2023/11/15,0:20,276,0
2023/11/15,0:25,276,0
2023/11/15,0:30,276,0
2023/11/15,0:35,276,0
2023/11/15,0:40,273,0
2023/11/15,0:45,274,0
2023/11/15,0:50,274,0
2023/11/15,0:55,275,0
2023/11/15,1:00,275,0
2023/11/15,1:05,277,0
2023/11/15,1:10,275,0
2023/11/15,1:15,275,0
2023/11/15,1:20,277,0
2023/11/15,1:25,274,0
2023/11/15,1:30,278,0
2023/11/15,1:35,281,0
2023/11/15,1:40,282,0
2023/11/15,1:45,286,0
2023/11/15,1:50,286,0
2023/11/15,1:55,288,0
2023/11/15,2:00,289,0
2023/11/15,2:05,292,0
2023/11/15,2:10,293,0
2023/11/15,2:15,291,0
2023/11/15,2:20,293,0
2023/11/15,2:25,294,0
2023/11/15,2:30,296,0
2023/11/15,2:35,300,0
2023/11/15,2:40,304,0
2023/11/15,2:45,304,0
2023/11/15,2:50,307,0
2023/11/15,2:55,307,0
2023/11/15,3:00,309,0
2023/11/15,3:05,313,0
2023/11/15,3:10,312,0
2023/11/15,3:15,311,0
2023/11/15,3:20,313,0
2023/11/15,3:25,315,0
2023/11/15,3:30,314,0
2023/11/15,3:35,317,0
2023/11/15,3:40,321,0
2023/11/15,3:45,322,0
2023/11/15,3:50,320,0
2023/11/15,3:55,322,0
2023/11/15,4:00,324,0
2023/11/15,4:05,324,0
2023/11/15,4:10,326,0
2023/11/15,4:15,324,0
2023/11/15,4:20,324,0
2023/11/15,4:25,324,0
2023/11/15,4:30,323,0
2023/11/15,4:35,322,0
2023/11/15,4:40,324,0
2023/11/15,4:45,328,0
2023/11/15,4:50,329,0
2023/11/15,4:55,326,0
2023/11/15,5:00,327,0
2023/11/15,5:05,326,0
2023/11/15,5:10,325,0
2023/11/15,5:15,327,0
2023/11/15,5:20,326,0
2023/11/15,5:25,325,0
2023/11/15,5:30,326,0
2023/11/15,5:35,323,0
2023/11/15,5:40,320,0
2023/11/15,5:45,323,0
2023/11/15,5:50,323,0
2023/11/15,5:55,321,0
2023/11/15,6:00,321,0
2023/11/15,6:05,323,0
2023/11/15,6:10,324,0
2023/11/15,6:15,326,0
2023/11/15,6:20,327,0
2023/11/15,6:25,328,0
2023/11/15,6:30,325,0
2023/11/15,6:35,326,0
2023/11/15,6:40,324,0
2023/11/15,6:45,326,1
2023/11/15,6:50,326,1
2023/11/15,6:55,328,2
2023/11/15,7:00,329,2
2023/11/15,7:05,325,3
2023/11/15,7:10,328,4
2023/11/15,7:15,326,5
2023/11/15,7:20,326,6
2023/11/15,7:25,325,7
2023/11/15,7:30,328,9
2023/11/15,7:35,329,10
2023/11/15,7:40,328,10
2023/11/15,7:45,328,11
2023/11/15,7:50,330,12
2023/11/15,7:55,331,13
2023/11/15,8:00,332,14
2023/11/15,8:05,333,16
2023/11/15,8:10,336,19
2023/11/15,8:15,338,19
2023/11/15,8:20,338,21
2023/11/15,8:25,341,23
2023/11/15,8:30,346,25
2023/11/15,8:35,352,27
2023/11/15,8:40,351,28
2023/11/15,8:45,356,29
2023/11/15,8:50,356,31
2023/11/15,8:55,358,36
2023/11/15,9:00,359,40
2023/11/15,9:05,360,41
2023/11/15,9:10,361,41
2023/11/15,9:15,360,41
2023/11/15,9:20,358,41
2023/11/15,9:25,360,45
2023/11/15,9:30,359,44
2023/11/15,9:35,358,43
2023/11/15,9:40,358,41
2023/11/15,9:45,356,41
2023/11/15,9:50,354,41
2023/11/15,9:55,360,45
2023/11/15,10:00,361,50
2023/11/15,10:05,359,49
2023/11/15,10:10,354,45
2023/11/15,10:15,355,46
2023/11/15,10:20,357,49
2023/11/15,10:25,354,49
2023/11/15,10:30,359,48
2023/11/15,10:35,356,48
2023/11/15,10:40,355,47
2023/11/15,10:45,353,51
2023/11/15,10:50,353,53
2023/11/15,10:55,350,50
2023/11/15,11:00,348,51
2023/11/15,11:05,345,50
2023/11/15,11:10,340,48
2023/11/15,11:15,340,48
2023/11/15,11:20,345,55
2023/11/15,11:25,343,57
2023/11/15,11:30,348,62
2023/11/15,11:35,346,59
2023/11/15,11:40,350,56
2023/11/15,11:45,350,56
2023/11/15,11:50,343,50
2023/11/15,11:55,340,46
2023/11/15,12:00,338,43
2023/11/15,12:05,329,39
2023/11/15,12:10,325,36
2023/11/15,12:15,325,38
2023/11/15,12:20,325,41
2023/11/15,12:25,322,43
2023/11/15,12:30,320,42
2023/11/15,12:35,317,40
2023/11/15,12:40,321,45
2023/11/15,12:45,325,47
2023/11/15,12:50,324,43
2023/11/15,12:55,326,44
2023/11/15,13:00,327,43
2023/11/15,13:05,329,38
2023/11/15,13:10,330,38
2023/11/15,13:15,330,38
2023/11/15,13:20,331,37
2023/11/15,13:25,332,35
2023/11/15,13:30,335,37
2023/11/15,13:35,336,36
2023/11/15,13:40,341,38
2023/11/15,13:45,342,37
2023/11/15,13:50,345,33
2023/11/15,13:55,342,30
2023/11/15,14:00,343,27
2023/11/15,14:05,344,25
2023/11/15,14:10,345,24
2023/11/15,14:15,344,21
2023/11/15,14:20,343,19
2023/11/15,14:25,343,17
2023/11/15,14:30,346,16
2023/11/15,14:35,347,15
2023/11/15,14:40,346,14
2023/11/15,14:45,346,14
2023/11/15,14:50,347,13
2023/11/15,14:55,344,12
2023/11/15,15:00,342,11
2023/11/15,15:05,339,10
2023/11/15,15:10,342,10
2023/11/15,15:15,341,9
2023/11/15,15:20,341,10
2023/11/15,15:25,343,9
2023/11/15,15:30,345,9
2023/11/15,15:35,345,9
2023/11/15,15:40,344,10
2023/11/15,15:45,345,10
2023/11/15,15:50,345,9
2023/11/15,15:55,345,9
2023/11/15,16:00,346,8
2023/11/15,16:05,346,7
2023/11/15,16:10,348,6
2023/11/15,16:15,349,4
2023/11/15,16:20,347,3
2023/11/15,16:25,349,2
2023/11/15,16:30,350,2
2023/11/15,16:35,354,1
2023/11/15,16:40,353,1
2023/11/15,16:45,353,1
2023/11/15,16:50,353,0
2023/11/15,16:55,353,0
2023/11/15,17:00,353,0
2023/11/15,17:05,350,0
2023/11/15,17:10,352,0
2023/11/15,17:15,354,0
2023/11/15,17:20,350,0
2023/11/15,17:25,353,0
2023/11/15,17:30,350,0
2023/11/15,17:35,352,0
2023/11/15,17:40,351,0
2023/11/15,17:45,349,0
2023/11/15,17:50,351,0
2023/11/15,17:55,349,0
2023/11/15,18:00,350,0
2023/11/15,18:05,351,0
2023/11/15,18:10,350,0
2023/11/15,18:15,349,0
2023/11/15,18:20,349,0
2023/11/15,18:25,348,0
2023/11/15,18:30,346,0
2023/11/15,18:35,347,0
2023/11/15,18:40,345,0
2023/11/15,18:45,344,0
2023/11/15,18:50,341,0
2023/11/15,18:55,343,0
2023/11/15,19:00,340,0
