2016/4/9 1:10 UPDATE
ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
2265,10:00〜11:00,4/8,9:30,75
予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1710,10:00〜11:00,4/8,9:30
最大使用率(%),予想気温(最低),予想気温(最高),気温実績(最低),気温実績(最高)
76,13,21,13.4,18.9
DATE,TIME,当日実績(万kW),予想値(万kW),使用率(%)
2016/4/8,0:00,1326,1310,58
2016/4/8,1:00,1298,1280,57
2016/4/8,2:00,1350,1330,59
2016/4/8,3:00,1383,1360,61
2016/4/8,4:00,1365,1350,60
2016/4/8,5:00,1327,1330,58
2016/4/8,6:00,1347,1380,59
2016/4/8,7:00,1443,1460,63
2016/4/8,8:00,1587,1600,70
2016/4/8,9:00,1703,1690,75
2016/4/8,10:00,1738,1710,76
2016/4/8,11:00,1708,1710,75
2016/4/8,12:00,1604,1600,70
2016/4/8,13:00,1677,1690,74
2016/4/8,14:00,1674,1690,73
2016/4/8,15:00,1669,1670,73
2016/4/8,16:00,1654,1670,73
2016/4/8,17:00,1629,1660,71
2016/4/8,18:00,1660,1690,73
2016/4/8,19:00,1662,1670,73
2016/4/8,20:00,1598,1600,70
2016/4/8,21:00,1528,1530,67
2016/4/8,22:00,1471,1470,64
2016/4/8,23:00,1406,1390,62
翌日のピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,ピーク時使用率(%)
1824,18:00〜19:00,4/8,18:30,86
翌日の予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1570,18:00〜19:00,4/8,18:30
予想気温(最低),予想気温(最高)
13,22
DATE,TIME,当日実績(５分間隔値)(万kW)
2016/4/8,0:00,1360
2016/4/8,0:05,1354
2016/4/8,0:10,1348
2016/4/8,0:15,1340
2016/4/8,0:20,1341
2016/4/8,0:25,1333
2016/4/8,0:30,1326
2016/4/8,0:35,1318
2016/4/8,0:40,1299
2016/4/8,0:45,1305
2016/4/8,0:50,1300
2016/4/8,0:55,1292
2016/4/8,1:00,1299
2016/4/8,1:05,1298
2016/4/8,1:10,1293
2016/4/8,1:15,1288
2016/4/8,1:20,1291
2016/4/8,1:25,1285
2016/4/8,1:30,1297
2016/4/8,1:35,1294
2016/4/8,1:40,1301
2016/4/8,1:45,1297
2016/4/8,1:50,1313
2016/4/8,1:55,1315
2016/4/8,2:00,1318
2016/4/8,2:05,1328
2016/4/8,2:10,1340
2016/4/8,2:15,1349
2016/4/8,2:20,1348
2016/4/8,2:25,1341
2016/4/8,2:30,1349
2016/4/8,2:35,1350
2016/4/8,2:40,1359
2016/4/8,2:45,1364
2016/4/8,2:50,1372
2016/4/8,2:55,1376
2016/4/8,3:00,1382
2016/4/8,3:05,1381
2016/4/8,3:10,1380
2016/4/8,3:15,1374
2016/4/8,3:20,1389
2016/4/8,3:25,1390
2016/4/8,3:30,1382
2016/4/8,3:35,1385
2016/4/8,3:40,1382
2016/4/8,3:45,1386
2016/4/8,3:50,1382
2016/4/8,3:55,1388
2016/4/8,4:00,1378
2016/4/8,4:05,1370
2016/4/8,4:10,1374
2016/4/8,4:15,1371
2016/4/8,4:20,1368
2016/4/8,4:25,1362
2016/4/8,4:30,1368
2016/4/8,4:35,1363
2016/4/8,4:40,1366
2016/4/8,4:45,1366
2016/4/8,4:50,1352
2016/4/8,4:55,1341
2016/4/8,5:00,1336
2016/4/8,5:05,1340
2016/4/8,5:10,1344
2016/4/8,5:15,1334
2016/4/8,5:20,1332
2016/4/8,5:25,1328
2016/4/8,5:30,1336
2016/4/8,5:35,1323
2016/4/8,5:40,1314
2016/4/8,5:45,1312
2016/4/8,5:50,1309
2016/4/8,5:55,1311
2016/4/8,6:00,1307
2016/4/8,6:05,1323
2016/4/8,6:10,1315
2016/4/8,6:15,1327
2016/4/8,6:20,1333
2016/4/8,6:25,1345
2016/4/8,6:30,1348
2016/4/8,6:35,1362
2016/4/8,6:40,1363
2016/4/8,6:45,1372
2016/4/8,6:50,1382
2016/4/8,6:55,1392
2016/4/8,7:00,1399
2016/4/8,7:05,1396
2016/4/8,7:10,1420
2016/4/8,7:15,1416
2016/4/8,7:20,1432
2016/4/8,7:25,1436
2016/4/8,7:30,1443
2016/4/8,7:35,1468
2016/4/8,7:40,1478
2016/4/8,7:45,1474
2016/4/8,7:50,1475
2016/4/8,7:55,1479
2016/4/8,8:00,1493
2016/4/8,8:05,1508
2016/4/8,8:10,1531
2016/4/8,8:15,1542
2016/4/8,8:20,1560
2016/4/8,8:25,1585
2016/4/8,8:30,1602
2016/4/8,8:35,1612
2016/4/8,8:40,1628
2016/4/8,8:45,1651
2016/4/8,8:50,1662
2016/4/8,8:55,1672
2016/4/8,9:00,1682
2016/4/8,9:05,1705
2016/4/8,9:10,1703
2016/4/8,9:15,1702
2016/4/8,9:20,1704
2016/4/8,9:25,1697
2016/4/8,9:30,1697
2016/4/8,9:35,1706
2016/4/8,9:40,1711
2016/4/8,9:45,1708
2016/4/8,9:50,1709
2016/4/8,9:55,1716
2016/4/8,10:00,1724
2016/4/8,10:05,1736
2016/4/8,10:10,1741
2016/4/8,10:15,1745
2016/4/8,10:20,1744
2016/4/8,10:25,1729
2016/4/8,10:30,1730
2016/4/8,10:35,1745
2016/4/8,10:40,1746
2016/4/8,10:45,1752
2016/4/8,10:50,1743
2016/4/8,10:55,1719
2016/4/8,11:00,1717
2016/4/8,11:05,1720
2016/4/8,11:10,1728
2016/4/8,11:15,1731
2016/4/8,11:20,1712
2016/4/8,11:25,1691
2016/4/8,11:30,1694
2016/4/8,11:35,1697
2016/4/8,11:40,1694
2016/4/8,11:45,1707
2016/4/8,11:50,1710
2016/4/8,11:55,1698
2016/4/8,12:00,1670
2016/4/8,12:05,1642
2016/4/8,12:10,1610
2016/4/8,12:15,1602
2016/4/8,12:20,1581
2016/4/8,12:25,1576
2016/4/8,12:30,1575
2016/4/8,12:35,1584
2016/4/8,12:40,1588
2016/4/8,12:45,1597
2016/4/8,12:50,1598
2016/4/8,12:55,1619
2016/4/8,13:00,1638
2016/4/8,13:05,1661
2016/4/8,13:10,1682
2016/4/8,13:15,1671
2016/4/8,13:20,1670
2016/4/8,13:25,1684
2016/4/8,13:30,1697
2016/4/8,13:35,1697
2016/4/8,13:40,1686
2016/4/8,13:45,1676
2016/4/8,13:50,1671
2016/4/8,13:55,1689
2016/4/8,14:00,1696
2016/4/8,14:05,1700
2016/4/8,14:10,1696
2016/4/8,14:15,1681
2016/4/8,14:20,1663
2016/4/8,14:25,1662
2016/4/8,14:30,1666
2016/4/8,14:35,1665
2016/4/8,14:40,1665
2016/4/8,14:45,1668
2016/4/8,14:50,1665
2016/4/8,14:55,1660
2016/4/8,15:00,1678
2016/4/8,15:05,1668
2016/4/8,15:10,1662
2016/4/8,15:15,1661
2016/4/8,15:20,1662
2016/4/8,15:25,1665
2016/4/8,15:30,1673
2016/4/8,15:35,1678
2016/4/8,15:40,1672
2016/4/8,15:45,1674
2016/4/8,15:50,1668
2016/4/8,15:55,1667
2016/4/8,16:00,1662
2016/4/8,16:05,1664
2016/4/8,16:10,1655
2016/4/8,16:15,1649
2016/4/8,16:20,1651
2016/4/8,16:25,1654
2016/4/8,16:30,1659
2016/4/8,16:35,1659
2016/4/8,16:40,1652
2016/4/8,16:45,1652
2016/4/8,16:50,1648
2016/4/8,16:55,1640
2016/4/8,17:00,1637
2016/4/8,17:05,1634
2016/4/8,17:10,1630
2016/4/8,17:15,1632
2016/4/8,17:20,1632
2016/4/8,17:25,1629
2016/4/8,17:30,1623
2016/4/8,17:35,1626
2016/4/8,17:40,1625
2016/4/8,17:45,1629
2016/4/8,17:50,1626
2016/4/8,17:55,1624
2016/4/8,18:00,1632
2016/4/8,18:05,1633
2016/4/8,18:10,1636
2016/4/8,18:15,1638
2016/4/8,18:20,1644
2016/4/8,18:25,1653
2016/4/8,18:30,1665
2016/4/8,18:35,1675
