2021/04/01 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1949,10:00〜11:00,03月31日,15:37,23,81
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1587,10:00〜11:00,03月31日,15:37
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1838,18:00〜19:00,03月31日,15:37,19,84
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1541,18:00〜19:00,03月31日,15:37
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/03/31,00:00,1254,1247,81,1555
2021/03/31,01:00,1226,1223,80,1530
2021/03/31,02:00,1244,1229,81,1536
2021/03/31,03:00,1262,1256,81,1563
2021/03/31,04:00,1277,1270,81,1577
2021/03/31,05:00,1284,1280,81,1588
2021/03/31,06:00,1318,1307,82,1615
2021/03/31,07:00,1386,1375,82,1698
2021/03/31,08:00,1524,1516,84,1823
2021/03/31,09:00,1600,1584,83,1922
2021/03/31,10:00,1590,1587,82,1949
2021/03/31,11:00,1581,1569,79,2009
2021/03/31,12:00,1486,1466,78,1903
2021/03/31,13:00,1543,1532,82,1890
2021/03/31,14:00,1529,1529,81,1894
2021/03/31,15:00,1504,1501,82,1830
2021/03/31,16:00,1486,1508,82,1815
2021/03/31,17:00,1462,1492,81,1799
2021/03/31,18:00,1511,1541,82,1838
2021/03/31,19:00,1479,1507,82,1814
2021/03/31,20:00,1434,1480,81,1778
2021/03/31,21:00,1386,1423,80,1730
2021/03/31,22:00,1338,1356,80,1664
2021/03/31,23:00,1308,1316,81,1624
最大使用率(%),時間帯
84,08:00〜09:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1926,09:00〜10:00,03月31日,17:33,15,87
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1668,09:00〜10:00,03月31日,17:33
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1810,18:00〜19:00,03月31日,17:33,15,87
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1569,18:00〜19:00,03月31日,17:33
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/03/31,00:00,1285,0
2021/03/31,00:05,1295,0
2021/03/31,00:10,1279,0
2021/03/31,00:15,1264,0
2021/03/31,00:20,1256,0
2021/03/31,00:25,1223,0
2021/03/31,00:30,1227,0
2021/03/31,00:35,1234,0
2021/03/31,00:40,1249,0
2021/03/31,00:45,1232,0
2021/03/31,00:50,1244,0
2021/03/31,00:55,1236,0
2021/03/31,01:00,1226,0
2021/03/31,01:05,1229,0
2021/03/31,01:10,1226,0
2021/03/31,01:15,1224,0
2021/03/31,01:20,1207,0
2021/03/31,01:25,1203,0
2021/03/31,01:30,1210,0
2021/03/31,01:35,1215,0
2021/03/31,01:40,1227,0
2021/03/31,01:45,1222,0
2021/03/31,01:50,1224,0
2021/03/31,01:55,1236,0
2021/03/31,02:00,1231,0
2021/03/31,02:05,1227,0
2021/03/31,02:10,1233,0
2021/03/31,02:15,1233,0
2021/03/31,02:20,1233,0
2021/03/31,02:25,1227,0
2021/03/31,02:30,1251,0
2021/03/31,02:35,1251,0
2021/03/31,02:40,1239,0
2021/03/31,02:45,1235,0
2021/03/31,02:50,1243,0
2021/03/31,02:55,1238,0
2021/03/31,03:00,1245,0
2021/03/31,03:05,1254,0
2021/03/31,03:10,1250,0
2021/03/31,03:15,1266,0
2021/03/31,03:20,1250,0
2021/03/31,03:25,1245,0
2021/03/31,03:30,1252,0
2021/03/31,03:35,1260,0
2021/03/31,03:40,1267,0
2021/03/31,03:45,1262,0
2021/03/31,03:50,1255,0
2021/03/31,03:55,1256,0
2021/03/31,04:00,1264,0
2021/03/31,04:05,1272,0
2021/03/31,04:10,1283,0
2021/03/31,04:15,1262,0
2021/03/31,04:20,1247,0
2021/03/31,04:25,1266,0
2021/03/31,04:30,1262,0
2021/03/31,04:35,1270,0
2021/03/31,04:40,1275,0
2021/03/31,04:45,1275,0
2021/03/31,04:50,1289,0
2021/03/31,04:55,1287,0
2021/03/31,05:00,1283,0
2021/03/31,05:05,1279,0
2021/03/31,05:10,1289,0
2021/03/31,05:15,1289,0
2021/03/31,05:20,1269,0
2021/03/31,05:25,1281,0
2021/03/31,05:30,1288,0
2021/03/31,05:35,1285,0
2021/03/31,05:40,1267,0
2021/03/31,05:45,1276,0
2021/03/31,05:50,1275,0
2021/03/31,05:55,1259,0
2021/03/31,06:00,1262,0
2021/03/31,06:05,1263,1
2021/03/31,06:10,1280,6
2021/03/31,06:15,1260,13
2021/03/31,06:20,1268,22
2021/03/31,06:25,1291,32
2021/03/31,06:30,1294,44
2021/03/31,06:35,1324,59
2021/03/31,06:40,1340,76
2021/03/31,06:45,1338,94
2021/03/31,06:50,1349,113
2021/03/31,06:55,1346,134
2021/03/31,07:00,1339,154
2021/03/31,07:05,1338,174
2021/03/31,07:10,1355,193
2021/03/31,07:15,1364,213
2021/03/31,07:20,1353,232
2021/03/31,07:25,1357,252
2021/03/31,07:30,1373,271
2021/03/31,07:35,1395,289
2021/03/31,07:40,1393,307
2021/03/31,07:45,1395,326
2021/03/31,07:50,1389,344
2021/03/31,07:55,1414,362
2021/03/31,08:00,1433,382
2021/03/31,08:05,1466,402
2021/03/31,08:10,1495,419
2021/03/31,08:15,1484,436
2021/03/31,08:20,1488,452
2021/03/31,08:25,1509,469
2021/03/31,08:30,1518,484
2021/03/31,08:35,1524,501
2021/03/31,08:40,1537,518
2021/03/31,08:45,1554,533
2021/03/31,08:50,1552,548
2021/03/31,08:55,1580,563
2021/03/31,09:00,1579,577
2021/03/31,09:05,1576,590
2021/03/31,09:10,1594,603
2021/03/31,09:15,1585,616
2021/03/31,09:20,1587,628
2021/03/31,09:25,1597,640
2021/03/31,09:30,1597,650
2021/03/31,09:35,1594,660
2021/03/31,09:40,1598,671
2021/03/31,09:45,1599,680
2021/03/31,09:50,1600,690
2021/03/31,09:55,1597,699
2021/03/31,10:00,1599,708
2021/03/31,10:05,1580,716
2021/03/31,10:10,1580,723
2021/03/31,10:15,1588,731
2021/03/31,10:20,1603,738
2021/03/31,10:25,1600,745
2021/03/31,10:30,1614,748
2021/03/31,10:35,1593,747
2021/03/31,10:40,1596,750
2021/03/31,10:45,1585,754
2021/03/31,10:50,1576,757
2021/03/31,10:55,1596,761
2021/03/31,11:00,1591,767
2021/03/31,11:05,1589,771
2021/03/31,11:10,1598,765
2021/03/31,11:15,1597,763
2021/03/31,11:20,1595,770
