2021/10/21 23:59 UPDATE
電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1928,09:00〜10:00,10月20日,16:19,17,85
電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1648,09:00〜10:00,10月20日,16:19
使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1908,11:00〜12:00,10月20日,16:19,17,86
使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1632,11:00〜12:00,10月20日,16:19
DATE,TIME,当日実績(万kW),予測値(万kW),使用率(%),供給力想定値(万kW)
2021/10/20,00:00,1232,1225,80,1533
2021/10/20,01:00,1181,1176,80,1477
2021/10/20,02:00,1195,1180,81,1481
2021/10/20,03:00,1228,1224,80,1532
2021/10/20,04:00,1256,1246,81,1558
2021/10/20,05:00,1268,1259,81,1573
2021/10/20,06:00,1312,1310,83,1583
2021/10/20,07:00,1389,1382,83,1669
2021/10/20,08:00,1549,1550,85,1825
2021/10/20,09:00,1655,1648,86,1928
2021/10/20,10:00,1648,1641,86,1919
2021/10/20,11:00,1636,1632,86,1908
2021/10/20,12:00,1548,1534,86,1794
2021/10/20,13:00,1612,1614,85,1890
2021/10/20,14:00,1628,1622,86,1898
2021/10/20,15:00,1608,1612,85,1886
2021/10/20,16:00,1609,1617,82,1966
2021/10/20,17:00,1619,1621,84,1936
2021/10/20,18:00,1592,1590,83,1929
2021/10/20,19:00,1529,1522,81,1884
2021/10/20,20:00,1484,1472,79,1869
2021/10/20,21:00,1437,1425,77,1864
2021/10/20,22:00,1377,1369,77,1795
2021/10/20,23:00,1333,1329,76,1744
最大使用率(%),時間帯
86,14:00〜15:00
翌日電力需要ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,電力需要ピーク時予備率(%),電力需要ピーク時使用率(%)
1969,09:00〜10:00,10月20日,17:06,20,84
翌日電力需要ピーク時予想最大電力(万kW),時間帯,予想最大電力情報更新日,予想最大電力情報更新時刻
1645,09:00〜10:00,10月20日,17:06
翌日使用率ピーク時供給力(万kW),時間帯,供給力情報更新日,供給力情報更新時刻,使用率ピーク時予備率(%),使用率ピーク時使用率(%)
1916,17:00〜18:00,10月20日,17:06,20,84
翌日使用率ピーク時予想電力(万kW),時間帯,予想電力情報更新日,予想電力情報更新時刻
1602,17:00〜18:00,10月20日,17:06
DATE,TIME,当日実績(５分間隔値)(万kW),太陽光発電実績(５分間隔値)(万kW)
2021/10/20,00:00,1258,0
2021/10/20,00:05,1258,0
2021/10/20,00:10,1235,0
2021/10/20,00:15,1238,0
2021/10/20,00:20,1222,0
2021/10/20,00:25,1231,0
2021/10/20,00:30,1233,0
2021/10/20,00:35,1223,0
2021/10/20,00:40,1215,0
2021/10/20,00:45,1202,0
2021/10/20,00:50,1198,0
2021/10/20,00:55,1200,0
2021/10/20,01:00,1189,0
2021/10/20,01:05,1181,0
2021/10/20,01:10,1173,0
2021/10/20,01:15,1173,0
2021/10/20,01:20,1167,0
2021/10/20,01:25,1153,0
2021/10/20,01:30,1148,0
2021/10/20,01:35,1170,0
2021/10/20,01:40,1182,0
2021/10/20,01:45,1172,0
2021/10/20,01:50,1171,0
2021/10/20,01:55,1161,0
2021/10/20,02:00,1167,0
2021/10/20,02:05,1169,0
2021/10/20,02:10,1172,0
2021/10/20,02:15,1187,0
2021/10/20,02:20,1189,0
2021/10/20,02:25,1188,0
2021/10/20,02:30,1185,0
2021/10/20,02:35,1182,0
2021/10/20,02:40,1190,0
2021/10/20,02:45,1194,0
2021/10/20,02:50,1201,0
2021/10/20,02:55,1202,0
2021/10/20,03:00,1210,0
2021/10/20,03:05,1210,0
2021/10/20,03:10,1202,0
2021/10/20,03:15,1213,0
2021/10/20,03:20,1211,0
2021/10/20,03:25,1206,0
2021/10/20,03:30,1210,0
2021/10/20,03:35,1214,0
2021/10/20,03:40,1226,0
2021/10/20,03:45,1226,0
2021/10/20,03:50,1234,0
2021/10/20,03:55,1223,0
2021/10/20,04:00,1238,0
2021/10/20,04:05,1245,0
2021/10/20,04:10,1254,0
2021/10/20,04:15,1246,0
2021/10/20,04:20,1243,0
2021/10/20,04:25,1236,0
2021/10/20,04:30,1226,0
2021/10/20,04:35,1238,0
2021/10/20,04:40,1254,0
2021/10/20,04:45,1245,0
2021/10/20,04:50,1256,0
2021/10/20,04:55,1237,0
2021/10/20,05:00,1243,0
2021/10/20,05:05,1245,0
2021/10/20,05:10,1243,0
2021/10/20,05:15,1256,0
2021/10/20,05:20,1268,0
2021/10/20,05:25,1252,0
2021/10/20,05:30,1251,0
2021/10/20,05:35,1245,0
2021/10/20,05:40,1264,0
2021/10/20,05:45,1265,0
2021/10/20,05:50,1257,0
2021/10/20,05:55,1271,0
2021/10/20,06:00,1266,0
2021/10/20,06:05,1263,0
2021/10/20,06:10,1280,0
2021/10/20,06:15,1283,0
2021/10/20,06:20,1290,0
2021/10/20,06:25,1284,1
2021/10/20,06:30,1269,5
2021/10/20,06:35,1284,12
2021/10/20,06:40,1322,22
2021/10/20,06:45,1331,34
2021/10/20,06:50,1341,48
2021/10/20,06:55,1337,63
2021/10/20,07:00,1333,80
2021/10/20,07:05,1354,100
2021/10/20,07:10,1334,118
2021/10/20,07:15,1355,131
2021/10/20,07:20,1374,141
2021/10/20,07:25,1357,150
2021/10/20,07:30,1371,165
2021/10/20,07:35,1388,178
2021/10/20,07:40,1404,194
2021/10/20,07:45,1397,211
2021/10/20,07:50,1413,219
2021/10/20,07:55,1408,232
2021/10/20,08:00,1426,262
2021/10/20,08:05,1453,283
2021/10/20,08:10,1502,285
2021/10/20,08:15,1486,286
2021/10/20,08:20,1499,299
2021/10/20,08:25,1513,321
2021/10/20,08:30,1515,343
2021/10/20,08:35,1538,360
2021/10/20,08:40,1555,372
2021/10/20,08:45,1571,388
2021/10/20,08:50,1603,403
2021/10/20,08:55,1632,414
2021/10/20,09:00,1624,425
2021/10/20,09:05,1623,435
2021/10/20,09:10,1630,452
2021/10/20,09:15,1609,479
2021/10/20,09:20,1615,505
2021/10/20,09:25,1651,515
2021/10/20,09:30,1650,494
2021/10/20,09:35,1644,485
2021/10/20,09:40,1663,506
2021/10/20,09:45,1639,525
2021/10/20,09:50,1631,552
2021/10/20,09:55,1652,588
2021/10/20,10:00,1644,610
2021/10/20,10:05,1631,614
2021/10/20,10:10,1632,619
2021/10/20,10:15,1640,628
2021/10/20,10:20,1636,627
2021/10/20,10:25,1628,607
2021/10/20,10:30,1628,593
